Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API,Selenium_Records,API_Records
CICLOTETRYL 500,Fortbenton,https://www.alfabeta.net/precio/ciclotetryl-500.html,selenium,no,no,0,0
CIDEBIN,Richmond,https://www.alfabeta.net/precio/cidebin.html,selenium,no,no,0,0
CIELDOM,Tuteur,https://www.alfabeta.net/precio/cieldom.html,selenium,no,no,0,0
CIENTIFIC BODY AND HAND EMULSION,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-body-and-hand-emulsion.html,selenium,no,no,0,0
CIENTIFIC CLEANSER EMULSION,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-cleanser-emulsion.html,selenium,no,no,0,0
CIENTIFIC CLEANSER LOTION,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-cleanser-lotion.html,selenium,no,no,0,0
CIENTIFIC EXTRA BRONZE,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-extra-bronze.html,selenium,no,no,0,0
CIENTIFIC EYEZONE CREAM,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-eyezone-cream.html,selenium,no,no,0,0
CIENTIFIC FACIAL SPRAY,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-facial-spray.html,selenium,no,no,0,0
CIENTIFIC FACIAL SPRAY G,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-facial-spray-g.html,selenium,no,no,0,0
CIENTIFIC FACIAL TAPE MASK,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-facial-tape-mask.html,selenium,no,no,0,0
CIENTIFIC HYDRATING DAY CREAM,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-hydrating-day-cream.html,selenium,no,no,0,0
CIENTIFIC LIGHT EMULSION,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-light-emulsion.html,selenium,no,no,0,0
CIENTIFIC MAXIMUM REPAIR CREAM F,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-maximum-repair-cream-f.html,selenium,no,no,0,0
CIENTIFIC NIGHT NUTRITIVE CREAM,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-night-nutritive-cream.html,selenium,no,no,0,0
CIENTIFIC PROTECTIVE EMULSION,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-protective-emulsion.html,selenium,no,no,0,0
CIENTIFIC SKAR GEL,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-skar-gel.html,selenium,no,no,0,0
CIENTIFIC SPECIAL NUTRITIVE CREAM,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-special-nutritive-cream.html,selenium,no,no,0,0
CIENTIFIC SPECIAL NUTRITIVE GEL,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-special-nutritive-gel.html,selenium,no,no,0,0
CIENTIFIC SYNOVIAL 40,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-synovial-40.html,selenium,no,no,0,0
CIENTIFIC SYNOVIAL 60,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-synovial-60.html,selenium,no,no,0,0
CIENTIFIC TONIC CLEANSER LOTION,Futerman Internat. Products,https://www.alfabeta.net/precio/cientific-tonic-cleanser-lotion.html,selenium,no,no,0,0
CIERRES DE BOLSA OSTOMIA CONVATEC,Convatec,https://www.alfabeta.net/precio/cierres-de-bolsa-ostomia-convatec.html,selenium,no,no,0,0
CIFESPASMO,Northia,https://www.alfabeta.net/precio/cifespasmo.html,selenium,no,no,0,0
CIFLOXIN,Novoplos,https://www.alfabeta.net/precio/cifloxin.html,selenium,no,no,0,0
CIGANCLOR,Richmond,https://www.alfabeta.net/precio/ciganclor.html,selenium,no,no,0,0
CILAAL 100,Craveri,https://www.alfabeta.net/precio/cilaal-100.html,selenium,no,no,0,0
CILAAL 50,Craveri,https://www.alfabeta.net/precio/cilaal-50.html,selenium,no,no,0,0
CILASTATINA GEMEPE,Gemepe,https://www.alfabeta.net/precio/cilastatina-gemepe.html,selenium,no,no,0,0
CILOSPAW,Rospaw,https://www.alfabeta.net/precio/cilospaw.html,selenium,no,no,0,0
CILOSTAL,Elea,https://www.alfabeta.net/precio/cilostal.html,selenium,no,no,0,0
CILOSTANE,Eczane,https://www.alfabeta.net/precio/cilostane.html,selenium,no,no,0,0
CILOSTAZOL RICHET,Richet,https://www.alfabeta.net/precio/cilostazol-richet.html,selenium,no,no,0,0
CILOVAS,Baliarda,https://www.alfabeta.net/precio/cilovas.html,selenium,no,no,0,0
CIMAHER,Elea,https://www.alfabeta.net/precio/cimaher.html,selenium,no,no,0,0
CIMZIA,Montpellier,https://www.alfabeta.net/precio/cimzia.html,selenium,no,no,0,0
CINIGEST,Baliarda,https://www.alfabeta.net/precio/cinigest.html,selenium,no,no,0,0
CINITRAL NF,Siegfried,https://www.alfabeta.net/precio/cinitral-nf.html,selenium,no,no,0,0
CINTURON ADAPT 66-109 CM,Hollister,https://www.alfabeta.net/precio/cinturon-adapt-66-109-cm.html,selenium,no,no,0,0
CINTURON ADAPT 74-124 CM,Hollister,https://www.alfabeta.net/precio/cinturon-adapt-74-124-cm.html,selenium,no,no,0,0
CINTURON PARA EQUIPO DE OSTOMIA CONVATEC,Convatec,https://www.alfabeta.net/precio/cinturon-para-equipo-de-ostomia-convatec.html,selenium,no,no,0,0
CIPOS 0.1,Max Vision,https://www.alfabeta.net/precio/cipos-01.html,selenium,no,no,0,0
CIPRO,Bayer (PH),https://www.alfabeta.net/precio/cipro.html,selenium,no,no,0,0
CIPROCLER,Monserrat,https://www.alfabeta.net/precio/ciprocler.html,selenium,no,no,0,0
CIPROCLER COLIRIO,Monserrat,https://www.alfabeta.net/precio/ciprocler-colirio.html,selenium,no,no,0,0
CIPROCORT,Savant Generic,https://www.alfabeta.net/precio/ciprocort.html,selenium,no,no,0,0
CIPROCORT L,Savant Generic,https://www.alfabeta.net/precio/ciprocort-l.html,selenium,no,no,0,0
CIPROFARMA,Varifarma,https://www.alfabeta.net/precio/ciprofarma.html,selenium,no,no,0,0
CIPROFLOXACINA 200 SOLUFLEX,Rivero,https://www.alfabeta.net/precio/ciprofloxacina-200-soluflex.html,selenium,no,no,0,0
CIPROFLOXACINA 400 SOLUFLEX,Rivero,https://www.alfabeta.net/precio/ciprofloxacina-400-soluflex.html,selenium,no,no,0,0
CIPROFLOXACINA D DORF,PharmaDorf,https://www.alfabeta.net/precio/ciprofloxacina-d-dorf.html,selenium,no,no,0,0
CIPROFLOXACINA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/ciprofloxacina-denver-farma.html,selenium,no,no,0,0
CIPROFLOXACINA DORF,PharmaDorf,https://www.alfabeta.net/precio/ciprofloxacina-dorf.html,selenium,no,no,0,0
CIPROFLOXACINA DUNCAN,Duncan,https://www.alfabeta.net/precio/ciprofloxacina-duncan.html,selenium,no,no,0,0
CIPROFLOXACINA FABRA,Fabra,https://www.alfabeta.net/precio/ciprofloxacina-fabra.html,selenium,no,no,0,0
CIPROFLOXACINA LAZAR,Lazar,https://www.alfabeta.net/precio/ciprofloxacina-lazar.html,selenium,no,no,0,0
CIPROFLOXACINA LAZAR HC,Lazar,https://www.alfabeta.net/precio/ciprofloxacina-lazar-hc.html,selenium,no,no,0,0
CIPROFLOXACINA RICHET,Richet,https://www.alfabeta.net/precio/ciprofloxacina-richet.html,selenium,no,no,0,0
CIPROFLOXACINA SANT GALL,Sant Gall,https://www.alfabeta.net/precio/ciprofloxacina-sant-gall.html,selenium,no,no,0,0
CIPROFLOXACINA UGAL,Ugal Farmacéutica,https://www.alfabeta.net/precio/ciprofloxacina-ugal.html,selenium,no,no,0,0
CIPROFLOXACINA UPL,Ultra Pharma,https://www.alfabeta.net/precio/ciprofloxacina-upl.html,selenium,no,no,0,0
CIPROFLOXACINA VANNIER,Vannier,https://www.alfabeta.net/precio/ciprofloxacina-vannier.html,selenium,no,no,0,0
CIPROLABSA 500,Labsa,https://www.alfabeta.net/precio/ciprolabsa-500.html,selenium,no,no,0,0
CIPROLABSA D OFTAL,Labsa,https://www.alfabeta.net/precio/ciprolabsa-d-oftal.html,selenium,no,no,0,0
CIPROLABSA OFTAL,Labsa,https://www.alfabeta.net/precio/ciprolabsa-oftal.html,selenium,no,no,0,0
CIPROMAR,Mar,https://www.alfabeta.net/precio/cipromar.html,selenium,no,no,0,0
CIPROMED,Lepetit,https://www.alfabeta.net/precio/cipromed.html,selenium,no,no,0,0
CIPRONOVA,Celnova Argentina,https://www.alfabeta.net/precio/cipronova.html,selenium,no,no,0,0
CIPROTENK,Biotenk,https://www.alfabeta.net/precio/ciprotenk.html,selenium,no,no,0,0
CIPROTERONA BIOTENK,Biotenk,https://www.alfabeta.net/precio/ciproterona-biotenk.html,selenium,no,no,0,0
CIPROTERONA MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/ciproterona-microsules.html,selenium,no,no,0,0
CIPROTERONA TECHSPERE,Techsphere,https://www.alfabeta.net/precio/ciproterona-techspere.html,selenium,no,no,0,0
CIPROVIT CALCICO,Beta,https://www.alfabeta.net/precio/ciprovit-calcico.html,selenium,no,no,0,0
CIPROVIT MAGNESICO,Beta,https://www.alfabeta.net/precio/ciprovit-magnesico.html,selenium,no,no,0,0
CIRCADIN,Biopas Argentina,https://www.alfabeta.net/precio/circadin.html,selenium,no,no,0,0
CIRCONYL,Trb-Pharma,https://www.alfabeta.net/precio/circonyl.html,selenium,no,no,0,0
CIRCULAC DIATES,Provefarma,https://www.alfabeta.net/precio/circulac-diates.html,selenium,no,no,0,0
CIRCUVIT,Ariston,https://www.alfabeta.net/precio/circuvit.html,selenium,no,no,0,0
CIRFLOX OFTAL,Klonal,https://www.alfabeta.net/precio/cirflox-oftal.html,selenium,no,no,0,0
CIRFLOX-G,Klonal,https://www.alfabeta.net/precio/cirflox-g.html,selenium,no,no,0,0
CIRIAX,Roemmers,https://www.alfabeta.net/precio/ciriax.html,selenium,no,no,0,0
CIRIAX OTIC,Roemmers,https://www.alfabeta.net/precio/ciriax-otic.html,selenium,no,no,0,0
CIRIAX OTIC L,Roemmers,https://www.alfabeta.net/precio/ciriax-otic-l.html,selenium,no,no,0,0
CIRUELA FIBRA,Argenfarma,https://www.alfabeta.net/precio/ciruela-fibra.html,selenium,no,no,0,0
CIRUELAS LIGHT+VITAMINA C NUTRINAT,San Ceferino,https://www.alfabeta.net/precio/ciruelas-lightvitamina-c-nutrinat.html,selenium,no,no,0,0
CIRUELAS+FIBRAS+VITAMINA C NUTRINAT,San Ceferino,https://www.alfabeta.net/precio/ciruelasfibrasvitamina-c-nutrinat.html,selenium,no,no,0,0
CIRUELAX FORTE,Megalabs Argentina,https://www.alfabeta.net/precio/ciruelax-forte.html,selenium,no,no,0,0
CIRUELAX JALEA,Megalabs Argentina,https://www.alfabeta.net/precio/ciruelax-jalea.html,selenium,no,no,0,0
CIRUELAX MINITABS,Megalabs Argentina,https://www.alfabeta.net/precio/ciruelax-minitabs.html,selenium,no,no,0,0
CISPLATINO DELTA FARMA,Sidus,https://www.alfabeta.net/precio/cisplatino-delta-farma.html,selenium,no,no,0,0
CISPLATINO FILAXIS,Filaxis Farmacéutica,https://www.alfabeta.net/precio/cisplatino-filaxis.html,selenium,no,no,0,0
CISPLATINO GLENMARK,Glenmark,https://www.alfabeta.net/precio/cisplatino-glenmark.html,selenium,no,no,0,0
CISPLATINO KEMEX,Kemex,https://www.alfabeta.net/precio/cisplatino-kemex.html,selenium,no,no,0,0
CISPLATINO LKM,LKM,https://www.alfabeta.net/precio/cisplatino-lkm.html,selenium,no,no,0,0
CISPLATINO MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/cisplatino-microsules.html,selenium,no,no,0,0
CISPLATINO TUTEUR,Tuteur,https://www.alfabeta.net/precio/cisplatino-tuteur.html,selenium,no,no,0,0
CISTADINE,Varifarma,https://www.alfabeta.net/precio/cistadine.html,selenium,no,no,0,0
CISTALGINA,Fortbenton,https://www.alfabeta.net/precio/cistalgina.html,selenium,no,no,0,0
CISTEFORT,Fortbenton,https://www.alfabeta.net/precio/cistefort.html,selenium,no,no,0,0
CISTEFORT DUO,Fortbenton,https://www.alfabeta.net/precio/cistefort-duo.html,selenium,no,no,0,0
CISTEINA RIVERO,Rivero,https://www.alfabeta.net/precio/cisteina-rivero.html,selenium,no,no,0,0
CISTIDAC,Eurolab,https://www.alfabeta.net/precio/cistidac.html,selenium,no,no,0,0
CISTIDAC MAX,Eurolab,https://www.alfabeta.net/precio/cistidac-max.html,selenium,no,no,0,0
CISTIL,Temis-Lostaló,https://www.alfabeta.net/precio/cistil.html,selenium,no,no,0,0
CISTIMAX,Fortbenton,https://www.alfabeta.net/precio/cistimax.html,selenium,no,no,0,0
CISTIMAX GEL UNGUEAL,Fortbenton,https://www.alfabeta.net/precio/cistimax-gel-ungueal.html,selenium,no,no,0,0
CISTINA B6,Savant Consumer,https://www.alfabeta.net/precio/cistina-b6.html,selenium,no,no,0,0
CISTINA-B6 SZAMA,Savant Consumer,https://www.alfabeta.net/precio/cistina-b6-szama.html,selenium,no,no,0,0
CITARABINA KEMEX,Kemex,https://www.alfabeta.net/precio/citarabina-kemex.html,selenium,no,no,0,0
CITARABINA LKM 100,LKM,https://www.alfabeta.net/precio/citarabina-lkm-100.html,selenium,no,no,0,0
CITARABINA LKM 1000,LKM,https://www.alfabeta.net/precio/citarabina-lkm-1000.html,selenium,no,no,0,0
CITARABINA MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/citarabina-microsules.html,selenium,no,no,0,0
CITOFIN,Filaxis Farmacéutica,https://www.alfabeta.net/precio/citofin.html,selenium,no,no,0,0
CITRATO DE MAGNESIO,Lafarmen,https://www.alfabeta.net/precio/citrato-de-magnesio.html,selenium,no,no,0,0
CITRATO DE MAGNESIO,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/citrato-de-magnesio.html,selenium,no,no,0,0
CITRATO DE MAGNESIO + K2 + D3,Provefarma,https://www.alfabeta.net/precio/citrato-de-magnesio--k2--d3.html,selenium,no,no,0,0
CITRATO DE MAGNESIO 400 CON FIBRA FUNCIONAL,Calihepat,https://www.alfabeta.net/precio/citrato-de-magnesio-400-con-fibra-funcional.html,selenium,no,no,0,0
CITRATO DE MAGNESIO 400 INCAICO,Donato Zurlo,https://www.alfabeta.net/precio/citrato-de-magnesio-400-incaico.html,selenium,no,no,0,0
CITRATO DE MAGNESIO 500,Provefarma,https://www.alfabeta.net/precio/citrato-de-magnesio-500.html,selenium,no,no,0,0
CITRATO DE MAGNESIO CALIHEPAT+,Calihepat,https://www.alfabeta.net/precio/citrato-de-magnesio-calihepat.html,selenium,no,no,0,0
CITRATO DE MAGNESIO ENA LEMONADE,Laboratorio ENA,https://www.alfabeta.net/precio/citrato-de-magnesio-ena-lemonade.html,selenium,no,no,0,0
CITRATO DE MAGNESIO LIMONADA NATULIV,Laboratorio ENA,https://www.alfabeta.net/precio/citrato-de-magnesio-limonada-natuliv.html,selenium,no,no,0,0
CITRATO DE MAGNESIO NATULIV,Laboratorio ENA,https://www.alfabeta.net/precio/citrato-de-magnesio-natuliv.html,selenium,no,no,0,0
CITRATO DE MAGNESIO POMELO NATULIV,Laboratorio ENA,https://www.alfabeta.net/precio/citrato-de-magnesio-pomelo-natuliv.html,selenium,no,no,0,0
CITRATO DE MAGNESIO SLEEP + CALM VW,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/citrato-de-magnesio-sleep--calm-vw.html,selenium,no,no,0,0
CITRATO DE MAGNESIO VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/citrato-de-magnesio-vitamin-way.html,selenium,no,no,0,0
CITRATO DE POTASIO VW,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/citrato-de-potasio-vw.html,selenium,no,no,0,0
CLA NUTRACEUTIC,Eurolab,https://www.alfabeta.net/precio/cla-nutraceutic.html,selenium,no,no,0,0
CLAMOXOL DUO,Cassará,https://www.alfabeta.net/precio/clamoxol-duo.html,selenium,no,no,0,0
CLAMOXOL DUO,Medisol,https://www.alfabeta.net/precio/clamoxol-duo.html,selenium,no,no,0,0
CLARIBIOTIC 125,Baliarda,https://www.alfabeta.net/precio/claribiotic-125.html,selenium,no,no,0,0
CLARIBIOTIC 250,Baliarda,https://www.alfabeta.net/precio/claribiotic-250.html,selenium,no,no,0,0
CLARIBIOTIC 500,Baliarda,https://www.alfabeta.net/precio/claribiotic-500.html,selenium,no,no,0,0
CLARIBIOTIC U.D.,Baliarda,https://www.alfabeta.net/precio/claribiotic-ud.html,selenium,no,no,0,0
CLARICINA,Lafedar,https://www.alfabeta.net/precio/claricina.html,selenium,no,no,0,0
CLARIMAX 125,Montpellier,https://www.alfabeta.net/precio/clarimax-125.html,selenium,no,no,0,0
CLARIMAX 250,Montpellier,https://www.alfabeta.net/precio/clarimax-250.html,selenium,no,no,0,0
CLARIMAX 500,Montpellier,https://www.alfabeta.net/precio/clarimax-500.html,selenium,no,no,0,0
CLARIMAX UD,Montpellier,https://www.alfabeta.net/precio/clarimax-ud.html,selenium,no,no,0,0
CLARIMAX UD 1000,Montpellier,https://www.alfabeta.net/precio/clarimax-ud-1000.html,selenium,no,no,0,0
CLARISOFT,Vannier,https://www.alfabeta.net/precio/clarisoft.html,selenium,no,no,0,0
CLARITE,Cepage,https://www.alfabeta.net/precio/clarite.html,selenium,no,no,0,0
CLARITE CONTORNO DE OJOS,Cepage,https://www.alfabeta.net/precio/clarite-contorno-de-ojos.html,selenium,no,no,0,0
CLARITE TX,Cepage,https://www.alfabeta.net/precio/clarite-tx.html,selenium,no,no,0,0
CLARITROLABSA,Labsa,https://www.alfabeta.net/precio/claritrolabsa.html,selenium,no,no,0,0
CLARITROM,Trb-Pharma,https://www.alfabeta.net/precio/claritrom.html,selenium,no,no,0,0
CLARITROMICINA FABRA,Fabra,https://www.alfabeta.net/precio/claritromicina-fabra.html,selenium,no,no,0,0
CLARITROMICINA NORTHIA,Northia,https://www.alfabeta.net/precio/claritromicina-northia.html,selenium,no,no,0,0
CLARITROMICINA PHARMAVIAL,IBC,https://www.alfabeta.net/precio/claritromicina-pharmavial.html,selenium,no,no,0,0
CLARITROMICINA RICHET,Richet,https://www.alfabeta.net/precio/claritromicina-richet.html,selenium,no,no,0,0
CLARITROMICINA VANNIER,Vannier,https://www.alfabeta.net/precio/claritromicina-vannier.html,selenium,no,no,0,0
CLAROVIL,Beta,https://www.alfabeta.net/precio/clarovil.html,selenium,no,no,0,0
CLAROVIL UD,Beta,https://www.alfabeta.net/precio/clarovil-ud.html,selenium,no,no,0,0
CLARVIX,Savant Generic,https://www.alfabeta.net/precio/clarvix.html,selenium,no,no,0,0
CLASICA,Craveri,https://www.alfabeta.net/precio/clasica.html,selenium,no,no,0,0
CLASID,Sidus,https://www.alfabeta.net/precio/clasid.html,selenium,no,no,0,0
CLAVULOX,Elea,https://www.alfabeta.net/precio/clavulox.html,selenium,no,no,0,0
CLAVULOX DUO,Elea,https://www.alfabeta.net/precio/clavulox-duo.html,selenium,no,no,0,0
CLEANEX AGUA MICELAR,Panalab,https://www.alfabeta.net/precio/cleanex-agua-micelar.html,selenium,no,no,0,0
CLEANEX BODY WASH,Panalab,https://www.alfabeta.net/precio/cleanex-body-wash.html,selenium,no,no,0,0
CLEANEX CURCUMA,Panalab,https://www.alfabeta.net/precio/cleanex-curcuma.html,selenium,no,no,0,0
CLEANEX EXFOLIANTE,Panalab,https://www.alfabeta.net/precio/cleanex-exfoliante.html,selenium,no,no,0,0
CLEANEX FREE,Panalab,https://www.alfabeta.net/precio/cleanex-free.html,selenium,no,no,0,0
CLEANEX KIT DOBLE LIMPIEZA,Panalab,https://www.alfabeta.net/precio/cleanex-kit-doble-limpieza.html,selenium,no,no,0,0
CLEANEX LIMPIADOR,Panalab,https://www.alfabeta.net/precio/cleanex-limpiador.html,selenium,no,no,0,0
CLEAR VISION,Grimberg,https://www.alfabeta.net/precio/clear-vision.html,selenium,no,no,0,0
CLEARLAX,Eczane,https://www.alfabeta.net/precio/clearlax.html,selenium,no,no,0,0
CLEARSING,Duncan,https://www.alfabeta.net/precio/clearsing.html,selenium,no,no,0,0
CLEDIUM,Adium,https://www.alfabeta.net/precio/cledium.html,selenium,no,no,0,0
CLEVOSAN,Baliarda,https://www.alfabeta.net/precio/clevosan.html,selenium,no,no,0,0
CLEXANE,Sanofi-Aventis,https://www.alfabeta.net/precio/clexane.html,selenium,no,no,0,0
CLIACIL,Ronnet,https://www.alfabeta.net/precio/cliacil.html,selenium,no,no,0,0
CLIACIL 1000,Ronnet,https://www.alfabeta.net/precio/cliacil-1000.html,selenium,no,no,0,0
CLIDAN,Cassará,https://www.alfabeta.net/precio/clidan.html,selenium,no,no,0,0
CLIDAN 300,Cassará,https://www.alfabeta.net/precio/clidan-300.html,selenium,no,no,0,0
CLIDAN B,Cassará,https://www.alfabeta.net/precio/clidan-b.html,selenium,no,no,0,0
CLIDAN LOCION,Cassará,https://www.alfabeta.net/precio/clidan-locion.html,selenium,no,no,0,0
CLIMATIX,Siegfried,https://www.alfabeta.net/precio/climatix.html,selenium,no,no,0,0
CLIMATIX 1.25,Siegfried,https://www.alfabeta.net/precio/climatix-125.html,selenium,no,no,0,0
CLINADOL COLUTORIO,Gador,https://www.alfabeta.net/precio/clinadol-colutorio.html,selenium,no,no,0,0
CLINADOL FORTE,Gador,https://www.alfabeta.net/precio/clinadol-forte.html,selenium,no,no,0,0
CLINADOL FORTE AP,Gador,https://www.alfabeta.net/precio/clinadol-forte-ap.html,selenium,no,no,0,0
CLINAL,Andrómaco,https://www.alfabeta.net/precio/clinal.html,selenium,no,no,0,0
CLINCORP,Siegfried,https://www.alfabeta.net/precio/clincorp.html,selenium,no,no,0,0
CLINDACIN,Panalab,https://www.alfabeta.net/precio/clindacin.html,selenium,no,no,0,0
CLINDACUR UNO,Oxapharma,https://www.alfabeta.net/precio/clindacur-uno.html,selenium,no,no,0,0
CLINDALAF,Lafedar,https://www.alfabeta.net/precio/clindalaf.html,selenium,no,no,0,0
CLINDAMICINA DRAWER,Drawer,https://www.alfabeta.net/precio/clindamicina-drawer.html,selenium,no,no,0,0
CLINDAMICINA DUNCAN,Duncan,https://www.alfabeta.net/precio/clindamicina-duncan.html,selenium,no,no,0,0
CLINDAMICINA FABRA,Fabra,https://www.alfabeta.net/precio/clindamicina-fabra.html,selenium,no,no,0,0
CLINDAMICINA KLONAL,Klonal,https://www.alfabeta.net/precio/clindamicina-klonal.html,selenium,no,no,0,0
CLINDAMICINA LARJAN,Veinfar,https://www.alfabeta.net/precio/clindamicina-larjan.html,selenium,no,no,0,0
CLINDAMICINA NORTHIA,Northia,https://www.alfabeta.net/precio/clindamicina-northia.html,selenium,no,no,0,0
CLINDAMICINA PHARMAVIAL,IBC,https://www.alfabeta.net/precio/clindamicina-pharmavial.html,selenium,no,no,0,0
CLINDAMICINA RICHET,Richet,https://www.alfabeta.net/precio/clindamicina-richet.html,selenium,no,no,0,0
CLINDANOVAG,Gobbi,https://www.alfabeta.net/precio/clindanovag.html,selenium,no,no,0,0
CLINDOPAX,Lagos,https://www.alfabeta.net/precio/clindopax.html,selenium,no,no,0,0
CLINID,Bioprofarma Bagó,https://www.alfabeta.net/precio/clinid.html,selenium,no,no,0,0
CLINTOPIC,Siegfried,https://www.alfabeta.net/precio/clintopic.html,selenium,no,no,0,0
CLITAXEL,Gobbi,https://www.alfabeta.net/precio/clitaxel.html,selenium,no,no,0,0
CLOB-X SHAMPOO,Galderma,https://www.alfabeta.net/precio/clob-x-shampoo.html,selenium,no,no,0,0
CLOBEPLUS,Megalabs Argentina,https://www.alfabeta.net/precio/clobeplus.html,selenium,no,no,0,0
CLOBESOL,Siegfried,https://www.alfabeta.net/precio/clobesol.html,selenium,no,no,0,0
CLODEW,Oxapharma,https://www.alfabeta.net/precio/clodew.html,selenium,no,no,0,0
CLODREL,Baliarda,https://www.alfabeta.net/precio/clodrel.html,selenium,no,no,0,0
CLOFIBRATE MAGNESICO CHOBET,Soubeiran Chobet,https://www.alfabeta.net/precio/clofibrate-magnesico-chobet.html,selenium,no,no,0,0
CLOFICRIS,LKM,https://www.alfabeta.net/precio/cloficris.html,selenium,no,no,0,0
CLOMIFEM,Laboratorios Bernabó,https://www.alfabeta.net/precio/clomifem.html,selenium,no,no,0,0
CLOMISAL DIVIDOSIS,Ariston,https://www.alfabeta.net/precio/clomisal-dividosis.html,selenium,no,no,0,0
CLONADANE,Eczane,https://www.alfabeta.net/precio/clonadane.html,selenium,no,no,0,0
CLONAGIN,Baliarda,https://www.alfabeta.net/precio/clonagin.html,selenium,no,no,0,0
CLONAGIN 0.25,Baliarda,https://www.alfabeta.net/precio/clonagin-025.html,selenium,no,no,0,0
CLONAGIN 0.5,Baliarda,https://www.alfabeta.net/precio/clonagin-05.html,selenium,no,no,0,0
CLONAGIN 1,Baliarda,https://www.alfabeta.net/precio/clonagin-1.html,selenium,no,no,0,0
CLONAGIN 2,Baliarda,https://www.alfabeta.net/precio/clonagin-2.html,selenium,no,no,0,0
CLONAGIN SL,Baliarda,https://www.alfabeta.net/precio/clonagin-sl.html,selenium,no,no,0,0
CLONALEP,Lepetit,https://www.alfabeta.net/precio/clonalep.html,selenium,no,no,0,0
CLONAX,Beta,https://www.alfabeta.net/precio/clonax.html,selenium,no,no,0,0
CLONAX RAPID,Beta,https://www.alfabeta.net/precio/clonax-rapid.html,selenium,no,no,0,0
CLONAZEPAM,Vent 3,https://www.alfabeta.net/precio/clonazepam.html,selenium,no,no,0,0
CLONAZEPAM DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/clonazepam-denver-farma.html,selenium,no,no,0,0
CLONAZEPAM DUNCAN,Duncan,https://www.alfabeta.net/precio/clonazepam-duncan.html,selenium,no,no,0,0
CLONAZEPAM KILAB,Kilab,https://www.alfabeta.net/precio/clonazepam-kilab.html,selenium,no,no,0,0
CLONAZEPAM LEPRET,Pretoria,https://www.alfabeta.net/precio/clonazepam-lepret.html,selenium,no,no,0,0
CLONAZEPAM ROSPAW,Rospaw,https://www.alfabeta.net/precio/clonazepam-rospaw.html,selenium,no,no,0,0
CLONAZEPAM SL,Vent 3,https://www.alfabeta.net/precio/clonazepam-sl.html,selenium,no,no,0,0
CLONER,Vannier,https://www.alfabeta.net/precio/cloner.html,selenium,no,no,0,0
CLONIDINA,Veinfar,https://www.alfabeta.net/precio/clonidina.html,selenium,no,no,0,0
CLONIDINA DRAWER,Drawer,https://www.alfabeta.net/precio/clonidina-drawer.html,selenium,no,no,0,0
CLONIXINATO DE LISINA LARJAN,Veinfar,https://www.alfabeta.net/precio/clonixinato-de-lisina-larjan.html,selenium,no,no,0,0
CLONOMAB,Elea,https://www.alfabeta.net/precio/clonomab.html,selenium,no,no,0,0
CLOPIDOGREL RICHET,Richet,https://www.alfabeta.net/precio/clopidogrel-richet.html,selenium,no,no,0,0
CLOPIDOGREL ROSPAW,Rospaw,https://www.alfabeta.net/precio/clopidogrel-rospaw.html,selenium,no,no,0,0
CLOPIDOGREL TEVA,Teva Argentina,https://www.alfabeta.net/precio/clopidogrel-teva.html,selenium,no,no,0,0
CLOPILEP,Lepetit,https://www.alfabeta.net/precio/clopilep.html,selenium,no,no,0,0
CLOPIXOL,Biopas Argentina S.A/Lundbeck,https://www.alfabeta.net/precio/clopixol.html,selenium,no,no,0,0
CLOPIXOL ACUPHASE,Biopas Argentina S.A/Lundbeck,https://www.alfabeta.net/precio/clopixol-acuphase.html,selenium,no,no,0,0
CLOPIXOL DEPOT,Biopas Argentina S.A/Lundbeck,https://www.alfabeta.net/precio/clopixol-depot.html,selenium,no,no,0,0
CLOQ,Trb-Pharma,https://www.alfabeta.net/precio/cloq.html,selenium,no,no,0,0
