input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,PAMI_OS,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
IQUISA,420 CBD RELAX,IQUISA,420 CBD RELAX,cannabidiol,Producto Cosmético,env.x 16 ml (VL),15215.0,2024-12-03,2026-01-12T12:36:00,,,,,,,,{}
IQUISA,420 CBD TETITA FELIZ PACK,IQUISA,420 CBD TETITA FELIZ PACK,cannabidiol,Producto Cosmético,cr. 75 g + aceite 75 ml (VL),49150.0,2024-12-03,2026-01-12T12:36:02,,,,,,,,{}
Cassará,5 FU,Cassará,5 FU,fluorouracilo,Antineoplásico,ung.x 20 g,53000.0,2025-12-15,2026-01-12T12:36:03,,,,Cobertura Monto Fijo,36701.85,16298.15,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 16298.15, ""AF"": 36701.85}}"
Domínguez,5-ASA 1000,Domínguez,5-ASA 1000,mesalazina,Antiinflam.intestinal,1 g sob.x 30,178508.14,2025-12-30,2026-01-12T12:36:04,,60999.77,,,,,,"{""PAMI"": {""AF"": 60999.77}}"
Domínguez,5-ASA 1000,Domínguez,5-ASA 1000,mesalazina,Antiinflam.intestinal,1 g sup.x 30,203371.09,2025-12-30,2026-01-12T12:36:04,,,,,,,,{}
Domínguez,5-ASA 2000,Domínguez,5-ASA 2000,mesalazina,Antiinflam.intestinal,2 g sob.x 30,320088.38,2025-12-30,2026-01-12T12:36:14,,108685.84,,Cobertura Monto Fijo,151976.85,168111.53,,"{""PAMI"": {""AF"": 108685.84}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 168111.53, ""AF"": 151976.85}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg comp.x 30,91364.63,2025-12-30,2026-01-12T12:36:15,Producto Reconocido,29118.32,,Cobertura Monto Fijo,45016.15,46348.48,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 29118.32}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 46348.48, ""AF"": 45016.15}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg comp.x 60,173721.84,2025-12-30,2026-01-12T12:36:15,Producto Reconocido,55366.27,,Cobertura Monto Fijo,85594.25,88127.59,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 55366.27}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 88127.59, ""AF"": 85594.25}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg sup.x 10,35948.24,2025-12-30,2026-01-12T12:36:16,Producto Reconocido,13339.2,,Cobertura Monto Fijo,17712.01,18236.23,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 13339.2}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 18236.23, ""AF"": 17712.01}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg sup.x 30,102904.51,2025-12-30,2026-01-12T12:36:16,Producto Reconocido,38185.56,,Cobertura Monto Fijo,50701.94,52202.57,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 38185.56}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 52202.57, ""AF"": 50701.94}}"
Domínguez,5-ASA 4000,Domínguez,5-ASA 4000,mesalazina,Antiinflam.intestinal,4 g sob.x 30,533343.03,2025-12-30,2026-01-12T12:36:17,,,,Cobertura Monto Fijo,257165.09,276177.94,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 276177.94, ""AF"": 257165.09}}"
Domínguez,5-ASA 500,Domínguez,5-ASA 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 30,94240.66,2025-12-30,2026-01-12T12:36:18,Producto Reconocido,30935.36,,Cobertura Monto Fijo,53788.23,40452.43,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 30935.36}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 40452.43, ""AF"": 53788.23}}"
Domínguez,5-ASA 500,Domínguez,5-ASA 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 60,169638.17,2025-12-30,2026-01-12T12:36:19,Producto Reconocido,55685.16,,Cobertura Monto Fijo,95037.51,74600.66,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 55685.16}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 74600.66, ""AF"": 95037.51}}"
Ariston,5XR 1000,Ariston,5XR 1000,mesalazina,Antiinflam.intestinal,1000 mg comp.x 30,144681.25,2026-01-05,2026-01-12T12:36:26,,,,Cobertura Monto Fijo,46486.65,98194.6,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 98194.6, ""AF"": 46486.65}}"
Ariston,5XR 1000,Ariston,5XR 1000,mesalazina,Antiinflam.intestinal,1000 mg comp.x 60,286362.78,2026-01-05,2026-01-12T12:36:26,,,,Cobertura Monto Fijo,101683.91,184678.87,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 184678.87, ""AF"": 101683.91}}"
Domínguez,5-ASA 800,Domínguez,5-ASA 800,mesalazina,Antiinflam.intestinal,800 mg comp.x 30,137131.56,2025-12-30,2026-01-12T12:36:28,Producto Reconocido,49494.21,,Cobertura Monto Fijo,67565.91,69565.65,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 49494.21}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 69565.65, ""AF"": 67565.91}}"
Domínguez,5-ASA 800,Domínguez,5-ASA 800,mesalazina,Antiinflam.intestinal,800 mg comp.x 60,237150.37,2025-12-30,2026-01-12T12:36:29,Producto Reconocido,85593.38,,Cobertura Monto Fijo,120877.72,116272.65,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 85593.38}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 116272.65, ""AF"": 120877.72}}"
Ariston,5XR 500,Ariston,5XR 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 100,244773.78,2026-01-05,2026-01-12T12:36:29,Producto Reconocido,56319.78,,Cobertura Monto Fijo,81900.12,162873.66,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 56319.78}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 162873.66, ""AF"": 81900.12}}"
Ariston,5XR 500,Ariston,5XR 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 50,134237.35,2026-01-05,2026-01-12T12:36:30,Producto Reconocido,33148.66,,Cobertura Monto Fijo,46907.65,87329.7,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 33148.66}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 87329.7, ""AF"": 46907.65}}"
Elea,8 HORAS,Elea,8 HORAS,eszopiclona,Hipnótico,2 mg comp.x 30,22392.79,2025-12-17,2026-01-12T12:36:30,Producto Reconocido,8702.17,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 8702.17}}"
Elea,8 HORAS,Elea,8 HORAS,eszopiclona,Hipnótico,3 mg comp.x 30,27989.65,2025-12-17,2026-01-12T12:36:30,Producto Reconocido,10876.55,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 10876.55}}"
