PCID,Country,Product Group,Generic Name,Start Date,End Date,Currency,Ex-Factory Wholesale Price,Local Pack Description,LOCAL_PACK_CODE
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,6518.50,"Inhalation liquid, 250 ml - glass bottles (1) / complete with Quik-Fil system / - cardboard packs",4603182003171
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,6518.50,"Inhalation liquid, 250 ml - glass bottles (1) - cardboard packs",4603182003164
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"liquid for inhalation, 250 ml - bottles (1) / complete with the Quik-Fil system/ / - cardboard packs (for hospitals)",4603182005458
,Russia,Ibuprofen Medisorb,Ibuprofen,12.12.2025,,RUB,101.89,"capsules, 200 mg, 10 pcs. - blister packs (1) - cardboard packs",4603182002631
,Russia,Calcium gluconate Medisorb,Calcium gluconate,12.12.2025,,RUB,20.33,"tablets, 0.5 g, 10 pcs. - blister packs (2) - cardboard packs",4603182007292
,Russia,Atorvastatin Medisorb,Atorvastatin,12.12.2025,,RUB,321.41,"film-coated tablets, 40 mg, 10 pcs. - blister packs (3) - cardboard packs",4603182001528
,Russia,Atorvastatin Medisorb,Atorvastatin,12.12.2025,,RUB,300.61,"film-coated tablets, 20 mg, 10 pcs. - blister packs (3) - cardboard packs",4603182001511
,Russia,Atorvastatin Medisorb,Atorvastatin,12.12.2025,,RUB,287.60,"Film-coated tablets, 10 mg, 10 pcs. - blister packs (6) - cardboard packs",4603182002686
,Russia,Atorvastatin Medisorb,Atorvastatin,12.12.2025,,RUB,143.80,"Film-coated tablets, 10 mg, 10 pcs. - blister packs (3) - cardboard packs",4603182001504
,Russia,Spironolactone Medisorb,Spironolactone,12.12.2025,,RUB,73.80,"tablets, 25 mg, 10 pcs. - blister packs (3) - cardboard packs",4603182002853
,Russia,Calcium gluconate,Calcium gluconate,12.12.2025,,RUB,19.16,"tablets, 0.5 g, 10 pcs. - blister packs (2) - cardboard packs",4603182002181
,Russia,Calcium gluconate Medisorb,Calcium gluconate,12.12.2025,,RUB,20.33,"tablets, 0.5 g, 10 pcs. - blister packs (2) - cardboard packs",4603182007292
,Russia,Spironolactone Medisorb,Spironolactone,12.12.2025,,RUB,49.20,"tablets, 25 mg, 10 pcs. - blister packs (2) - cardboard packs",4603182002884
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"Liquid for inhalation, 250 ml - polymer bottles, closed with the Quik-Fil system (1) - cardboard packs",4603182005625
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"Inhalation liquid, 250 ml - glass bottles (1) / complete with Quik-Fil system / - cardboard packs",4603182003171
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"Inhalation liquid, 250 ml - glass bottles (1) - cardboard packs",4603182003164
,Russia,Drotaverine Medisorb,Drotaverine,12.12.2025,,RUB,35.15,"tablets, 40 mg, 10 pcs. - blister packs (2) - cardboard packs",4603182007513
,Russia,Amlodipine,Amlodipine,12.12.2025,,RUB,52.73,"tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4603182002617
,Russia,Atorvastatin Medisorb,Atorvastatin,12.12.2025,,RUB,397.34,"film-coated tablets, 10 mg, 10 pcs. - blister packs (9) - cardboard packs",4603182007599
,Russia,Amlodipine Medisorb,Amlodipine,12.12.2025,,RUB,123.00,"tablets, 10 mg, 10 pcs. - blister packs (6) - cardboard packs",4603182007674
,Russia,Spironolactone Medisorb,Spironolactone,12.12.2025,,RUB,51.89,"tablets, 25 mg, 10 pcs. - blister packs (2) - cardboard packs",4603182002884
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"Inhalation liquid, 250 ml - bottles (1) / complete with Quik-Fil system / - cardboard packs",4603182003171
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"Liquid for inhalation, 250 ml - bottles (1) - cardboard packs",4603182003164
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5432.12,"Liquid for inhalation, 250 ml - bottles closed with the Quik-Fil system (1) - cardboard packs",4603182005625
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5591.93,"Inhalation liquid, 250 ml - bottles (1) / complete with Quik-Fil system / - cardboard packs",4603182003171
,Russia,Sevoflurane Medisorb,Sevoflurane,12.12.2025,,RUB,5591.93,"Liquid for inhalation, 250 ml - bottles (1) - cardboard packs",4603182003164
,Russia,Amlodipine,Amlodipine,12.12.2025,,RUB,53.91,"tablets, 5 mg, 10 pcs. - blister packs (5) - cardboard packs",4603182002617
,Russia,Amlodipine Medisorb,Amlodipine,12.12.2025,,RUB,129.08,"tablets, 10 mg, 10 pcs. - blister packs (6) - cardboard packs",4603182007674
,Russia,Drotaverine Medisorb,Drotaverine,12.12.2025,,RUB,37.73,"tablets, 40 mg, 10 pcs. - blister packs (2) - cardboard packs",4603182007513
,Russia,Amlodipine Medisorb,Amlodipine,12.12.2025,,RUB,130.57,"tablets, 10 mg, 10 pcs. - blister packs (6) - cardboard packs",4603182007674
,Russia,Amlodipine Medisorb,Amlodipine,12.12.2025,,RUB,139.46,"tablets, 10 mg, 10 pcs. - blister packs (6) - cardboard packs",4603182007674
,Russia,Technefit 99mTc,Technetium [99mTc] phytate,12.12.2025,,RUB,2421.89,"lyophilisate for the preparation of a solution for intravenous administration, 2.2 mg - vials (5) - cardboard packs",4606223000016
,Russia,"Pentatech, 99mTc",Calcium trisodium pentetate,12.12.2025,,RUB,2154.25,"lyophilisate for the preparation of a solution for intravenous administration, - vials (5) - cardboard boxes",4606223000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,12.12.2025,,RUB,2237.76,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,"Pentatech, 99mTc",Calcium trisodium pentetate,12.12.2025,,RUB,2278.70,"Lyophilisate for the preparation of a solution for intravenous administration, 1 pc. - vials (5) - cardboard boxes",4606223000054
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,powder for solution for intravenous and intramuscular administration 1 g - vials - cardboard packs,4606252002616
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,powder for solution for intravenous and intramuscular administration 2 g - vials - cardboard packs,4606252002623
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126031879
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126031862
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126031879
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126031862
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126031862
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126031879
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126031879
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126031862
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126031879
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126031862
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126031862
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126031879
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,72.68,"powder for the preparation of solution for intravenous and intramuscular administration, 1 g, - vials (1) - cardboard packs",4607126032517
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for the preparation of solution for intravenous and intramuscular administration, 2 g, - vials (1) - cardboard packs",4607126032524
,Russia,Ceftazidime,Ceftazidime,11.12.2025,,RUB,119.03,"powder for solution for intravenous and intramuscular administration, 2 g, 2 g - vials (1) - cardboard packs",4607126032678
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,15.70,"ointment for external use, 5%, 25 g, aluminum tubes - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,16.56,"Ointment for external use 5%, 25 g - aluminum tubes - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,18.58,"ointment for external use 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,18.58,"ointment for external use, 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,19.76,"ointment for external use, 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,329.90,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, 5 ml - vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,876.40,"lyophilisate for the preparation of a solution for intramuscular injection, 1.5 thousand IU, 5 ml - vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,546.50,"lyophilisate for the preparation of a solution for intramuscular injection, 1 thousand IU, 5 ml - vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,20.55,"ointment for external use, 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,21.37,"ointment for external use, 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,343.00,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,567.30,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,906.80,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,21.37,"ointment for external use, 5%, 25 g - tubes (1) - cardboard packs",4602509006628
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,586.00,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,939.90,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,355.90,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, 5 pcs. - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,21.37,"ointment for external use, 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,21.37,"ointment for external use, 5%, 25 g - tubes (1) - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,18.58,"ointment for external use, 5%, 25 g - aluminum tubes (1) - cardboard packs",4602509006628
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,21.42,"ointment for external use, 5%, 25 g - tubes (1) - cardboard packs",4602509006628
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,355.90,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, 5 pcs. - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,939.90,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,586.00,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,586.00,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,939.90,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,939.90,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,586.00,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,355.90,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, 5 pcs. - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,355.90,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, 5 pcs. - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,367.70,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, 5 pcs. - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,604.40,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,969.40,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,342.72,"gel for external use, 5%, 200 g - tubes (2) - cardboard packs",4602509028088
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,171.36,"gel for external use, 5%, 200 g - tubes (1) - cardboard packs",4602509027999
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,308.45,"gel for external use, 5%, 180 g - tubes (2) - cardboard packs",4602509028071
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,154.22,"gel for external use, 5%, 180 g - tubes (1) - cardboard packs",4602509027982
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,257.04,"gel for external use, 5%, 150 g - tubes (2) - cardboard packs",4602509028064
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,128.52,"gel for external use, 5%, 150 g - tubes (1) - cardboard packs",4602509027975
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,21.42,"gel for external use, 5%, 25 g - tubes (1) - cardboard packs",4602509027913
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,85.68,"gel for external use, 5%, 50 g - tubes (2) - cardboard packs",4602509028026
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,42.84,"gel for external use, 5%, 50 g - tubes (1) - cardboard packs",4602509027937
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,51.41,"gel for external use, 5%, 30 g - tubes (2) - cardboard packs",4602509028019
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,25.70,"gel for external use, 5%, 30 g - tubes (1) - cardboard packs",4602509027920
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,21.42,"gel for external use, 5%, 25 g - jars (1) - cardboard packs",4602509028095
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,42.84,"gel for external use, 5%, 25 g - tubes (2) - cardboard packs",4602509028002
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,205.63,"gel for external use, 5%, 120 g - tubes (2) - cardboard packs",4602509028057
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,102.82,"gel for external use, 5%, 120 g - tubes (1) - cardboard packs",4602509027968
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,171.36,"gel for external use, 5%, 100 g - tubes (2) - cardboard packs",4602509028040
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,102.82,"gel for external use, 5%, 60 g - tubes (2) - cardboard packs",4602509028033
,Russia,KOMBALGIN®,Ibuprofen,09.12.2025,,RUB,51.41,"gel for external use, 5%, 60 g - tubes (1) - cardboard packs",4602509027944
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,850.00,"lyophilisate for the preparation of a solution for intramuscular injection, 500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000030
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,1400.00,"lyophilisate for the preparation of a solution for intramuscular injection, 1000 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676000054
,Russia,Human chorionic gonadotropin,Human chorionic gonadotropin,09.12.2025,,RUB,1990.00,"lyophilisate for the preparation of a solution for intramuscular injection, 1500 IU, - 5 ml vials (5) / complete with solvent: sodium chloride solution 0.9% (ampoules) 1 ml - 5 pcs. / - blister packs (1) - cardboard packs",4602676004502
,Russia,Ibuprofen,Ibuprofen,09.12.2025,,RUB,22.25,"ointment for external use, 5%, 25 g - tubes (1) - cardboard packs",4602509006628
