Generic Name,Currency,Ex Factory Wholesale Price,Unit Price,Region,Product Group,Marketing Authority,Local Pack Description,Formulation,Fill Size,Strength,Strength Unit,LOCAL_PACK_CODE
CEFPROZIL,CAD,,,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,,250,MG,02347253
CEFPROZIL,CAD,,,NORTH AMERICA,Sandoz Cefprozil,Sandoz,Co. 250 mg,Co,,250,MG,02302187
CEFPROZIL,CAD,,,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,,250,MG,02293536
CEFPROZIL,CAD,7.28,0.097,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,75,250,MG,02347261
CEFPROZIL,CAD,7.28,0.097,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,75,250,MG,02329204
CEFPROZIL,CAD,14.54,0.1938,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,75,250,MG,02347288
CEFPROZIL,CAD,14.54,0.1938,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,75,250,MG,02293579
CEFTAZIDIME (PENTAHYDRATE DE),CAD,18.85,,NORTH AMERICA,Ceftazidime,pour injection Fresenius,Pd. Inj. 1 g,Pd. Inj,1,1,G,00886971
CEFTAZIDIME (PENTAHYDRATE DE),CAD,188.5,18.85,NORTH AMERICA,Ceftazidime,pour injection Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02437848
BP,CAD,37.1,,NORTH AMERICA,Ceftazidime,pour injection Fresenius,Pd. Inj. 2 g,Pd. Inj,1,2,G,00886955
BP,CAD,371.0,37.1,NORTH AMERICA,Ceftazidime,pour injection Sterimax,Pd. Inj. 2 g,Pd. Inj,10,2,G,02437856
BP,CAD,111.29,,NORTH AMERICA,Ceftazidime,pour injection Fresenius,Pd. Inj. 6 g,Pd. Inj,1,6,G,00886963
BP,CAD,111.29,,NORTH AMERICA,Ceftazidime,pour injection Sterimax,Pd. Inj. 6 g,Pd. Inj,1,6,G,02437864
CEFTRIAXONE SODIQUE,CAD,124.9,12.49,NORTH AMERICA,Ceftriaxone,Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02325616
CEFTRIAXONE SODIQUE,CAD,124.9,12.49,NORTH AMERICA,Ceftriaxone,pour injection Sandoz,Pd. Inj. 1 g,Pd. Inj,10,1,G,02292270
CEFTRIAXONE SODIQUE,CAD,12.49,,NORTH AMERICA,Ceftriaxone,sodique pour Novopharm,Pd. Inj. 1 g,Pd. Inj,1,1,G,02287633
CEFTRIAXONE SODIQUE,CAD,344.85,34.485,NORTH AMERICA,Ceftriaxone,Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02325624
CEFTRIAXONE SODIQUE,CAD,344.85,34.485,NORTH AMERICA,Ceftriaxone,pour injection Sandoz,Pd. Inj. 1 g,Pd. Inj,10,1,G,02292289
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,Sterimax,Pd. Inj. 1 g,Pd. Inj,1,1,G,02325632
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,pour injection Apotex,Pd. Inj. 1 g,Pd. Inj,1,1,G,02292904
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,sodique pour Novopharm,Pd. Inj. 1 g,Pd. Inj,1,1,G,02287668
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,sodique pour Sandoz,Pd. Inj. 1 g,Pd. Inj,1,1,G,02292297
CEFTRIAXONE SODIQUE,CAD,56.43,5.643,NORTH AMERICA,Ceftriaxone,pour injection Apotex,Pd. Inj. 1 g,Pd. Inj,10,1,G,02292866
CEFTRIAXONE SODIQUE,CAD,56.43,5.643,NORTH AMERICA,Ceftriaxone,sodique pour Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02325594
CÉFUROXIME AXETIL,CAD,25.16,0.4194,NORTH AMERICA,Apo-Cefuroxime,Apotex,Co. 250 mg,Co,60,250,MG,02244393
CÉFUROXIME AXETIL,CAD,25.16,0.4194,NORTH AMERICA,Auro-Cefuroxime,AuroPharma,Co. 250 mg,Co,60,250,MG,02344823
CÉFUROXIME AXETIL,CAD,25.16,0.4194,NORTH AMERICA,JAMP Cefuroxime,Jamp,Co. 250 mg,Co,60,250,MG,02547198
CÉFUROXIME AXETIL,CAD,202508.0,0.4194,NORTH AMERICA,JAMP Cefuroxime,Jamp,Co. 250 mg,Co,10,250,MG,02547198
CÉFUROXIME AXETIL,CAD,49.85,0.8308,NORTH AMERICA,Apo-Cefuroxime,Apotex,Co. 500 mg,Co,60,500,MG,02244394
CÉFUROXIME AXETIL,CAD,49.85,0.8308,NORTH AMERICA,Auro-Cefuroxime,AuroPharma,Co. 500 mg,Co,60,500,MG,02344831
CÉFUROXIME AXETIL,CAD,49.85,0.8308,NORTH AMERICA,JAMP Cefuroxime,Jamp,Co. 500 mg,Co,60,500,MG,02547201
CÉFUROXIME AXETIL,CAD,11.57,0.1653,NORTH AMERICA,Ceftin,Sandoz,Co. 500 mg,Co,70,500,MG,02212307
CÉFUROXIME SODIQUE,CAD,28.04,,NORTH AMERICA,Céfuroxime,pour injection Fresenius,"Pd. Inj. 1,5 g",Pd. Inj,1,1.5,G,02241639
CÉFUROXIME SODIQUE,CAD,701.0,28.04,NORTH AMERICA,Céfuroxime,pour injection Hikma,"Pd. Inj. 1,5 g",Pd. Inj,25,1.5,G,02422301
USP,CAD,1051.4,105.14,NORTH AMERICA,Céfuroxime,pour injection Hikma,"Pd. Inj. 7,5 g",Pd. Inj,10,7.5,G,02422328
USP,CAD,14.01,,NORTH AMERICA,Céfuroxime,pour injection Fresenius,Pd. Inj. 750 mg,Pd. Inj,1,750,MG,02241638
USP,CAD,350.25,14.01,NORTH AMERICA,Céfuroxime,pour injection Hikma,Pd. Inj. 750 mg,Pd. Inj,25,750,MG,02422298
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Apo-Cephalex,Apotex,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,00768723
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,02470578
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Cephalexin,Sanis,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,02521253
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,02494698
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Teva-Cephalexin,Teva Can,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,00583413
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Apo-Cephalex,Apotex,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,00768715
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02470586
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Cephalexin,Sanis,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02521261
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Cephalexin,Sivem,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02495651
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Céphalexin-500,Pro Doc,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,00828866
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02494701
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Teva-Cephalexin,Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,00583421
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02497743
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02528436
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Lupin-Cephalexin,Lupin,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02469170
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Teva-Lexin,125 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,00342106
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02497751
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02528444
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Lupin-Cephalexin,Lupin,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,02469189
CÉPHALEXINE (MONOHYDRATE DE),CAD,,,NORTH AMERICA,Teva-Lexin,250 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,00342092
CÉFOXITINE SODIQUE,CAD,10.6,,NORTH AMERICA,Cefoxitine,Teva,Pd. Inj. 1 g,Pd. Inj,1,1,G,02128187
CÉFOXITINE SODIQUE,CAD,21.25,,NORTH AMERICA,Cefoxitine,Teva,Pd. Inj. 1 g,Pd. Inj,1,1,G,02128195
CÉFOXITINE SODIQUE,CAD,202508.0,,NORTH AMERICA,Cefoxitine,Teva,Pd. Inj. 1 g,Pd. Inj,12,1,G,02128195
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection AuroPharma,Pd. Inj. 1 g,Pd. Inj,10,1,G,02492148
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection Dr Reddy's,Pd. Inj. 1 g,Pd. Inj,10,1,G,02511150
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection Fresenius,Pd. Inj. 1 g,Pd. Inj,10,1,G,02496127
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection Juno,Pd. Inj. 1 g,Pd. Inj,10,1,G,02490773
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Invanz,Merck,Pd. Inj. 1 g,Pd. Inj,10,1,G,02247437
IMIPÉNEM/ CILASTATINE SODIQUE,CAD,658.2,21.94,NORTH AMERICA,Taro-Imipenem-Cilastatin,Sun Pharma,Pd. Inj. I.V. 500 mg -500 mg,Pd. Inj. I.V,30,500,MG,02351706
MEROPENEM,CAD,184.45,18.445,NORTH AMERICA,Meropenem,Sandoz,Pd. Inj. 1 g,Pd. Inj,10,1,G,02378795
MEROPENEM,CAD,184.45,18.445,NORTH AMERICA,Meropenem,pour Injection AuroPharma,Pd. Inj. 1 g,Pd. Inj,10,1,G,02462893
MEROPENEM,CAD,184.45,18.445,NORTH AMERICA,Meropenem,pour Injection Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02493349
MEROPENEM,CAD,18.45,,NORTH AMERICA,Méropénem,pour injection Jamp,Pd. Inj. 1 g,Pd. Inj,1,1,G,02536374
MEROPENEM,CAD,18.45,,NORTH AMERICA,Méropénem,"pour injection, Fresenius",Pd. Inj. 1 g,Pd. Inj,1,1,G,02415224
USP,CAD,184.45,18.445,NORTH AMERICA,Taro-Meropenem,Sun Pharma,,,10,,,02421526
USP,CAD,92.22,9.2223,NORTH AMERICA,Meropenem,Sandoz,,,10,,,02378787
USP,CAD,92.22,9.2223,NORTH AMERICA,Meropenem,pour Injection AuroPharma,,,10,,,02462885
USP,CAD,92.22,9.2223,NORTH AMERICA,Méropénem,pour injection Sterimax,,,10,,,02493330
USP,CAD,9.22,,NORTH AMERICA,Méropénem,"pour injection, Fresenius",,,1,,,02415216
USP,CAD,92.22,9.2223,NORTH AMERICA,Taro-Meropenem,Sun Pharma,,,10,,,02421518
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,AG-Azithromycin,Angita,Co. 250 mg,Co,6,250,MG,02480700
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Apo-Azithromycin,Z Apotex,Co. 250 mg,Co,6,250,MG,02415542
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Azithromycin,Altamed,Co. 250 mg,Co,6,250,MG,02477610
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Azithromycin,Sanis,Co. 250 mg,Co,6,250,MG,02330881
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Azithromycin,Sivem,Co. 250 mg,Co,6,250,MG,02442434
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,DAC Azithromycin,Dac Pharma,Co. 250 mg,Co,6,250,MG,02545969
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Jamp-Azithromycin,Jamp,Co. 250 mg,Co,6,250,MG,02452308
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Mar-Azithromycin,Marcan,Co. 250 mg,Co,6,250,MG,02452324
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,M-Azithromycin,Mantra Ph.,Co. 250 mg,Co,6,250,MG,02502038
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Novo-Azithromycin,Novopharm,Co. 250 mg,Co,6,250,MG,02267845
AZITHROMYCINE,CAD,28.23,0.941,NORTH AMERICA,Novo-Azithromycin,Novopharm,Co. 250 mg,Co,30,250,MG,02267845
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,NRA-Azithromycin,Nora,Co. 250 mg,Co,6,250,MG,02479680
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,pms-Azithromycin,Phmscience,Co. 250 mg,Co,6,250,MG,02261634
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Pro-Azithromycine,Pro Doc,Co. 250 mg,Co,6,250,MG,02310600
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Riva-Azithromycin,Riva,Co. 250 mg,Co,6,250,MG,02275309
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Sandoz Azithromycin,Sandoz,Co. 250 mg,Co,6,250,MG,02265826
AZITHROMYCINE,CAD,29.28,4.8803,NORTH AMERICA,Zithromax,Pfizer,Co. 250 mg,Co,6,250,MG,02212021
AZITHROMYCINE,CAD,146.41,4.8803,NORTH AMERICA,Zithromax,Pfizer,Co. 250 mg,Co,30,250,MG,02212021
AZITHROMYCINE,CAD,319.96,10.6652,NORTH AMERICA,pms-Azithromycin,Phmscience,Co. 250 mg,Co,30,250,MG,02261642
AZITHROMYCINE,CAD,145.6,14.56,NORTH AMERICA,Azithromycine,pour injection AuroPharma,Co. 250 mg,Co,10,250,MG,02465604
AZITHROMYCINE,CAD,145.6,14.56,NORTH AMERICA,Azithromycine,pour injection Jamp,Co. 250 mg,Co,10,250,MG,02523825
AZITHROMYCINE,CAD,145.6,14.56,NORTH AMERICA,Azithromycine,pour injection Sterimax,Co. 250 mg,Co,10,250,MG,02483890
AZITHROMYCINE,CAD,206.44,20.644,NORTH AMERICA,Zithromax,I.V. Pfizer,Co. 250 mg,Co,10,250,MG,02239952
AZITHROMYCINE,CAD,5.59,0.3726,NORTH AMERICA,Auro-Azithromycin,AuroPharma,Co. 250 mg,Co,15,250,MG,02482363
AZITHROMYCINE,CAD,8.82,0.588,NORTH AMERICA,Sandoz Azithromycin,Sandoz,Co. 250 mg,Co,15,250,MG,02332388
AZITHROMYCINE,CAD,16.17,1.078,NORTH AMERICA,Zithromax,Pfizer,Co. 250 mg,Co,15,250,MG,02223716
AZITHROMYCINE,CAD,202508.0,1.078,NORTH AMERICA,Zithromax,Pfizer,Co. 250 mg,Co,14,250,MG,02223716
AZITHROMYCINE,CAD,7.92,0.528,NORTH AMERICA,Auro-Azithromycin,AuroPharma,Susp. Orale 200 mg/5 mL,Susp. Orale,15,200,MG,02482371
AZITHROMYCINE,CAD,12.49,0.8327,NORTH AMERICA,Sandoz Azithromycin,Sandoz,Susp. Orale 200 mg/5 mL,Susp. Orale,15,200,MG,02332396
AZITHROMYCINE,CAD,22.92,1.528,NORTH AMERICA,Zithromax,Pfizer,Susp. Orale 200 mg/5 mL,Susp. Orale,15,200,MG,02223724
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Apo-Clarithromycin,Apotex,Co. 500 mg,Co,,500,MG,02274752
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Biaxin Bid,BGP Pharma,Co. 500 mg,Co,,500,MG,02126710
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Clarithromycin,Pro Doc,Co. 500 mg,Co,,500,MG,02324490
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Clarithromycin,Sanis,Co. 500 mg,Co,,500,MG,02466139
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Clarithromycin,Sivem,Co. 500 mg,Co,,500,MG,02442485
CLARITHROMYCINE,CAD,,,NORTH AMERICA,M-Clarithromycin,Mantra Ph.,Co. 500 mg,Co,,500,MG,02471396
CLARITHROMYCINE,CAD,,,NORTH AMERICA,pms-Clarithromycin,Phmscience,Co. 500 mg,Co,,500,MG,02247574
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Sandoz Clarithromycin,Sandoz,Co. 500 mg,Co,,500,MG,02266547
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Taro-Clarithromycin,Sun Pharma,Co. 500 mg,Co,,500,MG,02361434
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Teva Clarithromycin,Teva Can,Co. 500 mg,Co,,500,MG,02248805
CLARITHROMYCINE,CAD,49.46,0.8243,NORTH AMERICA,ACT Clarithromycin,XL Teva Can,Co. 500 mg,Co,60,500,MG,02403196
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Apo-Clarithromycin,Apotex,Co. 500 mg,Co,,500,MG,02274744
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Apo-Clarithromycin,XL Apotex,Co. 500 mg,Co,,500,MG,02413345
CLARITHROMYCINE,CAD,,,NORTH AMERICA,Biaxin Bid,BGP Pharma,Co. 500 mg,Co,,500,MG,01984853
