Registration No,Product Name,Holder
MAL19950096ARZ,MINIRIN TABLET 0.1MG,Ferring Sdn. Bhd.
MAL15045122AZ,[TIMEOUT ERROR],
MAL13025053X,NEUROCOBAL TABLETS 500 MCG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL13035056XZ,Axcel VITALIC TABLETS,KOTRA PHARMA (M) SDN. BHD.
MAL19870696AZ,DUINUM TABLET 50MG,KOMEDIC SDN BHD
MAL19870561AZ,N/A,N/A
MAL19984856XZ,APPETON ACTIV-C (ORANGE) TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL07021524XCR,Appeton Essentials Fish Oil With Omega-3,KOTRA PHARMA (M) SDN. BHD.
MAL05101666AZ,Dapril 5mg tablets,KOMEDIC SDN BHD
MAL19930647AZ,AXCEL CINNARIZINE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19930600AZ,BECAME TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19950522AZ,[TIMEOUT ERROR],
MAL07081524AZ,Actapin 10 mg Tablet,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL18046154AZ,Vytan Tablet 160mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19992771AZ,INFUSOL HS,AIN MEDICARE SDN. BHD.
MAL21036034AZ,Axcel Cefuroxime-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19930602AZ,YSP Ibuprofen Film Coated Tablet 400mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013996ACZ,MESPORIN-1000 I.V. VIALS,MEPHARM (MALAYSIA) SDN. BHD.
MAL19860041ACZ,N/A,N/A
MAL20034570XZ,Flavettes Vitamin C Orange 500mg Sugar Free,Duopharma Marketing Sdn. Bhd.
MAL19940735XZ,UPHAMOL 650 TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL17075013AZ,MENELAT 30 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20013455AZ,SII Diphtheria and Tetanus Vaccine Adsorbed (Pediatric)-10 doses,SM PHARMACEUTICALS SDN. BHD.
MAL09111765XZ,Flavettes Vitamin C Blackcurrant 250mg,Duopharma Marketing Sdn. Bhd.
MAL19912697XZ,Duafolic 5mg Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL07050027AZ,Terasin Tablet 2mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19870234AZ,Spiro 25mg Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL09020981X,APPETON MULTIVITAMIN HI-Q TAURINE WITH DHA TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL20000279AZ,ROXY TABLET 150MG,IMEKS PHARMA SDN. BHD.
MAL07061382AZ,INTRIL SR 1.5 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19860580AZ,DOXYCILLIN TABLET 100MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20040230AZ,ELTHROCIN TABLET 500MG,SM PHARMACEUTICALS SDN. BHD.
MAL05101672AZ,Magurol 2mg tablets,KOMEDIC SDN BHD
MAL04091675XZ,Appeton A To Z Kid's Vitamin C 30mg Tablet (Strawberry),KOTRA PHARMA (M) SDN. BHD.
MAL16075029AZ,[TIMEOUT ERROR],
MAL20034653AZ,LAMOTRIX 100MG TABLET,KOMEDIC SDN BHD
MAL19930398AZ,PROPYL TABLET 50MG,IMEKS PHARMA SDN. BHD.
MAL06100555AZ,"Androgel 50mg, gel of testosterone 1%",BREGO LIFE SCIENCES SDN. BHD
MAL20001834X,SIMCONE,IMEKS PHARMA SDN. BHD.
MAL20000872X,EUKY BEAR BRAND EUCALYPTUS OIL BP,ROSLIND ENTERPRISE (M) SDN. BHD.
MAL19950097ARZ,MINIRIN TABLET 0.2MG,Ferring Sdn. Bhd.
MAL17075014AZ,ELASTA 60mg FILM-COATED TABLETS,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL19860947AZ,TAVER TABLET 200MG,KOMEDIC SDN BHD
MAL19921470AZ,AXCEL METOCLOPRAMIDE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL17035024ACZ,ENDOMETRIN 100mg Vaginal Tablet,Ferring Sdn. Bhd.
MAL20014330ACZ,AMIOHEXAL 200,IMEKS PHARMA SDN. BHD.
MAL15085072AZ,Converium 300mg Tablet,KOMEDIC SDN BHD
MAL20041268AZ,N/A,N/A
MAL05092228AZ,Tidact Gel 1%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20033486AZ,KNOWFUL FILM COATED TABLET 800MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL06100580AZ,N/A,N/A
MAL20034390XC,KORDEL`S C TIME ACID FREE C 1000MG TABLET,CAMBERT(M) SDN. BHD.
MAL20033536XR,SPECTRUM MULTIVITAMINS & MINERALS TABLET,21ST CENTURY PRODUCTS SDN. BHD.
MAL08032207X,Axcel Glucosamine-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL20020884AZ,RASITOL TABLET 40MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107080AZ,Axcel Etoricoxib-90mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL21106027AZ,Axcel Prednisolone-5mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL06061531X,Three Legs White Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL20051466AZ,ENAPRIL TABLET 10MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20040892AZ,AXCEL CETIRIZINE TABLET 10MG,KOTRA PHARMA (M) SDN. BHD.
MAL18046155AZ,Vytan Tablet 80mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20000738AZ,KETAZON SHAMPOO,SPG PHARMA (MALAYSIA) SDN BHD
MAL09032007AZ,Axcel Oxymetazoline 0.05% Nasal Spray,KOTRA PHARMA (M) SDN. BHD.
MAL19890164AZ,ACTIMIN TABLET,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19950414AZ,DIAMITEX TABLET 80MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19990579AZ,DOSANAC EMULSION GEL,SPG PHARMA (MALAYSIA) SDN BHD
MAL09080813T,Appeton Essentials Memotab,KOTRA PHARMA (M) SDN. BHD.
MAL19985538AZ,NEGATIL TABLET 50MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19900635AZ,LEVOMED TABLET (250/25),KOMEDIC SDN BHD
MAL20033973AZ,CLARITROX 250 TABLET,SM PHARMACEUTICALS SDN. BHD.
MAL19911426X,Appeton Essentials Milk Calcium,KOTRA PHARMA (M) SDN. BHD.
MAL18056088XC,Neobun Classic Plaster,JWP Medical Sdn. Bhd.
MAL09111737AZ,BisoHEXAL 5mg Film-coated Tablet,IMEKS PHARMA SDN. BHD.
MAL20032263AZ,AXCEL METRONIDAZOLE-200 TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL20046103ACRZ,Cebrotonin 800mg film-coated tablets,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20020486AZ,LORATEN TABLET 10MG,SM PHARMACEUTICALS SDN. BHD.
MAL19890370AZ,DHACOPAN TABLET 10MG,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20014361AZ,[TIMEOUT ERROR],
MAL20091871AZ,SII Hepatitis-B Vaccine (rDNA)(Adult)-Single Dose 1ml,SM PHARMACEUTICALS SDN. BHD.
MAL14085013AZ,Ezenol Tablet 160mg,Duopharma Marketing Sdn. Bhd.
MAL19993044AZ,INFUSOL D10,AIN MEDICARE SDN. BHD.
MAL20020257AZ,OFCIN FILM COATED TABLET 400MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20020688AZ,VASCOR TABLET 20MG F/C,DUOPHARMA (M) SENDIRIAN BERHAD
MAL22046027AZ,Duocoxib Film Coated Tablet 120mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL05051054AZ,Enoxin Tablet 500mg,Duopharma Marketing Sdn. Bhd.
MAL05101665AZ,Dapril 20mg tablets,KOMEDIC SDN BHD
MAL19993046AZ,INFUSOL HSD5,AIN MEDICARE SDN. BHD.
MAL05041855ACSZ,Salmax CR Tablet 4mg,Duopharma Marketing Sdn. Bhd.
MAL19973702AZ,AXCEL LIGNOCAINE 2% GEL STERILE,KOTRA PHARMA (M) SDN. BHD.
MAL07082983XZ,Neurobine Film Coated Tablet,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19870922AZ,COTRIM 480MG TABLET,KOMEDIC SDN BHD
MAL10100038X,QV Flare Up Bath Oil,EGO PHARM MALAYSIA SDN. BHD.
MAL19993047AZ,INFUSOL HM,AIN MEDICARE SDN. BHD.
MAL20021173AZ,MOTIDOM TABLET,IMEKS PHARMA SDN. BHD.
MAL18026038XC,Hundred Koyok Classic,JWP Medical Sdn. Bhd.
MAL19861548AZ,AKILEN 80MG FILM-COATED TABLETS,KOMEDIC SDN BHD
MAL20040832AZ,ERYCIN FILM COATED TABLET 250MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20000081AZ,KETO FILM COATED TABLET 10MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19940309X,CALCIUM CARBONATE TABLETS 'MPI' 500MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19988494AZ,SELADIN TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL12060008AZ,AXCEL LAMIVUDINE-100 MG TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19986499AZ,SHINTAMET FILM COATED TABLET 200MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20040950AZ,GLUCOMET TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013499XZ,APPETON A TO Z KID'S VITAMIN C 30MG TABLET (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL20096012AZ,Rosuvor Film Coated Tablet 20mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09051556AZ,Anlodin Tablet 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL13095080AZ,Acetan Tablet 50mg,Duopharma Marketing Sdn. Bhd.
MAL19991903AZ,AXCEL FLEMIN EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL17107014AZ,ALFUTOR ER TABLETS 10 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20013171XC,21ST CENTURY CHILDREN'S VAPOR BALM,21ST CENTURY PRODUCTS SDN. BHD.
MAL19930605AZ,VOREN ENTERIC COATED TABLET 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19890541AZ,CLOPIXOL DEPOT INJ 200MG/ML (1ML AMP),Lundbeck Malaysia Sdn. Bhd.
MAL07061572XZ,Enerlyte Oral Rehydration Salts (Natural),Duopharma Marketing Sdn. Bhd.
MAL20013824XRZ,21ST CENTURY ACID FREE C 1000MG TABLET,21ST CENTURY PRODUCTS SDN. BHD.
MAL19870410AZ,Glucoxit Tablet 500mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19910031AZ,TRIDIN-P TABLETS,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19971843AZ,MAVILEX TABLET 0.02MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL11080009X,air-X 120 Tablet,IMEKS PHARMA SDN. BHD.
MAL20014360AZ,INFUSOL QSD10,AIN MEDICARE SDN. BHD.
MAL13055066ACZ,Nordipine Tablet 10mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL07081653X,[TIMEOUT ERROR],
MAL19911458X,AXCEL EVILINE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19096031X,E-zyme B6 Soothing Liquid,AV MANUFACTURING SDN.BHD
MAL10080065AZ,ROSUCOR TABLET 20 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19860847AZ,KRISOVIN TABLET 500MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860468AZ,Betamox 500mg Tablet,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19950160AZ,ACUGESIC TABLET 50MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL06091506X,Three Legs Green Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL17107075ACRZ,MINIRIN Oral Lyophilisate for sublingual 60mcg,Ferring Sdn. Bhd.
MAL20034217AZ,CETRIZIN TABLET 10MG,IMEKS PHARMA SDN. BHD.
MAL19870588AZ,BEMETHA TABLET 0.5MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL09032033XC,Vecobal 500mcg Tablet,ELDON HEALTHCARE SDN. BHD.
MAL20046137X,Three Legs Septyc-Kare Antiseptic Spray 1%w/v,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19912626X,POTCIT MIXTURE,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19870139AZ,HEPARINOL 5000 IU/mL,AIN MEDICARE SDN. BHD.
MAL19961019XZ,PORO TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL10043690AZ,DEPLATT TABLET USP 75MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20112133XC,Avance JOINT COMFORT TABLET,BEST WORLD LIFESTYLE SDN. BHD.
MAL12085072AZ,Acetan HCT Tablet 100mg/25mg,Duopharma Marketing Sdn. Bhd.
MAL13055064ACZ,Nordipine Tablet 5mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19051007AZ,N/A,N/A
MAL15085071AZ,Converium 150mg Tablets,KOMEDIC SDN BHD
MAL20031761ARZ,VOLUVEN 6% (FREEFLEX WITH OVERWRAP),FRESENIUS KABI MALAYSIA SDN. BHD
MAL10100032AZ,Priacin 20mg Film Coated Tablets,KOMEDIC SDN BHD
MAL19870913AZ,COTRIM DS 960MG TABLET,KOMEDIC SDN BHD
MAL19870623AZ,DEXALONE TABLET 0.5,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20034563XZ,'MPI' PYRIDOXINE TABLETS 10MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20116003ACRZ,Nocdurna Oral Lyophilisate for Sublingual 50 mcg,Ferring Sdn. Bhd.
MAL19870740AZ,MEDOLIN 4MG TABLET,KOMEDIC SDN BHD
MAL10080061ACZ,COVAPRIL TABLET 4MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19872269AZ,CHLORITON TABLET 4MG,TERAPUTICS SDN BHD
MAL10070578AZ,Espran 10mg Tablets,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL06081207AZ,LAMITOR 50MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19860357AZ,UPHAMOL FLU TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20031927AZ,AXCEL LORATADINE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19861270AZ,DIAPO TABLET 5MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20046110AZ,Axcel Azithromycin-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL20002272AZ,MUSAFEN TABLET 10MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19987004AZ,VOREN SUPPOSITORIES 12.5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19984023AZ,[TIMEOUT ERROR],
MAL19900509AZ,TRANPAM TABLET 0.5MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19871725AZ,DIPHENDRYL EXPECTORANT,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL19950233AZ,TYMIDIN TABLET 400MG,SM PHARMACEUTICALS SDN. BHD.
MAL11010021AZ,Olfovel 500mg Tablet,IMEKS PHARMA SDN. BHD.
MAL20040211AZ,URTIRIZINE TABLETS 10MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19870287AZ,CLINT TABLET 100MG,KOMEDIC SDN BHD
MAL20032425AZ,MELOX 7.5MG TABLETS,KOMEDIC SDN BHD
MAL07050954X,Air-X SF Tablet,IMEKS PHARMA SDN. BHD.
MAL14125075AZ,Vextasone Tablet 4mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19056017X,"Axcel Papain Tablet 10,000 USP Units",KOTRA PHARMA (M) SDN. BHD.
MAL11085007XZ,RinsCap CIPA ( CHLORHEXIDINE GLUCONATE 2% w/v and ISOPROPYL ALCOHOL 70% v/v ),AIN MEDICARE SDN. BHD.
MAL19890378AZ,DHASOLONE TABLET 5MG,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL18026180AZ,TREVIVE TABLET 400MG,DUOPHARMA HAPI SDN. BHD.
MAL18066050ACZ,CORTIMENT PROLONGED RELEASE TABLETS 9MG,Ferring Sdn. Bhd.
MAL20041160AZ,LEXAPRO 10 MG TABLET,Lundbeck Malaysia Sdn. Bhd.
MAL06100579AZ,N/A,N/A
MAL19940031AZ,YSP Betamethasone Tablet 0.5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19962526AZ,MEXAN TABLET 80MG,IMEKS PHARMA SDN. BHD.
MAL19861587AZ,FENAMON TABLET 10MG,KOMEDIC SDN BHD
MAL20033520XZ,Paracil Tablet 650mg,SM PHARMACEUTICALS SDN. BHD.
MAL20014356AZ,INFUSOL D40,AIN MEDICARE SDN. BHD.
MAL17107026AZ,Shinallerg Eye Drop,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19900510AZ,TRANPAM TABLET 1MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20031731AZ,OLFEN-75 SR/RETARD DEPOTABS,MEPHARM (MALAYSIA) SDN. BHD.
MAL13115224XZ,Three Legs Tinea-Kare Anti-Fungal Spray 1%w/v,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19992070AZ,GIPZIDE TABLET 5MG,IMEKS PHARMA SDN. BHD.
MAL19912652XZ,Duobion Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL12015005X,Appeton Essentials Glucosamine 500 + Chondroitin 400 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL20021411AZ,MEDOSTATIN 40MG TABLET,KOMEDIC SDN BHD
MAL10012456XZ,APPETON ACTIV-C (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL19940030AZ,YSP Allopurinol Tablet 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL16065023AZ,DOPAINE (Sterile Dopamine Concentrate 40mg/mL),AIN MEDICARE SDN. BHD.
MAL12085066AZ,SALAZINE Enteric Coated Tablet 500mg,IMEKS PHARMA SDN. BHD.
MAL16025043AZ,Ramtace Tablet 5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19986556XC,TIGER & STORK BRAND MEDICATED OIL,WENG HARNG ENTERPRISE
MAL09020977AZ,Axcel Sodium Fusidate 250 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19984028AZ,BICAFAR 1G STERILE,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20076022ACZ,TELSTRAN PLUS Tablet 40mg + 12.5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19900659AZ,CLOPIXOL-ACUPHASE INJ 50MG/ML (1ML),Lundbeck Malaysia Sdn. Bhd.
MAL05041940AZ,MUCO-AID LIQUID,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19988555XZ,APPETON ESSENTIALS FOLIC ACID TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19900523AZ,[TIMEOUT ERROR],
MAL19913162XR,EGOPSORYL TA GEL,EGO PHARM MALAYSIA SDN. BHD.
MAL13085049AZ,Ciflox Film Coated Tablet 750mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
