#,Registration No / Notification No,Product Name,Holder
94,MAL19900375AZ,CEPHALEXIN GRANULES FOR ORAL SUSPENSION ‘MPI’ 125mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
95,MAL19890250AZ,SYNAMOX FOR ORAL SUSPENSION 125MG/5ML,INSPIRAPHARMA SDN. BHD.
96,MAL19890609AZ,OSPAMOX 250MG/5ML GRANULES FOR ORAL SUSPENSION,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
97,MAL19900528AZ,CO-PRIMAZOL SUSPENSION,PRIME PHARMACEUTICAL SDN. BHD.
98,MAL19910828AZ,DYNAPRIM SUSPENSION,DYNAPHARM (M) SDN. BHD.
99,MAL19920526AZ,PHARMANIAGA ERYTHROMYCIN SUSPENSION 200MG,INSPIRAPHARMA SDN. BHD.
100,MAL19940383AZ,PHARMANIAGA CEPHALEXIN SUSPENSION 125 MG,PHARMANIAGA MANUFACTURING BERHAD
101,MAL19940272AZ,AXCEL CIMETIDINE-200 SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
102,MAL19950249AZ,DYFENAMIC PAEDIATRIC SUSPENSION 50MG/5ML,DYNAPHARM (M) SDN. BHD.
103,MAL19961699AZ,COMAZOLE SUSPENSION,SM PHARMACEUTICALS SDN. BHD.
104,MAL19961700AZ,RETORIN POWDER FOR SUSPENSION 200MG/5ML,SM PHARMACEUTICALS SDN. BHD.
105,MAL19973348AZ,ZORAXIN SUSPENSION 200MG/5ML,Duopharma Marketing Sdn. Bhd.
106,MAL19984399AZ,CEPHALEXIN GRANULES FOR ORAL SUSPENSION ‘MPI’ 250mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
107,MAL19992591AZ,ANPRODROXIL GRANULES FOR ORAL SUSPENSION 125mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
108,MAL19984839AZ,SOFILEX ORAL SUSPENSION,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
109,MAL19973678AZ,PHARMANIAGA CEPHALEXIN SUSPENSION 250MG,PHARMANIAGA MANUFACTURING BERHAD
110,MAL19991445AZ,ZORAX SUSPENSION,SUNWARD PHARMACEUTICAL SDN. BHD.
111,MAL19990569AZ,BIFEN SUSPENSION 100MG/5ML,DCH AURIGA (MALAYSIA) SDN. BHD.
112,MAL19986951ARZ,AUGMENTIN SUSPENSION 457MG/5ML,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
113,MAL19991143AZ,SOFICLOR ORAL SUSPENSION,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
114,MAL20013770AZ,AXCEL MEFENAMIC ACID SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
115,MAL20001809AZ,ENHANCIN SUSPENSION 312.5MG/5ML,RANBAXY (MALAYSIA) SDN. BHD.
116,MAL20000365AZ,AXCEL ERYTHROMYCIN ES-200 SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
117,MAL20000068AZ,PRUFEN ORAL SUSPENSION 100mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
118,MAL20034660AZ,DOMIL SUSPENSION,PAHANG PHARMACY SDN. BHD.
119,MAL20040034AZ,PANACID SUSPENSION 125MG/5ML,PAHANG PHARMACY SDN. BHD.
120,MAL20020023AZ,AXCEL CEPHALEXIN-125 SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
121,MAL20021372AZ,PHARMANIAGA CO-AMOXICLAV SUSPENSION 228MG,INSPIRAPHARMA SDN. BHD.
122,MAL20014012AZ,AXCEL CEFACLOR-125 SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
123,MAL20032250AZ,TYSTATIN ORAL SUSPENSION,IMEKS PHARMA SDN. BHD.
124,MAL20033665AZ,SIFACLOR (ORAL SUSPENSION) 125 MG/5 ML,SPG PHARMA (MALAYSIA) SDN BHD
125,MAL20033666AZ,SIFACLOR (ORAL SUSPENSION) 250 MG/5 ML,SPG PHARMA (MALAYSIA) SDN BHD
126,MAL04125482AZ,YSP Ibuprofen Suspension 20mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
127,MAL05023182ACZ,Selsun 2.5% Suspension Treatment,ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD.
128,MAL05072020ASZ,Curam Powder for oral suspension 156.25mg/5ml,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
129,MAL05072028ASZ,Curam powder for oral suspension 312.5mg/5ml,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
130,MAL06011683AZ,Motidom Oral Suspension 1mg/ml,IMEKS PHARMA SDN. BHD.
131,MAL20071705AZ,ALREX STERILE OPHTHALMIC SUSPENSION,Bausch & Lomb (Malaysia) Sdn. Bhd.
132,MAL06111302ACZ,Triopon Suspension 125.0mg/5ml,ZONTRON PHARMACEUTICALS SDN. BHD.
133,MAL07082838ACZ,Bugesic Oral Suspension 100MG/5ML,ZONTRON PHARMACEUTICALS SDN. BHD.
134,MAL06071073AZ,IMEXA POWDER FOR ORAL SUSPENSION 200mg/5ml,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
135,MAL06091404AZ,RABUGEN 5 mg/ 5 mL Suspension,MEDISPEC (M) SDN. BHD.
136,MAL06111499AZ,Sinu-C Suspension,WINWA MEDICAL SDN. BHD.
137,MAL07010961AZ,Nufen Suspension 100mg/5ml,STERILINE SDN. BHD.
138,MAL07010979AZ,Winofen Suspension 2%w/v (Orange),WINWA MEDICAL SDN. BHD.
139,MAL08051746AZ,Ixime Suspension 100mg/5ml,BioCare Pharmaceutical (M) Sdn. Bhd.
140,MAL08010705AZ,NEVIREX (Nevirapine Oral suspension 50mg/5ml),UNIMED SDN. BHD.
141,MAL07082993AZ,FLUHALT FOR ORAL SUSPENSION 60 mg/ 5 ml,RANBAXY (MALAYSIA) SDN. BHD.
142,MAL08080407AZ,Winofen Suspension 2%w/v (Strawberry),WINWA MEDICAL SDN. BHD.
143,MAL09082789AZ,KOACT 312.50 (Co-Amoxiclav for Oral Suspension 250-62.50mg/5ml).,UNIMED SDN. BHD.
144,MAL09082790AZ,KOACT 156.25 (Co-Amoxiclav for Oral Suspension 125-31.25mg/ 5ml),UNIMED SDN. BHD.
145,MAL08031399AZ,Coldmax Suspension,WINWA MEDICAL SDN. BHD.
146,MAL08111829AZ,Sivkort Sterile Suspension for injection 40 mg,AVERROES PHARMACEUTICALS SDN. BHD.
147,MAL09042411AZ,Z mox Oral Suspension 250mg/5ml,UNIMED SDN. BHD.
148,MAL09062129AZ,Fleming Oral Suspension 457mg/5mL,HEALOL PHARMACEUTICALS SDN. BHD.
149,MAL09082800AZ,Axcel erythromycin ES-400 Suspension,KOTRA PHARMA (M) SDN. BHD.
150,MAL09051572ACZ,Binozyt 200mg/5ml Powder For Oral Suspension,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
151,MAL10012447AZ,EVOFEN SUSPENSION 100MG/5ML,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
152,MAL10100018AZ,Budecort Respules 0.5mg/2ml Respirator Suspension,CIPLA MALAYSIA SDN BHD
153,MAL10100019AZ,Budecort Respules 1mg/2ml Respirator Suspension,CIPLA MALAYSIA SDN BHD
154,MAL20122191AZ,"BESIVANCE (BESIFLOXACIN OPHTHALMIC SUSPENSION, 0.6%)",Bausch & Lomb (Malaysia) Sdn. Bhd.
155,MAL10120032AZ,Motigut Suspension 1mg/ml,MEDISPEC (M) SDN. BHD.
156,MAL10120034AZ,VOLTANOR SUSPENSION 10MG/5ML,Noripharma Sdn. Bhd.
157,MAL19911139XZ,CP Pharma Paracetamol Oral Suspension 250mg/5ml,HOVID BERHAD
158,MAL19912891XZ,PROGESIC-250 SUSPENSION,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
159,MAL19912116X,ALMECON SUSPENSION,PRIME PHARMACEUTICAL SDN. BHD.
160,MAL19912100XZ,PRITAMOL SUSPENSION 250MG/5ML,PRIME PHARMACEUTICAL SDN. BHD.
161,MAL19912111X,PRIMEDAZOL SUSPENSION 100MG/5ML,PRIME PHARMACEUTICAL SDN. BHD.
162,MAL19970615X,KAOTIN SUSPENSION,ROYCE PHARMA MANUFACTURING SDN. BHD.
163,MAL19910341XZ,REDON SUSPENSION 250MG/5ML,ROYCE PHARMA MANUFACTURING SDN. BHD.
164,MAL19940171XCZ,PANAMOL SUSPENSION 250MG/5ML,ZONTRON PHARMACEUTICALS SDN. BHD.
165,MAL19940173XC,KAOPEC SUSPENSION,ZONTRON PHARMACEUTICALS SDN. BHD.
166,MAL19940175XC,GASTRICON SUSPENSION,ZONTRON PHARMACEUTICALS SDN. BHD.
167,MAL19940176XC,ALUSIL MPS SUSPENSION,ZONTRON PHARMACEUTICALS SDN. BHD.
168,MAL19912835X,CALPO SUSPENSION,WINWA MEDICAL SDN. BHD.
169,MAL19912818XZ,MEDACENS PARACETAMOL SUSPENSION 250MG/5ML,WINWA MEDICAL SDN. BHD.
170,MAL19912826X,KAOLIN-PEC SUSPENSION,WINWA MEDICAL SDN. BHD.
171,MAL19911493XZ,Hoemal Oral Suspension 250mg/5ml,HOE PHARMACEUTICALS SDN. BHD.
172,MAL19911435XZ,AXCEL PARACETAMOL-250 SUSPENSION (ORANGE),KOTRA PHARMA (M) SDN. BHD.
173,MAL19911461X,AXCEL EVILINE FORTE SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
174,MAL19911416X,AXCEL KAOPEC SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
175,MAL19912715X,ALUCID SUSPENSION,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
176,MAL19911699X,BELCID SUSPENSION,MEDISPEC (M) SDN. BHD.
177,MAL19920071XRZ,ZENTEL SUSPENSION 400MG/10ML,Haleon Malaysia Sdn. Bhd.
178,MAL19912425XZ,DHAMOL SUSPENSION 250MG/5ML,DCH AURIGA (MALAYSIA) SDN. BHD.
179,MAL19910598XC,Hurix's Deworming Suspension,JIN BIN CORPORATION SDN. BHD.
180,MAL19910648X,DYNA U SUSPENSION,DYNAPHARM (M) SDN. BHD.
181,MAL19940225XZ,DYNA PARACETAMOL SUSPENSION,DYNAPHARM (M) SDN. BHD.
182,MAL19940050X,SWECON SUSPENSION 100MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
183,MAL19950273XZ,PARACIL SUSPENSION 120MG/5ML,SM PHARMACEUTICALS SDN. BHD.
184,MAL19940550XZ,PARACIL SUSPENSION 250MG/5ML,SM PHARMACEUTICALS SDN. BHD.
185,MAL19940522X,MAALOX PLUS SUSPENSION,DKSH MALAYSIA SDN. BHD.
186,MAL19950576X,WORMEX SUSPENSION 250MG/5ML,PRIME PHARMACEUTICAL SDN. BHD.
187,MAL19984363XZ,THELBAN SUSPENSION,MEDISPEC (M) SDN. BHD.
188,MAL19963143X,AGALAX SUSPENSION,ROYCE PHARMA MANUFACTURING SDN. BHD.
189,MAL19971865XZ,VEMIZOL SUSPENSION 200MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
190,MAL19991446XZ,AXCEL PARACETAMOL-250 SUSPENSION (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
191,MAL19991447XZ,Uphamol 250 Suspension 250mg/5ml (Orange),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
192,MAL19991448XZ,Uphamol 250 Suspension 250mg/5ml (Fruity),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
193,MAL19993051XZ,PORO SUSPENSION 250MG/5ML (STRAWBERRY FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
194,MAL20014229XZ,CHAMPS D-WORMS SUSPENSION 200MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
195,MAL05041840XZ,Panadol Children Suspension 120mg/5ml,Haleon Malaysia Sdn. Bhd.
196,MAL06091363XZ,Dyna Paracetamol Suspension (Pink),DYNAPHARM (M) SDN. BHD.
197,MAL06051420XZ,Adazol suspension,PRIME PHARMACEUTICAL SDN. BHD.
198,MAL06091453X,M-zole Suspension,WINWA MEDICAL SDN. BHD.
199,MAL07010938XZ,A-zole Suspension (Strawberry) 200mg/5ml,WINWA MEDICAL SDN. BHD.
200,MAL07010939XZ,Noxworm Suspension ( Chocolate ) 200mg/5ml,WINWA MEDICAL SDN. BHD.
201,MAL06121057XZ,Kidz PCM 250 Suspension ( Strawberry ),WINWA MEDICAL SDN. BHD.
202,MAL07010955XZ,Kidz PCM 250 Suspension ( Orange ),WINWA MEDICAL SDN. BHD.
203,MAL07031273XZ,THELBAN  SUSPENSION  200MG / 5 ML,MEDISPEC (M) SDN. BHD.
204,MAL07050225XZ,Avadol suspension 250 mg/5ml (Orange),AV MANUFACTURING SDN.BHD
205,MAL07050226XZ,Avadol suspension 250 mg/5ml (Strawberry),AV MANUFACTURING SDN.BHD
206,MAL08042366XZ,MESIN  -C 200 MG / 5ML  ORAL  SUSPENSION,MEDISPEC (M) SDN. BHD.
207,MAL08032206X,Simcone Suspension 67mg/ml,IMEKS PHARMA SDN. BHD.
208,MAL10080070XZ,DENZOL 20mg/ml Suspension,AVERROES PHARMACEUTICALS SDN. BHD.
209,MAL10053679X,Smecta Orange-Vanilla Flavour Powder for Oral Suspension 3g,ZUELLIG PHARMA SDN. BHD.
210,MAL10070592X,Vitcofol Oral Suspension,UNIMED SDN. BHD.
211,MAL17111006HX,PVP- TRICLABENDAZOLE 12% w/v SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
212,MAL19071003HX,PVP- ALBENDAZOLE 10% w/v SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
213,MAL17111005HX,PVP- Fenbendazole 10% w/v Suspension,Pelangi Vet Pharma Sdn. Bhd.
214,MAL14010005HX,Abenzole 11.25 % w/v Oral Suspension,Nam Pharma Sdn. Bhd.
215,MAL16010006HXC,Fenbenzole 10% w/v Oral Suspension,VISION BIOTECH SDN BHD
216,MAL14050068HX,ALBAZOL 10% Oral Suspension,Life Biopharma Sdn. Bhd.
217,MAL14050042HA,TSO Oral Suspension,Shennong Animal Health (Malaysia) Sdn. Bhd.
218,MAL15030017HA,Longamox 15%W/V Suspension for Injection.,Gladron Chemicals Sdn Bhd
219,MAL14070106HA,Norocillin 30% w/v Suspension for Injection,Borneosew Medical Trading (M) Sdn Bhd
220,MAL15070059HA,ZOLTRIM 480 Oral Suspension,Life Biopharma Sdn. Bhd.
221,MAL13080030HA,Sufatrim 480 Oral Suspension,Life Biopharma Sdn. Bhd.
222,MAL13120056HA,Sulpatrim Oral Suspension,Nam Pharma Sdn. Bhd.
223,MAL13120060HA,CenST 240 Oral Suspension,Life Biopharma Sdn. Bhd.
224,MAL10010011HA,Eficur 50 mg/mo ceftiofur suspension for injection for cattle and swine,Hipra Malaysia Sdn. Bhd.
225,MAL12020006HAC,PORCOX-5 ORAL SUSPENSION,GENPHARMA SDN. BHD
226,MAL16010032HA,Ditrim Oral Suspension,F.E. VENTURE SDN. BHD.
227,MAL16020009HA,"Vicox Toltra 5% w/v Oral Suspension For Swine, Calves and Lamb",Vemedim Sdn Bhd
228,MAL16020011HA,VICOX TOLTRA 5% w/v ORAL SUSPENSION FOR POULTRY,Vemedim Sdn Bhd
229,MAL11070051HAR,Rheumocam 1.5mg/ml oral suspension for dogs,Rhone Ma Malaysia Sdn Bhd
230,MAL15010005HAC,Clamoxyl Long Acting 150 mg/ml Suspension For Injection,Zoetis Malaysia Sdn. Bhd.
231,MAL14070081HA,INVEMOX 15%W/V LA  Amoxicillin Long-Acting Injectable Suspension,Taseen Trading Sdn Bhd
232,MAL15050042HA,ETHO-480 ORAL SUSPENSION,PAHANG PHARMACY SDN. BHD.
233,MAL15070056HA,TRIMESUL 480 ORAL SUSPENSION,Vemedim Sdn Bhd
