Country,Company,Local Product Name,Generic Name,Currency,Ex Factory Wholesale Price,Region,Marketing Authority,Local Pack Description,Formulation,Fill Size,Strength,Strength Unit,LOCAL_PACK_CODE
CANADA-QUEBEC,Lilly,Humalog,CONDITIONS PRÉVUES AU POINT 4.2.3 DE LA LISTE DES MÉDICAMENTS,CAD,51.44,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. S.C. - 100 U - Pack of 5,Sol. Inj. S.C.,5,100,U,02229705
CANADA-QUEBEC,Lilly,Humalog KwikPen La personne doit avoir commencé un traitement et reçu un remboursement dans les douze (12) mois précédent le 3 mars 2021.,CONDITIONS PRÉVUES AU POINT 4.2.3 DE LA LISTE DES MÉDICAMENTS,CAD,51.44,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. S.C. - 100 U - Pack of 5,Sol. Inj. S.C.,5,100,U,02403412
CANADA-QUEBEC,Allergy,Guêpe (Polistes Spp.),CONDITIONS PRÉVUES AU POINT 4.2.3 DE LA LISTE DES MÉDICAMENTS,CAD,240.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1.1 mg - Pack of 1,Pd. Inj.,1,1.1,mg,01948970
CANADA-QUEBEC,Allergy,Vespidés combinés La personne doit avoir commencé un traitement et reçu un remboursement dans les six (6) mois précédent le 15 février 2017.,CONDITIONS PRÉVUES AU POINT 4.2.3 DE LA LISTE DES MÉDICAMENTS,CAD,434.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 1,Pd. Inj.,1,3.3,mg,01948873
CANADA-QUEBEC,Auto. Cont.,Dario,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,66.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 100,Pd. Inj.,100,3.3,mg,99101227
CANADA-QUEBEC,Ignite,D360 Blood Glucose Test Strips,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,34.23,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 50,Pd. Inj.,50,3.3,mg,99101469
CANADA-QUEBEC,Medihub,GlucoDr,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,36.45,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 50,Pd. Inj.,50,3.3,mg,99101165
CANADA-QUEBEC,Auto. Cont.,iTest,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,32.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 50,Pd. Inj.,50,3.3,mg,99100332
CANADA-QUEBEC,NovaBiomed,Nova-Max,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,34.95,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 50,Pd. Inj.,50,3.3,mg,99100497
CANADA-QUEBEC,Acon,On-Call Plus,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,17.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 25,Pd. Inj.,25,3.3,mg,99100479
CANADA-QUEBEC,Lab. Paris,On Call Vivid,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,27.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 50,Pd. Inj.,50,3.3,mg,99101314
CANADA-QUEBEC,Nipro Diag,TRUEtest La personne doit avoir commencé un traitement et reçu un remboursement dans les douze (12) mois précédent le 3 février 2021.,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG,CAD,27.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 3.3 mg - Pack of 50,Pd. Inj.,50,3.3,mg,99100714
CANADA-QUEBEC,AA Pharma,Flunarizine,FLUNARIZINE (CHLORHYDRATE DE),CAD,43.22,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Caps. - 5 mg - Pack of 60,Caps.,60,5,mg,02246082
CANADA-QUEBEC,AA Pharma,Flunarizine,FLUNARIZINE (CHLORHYDRATE DE),CAD,72.03,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Caps. - 5 mg - Pack of 100,Caps.,100,5,mg,02246082
CANADA-QUEBEC,Janss. Inc,Vermox,MÉBENDAZOLE,CAD,19.27,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 100 mg - Pack of 6,Co.,6,100,mg,00556734
CANADA-QUEBEC,Bayer,Biltricide,PRAZIQUANTEL,CAD,23.12,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 600 mg - Pack of 4,Co.,4,600,mg,02230897
CANADA-QUEBEC,Bayer,Biltricide,PRAZIQUANTEL,CAD,34.68,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 600 mg - Pack of 6,Co.,6,600,mg,02230897
CANADA-QUEBEC,Jamp,Jamp-Pyrantel Pamoate,PYRANTEL (PAMOATE DE),CAD,7.18,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 125 mg - Pack of 10,Co.,10,125,mg,02380617
CANADA-QUEBEC,Riva,Riva-Pyrantel Pamoate,PYRANTEL (PAMOATE DE),CAD,7.18,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 125 mg - Pack of 10,Co.,10,125,mg,02535467
CANADA-QUEBEC,Marcan,Amikacin Sulfate Injection,AMIKACINE (SULFATE D'),CAD,62.4,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. - 250 mg - Pack of 1,Sol. Inj.,1,250,mg,02481073
CANADA-QUEBEC,Sandoz,Amikacine (Sulfate d'),AMIKACINE (SULFATE D'),CAD,62.4,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. - 250 mg - Pack of 1,Sol. Inj.,1,250,mg,02242971
CANADA-QUEBEC,Hikma,Sulfate d'Amikacine Injection,AMIKACINE (SULFATE D'),CAD,849.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. - 250 mg - Pack of 10,Sol. Inj.,10,250,mg,02525909
CANADA-QUEBEC,Oméga,Sulfate d'Amikacine Injection,AMIKACINE (SULFATE D'),CAD,62.4,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. - 250 mg - Pack of 1,Sol. Inj.,1,250,mg,02486717
CANADA-QUEBEC,Jamp,Sulfate d'amikacine pour injection,AMIKACINE (SULFATE D'),CAD,624.01,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. - 250 mg - Pack of 10,Sol. Inj.,10,250,mg,02529459
CANADA-QUEBEC,VPI,VPI-Amikacin,AMIKACINE (SULFATE D'),CAD,624.01,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Sol. Inj. - 250 mg - Pack of 10,Sol. Inj.,10,250,mg,02506599
CANADA-QUEBEC,Apotex,Apo-Cefadroxil,CÉFADROXIL (MONOHYDRATE DE),CAD,58.95,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Caps. - 500 mg - Pack of 100,Caps.,100,500,mg,02240774
CANADA-QUEBEC,Jamp,JAMP Cefadroxil,CÉFADROXIL (MONOHYDRATE DE),CAD,58.95,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Caps. - 500 mg - Pack of 100,Caps.,100,500,mg,02544792
CANADA-QUEBEC,Teva Can,Teva-Cefadroxil,CÉFADROXIL (MONOHYDRATE DE),CAD,58.95,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Caps. - 500 mg - Pack of 100,Caps.,100,500,mg,02235134
CANADA-QUEBEC,Teva Can,Céfazoline,CÉFAZOLINE SODIQUE,CAD,26.96,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02108127
CANADA-QUEBEC,Apotex,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,26.96,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02297205
CANADA-QUEBEC,Fresenius,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,26.96,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02237138
CANADA-QUEBEC,Hikma,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,67.4,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 25,Pd. Inj.,25,1,g,02437112
CANADA-QUEBEC,Sandoz,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,26.96,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02308959
CANADA-QUEBEC,Sterimax,Céfazoline sodique pour injection,CÉFAZOLINE SODIQUE,CAD,26.96,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02465469
CANADA-QUEBEC,Sterimax,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,57.12,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 2 g - Pack of 10,Pd. Inj.,10,2,g,02524791
CANADA-QUEBEC,Teva Can,Cefazolin,CÉFAZOLINE SODIQUE,CAD,30.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 10 g - Pack of 1,Pd. Inj.,1,10,g,02108135
CANADA-QUEBEC,Apotex,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,301.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 10 g - Pack of 10,Pd. Inj.,10,10,g,02297213
CANADA-QUEBEC,Fresenius,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,301.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 10 g - Pack of 10,Pd. Inj.,10,10,g,02237140
CANADA-QUEBEC,Hikma,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,301.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 10 g - Pack of 10,Pd. Inj.,10,10,g,02437120
CANADA-QUEBEC,Sandoz,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,30.15,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 10 g - Pack of 1,Pd. Inj.,1,10,g,02308967
CANADA-QUEBEC,Sterimax,Céfazoline sodique pour injection,CÉFAZOLINE SODIQUE,CAD,301.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 10 g - Pack of 10,Pd. Inj.,10,10,g,02465477
CANADA-QUEBEC,Novopharm,Céfazoline,CÉFAZOLINE SODIQUE,CAD,25.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 500 mg - Pack of 10,Pd. Inj.,10,500,mg,02108119
CANADA-QUEBEC,Hikma,Cefazoline pour injection,CÉFAZOLINE SODIQUE,CAD,62.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 500 mg - Pack of 25,Pd. Inj.,25,500,mg,02437104
CANADA-QUEBEC,Sandoz,Céfazoline pour injection,CÉFAZOLINE SODIQUE,CAD,25.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 500 mg - Pack of 10,Pd. Inj.,10,500,mg,02308932
CANADA-QUEBEC,AuroPharma,Auro-Cefixime,CEFIXIME,CAD,19.02,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 400 mg - Pack of 7,Co.,7,400,mg,02432773
CANADA-QUEBEC,AuroPharma,Auro-Cefixime,CEFIXIME,CAD,27.17,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 400 mg - Pack of 10,Co.,10,400,mg,02432773
CANADA-QUEBEC,Odan,Suprax,CEFIXIME,CAD,19.02,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 400 mg - Pack of 7,Co.,7,400,mg,00868981
CANADA-QUEBEC,Odan,Suprax,CEFIXIME,CAD,27.17,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 400 mg - Pack of 10,Co.,10,400,mg,00868981
CANADA-QUEBEC,Sterimax,Céfotaxime sodique pour injection BP,CÉFOTAXIME SODIQUE,CAD,83.3,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02434091
CANADA-QUEBEC,Sterimax,Céfotaxime sodique pour injection BP,CÉFOTAXIME SODIQUE,CAD,166.86,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 2 g - Pack of 10,Pd. Inj.,10,2,g,02434105
CANADA-QUEBEC,Sun Pharma,Taro-Cefprozil,CEFPROZIL,CAD,43.32,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 250 mg - Pack of 100,Co.,100,250,mg,02293528
CANADA-QUEBEC,AuroPharma,Auro-Cefprozil,CEFPROZIL,CAD,84.94,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 500 mg - Pack of 100,Co.,100,500,mg,02347253
CANADA-QUEBEC,Sandoz,Sandoz Cefprozil,CEFPROZIL,CAD,84.94,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 500 mg - Pack of 100,Co.,100,500,mg,02302187
CANADA-QUEBEC,Sun Pharma,Taro-Cefprozil,CEFPROZIL,CAD,84.94,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Co. - 500 mg - Pack of 100,Co.,100,500,mg,02293536
CANADA-QUEBEC,Fresenius,Ceftazidime pour injection,CEFTAZIDIME (PENTAHYDRATE DE),CAD,18.85,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 1,Pd. Inj.,1,1,g,00886971
CANADA-QUEBEC,Sterimax,Ceftazidime pour injection,CEFTAZIDIME (PENTAHYDRATE DE),CAD,188.5,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02437848
CANADA-QUEBEC,Fresenius,Ceftazidime pour injection,BP,CAD,37.1,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 2 g - Pack of 1,Pd. Inj.,1,2,g,00886955
CANADA-QUEBEC,Sterimax,Ceftazidime pour injection,BP,CAD,371.0,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 2 g - Pack of 10,Pd. Inj.,10,2,g,02437856
CANADA-QUEBEC,Fresenius,Ceftazidime pour injection,BP,CAD,111.29,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 6 g - Pack of 1,Pd. Inj.,1,6,g,00886963
CANADA-QUEBEC,Sterimax,Ceftazidime pour injection,BP,CAD,111.29,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 6 g - Pack of 1,Pd. Inj.,1,6,g,02437864
CANADA-QUEBEC,Sterimax,Ceftriaxone,CEFTRIAXONE SODIQUE,CAD,124.9,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02325616
CANADA-QUEBEC,Sandoz,Ceftriaxone pour injection,CEFTRIAXONE SODIQUE,CAD,124.9,NORTH AMERICA,RAMQ (Régie de l'assurance maladie du Québec),Pd. Inj. - 1 g - Pack of 10,Pd. Inj.,10,1,g,02292270
