item_id,TN,INN,Manufacturer_Country,Release_Form,EAN,Registered_Price_RUB,Start_Date_Text
2106,L-Thyroxine,Levothyroxine sodium,Ozon LLC - Russia,"tablets 0.1 mg, 50 pcs. - contour cell packaging (2) - cardboard packs",,107.46,13.05.2010
2107,L-Thyroxine,Levothyroxine sodium,Ozon LLC - Russia,"tablets 50 mcg, 50 pcs. - contour cellular packaging - cardboard packs",,73.44,13.05.2010
75653,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 50 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,121.67,06.02.2023
104464,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 50 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,130.00,08.10.2024
104465,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 100 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,126.50,08.10.2024
118085,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 50 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,130.00,27.06.2025
118086,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 100 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,126.50,27.06.2025
118087,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 50 mcg, 50 pcs. - contour cell packaging (1) - cardboard packs",,73.44,27.06.2025
118088,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 100 mcg, 50 pcs. - contour cell packaging (1) - cardboard packs",,84.24,27.06.2025
122264,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 50 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,130.00,01.09.2025
122265,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 100 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,126.50,01.09.2025
122266,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 50 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,130.00,01.09.2025
122267,L-Thyroxine,Levothyroxine sodium,"Vl.Vy.k.First.Up.Second.Up.Pr. Limited Liability Company ""Ozon"" (LLC ""Ozon""), Russia (6345002063);","tablets, 100 mcg, 50 pcs. - contour cell packaging (2) - cardboard packs",,126.50,01.09.2025
6328,L-Thyroxine 100 Berlin Hemi,Levothyroxine sodium,"Berlin-Chemie/Menarini Pharma GmbH, Germany - Germany; Pr., First. Up., Second. Up., Issue - ""Berlin-Chemie AG"" - Germany.","tablets 100 mcg, 25 pcs. - blister packaging (blister) - (4) - cardboard packs",,107.75,02.11.2011
6327,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Berlin-Chemie/Menarini Pharma GmbH, Germany - Germany; Pr., First. Up., Second. Up., Issue - ""Berlin-Chemie AG"" - Germany.","tablets 100 mcg, 25 pcs. - blister packaging (blister) - (2) - cardboard packs",,80.17,02.11.2011
28079,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Vl.Exp.k.Primary Up.Secondary Up.Pr.Berlin-Chemie AG, Germany;","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (2) - cardboard pack",,80.17,22.08.2018
28081,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Vl.Exp.k.Primary Up.Secondary Up.Pr.Berlin-Chemie AG, Germany;","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,107.75,22.08.2018
82839,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (2) - cardboard pack",,80.17,14.07.2023
82993,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,107.75,18.07.2023
85076,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (2) - cardboard pack",,83.17,13.09.2023
85323,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,110.73,20.09.2023
106364,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (2) - cardboard pack",,83.17,18.11.2024
106365,L-Thyroxine 100 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 100 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,110.73,18.11.2024
19532,L-Thyroxine 125 Berlin-Chemie,Levothyroxine sodium,"Owner: Limited Liability Company ""Berlin-Chemie/A. Menarini"", Russia; Graduated.First.Up.Second.Up.Pr.Berlin - Chemie AG, Germany;","tablets, 125 mcg, 25 pcs. - blister (4) - cardboard pack",,124.58,01.11.2016
27217,L-Thyroxine 125 Berlin-Chemie,Levothyroxine sodium,"Owner LLC ""Berlin-Chemie/A. Menarini"", Russia; Graduated from First.Up.Second.Up.Pr.Berlin-Chemie AG, Germany;","tablets, 125 mcg, 25 pcs. - contour cell packaging (4) - cardboard packs",,127.00,03.07.2018
28077,L-Thyroxine 125 Berlin-Chemie,Levothyroxine sodium,"Vl.Exp.k.Primary Up.Secondary Up.Pr.Berlin-Chemie AG, Germany;","tablets, 125 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,127.00,22.08.2018
82994,L-Thyroxine 125 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 125 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,127.00,18.07.2023
85325,L-Thyroxine 125 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 125 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,130.95,20.09.2023
106345,L-Thyroxine 125 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 125 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,130.95,18.11.2024
19533,L-Thyroxine 150 Berlin-Chemie,Levothyroxine sodium,"Owner: Limited Liability Company ""Berlin-Chemie/A. Menarini"", Russia; Graduated.First.Up.Second.Up.Pr.Berlin - Chemie AG, Germany;","tablets, 150 mcg, 25 pcs. - blisters (4) - cardboard packs",,127.06,01.11.2016
28078,L-Thyroxine 150 Berlin-Chemie,Levothyroxine sodium,"Vl.Exp.k.Primary Up.Secondary Up.Pr.Berlin-Chemie AG, Germany;","tablets, 150 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,127.06,22.08.2018
82840,L-Thyroxine 150 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 150 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,127.06,14.07.2023
85077,L-Thyroxine 150 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 150 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,130.47,13.09.2023
106344,L-Thyroxine 150 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 150 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,130.47,18.11.2024
6329,L-Thyroxine 50 Berlin-Chemie,Levothyroxine sodium,"Berlin-Chemie/Menarini Pharma GmbH, Germany - Germany; Pr., First. Up., Second. Up., Issue - ""Berlin-Chemie AG"" - Germany.","tablets 50 mcg, 25 pcs. - blister packaging (blister) - (2) - cardboard packs",,69.33,02.11.2011
28080,L-Thyroxine 50 Berlin-Chemie,Levothyroxine sodium,"Vl.Exp.k.Primary Up.Secondary Up.Pr.Berlin - Chemie AG, Germany;","tablets, 50 mcg, 25 pcs. - blister (2) - cardboard pack",,69.33,22.08.2018
82991,L-Thyroxine 50 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 50 mcg, 25 pcs. - blister (2) - cardboard pack",,69.33,18.07.2023
106321,L-Thyroxine 50 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 50 mcg, 25 pcs. - contour blister packaging (blister) (2) - cardboard pack",,69.33,18.11.2024
19371,L-Thyroxine 75 Berlin-Chemie,Levothyroxine sodium,"Owner: Limited Liability Company ""Berlin-Chemie/A. Menarini"", Russia; Graduated from First.Up.Second.Up.Pr.Berlin-Chemie AG, Germany;","tablets, 75 mcg, 25 pcs. - blister packaging (4) - cardboard pack",,93.73,21.10.2016
27059,L-Thyroxine 75 Berlin-Chemie,Levothyroxine sodium,"Owner LLC ""Berlin-Chemie/A. Menarini"", Russia; Graduated from First.Up.Second.Up.Pr.Berlin-Chemie AG, Germany;","tablets, 75 mcg, 25 pcs. - contour cell packaging (4) - cardboard packs",,96.00,22.06.2018
28076,L-Thyroxine 75 Berlin-Chemie,Levothyroxine sodium,"Vl.Exp.k.Primary Up.Secondary Up.Pr.Berlin-Chemie AG, Germany;","tablets, 75 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,96.00,22.08.2018
82992,L-Thyroxine 75 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 75 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,96.00,18.07.2023
85324,L-Thyroxine 75 Berlin-Chemie,Levothyroxine sodium,"Ow.Exp.k.Primary.Up.Secondary.Up.Berlin-Chemie AG, Germany (DE 137 202 433); Pr. Berlin-Chemie AG, Germany (DE137202433);","tablets, 75 mcg, 25 pcs. - contour blister packaging (blister) (4) - cardboard pack",,99.42,20.09.2023
