input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Fabop,ATIBAX,Fabop,ATIBAX,ciprofloxacina,Antibiótico,500 mg comp.x 90,42584.04,2025-12-03,2026-01-08T12:23:12,,,,,,,{}
Savant Generic,ATIBAX,Savant Generic,ATIBAX,ciprofloxacina,Antibiótico,500 mg comp.rec.x 10,1093.89,2021-02-03,2026-01-08T12:23:14,Producto Reconocido,437.56,Cobertura Monto Fijo,0.0,4960.2,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 437.56}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4960.2, ""AF"": 0.0}}"
Laboratorio ENA,BCAA 2:1:1,Laboratorio ENA,BCAA 2:1:1,l-isoleucina+asoc.,Suplemento nutricional,cáps.x 90 (VL),18000.0,2025-08-01,2026-01-08T12:23:22,,,,,,,{}
Pharmamerican S.R.L.,BCAA 2:1:1,Pharmamerican S.R.L.,BCAA 2:1:1,l-isoleucina+asoc.,Suplemento dietario,cáps.x 90 (VL),18495.0,2025-12-01,2026-01-08T12:23:23,,,,,,,{}
Cassará,BETACORT CASSARA,Cassará,BETACORT CASSARA,betametasona,Corticosteroide,gts.x 30 ml,8520.0,2025-12-15,2026-01-08T12:23:24,Producto Reconocido,,Cobertura Monto Fijo,6566.22,1953.78,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 1953.78, ""AF"": 6566.22}}"
Medisol,BETACORT CASSARA,Medisol,BETACORT CASSARA,betametasona,Corticosteroide,gts.x 15 ml,5500.0,2025-11-17,2026-01-08T12:23:32,Producto Reconocido,,Cobertura Monto Fijo,3698.71,1801.29,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 1801.29, ""AF"": 3698.71}}"
Laboratorio Millet,BLUEKING,Laboratorio Millet,BLUEKING,"arándano,ext.+asoc.",Suplemento dietario,comp.mast. blístx 6 x 10 (VL),84467.37,2026-01-07,2026-01-08T12:23:32,,,,,,,{}
Laboratorio Millet,BLUEKING,Laboratorio Millet,BLUEKING,"arándano,ext.+asoc.",Suplemento dietario,comp.mast.fco.x 30 (VL),48265.05,2026-01-07,2026-01-08T12:23:33,,,,,,,{}
Laboratorio Millet,BLUEKING,Laboratorio Millet,BLUEKING,"arándano,ext.+asoc.",Suplemento dietario,comp.mast.x 300 (VL),29615.23,2026-01-07,2026-01-08T12:23:33,,,,,,,{}
Sidus,BLUEKING,Sidus,BLUEKING,"arándano,ext.+asoc.",Antioxidante,bot.x 700 ml x 1 unid. (VL),993.45,2021-10-15,2026-01-08T12:23:34,,,,,,,{}
Klonal,CEFTAZIDIMA,Klonal,CEFTAZIDIMA,ceftazidima,Antibiótico,1000 mg f.a.x 100,2394177.28,2025-10-23,2026-01-08T12:23:43,,,,,,,{}
Veinfar,CEFTAZIDIMA,Veinfar,CEFTAZIDIMA,ceftazidima,Antibiótico,1000 mg a.x 100,1950350.0,2025-08-11,2026-01-08T12:23:43,,,,,,,{}
Lafarmen,CITRATO DE MAGNESIO,Lafarmen,CITRATO DE MAGNESIO,magnesio,Suplemento dietario,comp.x 150 (VL),37500.0,2025-10-29,2026-01-08T12:23:44,,,,,,,{}
Lafarmen,CITRATO DE MAGNESIO,Lafarmen,CITRATO DE MAGNESIO,magnesio,Suplemento dietario,comp.x 30 (VL),7700.0,2025-10-29,2026-01-08T12:23:45,,,,,,,{}
Lafarmen,CITRATO DE MAGNESIO,Lafarmen,CITRATO DE MAGNESIO,magnesio,Suplemento dietario,pvo.x 200 g (VL),22000.0,2025-08-21,2026-01-08T12:23:45,,,,,,,{}
Pharmamerican S.R.L.,CITRATO DE MAGNESIO,Pharmamerican S.R.L.,CITRATO DE MAGNESIO,magnesio+asoc.,Suplemento dietario,cáps. x 30 (VL),11387.0,2025-08-11,2026-01-08T12:23:53,,,,,,,{}
Pharmamerican S.R.L.,CITRATO DE MAGNESIO,Pharmamerican S.R.L.,CITRATO DE MAGNESIO,magnesio+asoc.,Suplemento dietario,cáps. x 60 (VL),20503.0,2025-08-11,2026-01-08T12:23:53,,,,,,,{}
Pharmamerican S.R.L.,CITRATO DE MAGNESIO,Pharmamerican S.R.L.,CITRATO DE MAGNESIO,magnesio+asoc.,Suplemento dietario,polvo x 180 g (VL),19347.0,2025-11-04,2026-01-08T12:23:53,,,,,,,{}
Cassará,CLAMOXOL DUO,Cassará,CLAMOXOL DUO,"amoxicilina+clavulánico,ác.",Antibiótico,comp.rec.x 14,17630.0,2025-12-15,2026-01-08T12:23:53,Producto Reconocido,4355.44,Cobertura Monto Fijo,9622.72,8007.28,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4355.44}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8007.28, ""AF"": 9622.72}}"
Cassará,CLAMOXOL DUO,Cassará,CLAMOXOL DUO,"amoxicilina+clavulánico,ác.",Antibiótico,susp.x 140 ml,16610.0,2025-12-15,2026-01-08T12:23:53,,,Cobertura Monto Fijo,7177.23,9432.77,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9432.77, ""AF"": 7177.23}}"
Cassará,CLAMOXOL DUO,Cassará,CLAMOXOL DUO,"amoxicilina+clavulánico,ác.",Antibiótico,susp.x 70 ml,11690.0,2025-12-15,2026-01-08T12:23:53,Producto Reconocido,,Cobertura Monto Fijo,6309.8,5380.2,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5380.2, ""AF"": 6309.8}}"
Medisol,CLAMOXOL DUO,Medisol,CLAMOXOL DUO,"amoxicilina+clavulánico,ác.",Antibiótico,comp.rec.x 10,13000.0,2025-08-18,2026-01-08T12:23:54,Producto Reconocido,3908.0,Cobertura Monto Fijo,8764.0,4236.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 3908.0}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4236.0, ""AF"": 8764.0}}"
Laboratorio ENA,COLAGENO SPORT,Laboratorio ENA,COLAGENO SPORT,colág.hidr.+vit.c+ác.hialur.,Suplemento dietario,pvo.x 407 g (VL),37500.0,2025-06-01,2026-01-08T12:24:02,,,,,,,{}
Pharmamerican S.R.L.,COLAGENO SPORT,Pharmamerican S.R.L.,COLAGENO SPORT,colág.hidr.+magnesio+ác.hialur.+asoc.,Suplemento dietario,pvo. x 360 g (VL),34567.0,2025-12-12,2026-01-08T12:24:03,,,,,,,{}
PGN,CREATINA,PGN,CREATINA,creatina+asoc.,Suplemento dietario,dispenser cáps.x 100 (VL),29457.42,2025-09-15,2026-01-08T12:24:05,,,,,,,{}
Teingro,CREATINA,Teingro,CREATINA,creatina,Suplemento dietario,pvo.x 300 g (VL),26750.0,2023-12-21,2026-01-08T12:24:12,,,,,,,{}
Laboratorio ENA,CREATINA MICRONIZADA,Laboratorio ENA,CREATINA MICRONIZADA,creatina,Suplemento dietario,Neutro env.x 300 g (VL),40000.0,2025-09-12,2026-01-08T12:24:13,,,,,,,{}
Laboratorio ENA,CREATINA MICRONIZADA,Laboratorio ENA,CREATINA MICRONIZADA,creatina,Suplemento dietario,fruit punch env.x 300 g (VL),40000.0,2025-09-12,2026-01-08T12:24:13,,,,,,,{}
Laboratorio ENA,CREATINA MICRONIZADA,Laboratorio ENA,CREATINA MICRONIZADA,creatina,Suplemento dietario,naranja env.x 342 g (VL),40000.0,2025-09-12,2026-01-08T12:24:13,,,,,,,{}
Laboratorio ENA,CREATINA MICRONIZADA,Laboratorio ENA,CREATINA MICRONIZADA,creatina,Suplemento dietario,s/sabor env.x 1000 g (VL),110000.0,2026-01-01,2026-01-08T12:24:13,,,,,,,{}
Laboratorio ENA,CREATINA MICRONIZADA,Laboratorio ENA,CREATINA MICRONIZADA,creatina,Suplemento dietario,s/sabor env.x 150 g (VL),22500.0,2025-09-12,2026-01-08T12:24:13,,,,,,,{}
Lafarmen,CREATINA MICRONIZADA,Lafarmen,CREATINA MICRONIZADA,creatina,Suplemento dietario,pouch x 180 g (VL),24000.0,2025-10-29,2026-01-08T12:24:13,,,,,,,{}
Lafarmen,CREATINA MICRONIZADA,Lafarmen,CREATINA MICRONIZADA,creatina,Suplemento dietario,pouch x 500 g (VL),48000.0,2025-10-29,2026-01-08T12:24:13,,,,,,,{}
Cassará,DELTACORT,Cassará,DELTACORT,meprednisona,Corticosteroide,40 mg comp.x 20,43490.0,2025-12-15,2026-01-08T12:24:22,,,Cobertura Monto Fijo,30380.72,13109.28,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 13109.28, ""AF"": 30380.72}}"
Medisol,DELTACORT,Medisol,DELTACORT,meprednisona,Corticosteroide,8 mg comp.x 10,7800.0,2025-12-15,2026-01-08T12:24:22,,,Cobertura Monto Fijo,5644.0,2156.0,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 2156.0, ""AF"": 5644.0}}"
Laboratorio Millet,DUOMAX,Laboratorio Millet,DUOMAX,paracetamol+ibuprofeno,Analgésico,comp.x 10,8168.44,2025-09-15,2026-01-08T12:24:24,,4901.06,,,,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 3267.38, ""AF"": 4901.06}}"
Laboratorio Millet,DUOMAX,Laboratorio Millet,DUOMAX,paracetamol+ibuprofeno,Analgésico,comp.x 20,14996.09,2025-09-15,2026-01-08T12:24:24,,8997.65,,,,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 5998.44, ""AF"": 8997.65}}"
Laboratorio Millet,DUOMAX,Laboratorio Millet,DUOMAX,paracetamol+ibuprofeno,Analgésico,exhib.env.x 20 x 10 comp (VL),65043.21,2025-09-15,2026-01-08T12:24:24,,,,,,,{}
Sidus,DUOMAX,Sidus,DUOMAX,paracetamol+ibuprofeno,Analgésico,expend.env.x 12 x 10comp,8385.56,2022-09-06,2026-01-08T12:24:32,,,,,,,{}
Lab Internacional Argentino,ENOXANORTH,Lab Internacional Argentino,ENOXANORTH,enoxaparina sódica,Antitrombótico,40 mg jga.prell.x 10,369552.68,2025-10-06,2026-01-08T12:24:32,,,,,,,{}
Lab Internacional Argentino,ENOXANORTH,Lab Internacional Argentino,ENOXANORTH,enoxaparina sódica,Antitrombótico,40 mg jga.prell.x 2,77773.08,2025-10-06,2026-01-08T12:24:32,,,,,,,{}
Lab Internacional Argentino,ENOXANORTH,Lab Internacional Argentino,ENOXANORTH,enoxaparina sódica,Antitrombótico,60 mg jga.prell.x 10,549731.82,2025-10-06,2026-01-08T12:24:32,,,,,,,{}
Northia,ENOXANORTH,Northia,ENOXANORTH,enoxaparina sódica,Antitrombótico,20 mg jga.prell.x 10,189093.99,2025-10-06,2026-01-08T12:24:34,,,,,,,{}
Northia,ENOXANORTH,Northia,ENOXANORTH,enoxaparina sódica,Antitrombótico,40 mg jga.prell.x 50,1796942.21,2025-10-06,2026-01-08T12:24:34,,,,,,,{}
Northia,ENOXANORTH,Northia,ENOXANORTH,enoxaparina sódica,Antitrombótico,60 mg jga.prell.x 50,2675405.51,2025-10-06,2026-01-08T12:24:34,,,,,,,{}
Northia,ENOXANORTH,Northia,ENOXANORTH,enoxaparina sódica,Antitrombótico,80 mg jga.prell.x 10,715848.34,2025-10-06,2026-01-08T12:24:34,,,,,,,{}
Cassará,EPOGEN,Cassará,EPOGEN,eritropoyetina recomb.humana,Antianémico,2000 UI f.a.x 1 x 1 ml,17670.0,2025-12-15,2026-01-08T12:24:42,,,,,,,{}
Cassará,EPOGEN,Cassará,EPOGEN,eritropoyetina recomb.humana,Antianémico,4000 UI f.a.x 1 x 1 ml,35720.0,2025-12-15,2026-01-08T12:24:42,,,,,,,{}
Varifarma,EPOGEN,Varifarma,EPOGEN,eritropoyetina recomb.humana,Antianémico,10000 UI f.a.x 1 x 1 ml,132832.18,2025-12-26,2026-01-08T12:24:43,,,,,,,{}
Varifarma,EPOGEN,Varifarma,EPOGEN,eritropoyetina recomb.humana,Antianémico,40000 UI f.a.x 1 x 1 ml,244425.23,2025-12-26,2026-01-08T12:24:43,,,,,,,{}
Cassará,ERISOL,Cassará,ERISOL,eritromicina,Antiacneico,4% gel x 30 g,15440.0,2025-12-15,2026-01-08T12:24:46,Producto Reconocido,,Cobertura Monto Fijo,11239.81,4200.19,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4200.19, ""AF"": 11239.81}}"
Medisol,ERISOL,Medisol,ERISOL,eritromicina,Antiacneico,4% sol.tópica derm.x50ml,10400.0,2025-12-15,2026-01-08T12:24:52,Producto Reconocido,,Cobertura Monto Fijo,7564.0,2836.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 2836.0, ""AF"": 7564.0}}"
Laboratorio Millet,ESOMEPRA 20 MG,Laboratorio Millet,ESOMEPRA 20 MG,esomeprazol,Antiulceroso,20 mg cáps.x 14 (VL),18709.09,2025-09-15,2026-01-08T12:24:54,,,Cobertura Monto Fijo,9357.22,9351.87,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9351.87, ""AF"": 9357.22}}"
Laboratorio Millet,ESOMEPRA 20 MG,Laboratorio Millet,ESOMEPRA 20 MG,esomeprazol,Antiulceroso,20 mg cáps.x 28 (VL),35979.06,2025-09-15,2026-01-08T12:24:54,Producto Reconocido,,Cobertura Monto Fijo,21042.27,14936.79,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 14936.79, ""AF"": 21042.27}}"
Laboratorio Millet,ESOMEPRA 20 MG,Laboratorio Millet,ESOMEPRA 20 MG,esomeprazol,Antiulceroso,20 mg cáps.x 56 (VL),56127.28,2025-09-15,2026-01-08T12:24:54,,,,,,,{}
Laboratorio Millet,ESOMEPRA 20 MG,Laboratorio Millet,ESOMEPRA 20 MG,esomeprazol,Antiulceroso,exhib.env.x20 x20mg x7 (VL),124296.36,2025-09-15,2026-01-08T12:24:54,,,,,,,{}
Sidus,ESOMEPRA 20 MG,Sidus,ESOMEPRA 20 MG,esomeprazol,Antiulceroso,flowpack 20mg cáps.x7 (VL),6214.82,2025-09-15,2026-01-08T12:24:55,,,,,,,{}
Savant Consumer,FABOGESIC PLEN,Savant Consumer,FABOGESIC PLEN,diclofenac+pridinol,Antiinflam.Analgésico.Miorrelajante,50/4 mg cáps.x 30,24999.0,2025-12-03,2026-01-08T12:25:02,,,,,,,{}
Savant Generic,FABOGESIC PLEN,Savant Generic,FABOGESIC PLEN,diclofenac+pridinol,Antiinflam.Analgésico.Miorrelajante,50/4 mg comp.x 90,19951.99,2025-10-24,2026-01-08T12:25:03,,,,,,,{}
Savant Generic,FABOGESIC PLEN,Savant Generic,FABOGESIC PLEN,diclofenac+pridinol,Antiinflam.Analgésico.Miorrelajante,50/4 mg cáps.x 10,10499.0,2026-01-01,2026-01-08T12:25:03,Producto Reconocido,6299.4,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 4199.6, ""AF"": 6299.4}}"
Cassará,FLUCODERM,Cassará,FLUCODERM,fluconazol,Antimicótico,150 mg comp.ran.x 4,23280.0,2025-12-15,2026-01-08T12:25:05,Producto Reconocido,9183.75,Cobertura Monto Fijo,15480.59,7799.41,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9183.75}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7799.41, ""AF"": 15480.59}}"
Medisol,FLUCODERM,Medisol,FLUCODERM,fluconazol,Antimicótico,150 mg comp.ran.x 2,6700.0,2025-12-15,2026-01-08T12:25:12,Producto Reconocido,,Cobertura Monto Fijo,2661.22,4038.78,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4038.78, ""AF"": 2661.22}}"
Laboratorio WPN,GLUTAMINA,Laboratorio WPN,GLUTAMINA,glucosamina,Suplemento dietario,sin sabor pote x300 g (VL),38000.0,2026-01-02,2026-01-08T12:25:14,,,,,,,{}
Teingro,GLUTAMINA,Teingro,GLUTAMINA,glutamina,Suplemento dietario,cáps.x 120 (VL),15300.0,2025-10-20,2026-01-08T12:25:14,,,,,,,{}
Teingro,GLUTAMINA,Teingro,GLUTAMINA,glutamina,Suplemento dietario,pvo.x 250 g (VL),29000.0,2025-10-20,2026-01-08T12:25:14,,,,,,,{}
Natufarma,LEVADURA DE CERVEZA,Natufarma,LEVADURA DE CERVEZA,levadura de cerveza,Polivitamínico,comp.x 40 (VL),4843.0,2025-11-01,2026-01-08T12:25:22,,,,,,,{}
Provefarma,LEVADURA DE CERVEZA,Provefarma,LEVADURA DE CERVEZA,levadura de cerveza,Suplemento dietario,250 mg comp.x 100 (VL),9570.0,2026-01-02,2026-01-08T12:25:23,,,,,,,{}
Laboratorio WPN,MAGNESIO,Laboratorio WPN,MAGNESIO,magnesio+asoc.,Suplemento dietario,cáps.x 60 (VL),16500.0,2025-08-12,2026-01-08T12:25:27,,,,,,,{}
Laboratorio ENA,MAGNESIO CITRATO,Laboratorio ENA,MAGNESIO CITRATO,magnesio citrato,Suplemento dietario,cáps.x 60 (VL),17000.0,2025-09-01,2026-01-08T12:25:33,,,,,,,{}
Veinfar,MAGNESIO,Veinfar,MAGNESIO,magnesio,Suplemento mineral,a.x 100 x 5 ml,1094540.0,2025-08-11,2026-01-08T12:25:34,,,,,,,{}
Laboratorio WPN,MAGNESIO CITRATO,Laboratorio WPN,MAGNESIO CITRATO,magnesio citrato,Suplemento dietario,lim.men.jen pote x 225 g (VL),28000.0,2026-01-02,2026-01-08T12:25:36,,,,,,,{}
Lepetit,METRAL,Lepetit,METRAL,metronidazol,Quimioterápico,500 mg comp.vag.x 5,4730.0,2025-12-29,2026-01-08T12:25:43,Producto Reconocido,,Cobertura Monto Fijo,3290.0,1440.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 1440.0, ""AF"": 3290.0}}"
Lepetit,METRAL,Lepetit,METRAL,metronidazol,Quimioterápico,500 mg comp.x 10,9580.0,2025-12-29,2026-01-08T12:25:43,Producto Reconocido,,Cobertura Monto Fijo,6223.53,3356.47,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3356.47, ""AF"": 6223.53}}"
Cassará,METRAL,Cassará,METRAL,metronidazol,Trat.tópico de la rosácea,1% cr.x 30 g,16270.0,2025-12-15,2026-01-08T12:25:43,Producto Reconocido,4901.49,Cobertura Monto Fijo,11238.57,5031.43,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 4901.49}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5031.43, ""AF"": 11238.57}}"
Laboratorio ENA,OMEGA 3,Laboratorio ENA,OMEGA 3,aceite de pescado,Suplemento dietario,cáps.x 30 (VL),16500.0,2025-10-15,2026-01-08T12:25:47,,,,,,,{}
Medisol,PANTOMETYL 40,Medisol,PANTOMETYL 40,pantoprazol,Antiulceroso,comp.x 20 (VL),9200.0,2025-11-17,2026-01-08T12:25:53,,,,,,,{}
Natufarma,OMEGA 3,Natufarma,OMEGA 3,aceite de pescado,Hipocolesterolemiante,cáps.x 30 (VL),14308.0,2025-11-01,2026-01-08T12:25:53,,,,,,,{}
Natufarma,OMEGA 3,Natufarma,OMEGA 3,aceite de pescado,Hipocolesterolemiante,cáps.x 60 (VL),26014.0,2025-11-01,2026-01-08T12:25:54,,,,,,,{}
Sanitas,PANTOMETYL 40,Sanitas,PANTOMETYL 40,pantoprazol,Antiulceroso,comp.x 30 (VL),19340.0,2025-12-15,2026-01-08T12:25:56,Producto Reconocido,,Cobertura Monto Fijo,7885.12,11454.88,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 11454.88, ""AF"": 7885.12}}"
Megalabs Argentina,RESVERATROL,Megalabs Argentina,RESVERATROL,resveratrol,Suplemento dietario,comp.x 20 (VL),9732.13,2026-01-06,2026-01-08T12:26:03,,,,,,,{}
Provefarma,RESVERATROL,Provefarma,RESVERATROL,resveratrol+asoc.,Suplemento dietario,comp.rec.x 30 (VL),19263.0,2026-01-02,2026-01-08T12:26:03,,,,,,,{}
Cassará,SALBUTRAL,Cassará,SALBUTRAL,salbutamol,Broncodilatador,aer.x 250 dosis,16340.0,2025-12-15,2026-01-08T12:26:06,Producto Reconocido,1842.3,Cobertura Monto Fijo,9041.37,7298.63,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 1842.3}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7298.63, ""AF"": 9041.37}}"
Lafedar,SALES PARA REHIDRATACION ORAL,Lafedar,SALES PARA REHIDRATACION ORAL,"sodio,cloruro+asoc.",Rehidratante oral,sab.frut.sob.x3 x28.4 g,18028.5,2025-12-16,2026-01-08T12:26:12,,,,,,,{}
Lafedar,SALES PARA REHIDRATACION ORAL,Lafedar,SALES PARA REHIDRATACION ORAL,"sodio,cloruro+asoc.",Rehidratante oral,sab.nat.sob.x 3 x 27.9 g,18028.5,2025-12-16,2026-01-08T12:26:12,,,Cobertura Monto Fijo,13119.51,4908.99,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4908.99, ""AF"": 13119.51}}"
Medisol,SALBUTRAL,Medisol,SALBUTRAL,salbutamol,Broncodilatador,sol.p/nebul.x 20 ml,5700.0,2025-12-15,2026-01-08T12:26:13,Producto Reconocido,,Cobertura Monto Fijo,411.33,5288.67,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5288.67, ""AF"": 411.33}}"
