"#","Registration No / Notification No","Product Name","Holder"
"27","MAL18026194AZ","DYNA FUSIDIC CREAM 2%","DYNAPHARM (M) SDN. BHD."
"28","MAL17025028XC","AMMELTZ YOKO YOKO Massage Cream","KOBAYASHI Healthcare (Malaysia) Sdn. Bhd."
"29","MAL18121002AZ","Canespro Once Daily Bifonazole Anti-fungal Cream 1% w/w","BAYER CO. (MALAYSIA) SDN. BHD."
"30","MAL16065039XZ","Dyna AQUEOUS CREAM","DYNAPHARM (M) SDN. BHD."
"31","MAL16065037X","Xorquas G25 Cream (Glycerine 25% w/w in Aqueous Cream)","Xorix Sdn Bhd"
"32","MAL16065038X","Xorquas G50 Cream (Glycerine 50% w/w in Aqueous Cream)","Xorix Sdn Bhd"
"33","MAL19988944T","TIAN CHIN KO (DEER BRAND) CREAM","Poh Guan Hong (1985) Sdn. Bhd"
"34","MAL20000913T","FAIRON HERBAL CREAM","ELPAR HERBS SDN. BHD."
"35","MAL20000914T","ALWINS CREAM","ELPAR HERBS SDN. BHD."
"36","MAL20001420TC","MIE ZHI CREAM","HONYI TRADING"
"37","MAL20013248T","RUMALAYA CREAM","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"38","MAL20040246TC","TAI FONG NONG SUO QIAN CAO PI FU CREAM","SMART WELLMIN SDN BHD"
"39","MAL20051398TC","INDOSHEN CREAM","TEONG HUAT MEDICAL SDN. BHD."
"40","MAL05032621T","DXN TEA TREE 80mg/1g CREAM","DXN PHARMACEUTICAL SDN. BHD."
"41","MAL06051442TC","TAI FONG ZHEN ZHU AN CHUANG MEI RONG CREAM","SMART WELLMIN SDN BHD"
"42","MAL06071299TC","J.B. Cream for Skin Problem","JIN BIN CORPORATION SDN. BHD."
"43","MAL06100668T","Herbanika Cream (30g)","MISB RESOURCES SDN. BHD."
"44","MAL07081522T","Lionball Piles Cream","NANG HIN MEDICAL SDN. BHD."
"45","MAL07011011TC","HURIX'S ALOE VERA HAEMOCARE CREAM PLUS","JIN BIN CORPORATION SDN. BHD."
"46","MAL07081581T","ESSENCO HARUAN CREAM","MAJOR INTEREST SDN BHD"
"47","MAL08021489TC","Anson XianLin Cream","SIHAT MESRA SDN. BHD."
"48","MAL08010720TC","Tai Fong Aloe Vera Plus Pi Fu Cream","SMART WELLMIN SDN BHD"
"49","MAL08010722TC","Tai Fong Mostic Cream","SMART WELLMIN SDN BHD"
"50","MAL08082448TC","HURIX'S GAMAT MOS- Q CREAM","JIN BIN CORPORATION SDN. BHD."
"51","MAL08010732TC","ENSO Xiao Yan Pi Fu Cream","SIHAT MESRA SDN. BHD."
"52","MAL08120887TC","U-LINE XIAN PI LIN CREAM","SIHAT MESRA SDN. BHD."
"53","MAL10021838T","Emax Cream","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"54","MAL15070014TC","SKIN-FIX CREAM","Truelifesciences Holdings Sdn Bhd"
"55","MAL19912137XZ","IDAMAN PHARMA CALAMINE CREAM","INSPIRAPHARMA SDN. BHD."
"56","MAL19940583XCZ","SCABICIDE CREAM","ZONTRON PHARMACEUTICALS SDN. BHD."
"57","MAL19910633X","GATALKO CREAM","DYNAPHARM (M) SDN. BHD."
"58","MAL19912645XC","Dermoplex Bite and Sting Cream","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"59","MAL19912644XCZ","DERMOPLEX BURN AID CREAM","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"60","MAL19912660XZ","DERMOPLEX CALAMINE CREAM","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"61","MAL19912676XCZ","DERMOPLEX ANTISEPTIC CREAM","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"62","MAL19920890XZ","SW AQUEOUS CREAM","SUNWARD PHARMACEUTICAL SDN. BHD."
"63","MAL19912809XZ","WIN-AID ANTISEPTIC CREAM 0.5%W/W","WINWA MEDICAL SDN. BHD."
"64","MAL19912810XZ","WINMYCO ANTISEPTIC CREAM 0.1%","WINWA MEDICAL SDN. BHD."
"65","MAL19911480XZ","HOE AQUEOUS CREAM","HOE PHARMACEUTICALS SDN. BHD."
"66","MAL19910635X","DYNA ANTISEPTIC CREAM","DYNAPHARM (M) SDN. BHD."
"67","MAL19912804XZ","WIN-AQUEOUS CREAM","WINWA MEDICAL SDN. BHD."
"68","MAL19912090XZ","CETRIX CREAM 0.5%","PRIME PHARMACEUTICAL SDN. BHD."
"69","MAL19912091XZ","PRIME'S ACRIFLAVINE CREAM 0.1%","PRIME PHARMACEUTICAL SDN. BHD."
"70","MAL19963257X","COSMOS FUNGIL CREAM","Duopharma Marketing Sdn. Bhd."
"71","MAL19962166XC","DERMOPLEX ANTIFUNGAL CREAM","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"72","MAL20002289XC","BEPANTHEN FIRST AID CREAM","BAYER CO. (MALAYSIA) SDN. BHD."
"73","MAL20021181X","ULTIMAX CREAM","HOVID BERHAD"
"74","MAL04125483XZ","Aqua Cream","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"75","MAL05121206X","Pi Kang Shuang Cream","WELLMETECH PHARMACEUTICAL INDUSTRIES SDN BHD"
"76","MAL06051585XZ","HEXIDIN CREAM 1%","Noripharma Sdn. Bhd."
"77","MAL07021538X","Huxley""s Wintogeno Extra Cream","DCH AURIGA (MALAYSIA) SDN. BHD."
"78","MAL06100732X","BAGES ( CREAM)","MEDISPEC (M) SDN. BHD."
"79","MAL07050977X","Mentholatum Deep Heating Rub Extra Strength Cream","ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD."
"80","MAL08111823X","Axpain Methyl Salicylate Cream","KOTRA PHARMA (M) SDN. BHD."
"81","MAL11120009XZ","NATURAL WELLNESS CALAMINE CREAM","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"82","MAL19871372AZ","DIPROGENTA CREAM","ORGANON MALAYSIA SDN. BHD."
"83","MAL19870655AZ","PREMARIN VAGINAL CREAM 0.625MG/G","PFIZER (MALAYSIA) SDN. BHD."
"84","MAL19890695AZ","EMLA CREAM 5%","Aspen Medical Products Malaysia Sdn Bhd"
"85","MAL19921538AZ","ROWATANAL CREAM","DCH AURIGA (MALAYSIA) SDN. BHD."
"86","MAL19900260AZ","DAKTARIN CREAM 2%","JNTL (MALAYSIA) SDN. BHD."
"87","MAL19921254AZ","NIZORAL CREAM","JOHNSON & JOHNSON SDN. BHD."
"88","MAL19961265ACRZ","DERMOVATE CREAM 0.05%","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"89","MAL19961263ARZ","BETNOVATE CREAM 0.1%","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"90","MAL19960955ARZ","CUTIVATE CREAM 0.05% W/W","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"91","MAL19961681ACRZ","BETNOVATE-N CREAM","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"92","MAL20000036AZ","SKINOREN CREAM","DKSH MALAYSIA SDN. BHD."
"93","MAL20001796AZ","TRAVOCORT CREAM","DKSH MALAYSIA SDN. BHD."
"94","MAL20034628ARZ","ELIDEL 1% CREAM","MYLAN HEALTHCARE SDN. BHD."
"95","MAL20061541ACRZ","TRI-LUMA CREAM","Galderma Malaysia Sdn Bhd"
"96","MAL04103438ARZ","Differin Cream 0.1%","Galderma Malaysia Sdn Bhd"
"97","MAL19860156AZ","Hysone Cream 1% (w/w)","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"98","MAL19860160AZ","XEPACORT CREAM 1% W/W","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"99","MAL19872019AZ","CANDID-B CREAM","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"100","MAL19872018AZ","SUPRICORT CREAM 0.025% W/V","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"101","MAL19860150AZ","BEAVATE CREAM 0.1%","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"102","MAL19860148AZ","Hovid Betasone Cream 0.1% w/w","HOVID BERHAD"
"103","MAL19860244AZ","NEO BETASONE CREAM","HOVID BERHAD"
"104","MAL19860158AZ","CORTISONE CREAM","HOVID BERHAD"
"105","MAL19860241AZ","NEO-CORTISONE CREAM","HOVID BERHAD"
"106","MAL19860057AZ","Hovid Neomycin Cream 0.5%","HOVID BERHAD"
"107","MAL19860147AZ","BETA CREAM 0.1%","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"108","MAL19860159AZ","REXOM HYDROCORTISONE CREAM 1%","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"109","MAL19860242AZ","REXOM HYDROCORTISONE NEOMYCIN CREAM","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"110","MAL19860058AZ","REXOM NEOMYCIN CREAM 0.5%","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"111","MAL19870458AZ","NP HYDROCORTISONE CREAM 1% W/W","Noripharma Sdn. Bhd."
"112","MAL19870620AZ","PHARMANIAGA DERMASOLE CREAM 0.1% W/W","PHARMANIAGA MANUFACTURING BERHAD"
"113","MAL19870615AZ","UNIFLEX CREAM","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"114","MAL19871155AZ","UNIFLEX-N CREAM","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"115","MAL19860662AZ","NEO CREAM 0.5% (w/w)","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"116","MAL19870597AZ","BEPROSONE  CREAM 0.064% W/W","HOE PHARMACEUTICALS SDN. BHD."
"117","MAL19871284AZ","CANDACORT CREAM","HOE PHARMACEUTICALS SDN. BHD."
"118","MAL19870471AZ","H-CORT CREAM 1% W/W","HOE PHARMACEUTICALS SDN. BHD."
"119","MAL19880398AZ","SHIN POONG GENTAMICIN SULFATE CREAM","THE ZYFAS MEDICAL CO.,"
"120","MAL19880402AZ","ANTASONE CREAM","THE ZYFAS MEDICAL CO.,"
"121","MAL19870461AZ","Royce Hydrocortisone Acetate Cream 1% w/w","ROYCE PHARMA MANUFACTURING SDN. BHD."
"122","MAL19870604AZ","ROYCE BETASONE CREAM 0.1 % W/W","ROYCE PHARMA MANUFACTURING SDN. BHD."
"123","MAL19870603AZ","SW BETAMETHASONE CREAM 0.1% W/W","SUNWARD PHARMACEUTICAL SDN. BHD."
"124","MAL19870460AZ","SW HYDROCORTISONE CREAM 1% W/W","SUNWARD PHARMACEUTICAL SDN. BHD."
"125","MAL19880309AZ","ZARICORT CREAM","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"126","MAL19900048AZ","ZONTRON BETASONE CREAM 0.1%W/W","TERAPUTICS SDN BHD"
"127","MAL19890514AZ","AXCEL BETAMETHASONE CREAM","KOTRA PHARMA (M) SDN. BHD."
"128","MAL19890600AZ","AXCEL HYDROCORTISONE CREAM","KOTRA PHARMA (M) SDN. BHD."
"129","MAL19890431AZ","BEVARATE CREAM 0.1%","PRIME PHARMACEUTICAL SDN. BHD."
"130","MAL19890364AZ","PRIME'S HYDROCORTISONE CREAM 1%W/W","PRIME PHARMACEUTICAL SDN. BHD."
"131","MAL19900252AZ","TINAZOL CREAM 2%","HOVID BERHAD"
"132","MAL19900253AZ","ZARIN CREAM 2%","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"133","MAL19900274ACZ","FUNGICIDE CREAM 2%W/W","ZONTRON PHARMACEUTICALS SDN. BHD."
"134","MAL19900254AZ","BECARIN CREAM 2%","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"135","MAL19900319AZ","SW ECONAZOLE CREAM 1% W/W","SUNWARD PHARMACEUTICAL SDN. BHD."
"136","MAL19900275AZ","SW MICONAZOLE CREAM 2% W/W","SUNWARD PHARMACEUTICAL SDN. BHD."
"137","MAL19900323AZ","ECOZOL CREAM 1%W/W","PRIME PHARMACEUTICAL SDN. BHD."
"138","MAL19900276AZ","MICOZOL CREAM 2%W/W","PRIME PHARMACEUTICAL SDN. BHD."
"139","MAL19900255AZ","AXCEL MICONAZOLE CREAM","KOTRA PHARMA (M) SDN. BHD."
"140","MAL19890643AZ","Betasone Actavis Cream 0.1%w/w","DCH AURIGA (MALAYSIA) SDN. BHD."
"141","MAL19920300AZ","BEZONE CREAM 0.1% W/W","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"142","MAL19900173AZ","DERMOSONE CREAM 0.1%","WINWA MEDICAL SDN. BHD."
"143","MAL19900171AZ","WINCORT 1% CREAM","WINWA MEDICAL SDN. BHD."
"144","MAL19900188AZ","ECOCIN CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"145","MAL19940219AZ","MICO CREAM","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"146","MAL19900408AZ","ARISONE CREAM 1%","TERAPUTICS SDN BHD"
"147","MAL19921228AZ","TRICONAZOLE CREAM","SUNWARD PHARMACEUTICAL SDN. BHD."
"148","MAL19910181AZ","CORTISONE CREAM","DYNAPHARM (M) SDN. BHD."
"149","MAL19921281AZ","LOBESOL CREAM 0.05% W/W","SUNWARD PHARMACEUTICAL SDN. BHD."
"150","MAL19913383AZ","MICORT CREAM","DYNAPHARM (M) SDN. BHD."
"151","MAL19913384AZ","ECORT CREAM","DYNAPHARM (M) SDN. BHD."
"152","MAL19920015AZ","UNIVATE CREAM","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"153","MAL19913374AZ","FUCIDIN CREAM 2%","DKSH MALAYSIA SDN. BHD."
"154","MAL19913375AZ","FUCICORT CREAM","DKSH MALAYSIA SDN. BHD."
"155","MAL19921156AZ","UNIFLEX CREAM 0.025%","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"156","MAL19921154AZ","SILFAZINE CREAM","SUNWARD PHARMACEUTICAL SDN. BHD."
"157","MAL19921155AZ","CROTAMIXONE CREAM","SUNWARD PHARMACEUTICAL SDN. BHD."
"158","MAL19930559AZ","CLOBET CREAM 0.05%","MEDISPEC (M) SDN. BHD."
"159","MAL19930608AZ","YSP ANTIFUNGAL CREAM 20MG","Y.S.P. INDUSTRIES (M) SDN. BHD."
"160","MAL19930599AZ","ECONAZINE CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"161","MAL19940029AZ","UCORT CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"162","MAL19963252AZ","ECOCORT CREAM","HOE PHARMACEUTICALS SDN. BHD."
"163","MAL19950248AZ","DYNAVATE-N CREAM","DYNAPHARM (M) SDN. BHD."
"164","MAL19950334AZ","DYFAZINE CREAM 1%","DYNAPHARM (M) SDN. BHD."
"165","MAL19950354AZ","CLODERM CREAM 0.05%","HOE PHARMACEUTICALS SDN. BHD."
"166","MAL19950272AZ","FLUROCOMB CREAM","SM PHARMACEUTICALS SDN. BHD."
"167","MAL19950086AZ","Betacort Cream 0.1% W/W","SM PHARMACEUTICALS SDN. BHD."
"168","MAL19950042AZ","DYNAVATE CREAM 0.1%","DYNAPHARM (M) SDN. BHD."
"169","MAL19962581AZ","DERMOSOL CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"170","MAL19973016AZ","CLOVATE CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"171","MAL19970295AZ","PHARMANIAGA DERMAPRO CREAM 0.05% W/W","PHARMANIAGA MANUFACTURING BERHAD"
"172","MAL19961875AZ","Dyna Clobetasol Cream 0.05%","DYNAPHARM (M) SDN. BHD."
"173","MAL19970280ARZ","RESOLVE TINEA CREAM","EGO PHARM MALAYSIA SDN. BHD."
"174","MAL19970637AZ","UNIFLEX CREAM 0.05%","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"175","MAL19973628AZ","MEDOVIR CREAM 5% W/W","KOMEDIC SDN BHD"
"176","MAL19972489ACZ","EFFICORT LIPOCREAM","PHARMAFORTE (MALAYSIA) SDN. BHD."
"177","MAL19983994AZ","ACYCLOVIR STADA CREAM","DKSH MALAYSIA SDN. BHD."
"178","MAL19972490ACZ","EFFICORT CREAM","PHARMAFORTE (MALAYSIA) SDN. BHD."
"179","MAL19985962AZ","YSP HYDROCORT CREAM 1% W/W","Y.S.P. INDUSTRIES (M) SDN. BHD."
"180","MAL19985532AZ","AXCEL FUNGICORT CREAM","KOTRA PHARMA (M) SDN. BHD."
"181","MAL19987355AZ","ISORADIN CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"182","MAL19984392AZ","VIREST CREAM 5%","HOVID BERHAD"
"183","MAL19972150AZ","VIRLESS CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"184","MAL19985553AZ","ET CREAM","WINWA MEDICAL SDN. BHD."
"185","MAL19983982AZ","RHUMANOL CREAMAGEL","IMEKS PHARMA SDN. BHD."
"186","MAL19991430AZ","ZIRAX CREAM 5%","PRIME PHARMACEUTICAL SDN. BHD."
"187","MAL19988491AZ","KEZORAL CREAM","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"188","MAL19989040AZ","YUCOMY CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"189","MAL20001027AZ","ACYLETE CREAM","KIREEN PHARMACEUTICAL SDN. BHD."
"190","MAL20012725AZ","BETAVAL-N CREAM","PAHANG PHARMACY SDN. BHD."
"191","MAL20002521AZ","BETACLOB CREAM","PAHANG PHARMACY SDN. BHD."
"192","MAL20000074AZ","ELOSTEN CREAM 1%","PAHANG PHARMACY SDN. BHD."
"193","MAL19993067AZ","BETAPRO CREAM 0.05%","PAHANG PHARMACY SDN. BHD."
"194","MAL19986504AZ","DECOZOL CREAM","HOE PHARMACEUTICALS SDN. BHD."
"195","MAL19986503AZ","DECOCORT CREAM","HOE PHARMACEUTICALS SDN. BHD."
"196","MAL19987362AZ","FOBAN CREAM","HOE PHARMACEUTICALS SDN. BHD."
"197","MAL19987365AZ","FOBANCORT CREAM","HOE PHARMACEUTICALS SDN. BHD."
"198","MAL20012724AZ","BETAVAL CREAM 0.1%","Noripharma Sdn. Bhd."
"199","MAL19992124AZ","MICOSTEN CREAM 2%","PAHANG PHARMACY SDN. BHD."
"200","MAL19992123AZ","ELOSTEN-T CREAM","PAHANG PHARMACY SDN. BHD."
"201","MAL19992122AZ","VICIDE CREAM 5%","PAHANG PHARMACY SDN. BHD."
"202","MAL19992562AZ","ELOMET CREAM 0.1%","ORGANON MALAYSIA SDN. BHD."
"203","MAL19984838AZ","PRISTINEX CREAM 2%","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"204","MAL19990262AZ","SUNAZOL CREAM","SUNWARD PHARMACEUTICAL SDN. BHD."
"205","MAL19990606AZ","ZORAX CREAM 5% W/W","SUNWARD PHARMACEUTICAL SDN. BHD."
"206","MAL19970613AZ","BETNESONE-G CREAM","PAHANG PHARMACY SDN. BHD."
"207","MAL19970614AZ","NP GENTAMICIN CREAM 0.3% w/w","PAHANG PHARMACY SDN. BHD."
"208","MAL19990989AZ","DERM-AID CREAM","EGO PHARM MALAYSIA SDN. BHD."
"209","MAL19992401AZ","MICOSTEN-H CREAM","PAHANG PHARMACY SDN. BHD."
"210","MAL19970902AZ","BEPROGENT CREAM","HOE PHARMACEUTICALS SDN. BHD."
"211","MAL19970907AZ","HOE GENTAMICIN CREAM 0.1% W/W","HOE PHARMACEUTICALS SDN. BHD."
"212","MAL19986505AZ","DEZOR CREAM","HOE PHARMACEUTICALS SDN. BHD."
"213","MAL19990572AZ","ZEVIN CREAM","MEDISPEC (M) SDN. BHD."
"214","MAL19990268AZ","PHARMANIAGA DERMAL G CREAM","PHARMANIAGA MANUFACTURING BERHAD"
"215","MAL19985166AZ","Hovid Gentamicin Cream 0.1%","HOVID BERHAD"
"216","MAL19987369AZ","PHARMANIAGA ZICONAL CREAM 2% W/W","PHARMANIAGA MANUFACTURING BERHAD"
"217","MAL19992585AZ","KEZOL CREAM","PAHANG PHARMACY SDN. BHD."
"218","MAL19992397AZ","AXCEL FUSIDIC ACID CREAM","KOTRA PHARMA (M) SDN. BHD."
"219","MAL19991905AZ","AXCEL FUSIDIC ACID-B CREAM","KOTRA PHARMA (M) SDN. BHD."
"220","MAL19991429AZ","SUFAZINE CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"221","MAL19992587AZ","AXCEL ACYCLOVIR CREAM","KOTRA PHARMA (M) SDN. BHD."
"222","MAL20001561AZ","PHARMANIAGA DERMAL C CREAM","PHARMANIAGA MANUFACTURING BERHAD"
"223","MAL19991434AZ","TRETINON CREAM 0.05%","Y.S.P. INDUSTRIES (M) SDN. BHD."
"224","MAL19992396AZ","CLOMAZOL-B CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"225","MAL20001295AZ","GENTASONE CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"226","MAL19991432AZ","KETOZOL CREAM 2%","PRIME PHARMACEUTICAL SDN. BHD."
"227","MAL20001028AZ","FUCIDIN H CREAM","DKSH MALAYSIA SDN. BHD."
"228","MAL20001804AZ","ANTANAZOL CREAM","THE ZYFAS MEDICAL CO.,"
"229","MAL20020808AZ","DUZEN-B CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"230","MAL20012737AZ","DUZEN CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"231","MAL20000078AZ","PHARMANIAGA GERMACORT CREAM","PHARMANIAGA MANUFACTURING BERHAD"
"232","MAL20000077AZ","PHARMANIAGA GERMACID CREAM","PHARMANIAGA MANUFACTURING BERHAD"
"233","MAL20020820AZ","LADOCORT CREAM","HEALOL PHARMACEUTICALS SDN. BHD."
"234","MAL20021007AZ","MYCOSONE CREAM","SUNWARD PHARMACEUTICAL SDN. BHD."
"235","MAL20020807AZ","U-CLOSONE CREAM","HOE PHARMACEUTICALS SDN. BHD."
"236","MAL20021143AZ","FUNGI-STAT CREAM","SM PHARMACEUTICALS SDN. BHD."
"237","MAL20014528AZ","BENOSONE CREAM","HOE PHARMACEUTICALS SDN. BHD."
"238","MAL20021379AZ","SILVERDERM CREAM","IMEKS PHARMA SDN. BHD."
"239","MAL20041001AZ","B-MYCIN CREAM","Y.S.P. INDUSTRIES (M) SDN. BHD."
"240","MAL20040076AZ","ALESONE CREAM","PRIME PHARMACEUTICAL SDN. BHD."
"241","MAL06061318AZ","Bevarate-N cream","PRIME PHARMACEUTICAL SDN. BHD."
"242","MAL06051290AZ","N-bac cream","PRIME PHARMACEUTICAL SDN. BHD."
"243","MAL04125484AZ","Foban Hydro Cream","HOE PHARMACEUTICALS SDN. BHD."
"244","MAL05032550AZ","Ketovid Cream 2%","HOVID BERHAD"
"245","MAL06061321AZ","MINACORT CREAM","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"246","MAL06051302AZ","MECANDIN CREAM 2% W/W","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"247","MAL07010898AZ","Momate Cream 0.1% w/w","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"248","MAL07010903AZ","Fucid Cream 2 %w/w","PAHANG PHARMACY SDN. BHD."
"249","MAL07090893AZ","UNIDERM  CREAM  0.05% W/W","MEDISPEC (M) SDN. BHD."
"250","MAL07010926AZ","DIAZON 2% w/w Cream","MEDISPEC (M) SDN. BHD."
"251","MAL08082701AZ","Endix Cream","PROPHARM (M) SDN. BHD."
"252","MAL06081217AZ","Metasone Cream 0.1% w/w","STERILINE SDN. BHD."
"253","MAL11010001AZ","Quace Eczema Cream","ZULAT PHARMACY SDN. BHD."
"254","MAL11060001AZ","Quall Eczema Cream","ZULAT PHARMACY SDN. BHD."
"255","MAL09102914AZ","DIPVITE SKIN CREAM","ZULAT PHARMACY SDN. BHD."
"256","MAL10062995AZ","BITVIO CREAM 0.1%","ZULAT PHARMACY SDN. BHD."
"257","MAL08021554AZ","Disuf Cream  2.0 % w/w","HOVID BERHAD"
"258","MAL08051743AZ","Disuf-H cream","HOVID BERHAD"
"259","MAL08111773AZ","Disuf-B Cream","HOVID BERHAD"
"260","MAL07090928AZ","Elosone Cream 0.1%w/w","HOE PHARMACEUTICALS SDN. BHD."
"261","MAL08010715AZ","Vizomet Cream 0.1% w/w","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"262","MAL08010740AZ","Axcel Clobetasol 0.05% Cream","KOTRA PHARMA (M) SDN. BHD."
"263","MAL08021519AZ","Ecosolve Plus Cream","WINWA MEDICAL SDN. BHD."
"264","MAL07122844AZ","Melashine Cream 4%.W/W","Y.S.P. INDUSTRIES (M) SDN. BHD."
"265","MAL08091413AZ","Axcel Ecozalon Cream","KOTRA PHARMA (M) SDN. BHD."
"266","MAL09020969AZ","Miconazole Cream BP 2%w/w","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
