"#","Registration No / Notification No","Product Name","Holder"
"90","MAL19016005AZ","Moxifcin Eye Drops 0.5% w/v","Y.S.P. INDUSTRIES (M) SDN. BHD."
"91","MAL19086013XZ","WINAMOL Drops for Infants (Paracetamol 100mg/ml)","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"92","MAL19066003NC","Vitaux VIT D3 PLUS DROPS","ANC BIO WELLNESS SDN BHD"
"93","MAL19056021X","VICKS VapoDrops Orange Menthol Lozenges 7mg","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"94","MAL19056020X","VICKS VapoDrops Honey Lemon Menthol Lozenges 7mg","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"95","MAL19056019X","VICKS VapoDrops Berry Menthol Lozenges 7mg","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"96","MAL20016154XC","Skilax Drops 7.5mg/ml","MILRIN PHARMACEUTICAL CO. (M) SDN. BHD."
"97","MAL20026096NC","GNC milestones child Probiotic 200 Million CFUs/ML Drops","GNC LIVEWELL MALAYSIA SDN. BHD."
"98","MAL20116017AZ","Latanost Eye Drops 0.005%","DUOPHARMA (M) SENDIRIAN BERHAD"
"99","MAL20116018AZ","Latacom (Latanoprost 0.005% + Timolol 0.5%) Eye Drops","DUOPHARMA (M) SENDIRIAN BERHAD"
"100","MAL20076139N","Appeton Baby Drops","KOTRA PHARMA (M) SDN. BHD."
"101","MAL20036002NC","GNC milestones child Vitamin D-3 Drops","GNC LIVEWELL MALAYSIA SDN. BHD."
"102","MAL20046007NC","GNC milestones child Algae DHA 225 mg/ 1.6 mL Drops","GNC LIVEWELL MALAYSIA SDN. BHD."
"103","MAL20076051AE","XEPA CHLORAMPHENICOL EYE DROPS 0.5% W/V","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"104","MAL20086033N","InfaBiotix Probiotic Drops","Eucogen Pharma Sdn. Bhd."
"105","MAL22096052AZ","OttoZole Ear Drops (Clotrimazole 1% w/v)","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"106","MAL21036038ACE","MYOPINE EYE DROPS 0.025% W/V","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"107","MAL22076014AZ","MICROMOX EYE DROPS (Moxifloxacin Ophthalmic Solution 0.5 % w/v)","HEALOL PHARMACEUTICALS SDN. BHD."
"108","MAL20106046NC","GNC milestones child DHA with Vitamins A, D & E Drops","GNC LIVEWELL MALAYSIA SDN. BHD."
"109","MAL22046020AZ","IOBRIM 0.15% w/v Eye Drops (Brimonidine Tartrate)","UNIMED SDN. BHD."
"110","MAL21096023NC","ChildLife Essentials Vitamin D3  500 IU / 0.261 ml Drops (Natural Berry Flavor)","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"111","MAL23056012AZ","TOFEN 0.025% w/v Eye Drops","Vitamode  Sdn.bhd"
"112","MAL23126012AZ","OCUDOR -T (Dorzolamide and Timolol Eye Drops BP)","UNIMED SDN. BHD."
"113","MAL22016047NC","NUHEAL 365 VITAMIN D3 1000IU/ 0.0352ML DROPS","NU HEAL 365 SDN.BHD."
"114","MAL23016018AZ","Optimolol Eye Drops 0.5% w/v","Y.S.P. INDUSTRIES (M) SDN. BHD."
"115","MAL23066009HA","Neptra ear drops solution for dogs","ELANCO MALAYSIA SDN BHD"
"116","MAL22076069NC","BIOGAIA PROTECTIS PROBIOTIC WITH VITAMIN D3 DROPS","Pharma Ace Sdn. Bhd."
"117","MAL25066001AZ","IOPROST-T Eye Drops (Latanoprost 0.05mg/ml and Timolol 5mg/ml Eye Drops)","UNIMED SDN. BHD."
"118","MAL24076016AZ","Balkanpharma Levofloxacin 5mg/ml eye drops solution","IMAGE PHARMA SDN BHD"
"119","MAL23076003ACZ","Ducressa (Dexamethasone 1mg/ml + Levofloxacin 5mg/ml) eye drops, solution","SANTEN PHARMA MALAYSIA SDN. BHD."
"120","MAL22126066HA","MALASONE EAR DROPS, SUSPENSION","Vemedim Sdn Bhd"
"121","MAL22126144NE","Appeton Multivitamin Drops","KOTRA PHARMA (M) SDN. BHD."
"122","MAL22126092NC","AB-KOLICARE D+ Drops","PINNACLE MEDIC SDN. BHD."
"123","MAL24046026AZ","Monosopt Eye Drops [Dorzolamide Hydrochloride Eye Drops, Solution (2 % w/v as Dorzolamide)]","HEALOL PHARMACEUTICALS SDN. BHD."
"124","MAL23086063NC","BIO.ME IMMUNOPRO Drops","EP PLUS GROUP SDN. BHD."
"125","MAL24096021ACZ","Myopine Eye Drops 0.01% w/v","IDB VisionCare Sdn Bhd"
"126","MAL25036163AZ","OPTICIN 1% w/w Viscous Eye Drops","INSTAMED ASIA SDN BHD"
"127","MAL24116042HA","Anicol Eye Drops 0.5% w/v","DUOPHARMA (M) SENDIRIAN BERHAD"
"128","MAL25046012AZ","Brintellix 20 mg/ml oral drops, solution","Lundbeck Malaysia Sdn. Bhd."
"129","MAL24096092N","NOVA PROBIOTIC DROPS","NOVA LABORATORIES SDN. BHD."
"130","MAL24096113NC","RAINBOW HEALTH Probiotic+ Drops","RAINBOW HEALTH (M) SDN. BHD."
"131","MAL24106093N","Mariflora-R Oral Drops","REFORMS PHARMA SDN. BHD."
"132","MAL25036075N","UniVits Multivitamins Plus for Infants Drops","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"133","MAL25086048HAR","Chanear Ear Drops and Cutaneous Suspension for Cats and Dogs","Rhone Ma Malaysia Sdn Bhd"
"134","MAL25026042NC","D-Lightful Sunshine Vitamin D3 400IU Drops","HEAVEN HAPPY HERBS HEALTHCARE"
"135","MAL25036171AE","Etropine Eye Drops 0.01% w/v","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"136","MAL25106094NC","BIO.ME COMFYPRO Drops","EP PLUS GROUP SDN. BHD."
"137","MAL25076038NC","VALENS D3 200IU/0.031mL Oral Drops","PHARM-D SDN. BHD."
"138","MAL25086058N","BABY DDROPS VITAMIN D3 400 IU / 0.028ML DROPS","MODERN INTERNATIONAL TRADE (MY) SDN. BHD."
"139","MAL25106102N","DDROPS KIDS VITAMIN D3 600 IU / 0.028ML DROPS","MODERN INTERNATIONAL TRADE (MY) SDN. BHD."
"140","MAL25106106N","DDROPS VITAMIN D3 1000 IU / 0.028ML DROPS","MODERN INTERNATIONAL TRADE (MY) SDN. BHD."
"141","MAL25116100N","BABY DDROPS VITAMIN A&D DROPS","MODERN INTERNATIONAL TRADE (MY) SDN. BHD."
"142","MAL25106072N","DDROPS KIDS VITAMIN A&D DROPS","MODERN INTERNATIONAL TRADE (MY) SDN. BHD."
"143","MAL25126048NC","Lumina D3 1000IU/0.0323mL Drops","PHARMA NUTRA SDN. BHD."
