"#","Registration No / Notification No","Product Name","Holder"
"23","MAL15105028AZ","AUROPENNZ POWDER FOR INJECTION 1.5g","UNIMED SDN. BHD."
"24","MAL13055072ACRSZ","Puregon Solution for Injection in Cartridges 833IU/ml","ORGANON MALAYSIA SDN. BHD."
"25","MAL13115134ASZ","Mixtard� 30 100 IU/ml Suspension for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"26","MAL13115135ASZ","Insulatard� 100 IU/ml Suspension for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"27","MAL13115136ASZ","Actrapid� 100 IU/ml Solution for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"28","MAL13025041ARZ","Ondansetron Kabi 2mg/ml Solution for Injection","FRESENIUS KABI MALAYSIA SDN. BHD"
"29","MAL15025036AZ","Troypofol (Propofol Emulsion for I.V. Injection or Infusion 1% w/v)","UNIMED SDN. BHD."
"30","MAL13115137ASZ","NovoRapid FlexPen 100U/ml solution for injection in pre-filled pen","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"31","MAL14125122AZ","DEPOGESTON 50MG/ML INJECTION","J. BIO MEDIC MARKETING SDN. BHD."
"32","MAL14035013ACZ","Hovid Sefepim for Injection 1g","HOVID BERHAD"
"33","MAL12035007AZ","CEFTRIAXONE-ZHIJUN 1G (CEFTRIAXONE SODIUM POWDER FOR INJECTION).","MEDISPEC (M) SDN. BHD."
"34","MAL12065076AZ","CEFUROXIME -ZHIJUN  750mg (Cefuroxime Sodium  powder for Injection)","MEDISPEC (M) SDN. BHD."
"35","MAL15015047ACRZ","GLYPRESSIN 1mg/8.5ml solution for injection","Ferring Sdn. Bhd."
"36","MAL12095087ARZ","Granisetron Kabi 1mg/ml Concentrate Solution for Injection/Infusion.","FRESENIUS KABI MALAYSIA SDN. BHD"
"37","MAL15045128AZ","Notrixum Injection 10 mg/ml","AVERROES PHARMACEUTICALS SDN. BHD."
"38","MAL16025032ARZ","Pamorelin Powder for Suspension for Injection 3.75 mg","Orient Europharma (M) Sdn Bhd"
"39","MAL12045095ARZ","Mozobil 20 mg/ml solution for injection","SANOFI-AVENTIS (MALAYSIA) SDN. BHD."
"40","MAL13035045AZ","DIPHERELINE P.R. POWDER AND SOLVENT FOR SUSPENSION FOR INJECTION 11.25 mg/vial","ZUELLIG PHARMA SDN. BHD."
"41","MAL12075078AZ","INJECSOL LIG2 (LIGNOCAINE HYDROCHLORIDE INJECTION 2% w/v)","AIN MEDICARE SDN. BHD."
"42","MAL13015048AZ","HuCoG 5000IU  (Chorionic Gonadotrophin Injection BP-Freeze Dried)","BSV BIOSCIENCE MALAYSIA SDN. BHD."
"43","MAL16045059AZ","Aurotaz-P Powder for Injections 4.5 g","HEALOL PHARMACEUTICALS SDN. BHD."
"44","MAL13055068ACZ","Prosulf 10mg/ml Solution for Injection","ANTAH PHARMA SDN. BHD."
"45","MAL15105032AZ","MYODEEN Adenosine Injection USP 3mg/ml","UNIMED SDN. BHD."
"46","MAL12095092AZ","TRACIDOL INJECTION 50MG/ML","Y.S.P. INDUSTRIES (M) SDN. BHD."
"47","MAL13075063AZ","YSP Tren Injection 100mg/ml","Y.S.P. INDUSTRIES (M) SDN. BHD."
"48","MAL13125011AZ","LYDOCAN INJECTION 2%","Y.S.P. INDUSTRIES (M) SDN. BHD."
"49","MAL15065045AZ","VOREN INJECTION VIAL 25MG/ML","Y.S.P. INDUSTRIES (M) SDN. BHD."
"50","MAL13065038AZ","YSP Rasitol Injection 10mg/ml","Y.S.P. INDUSTRIES (M) SDN. BHD."
"51","MAL12075079AZ","Azithromycin Mylan 500mg Injection.","PAHANG PHARMACY SDN. BHD."
"52","MAL13035065AZ","EYLEA 40MG/ML SOLUTION FOR INJECTION IN VIAL","BAYER CO. (MALAYSIA) SDN. BHD."
"53","MAL14075037AZ","FDG BioM  Multidose Injection","Bio Molecular Industries Sdn Bhd"
"54","MAL13035066ACZ","EYLEA 40MG/ML SOLUTION FOR INJECTION IN PREFILLED SYRINGE","BAYER CO. (MALAYSIA) SDN. BHD."
"55","MAL13025052AZ","CAFONATE Leucovorin Calcium Injection USP 50mg/5ml","PAHANG PHARMACY SDN. BHD."
"56","MAL13115210AZ","VAXCEL LIGNOCAINE 1% INJECTION","KOTRA PHARMA (M) SDN. BHD."
"57","MAL16065018AZ","FUROMIDE (FUROSEMIDE INJECTION BP 20mg/2mL)","AIN MEDICARE SDN. BHD."
"58","MAL15105027AZ","Oxyla 10 IU/mL Injection","AVERROES PHARMACEUTICALS SDN. BHD."
"59","MAL14125125AZ","Pantoprazole Sandoz 40mg Powder for Solution for Injection","SANDOZ PRODUCTS MALAYSIA SDN. BHD."
"60","MAL15105034AZ","ONDATRON (ONDANSETRON INJECTION BP 2mg/mL)","AIN MEDICARE SDN. BHD."
"61","MAL16105028AZ","Merosan 0.5g Sterile Powder For Injection","MEDISPEC (M) SDN. BHD."
"62","MAL16105029AZ","Merosan 1g Sterile Powder For Injection.","MEDISPEC (M) SDN. BHD."
"63","MAL13025033ARZ","IMOJEV� Powder and diluent* for suspension for injection Japanese encephalitis vaccine (live, attenuated) * 0.4 % Sterile Sodium chloride solution","ZUELLIG PHARMA SDN. BHD."
"64","MAL17111021AZ","Xevolac 10 mg/ml Solution for Injection","AVERROES PHARMACEUTICALS SDN. BHD."
"65","MAL17111022AZ","Xevolac 30 mg/ml Solution for Injection","AVERROES PHARMACEUTICALS SDN. BHD."
"66","MAL14055047AZ","ELIGARD 45MG POWDER & SOLVENT FOR SOLUTION FOR INJECTION","DCH AURIGA (MALAYSIA) SDN. BHD."
"67","MAL14055046AZ","ELIGARD 22.5MG POWDER & SOLVENT FOR SOLUTION FOR INJECTION","DCH AURIGA (MALAYSIA) SDN. BHD."
"68","MAL14055045AZ","ELIGARD 7.5MG POWDER & SOLVENT FOR SOLUTION FOR INJECTION","DCH AURIGA (MALAYSIA) SDN. BHD."
"69","MAL16065021ARZ","CELOVAN Powder for Solution for Injection/Infusion 500 mg","MYLAN HEALTHCARE SDN. BHD."
"70","MAL15045152HAR","Dexalone Solution for Injection 2mg","Rhone Ma Malaysia Sdn Bhd"
"71","MAL13085066ACZ","Nimenrix Powder and Solvent for Solution for Injection","PFIZER (MALAYSIA) SDN. BHD."
"72","MAL13075068ARZ","Hexaxim Suspension for Injection","SANOFI-AVENTIS (MALAYSIA) SDN. BHD."
"73","MAL13125024ACZ","Colomycin Injection 1 million International Units, POWDER FOR SOLUTION FOR INJECTION, INFUSION, OR INHALATION","DCH AURIGA (MALAYSIA) SDN. BHD."
"74","MAL15065035AZ","YSP Pulin Injection 5mg/ml","Y.S.P. INDUSTRIES (M) SDN. BHD."
"75","MAL15095026AZ","YSP SHINCORT INJECTION 10MG/ML","Y.S.P. INDUSTRIES (M) SDN. BHD."
"76","MAL14115027AZ","SAIZEN Liquid 6mg (5.83mg/ml) solution for injection","MERCK SDN. BHD."
"77","MAL15095018AZ","YSP SHINCORT INJECTION 40MG/ML","Y.S.P. INDUSTRIES (M) SDN. BHD."
"78","MAL15045153HAR","Cofamox 15 LA Suspension for Injection","Rhone Ma Malaysia Sdn Bhd"
"79","MAL14115015ARZ","MENOPUR multidose 600IU Powder and Solvent for Solution for Injection","Ferring Sdn. Bhd."
"80","MAL16015037AZ","YSP Bufencon Injection","Y.S.P. INDUSTRIES (M) SDN. BHD."
"81","MAL14115016ARZ","MENOPUR multidose 1200IU Powder and Solvent for Solution for Injection","Ferring Sdn. Bhd."
"82","MAL17055014AZ","Pharmaniaga Lidocaine Hydrochloride 100mg/5ml Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"83","MAL14115028AZ","SAIZEN Liquid 12mg (8mg/ml) solution for injection","MERCK SDN. BHD."
"84","MAL14115029AZ","SAIZEN Liquid 20mg (8mg/ml) solution for injection","MERCK SDN. BHD."
"85","MAL16085025ARZ","Cisatracurium Kabi 2 mg/ml solution for injection or infusion","FRESENIUS KABI MALAYSIA SDN. BHD"
"86","MAL15085012AZ","Zolex 4mg -Zoledronic Acid Injection 4 mg/5 ml (Concentrate for solution for intravenous infusion)","MEDISPEC (M) SDN. BHD."
"87","MAL14015110AZ","INSUGEN-R (Regular) Insulin Injection, Soluble 100IU/mL","BIOCON SDN BHD"
"88","MAL14015109AZ","Insugen-N (NPH) Insulin Injection, Isophane 100IU/mL","BIOCON SDN BHD"
"89","MAL14015111AZ","Insugen-30/70 (Biphasic) Insulin Injection, Biphasic Isophane 100IU/mL","BIOCON SDN BHD"
"90","MAL14085051ARZ","rhophylac 300 microgram/2ml,solution for injection in pre-filled syringe","DKSH MALAYSIA SDN. BHD."
"91","MAL16015038ARZ","Rocuronium Kabi 10mg/ml Solution for Injection/Infusion","FRESENIUS KABI MALAYSIA SDN. BHD"
"92","MAL14115030ACZ","NESP INJECTION PLASTIC SYRINGE 20 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"93","MAL14115031ACZ","NESP INJECTION PLASTIC SYRINGE 30 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"94","MAL14115026ACZ","NESP INJECTION PLASTIC SYRINGE 60 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"95","MAL14115032ACZ","NESP INJECTION PLASTIC SYRINGE 120 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"96","MAL14115033ACZ","NESP INJECTION PLASTIC SYRINGE 180 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"97","MAL14115035ACZ","NESP INJECTION PLASTIC SYRINGE 40 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"98","MAL14115034ACZ","NESP INJECTION PLASTIC SYRINGE 10 mcg/0.5ml","DKSH MALAYSIA SDN. BHD."
"99","MAL15045138AZ","Pharmaniaga Furosemide 20mg/2mL Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"100","MAL16015069AZ","Fludarabine Kabi 50mg Lyophilized Powder for Solution for Injection or Infusion","FRESENIUS KABI MALAYSIA SDN. BHD"
"101","MAL16095025ACZ","Medixon Powder for Injection 500 mg","AVERROES PHARMACEUTICALS SDN. BHD."
"102","MAL15055033AZ","Trofentyl injection 50mcg/ml Fentanyl citrate injection USP (Solution for Injection/infusion)","UNIMED SDN. BHD."
"103","MAL16045060ACRZ","Granisetron-AFT Solution for Injection 1mg/ml","AFT PHARMACEUTICALS (SE ASIA) SDN BHD"
"104","MAL13085067ARZ","Nivestim 300mcg/0.5ml solution for Injection/Infusion","PFIZER (MALAYSIA) SDN. BHD."
"105","MAL17055015AZ","Merozan 500mg powder for solution for injection or infusion","PAHANG PHARMACY SDN. BHD."
"106","MAL14125078ACZ","One-Alpha Injection 2mcg/ml","DKSH MALAYSIA SDN. BHD."
"107","MAL16115035ACSZ","Cetrotide 0.25 mg powder and solvent for solution for injection","MERCK SDN. BHD."
"108","MAL17085015AZ","Propofol Emulsion for Injection or Infusion (1% w/v) with MCT-LCT (1% w/v)-SPIVA","BAXTER HEALTHCARE (MALAYSIA) SDN. BHD."
"109","MAL15085002AZ","Vaxcel LIGNOCAINE (BASE) 2% INJECTION","KOTRA PHARMA (M) SDN. BHD."
"110","MAL14125073AZ","Pharmaniaga Labetalol Hydrochloride 25mg/5ml Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"111","MAL15055034AZ","CEFTAZIDIME-ZHIJUN 500mg Powder for Injection","MEDISPEC (M) SDN. BHD."
"112","MAL14125132AZ","Pharmaniaga Labetalol Hydrochloride 100mg/20mL Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"113","MAL15055035AZ","CEFTAZIDIME-ZHIJUN 1.0g Powder for Injection","MEDISPEC (M) SDN. BHD."
"114","MAL17065010AZ","SALGIC (Salbutamol Injection BP, 0.5 mg/ml, 1 ml Ampoule)","UNIMED SDN. BHD."
"115","MAL16115034AZ","PLAZILIN (Metoclopramide Injection BP 5mg/ml, 2 ml ampoule)","UNIMED SDN. BHD."
"116","MAL17055016AZ","Pharmaniaga Lidocaine Hydrochloride 500mg/5mL Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"117","MAL17025018ACRZ","Monofer 100 mg/ml solution for injection/infusion in vials","A. MENARINI SINGAPORE PTE. LTD."
"118","MAL17015021AZ","VIVOCIN (VANCOMYCIN HYDROCHLORIDE FOR INJECTION USP 500MG/VIAL","UNIMED SDN. BHD."
"119","MAL16045055AZ","Docetaxel Injection Concentrate 20mg/ml Daxotel","FRESENIUS KABI MALAYSIA SDN. BHD"
"120","MAL15045150HA","Biomutin 200 mg/ml Solution for Injection","Y.S.P. INDUSTRIES (M) SDN. BHD."
"121","MAL18056175HA","Convenia 80mg/ml Powder For Solution For Injection For Dogs and Cats","Zoetis Malaysia Sdn. Bhd."
"122","MAL16065043AZ","KETESSE� 50 mg/2 ml Solution for Injection/Infusion","A. MENARINI SINGAPORE PTE. LTD."
"123","MAL15125037AZ","YSP Knowful Injection 200mg/ml.","Y.S.P. INDUSTRIES (M) SDN. BHD."
"124","MAL16065044AZ","BIXEL (BLEOMYCIN SULPHATE FOR INJECTION 15 UNITS)","CIPLA MALAYSIA SDN BHD"
"125","MAL16025035AZ","Vaxcel Methylprednisolone 1g for Injection","KOTRA PHARMA (M) SDN. BHD."
"126","MAL15025042AZ","Pharmaniaga Bupivacaine Hydrochloride 0.5% w/v Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"127","MAL15045143ACZ","Avofer Injection 100mg/5ml","Abio Marketing Sdn Bhd"
"128","MAL15085001ACRZ","Cosmofer 50mg/ml Solution for injection and for infusion","A. MENARINI SINGAPORE PTE. LTD."
"129","MAL16065047AZ","DexaMedica Meropenem 0.5 g Powder for Injection","AVERROES PHARMACEUTICALS SDN. BHD."
"130","MAL16065053AZ","DexaMedica Meropenem 1 g Powder for Injection","AVERROES PHARMACEUTICALS SDN. BHD."
"131","MAL15105038ACZ","EPO STADA 2000IU/0.6ml Solution for Injection in a Pre-filled Syringe","DKSH MALAYSIA SDN. BHD."
"132","MAL17065017AZ","BORTERO (Bortezomib  for Injection 3.5 mg)","CAMBER LABORATORIES SDN. BHD."
"133","MAL15125035AZ","Pospenem Powder for Solution for Injection 500mg","FIRST PHARMACEUTICAL SDN. BHD."
"134","MAL15125036AZ","Pospenem Powder for Solution for Injection 1g","FIRST PHARMACEUTICAL SDN. BHD."
"135","MAL17035048ASZ","NovoMix 30 FlexPen 100U/ML Suspension for injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"136","MAL16015060ACZ","Syntometrine Injection 5IU/1ML Ampoule","RIGEL PHARMA SDN. BHD."
"137","MAL16045063ASZ","Levemir FlexPen 100U/ML Solution for injection in a prefilled pen","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"138","MAL16045065ACRZ","ACTEMRA 162MG/0.9ML SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE","ROCHE (MALAYSIA) SDN. BHD."
"139","MAL15125069ARZ","HERCEPTIN 600MG/5ML SOLUTION FOR INJECTION","ROCHE (MALAYSIA) SDN. BHD."
"140","MAL16105037ACRZ","Esmeron Injection 50mg/5ml","MERCK SHARP & DOHME (MALAYSIA) SDN. BHD."
"141","MAL18056173ACRZ","Meropenem Kabi 500mg powder for solution for injection or infusion","FRESENIUS KABI MALAYSIA SDN. BHD"
"142","MAL18056172ACRZ","Meropenem Kabi 1g powder for solution for injection or infusion","FRESENIUS KABI MALAYSIA SDN. BHD"
"143","MAL15025043AZ","Trovite IV Injection","DUOPHARMA (M) SENDIRIAN BERHAD"
"144","MAL16075027AZ","GEMTERO 1g (Gemcitabine for Injection 1g)","CAMBER LABORATORIES SDN. BHD."
"145","MAL16075028AZ","GEMTERO 200 mg (Gemcitabine for Injection 200 mg)","CAMBER LABORATORIES SDN. BHD."
"146","MAL16025026AZ","HEAMOFER 20 (Iron Sucrose Injection USP 20mg/ml)","UNIMED SDN. BHD."
"147","MAL16105048ARZ","Signifor LAR 20mg powder and solvent for suspension for injection","FTA PHARMA SDN. BHD."
"148","MAL16105049ARZ","Signifor LAR 40mg powder and solvent for suspension for injection","FTA PHARMA SDN. BHD."
"149","MAL16105050ARZ","Signifor LAR 60mg powder and solvent for suspension for injection","FTA PHARMA SDN. BHD."
"150","MAL18016086AZ","EPRIN 1000 (Heparin Injection BP,1000 IU/ML, 5ML Vial)","UNIMED SDN. BHD."
"151","MAL18016084AZ","EPRIN 5000 (Heparin Injection BP 5000IU/ML, 5ML Vial)","UNIMED SDN. BHD."
"152","MAL18056176AZ","METREX (Pemetrexed Lyophilised Powder for Injection 500mg/Vial)","UNIMED SDN. BHD."
"153","MAL15125040AZ","KYTRON SOLUTION FOR INJECTION/INFUSION 3MG/3ML","DUOPHARMA (M) SENDIRIAN BERHAD"
"154","MAL18086092AZ","AINIRON (Iron Sucrose Injection 20mg/mL)","AIN MEDICARE SDN. BHD."
"155","MAL17065018AZ","Pharmaniaga Amikacin 250mg/2ml Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"156","MAL17065019AZ","Pharmaniaga Amikacin 500mg/2ml Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"157","MAL18116064AZ","Pharmaniaga Ranitidine 25mg/ml Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"158","MAL16045049ARZ","Fraizeron 150mg Powder for Solution for Injection","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"159","MAL15105040ACZ","EPO STADA 4000IU/0.4ml Solution for Injection in a Pre-filled Syringe","DKSH MALAYSIA SDN. BHD."
"160","MAL15105039ACZ","EPO STADA 10000IU/1.0ml Solution for Injection In a Pre-filled Syringe","DKSH MALAYSIA SDN. BHD."
"161","MAL16015034AZ","XEOMIN powder for solution for injection 100 LD50 units","TT Medical Management Sdn Bhd"
"162","MAL18016024ACZ","Rocuronium-hameln 10mg/ml Injection","IMEKS PHARMA SDN. BHD."
"163","MAL16085051AZ","Wilate 500, 500 IU VWF/500 IU FVIII, Powder and Solvent for Solution for Injection","Pharmaniaga Marketing Sdn Bhd"
"164","MAL16045050ARZ","Cosentyx 150mg/ml solution for injection in pre-filled syringe","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"165","MAL16045048ARZ","Fraizeron 150mg/ml solution for injection in pre-filled pen","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"166","MAL16085052AZ","Wilate 1000, 1000 IU VWF/1000 IU FVIII, Powder and Solvent for Solution for Injection","Pharmaniaga Marketing Sdn Bhd"
"167","MAL18071005AZ","Vaxcel Esomeprazole 40mg Powder for Injection","KOTRA PHARMA (M) SDN. BHD."
"168","MAL17107081ACRZ","Cefazolin-AFT Powder for Injection 1g","AFT PHARMACEUTICALS (SE ASIA) SDN BHD"
"169","MAL17107082ACRZ","Cefazolin-AFT Powder for Injection 500mg","AFT PHARMACEUTICALS (SE ASIA) SDN BHD"
"170","MAL19041006AZ","Ondavell 2mg/ml Solution for Injection","AVERROES PHARMACEUTICALS SDN. BHD."
"171","MAL16015032HA","Hanceft 5% w/v Suspension for Injection","Nam Pharma Sdn. Bhd."
"172","MAL16015033AZ","XEOMIN powder for solution for injection 50 LD50 units","TT Medical Management Sdn Bhd"
"173","MAL17075017AZ","YSP Salbutamol Injection 0.5mg/ml","Y.S.P. INDUSTRIES (M) SDN. BHD."
"174","MAL16065058ARZ","MABTHERA 1400MG SOLUTION FOR SUBCUTANEOUS INJECTION","ROCHE (MALAYSIA) SDN. BHD."
"175","MAL17075007ACZ","Ondansetron-AFT Solution for Injection 2mg/ml","AFT PHARMACEUTICALS (SE ASIA) SDN BHD"
"176","MAL17107051AZ","Encifer (Iron Sucrose Injection USP 20mg/ml)","MEDISPEC (M) SDN. BHD."
"177","MAL16115032ARZ","Trulicity 0.75mg solution for injection in pre-filled pen","ZUELLIG PHARMA SDN. BHD."
"178","MAL16115030ARZ","Trulicity 1.5mg solution for injection in pre-filled pen","ZUELLIG PHARMA SDN. BHD."
"179","MAL17025036ARZ","Vasopressin Kabi Injection, USP (Synthetic) 20 Units/mL","FRESENIUS KABI MALAYSIA SDN. BHD"
"180","MAL18016026AZ","Propofol-Lipuro 2% (20 mg/ml) Emulsion for Injection or Infusion","B.BRAUN MEDICAL INDUSTRIES SDN. BHD."
"181","MAL16085029AZ","NovoEight 500IU Powder and Solvent for Solution for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"182","MAL16085031AZ","NovoEight® 250IU Powder and Solvent for Solution for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"183","MAL16085030AZ","NovoEight 1000IU Powder and Solvent for Solution for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"184","MAL17065024AZ","Vaxcel Granisetron 1mg/ml Injection","KOTRA PHARMA (M) SDN. BHD."
"185","MAL18046174AZ","ARCHIFAR 500MG POWDER FOR SOLUTION FOR INJECTION/INFUSION","KOMEDIC SDN BHD"
"186","MAL18046173AZ","ARCHIFAR 1G POWDER FOR SOLUTION FOR INJECTION/INFUSION","KOMEDIC SDN BHD"
"187","MAL17085002AZ","REFERIS IRON SUCROSE INJECTION USP 100MG/5ML","AVERROES PHARMACEUTICALS SDN. BHD."
"188","MAL16065057AZ","BASALOG Insulin Glargine Injection (rDNA Origin) 100 IU/mL","BIOCON SDN BHD"
"189","MAL18026195ACZ","Cefepime-AFT Powder for Injection 1g","AFT PHARMACEUTICALS (SE ASIA) SDN BHD"
"190","MAL16065048AZ","ADENORYTHM SOLUTION FOR INJECTION 3mg/mL","MMS PHARMA (MALAYSIA) SDN. BHD."
"191","MAL17075016AZ","ACCORD BORTEZOMIB 3.5 (Bortezomib powder for solution for injection 3.5 mg/vial)","ACCORD HEALTHCARE SDN.BHD."
"192","MAL16045056ACRSZ","Desferal 500mg Powder for Solution for Injection","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"193","MAL16105053ACZ","BLINCYTO (Blinatumomab) for injection 35 mcg/vial","Amgen Biopharmaceuticals Malaysia Sdn Bhd"
"194","MAL16075050AZ","Toujeo 300 units/ml Solution for Injection in  Pre-Filled Pen","SANOFI-AVENTIS (MALAYSIA) SDN. BHD."
"195","MAL17065023AZ","Vaxcel Granisetron 1mg/ml Injection Prefilled Syringe","KOTRA PHARMA (M) SDN. BHD."
"196","MAL18026186AZ","Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection","Lundbeck Malaysia Sdn. Bhd."
"197","MAL17075006AZ","EPIROL Epirubicin Hydrochloride Powder for Solution for Injection 10mg","UNIMED SDN. BHD."
"198","MAL17075022AZ","EPIROL Epirubicin Hydrochloride Powder for Solution for Injection 50mg","UNIMED SDN. BHD."
"199","MAL17015018AZ","PRAXBIND Solution for Injection/Infusion 50 mg/ml","BOEHRINGER INGELHEIM (MALAYSIA) SDN. BHD."
"200","MAL17107089AZ","GRANIL 3mg/3mL Solution for Injection/Infusion","Y.S.P. INDUSTRIES (M) SDN. BHD."
"201","MAL18086165AZ","MYDRON Amiodarone Hydrochloride Injection 50mg/ml","UNIMED SDN. BHD."
"202","MAL16125042ACZ","Synagis 100mg/ml solution for Injection","ASTRAZENECA SDN. BHD."
"203","MAL18086154AZ","Pharmaniaga Dopamine Hydrochloride 40mg/ml Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"204","MAL16045058ASZ","INSUGEN-R (Regular) Insulin Injection, Soluble 100IU/mL","BIOCON SDN BHD"
"205","MAL17025032ASZ","OCTANATE 50IU/ML INJECTION","Pharmaniaga Marketing Sdn Bhd"
"206","MAL17107007ASZ","Actrapid 100 IU/ml Solution for Injection in Vial","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"207","MAL17065005AZ","Repatha Solution for Injection in Pre-filled Autoinjector 140mg/mL (evolocumab)","Amgen Biopharmaceuticals Malaysia Sdn Bhd"
"208","MAL17025033ASZ","OCTANATE 100IU/ML INJECTION","Pharmaniaga Marketing Sdn Bhd"
"209","MAL16065010ASZ","INSUGEN-30/70 (Biphasic) Insulin Injection, Biphasic Isophane 100IU/mL","BIOCON SDN BHD"
"210","MAL17107008ASZ","Insulatard 100 IU/ml Suspension for Injection in Vial","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"211","MAL17107009ASZ","Mixtard 30 100 IU/ml Suspension for Injection in Vial","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"212","MAL16065009ASZ","INSUGEN-N (NPH) Insulin Injection, Isophane 100IU/mL","BIOCON SDN BHD"
"213","MAL17065004AZ","Repatha Solution for Injection in Pre-filled Syringe 140mg/mL (evolocumab)","Amgen Biopharmaceuticals Malaysia Sdn Bhd"
"214","MAL18116141AZ","Flumazenil Kabi 0.1 mg/mL Solution for Injection","FRESENIUS KABI MALAYSIA SDN. BHD"
"215","MAL17085063ACZ","Fludarabine Sandoz 50 mg/2ml concentrate for solution for injection or infusion","SANDOZ PRODUCTS MALAYSIA SDN. BHD."
