Registration No,Product Name,Holder
MAL19900462AZ,MABRON CAPSULES 50MG,KOMEDIC SDN BHD
MAL10033149AZ,Strokan FC Tablet 250mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL12020019AZ,VIATRINIL 3mg/3mL Solution for Injection/ Infusion,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL19963164AZ,CEFLOUR INJECTION 0.75G,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19860072AZ,BEAPEN VK GRANULES 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20026045ARZ,Rexulti 2mg film-coated tablets,Lundbeck Malaysia Sdn. Bhd.
MAL10080052AZ,Melaquin Cream 4%w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17085005AZ,VENLIFT ER 37.5 MG CAPSULE,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20000038AZ,REGRO 5% LOTION,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL15085072AZ,Converium 300mg Tablet,KOMEDIC SDN BHD
MAL18086102AZ,N/A,N/A
MAL20040209AZ,METGYL TABLET 400MG,SM PHARMACEUTICALS SDN. BHD.
MAL20116019AZ,Hebecavir Film Coated Tablet 0.5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992765AZ,INFUSOL NSD5,AIN MEDICARE SDN. BHD.
MAL20002296XRZ,VITAMIN C-1000 PROLONGED RELEASE,21ST CENTURY PRODUCTS SDN. BHD.
MAL07061572XZ,Enerlyte Oral Rehydration Salts (Natural),Duopharma Marketing Sdn. Bhd.
MAL07021524XCR,Appeton Essentials Fish Oil With Omega-3,KOTRA PHARMA (M) SDN. BHD.
MAL06051410XZ,Flavettes Vitamin C Orange 500mg,Duopharma Marketing Sdn. Bhd.
MAL20041269AZ,N/A,N/A
MAL20014357AZ,INFUSOL D50,AIN MEDICARE SDN. BHD.
MAL09062132X,Appeton Essentials Antioxidant,KOTRA PHARMA (M) SDN. BHD.
MAL19992766XZ,INFUSOL W,AIN MEDICARE SDN. BHD.
MAL20033496AZ,OLFEN-50,MEPHARM (MALAYSIA) SDN. BHD.
MAL20012752XR,CO ENZYME Q10 100MG,21ST CENTURY PRODUCTS SDN. BHD.
MAL20020722X,OK Orang Kampung Minyak Hijau,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL18056088XC,Neobun Classic Plaster,JWP Medical Sdn. Bhd.
MAL20001062XZ,UPHALYTE ORAL REHYDRATION SALTS (ORANGE),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19921172XZ,ARFEN 250 SUPPOSITORIES,KOMEDIC SDN BHD
MAL18016139ARZ,N/A,N/A
MAL20020899ARZ,N/A,N/A
MAL19992203XC,GELIGA AROMA,SYARIKAT MYP SDN. BHD.
MAL19920731AZ,PERIZOL 2G,AIN MEDICARE SDN. BHD.
MAL19992768AZ,INFUSOL QSD1,AIN MEDICARE SDN. BHD.
MAL09100308X,OK Orang Kampung Bam Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL19993047AZ,INFUSOL HM,AIN MEDICARE SDN. BHD.
MAL19991903AZ,AXCEL FLEMIN EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL05061555XZ,Flavettes Vitamin C Orange 250mg,Duopharma Marketing Sdn. Bhd.
MAL19984857XZ,APPETON ESSENTIALS ACTIV-C 250 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL20013500XZ,APPETON ESSENTIALS ACTIV - C 250 (BLACKCURRANT),KOTRA PHARMA (M) SDN. BHD.
MAL19930530AZ,PENTASA SUPPOSITORIES 1G,Ferring Sdn. Bhd.
MAL20021157AZ,AXCEL FLEMIN JUNIOR EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL20091870AZ,SII Hepatitis-B Vaccine (rDNA)(Pediatric)-Single Dose 0.5ml,SM PHARMACEUTICALS SDN. BHD.
MAL20034832X,MUCIL 200,IMEKS PHARMA SDN. BHD.
MAL06091408AZ,Yucomy Shampoo 2%w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08042250X,Appeton Essentials Msteen,KOTRA PHARMA (M) SDN. BHD.
MAL05023177XZ,YSP Bisacodyl Suppositories 10 mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19970681ARZ,VITALIPID N INFANT,FRESENIUS KABI MALAYSIA SDN. BHD
MAL20013492XRZ,VITAMIN C-500 PROLONGED RELEASE,21ST CENTURY PRODUCTS SDN. BHD.
MAL19973702AZ,AXCEL LIGNOCAINE 2% GEL STERILE,KOTRA PHARMA (M) SDN. BHD.
MAL19970235XC,UBAT MINYAK GELIGA,SYARIKAT MYP SDN. BHD.
MAL17107026AZ,Shinallerg Eye Drop,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19016090ACRZ,Erysaa Prefilled Syringe 4000IU/0.4mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19920729AZ,PERITONIL H2,AIN MEDICARE SDN. BHD.
MAL20091871AZ,SII Hepatitis-B Vaccine (rDNA)(Adult)-Single Dose 1ml,SM PHARMACEUTICALS SDN. BHD.
MAL20034631ACZ,BACTIFLOX-500 LACTAB,MEPHARM (MALAYSIA) SDN. BHD.
MAL20021163AZ,ATEHEXAL 25,IMEKS PHARMA SDN. BHD.
MAL20076054XC,Lyzodase Oral Liquid,Vismedic Sdn. Bhd.
MAL20034570XZ,Flavettes Vitamin C Orange 500mg Sugar Free,Duopharma Marketing Sdn. Bhd.
MAL20013984AZ,SII MEASLES VACCINE LIVE ATTENUATED (FREEZE- DRIED)-10 DOSES,SM PHARMACEUTICALS SDN. BHD.
MAL20031763X,N/A,N/A
MAL17107075ACRZ,MINIRIN Oral Lyophilisate for sublingual 60mcg,Ferring Sdn. Bhd.
MAL20021164AZ,ATEHEXAL 50,IMEKS PHARMA SDN. BHD.
MAL19870138AZ,HEPARINOL 1000 IU/mL,AIN MEDICARE SDN. BHD.
MAL20013175X,Three Legs Wintergreen Liniment,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL07122833X,Coenzyme Q10 75mg,HERBAL SCIENCE SDN. BHD.
MAL16065023AZ,DOPAINE (Sterile Dopamine Concentrate 40mg/mL),AIN MEDICARE SDN. BHD.
MAL05041940AZ,MUCO-AID LIQUID,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
