detail_url,brand_full,ddd_text,currency,price_per_day,price_per_week,price_per_month,price_per_six_months,reimbursed_per_day,extra_payment_per_day
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abemaciclib,"VERZENIOS ,
        TABLET 50 mg","0,3 g",€,221.45,,,,0.0,221.45
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,"GENERIEK ,
        TABLET 1000 mg",1 g,€,29.51,206.57,885.3,,0.0,29.51
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,"GENERIEK ,
        TABLET 250 mg",1 g,€,110.85,775.95,,,0.0,110.85
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,"ZYTIGA ,
        TABLET 250 mg",1 g,€,54.88,384.16,,,0.0,54.88
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,"GENERIEK ,
        TABLET 500 mg",1 g,€,66.23,463.61,,,0.0,66.23
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,"ZYTIGA ,
        TABLET 500 mg",1 g,€,69.12,483.84,,,0.0,69.12
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abrocitinib,"CIBINQO ,
        TABLET 100 mg","0,15 g",€,67.35,471.45,,,0.0,67.35
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abrocitinib,"CIBINQO ,
        TABLET 200 mg","0,15 g",€,31.28,218.96,938.4,,0.0,31.28
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abrocitinib,"CIBINQO ,
        TABLET 50 mg","0,15 g",€,134.89,944.23,,,0.0,134.89
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acalabrutinib,"CALQUENCE ,
        TABLET 100 mg","0,2 g",€,164.36,,,,0.0,164.36
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acamprosaat,"CAMPRAL ,
        MAAGSAPRESISTENTE TABLET 333 mg",2 g,€,1.23,8.61,36.9,223.86,1.23,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acebutolol,"GENERIEK ,
        TABLET 400 mg","0,4 g",€,0.44,3.08,13.2,80.08,0.44,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aceclofenac,"GENERIEK ,
        OMHULDE TABLET 100 mg","0,2 g",€,0.32,2.24,9.6,58.24,0.32,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aceclofenac,"BIOFENAC ,
        OMHULDE TABLET 100 mg","0,2 g",€,0.35,2.45,10.5,63.7,0.35,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acenocoumarol,"GENERIEK ,
        TABLET 1 mg",5 mg,€,0.09,0.63,2.7,16.38,0.09,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetazolamide,"DIAMOX ,
        TABLET 250 mg","0,75 g",€,0.64,4.48,19.2,116.48,0.64,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__bij_paracetamolintoxicatie_,"FLUIMUCIL , 25 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 200 mg / ml","€ 26,13",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"GENERIEK ,
        BRUISTABLET 200 mg","0,5 g",€,0.49,3.43,14.7,89.18,0.0,0.49
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"FLUIMUCIL ,
        BRUISTABLET 200 mg","0,5 g",€,0.56,3.92,16.8,101.92,0.0,0.56
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"GENERIEK ,
        GRANULAAT 200 mg","0,5 g",€,0.75,5.25,22.5,136.5,0.0,0.75
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK 200 mg","0,5 g",€,0.43,3.01,12.9,78.26,0.0,0.43
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"FLUIMUCIL ,
        ZUIGTABLET 200 mg","0,5 g",€,0.65,4.55,19.5,118.3,0.0,0.65
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"FLUIMUCIL ,
        DRANK 20 mg / ml","0,5 g",€,0.79,5.53,23.7,143.78,0.0,0.79
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"FLUIMUCIL ,
        DRANK 40 mg / ml","0,5 g",€,0.52,3.64,15.6,94.64,0.0,0.52
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"GENERIEK ,
        BRUISTABLET 600 mg","0,5 g",€,0.31,2.17,9.3,56.42,0.0,0.31
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"BISOLBRUIS ,
        BRUISTABLET 600 mg","0,5 g",€,0.57,3.99,17.1,103.74,0.0,0.57
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"FLUIMUCIL ,
        BRUISTABLET 600 mg","0,5 g",€,0.6,4.2,18.0,109.2,0.0,0.6
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"HOESTBRUISTABLET HTP ,
        BRUISTABLET 600 mg","0,5 g",€,0.27,1.89,8.1,49.14,0.0,0.27
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"LIVSANE ,
        BRUISTABLET 600 mg","0,5 g",€,0.36,2.52,10.8,65.52,0.0,0.36
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK 600 mg","0,5 g",€,0.28,1.96,8.4,50.96,0.0,0.28
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,"FLUIMUCIL ,
        TABLET 600 mg","0,5 g",€,0.64,4.48,19.2,116.48,0.0,0.64
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"GENERIEK ,
        BRUISTABLET 200 mg","0,5 g",€,0.49,3.43,14.7,89.18,0.0,0.49
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"FLUIMUCIL ,
        BRUISTABLET 200 mg","0,5 g",€,0.56,3.92,16.8,101.92,0.0,0.56
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"GENERIEK ,
        GRANULAAT 200 mg","0,5 g",€,0.75,5.25,22.5,136.5,0.0,0.75
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK 200 mg","0,5 g",€,0.43,3.01,12.9,78.26,0.0,0.43
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"FLUIMUCIL ,
        ZUIGTABLET 200 mg","0,5 g",€,0.65,4.55,19.5,118.3,0.0,0.65
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"FLUIMUCIL ,
        DRANK 20 mg / ml","0,5 g",€,0.79,5.53,23.7,143.78,0.0,0.79
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"FLUIMUCIL ,
        DRANK 40 mg / ml","0,5 g",€,0.52,3.64,15.6,94.64,0.0,0.52
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"GENERIEK ,
        BRUISTABLET 600 mg","0,5 g",€,0.31,2.17,9.3,56.42,0.0,0.31
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"BISOLBRUIS ,
        BRUISTABLET 600 mg","0,5 g",€,0.57,3.99,17.1,103.74,0.0,0.57
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"FLUIMUCIL ,
        BRUISTABLET 600 mg","0,5 g",€,0.6,4.2,18.0,109.2,0.0,0.6
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"HOESTBRUISTABLET HTP ,
        BRUISTABLET 600 mg","0,5 g",€,0.27,1.89,8.1,49.14,0.0,0.27
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"LIVSANE ,
        BRUISTABLET 600 mg","0,5 g",€,0.36,2.52,10.8,65.52,0.0,0.36
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"GENERIEK ,
        POEDER VOOR ORAAL GEBRUIK 600 mg","0,5 g",€,0.28,1.96,8.4,50.96,0.0,0.28
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,"FLUIMUCIL ,
        TABLET 600 mg","0,5 g",€,0.64,4.48,19.2,116.48,0.0,0.64
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,"ASPRO ,
        BRUISTABLET 500 mg",3 g,€,1.46,10.22,43.8,265.72,0.0,1.46
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,"GENERIEK ,
        TABLET 500 mg",3 g,€,0.78,5.46,23.4,141.96,0.0,0.78
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,"ASPIRINE ,
        TABLET 500 mg",3 g,€,1.08,7.56,32.4,196.56,0.0,1.08
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,"ASPIRINE ,
        TABLET 100 mg",1 TB,€,0.16,1.12,4.8,29.12,0.0,0.16
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,"GENERIEK ,
        DISPERGEERBARE TABLET 30 mg",1 TB,€,0.07,0.49,2.1,12.74,0.07,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,"GENERIEK ,
        DISPERGEERBARE TABLET 80 mg",1 TB,€,0.05,0.35,1.5,9.1,0.05,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,"GENERIEK ,
        TABLET 80 mg",1 TB,€,0.05,0.35,1.5,9.1,0.05,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_ascorbinezuur,"MIGRAFIN ,
        POEDER VOOR ORAAL GEBRUIK 900/10 mg",3 stuks,€,23.59,165.13,707.7,,23.59,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_metoclopramide,"MIGRAFIN ,
        POEDER VOOR ORAAL GEBRUIK 900/10 mg",3 stuks,€,23.59,165.13,707.7,,23.59,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"GENERIEK ,
        TABLET 250/250/50 mg","5,99 stuks",€,0.47,3.29,14.1,85.54,0.0,0.47
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"APC TABLET ,
        TABLET 250/250/50 mg","5,99 stuks",€,0.8,5.6,24.0,145.6,0.0,0.8
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"GENERIEK ,
        POEDER VOOR DRANK 500/30 mg","5,99 stuks",€,3.69,25.83,110.7,671.58,0.0,3.69
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"GENERIEK ,
        POEDER VOOR DRANK 500/50 mg","5,99 stuks",€,2.51,17.57,75.3,456.82,0.0,2.51
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"CITROSAN ,
        POEDER VOOR DRANK 500/50 mg","5,99 stuks",€,3.86,27.02,115.8,702.52,0.0,3.86
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"ROTER ,
        POEDER VOOR DRANK 500/50 mg","5,99 stuks",€,3.2,22.4,96.0,582.4,0.0,3.2
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,"PANADOL PLUS ,
        OMHULDE TABLET 500/65 mg","5,99 stuks",€,0.66,4.62,19.8,120.12,0.0,0.66
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,"GENERIEK ,
        TABLET 200 mg",4 g,€,5.08,35.56,152.4,924.56,5.08,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,"GENERIEK ,
        TABLET 400 mg",4 g,€,2.76,19.32,82.8,502.32,2.76,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,"ZOVIRAX ,
        SUSPENSIE VOOR ORAAL GEBRUIK 40 mg / ml",4 g,€,29.03,203.21,870.9,,29.03,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,"GENERIEK ,
        TABLET 800 mg",4 g,€,2.97,20.79,89.1,540.54,2.97,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,"KOORTSLIPCREME HTP ,
        CREME 50 mg /G","€ 17,44",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,"LIVSANE ,
        CREME 50 mg /G","€ 18,15",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,"ZOVIRAX KOORTSLIP ,
        CREME 50 mg /G","€ 56,65",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__oculair_,"GENERIEK , 4,5 G OOGZALF 30 mg /G","€ 30,37",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__oculair_,"ZOVIRAX , 4,5 G OOGZALF 30 mg /G","€ 18,19",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir_hydrocortison,"ZOVIRAX DUO ,
        CREME 50/10 mg /G","€ 70,31",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acipimox,"OLBETAM ,
        CAPSULE 250 mg","0,5 g",€,1.08,7.56,32.4,196.56,1.08,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,"GENERIEK ,
        CAPSULE 10 mg",35 mg,€,2.37,16.59,71.1,431.34,2.37,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,"NEOTIGASON ,
        CAPSULE 10 mg",35 mg,€,2.37,16.59,71.1,431.34,2.37,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,"GENERIEK ,
        CAPSULE 25 mg",35 mg,€,2.06,14.42,61.8,374.92,2.06,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,"NEOTIGASON ,
        CAPSULE 25 mg",35 mg,€,2.05,14.35,61.5,373.1,2.05,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium,"BRETARIS ,
        INHALATIEPOEDER 322 μg /DO","0,64 mg",€,1.12,7.84,33.6,203.84,1.12,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium,"EKLIRA ,
        INHALATIEPOEDER 322 μg /DO","0,64 mg",€,1.13,7.91,33.9,205.66,1.13,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium_formoterol,"DUAKLIR GENUAIR ,
        INHALATIEPOEDER 340/12 μg /DO",2 doses,€,1.37,9.59,41.1,249.34,1.37,0.0
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acrivastine,"SEMPREX ,
        CAPSULE 8 mg",24 mg,€,1.0,7.0,30.0,182.0,0.55,0.45
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"AMGEVITA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 297,63",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"AMGEVITA , 0,8 ml INJECTIEVLOEISTOF 100 mg / ml","€ 595,26",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"AMGEVITA , 0,2 ml INJECTIEVLOEISTOF 100 mg / ml","€ 148,81",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"AMGEVITA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 297,63",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUKYNDRA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUKYNDRA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUKYNDRA , 0,8 ml INJECTIEVLOEISTOF 100 mg / ml","€ 592,68",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUMIRA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUMIRA , 0,8 ml INJECTIEVLOEISTOF 100 mg / ml","€ 592,69",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUMIRA , 0,2 ml INJECTIEVLOEISTOF 100 mg / ml","€ 148,17",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HUMIRA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HYRIMOZ , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HYRIMOZ , 0,2 ml INJECTIEVLOEISTOF 100 mg / ml","€ 148,17",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HYRIMOZ , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"IMRALDI , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"IMRALDI , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 296,34",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"YUFLYMA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 279,38",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"YUFLYMA , 0,8 ml INJECTIEVLOEISTOF 100 mg / ml","€ 558,76",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"YUFLYMA , 0,2 ml INJECTIEVLOEISTOF 100 mg / ml","€ 139,69",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"YUFLYMA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml","€ 279,38",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"AMGEVITA , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 295,74",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HYRIMOZ , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 297,63",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HYRIMOZ , 0,4 ml INJECTIEVLOEISTOF 50 mg / ml","€ 148,81",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"HYRIMOZ , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 297,63",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"IDACIO , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 297,62",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"IDACIO , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 297,62",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"IMRALDI , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 291,97",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,"IMRALDI , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml","€ 295,21",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adamts13,"ADZYNMA ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 6.000,45",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adamts13,"ADZYNMA ,
        POEDER VOOR INJECTIEVLOEISTOF","€ 2.000,15",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adapaleen,"DIFFERIN ,
        GEL 1 mg /G","€ 3,79",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adapaleen_benzoylperoxide,"EFFEZEL ,
        GEL 1/25 mg /G","€ 9,24",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adenosine,"GENERIEK , 2 ml INJECTIEVLOEISTOF 3 mg / ml","€ 2,23",,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adenosine,"ADENOCOR , 2 ml INJECTIEVLOEISTOF 3 mg / ml","€ 4,24",,,,,,,
