Tender ID,Tender Title,TENDERING AUTHORITY,PROVINCE,Closing Date,Price Evaluation ratio,Quality Evaluation ratio,Other Evaluation ratio,Lot Number,Unique Lot ID,Generic name,Lot Title,Quantity,Source URL
564953-71-LE25,PROGRAMA DE CAPACITACIÓN Y FORMACIÓN CORP LC 2025,CORP DE EDUCACION Y SALUD DE LAS CONDES,Las Condes,10-06-2025 13:30:00,,,100.0,2.0,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 2: - Procedimientos generales de enfermería - Curación avanzada de heridas - Actualización en patologías ginecológicas e ITS,1 Unidad no definida,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
564953-71-LE25,PROGRAMA DE CAPACITACIÓN Y FORMACIÓN CORP LC 2025,CORP DE EDUCACION Y SALUD DE LAS CONDES,Las Condes,10-06-2025 13:30:00,,,100.0,3.0,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 3: - Salud mental en APS - Psiconutrición: Técnicas y herramientas para la alimentación y el bienestar - Intervención en salud a víctimas de violencia: NNA y personas mayores,1 Unidad no definida,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
1411-5-LE25,Cámara Refrigeración Alimentación CDP Puente Alto,Dirección Regional de Gendarmeria - Metropolitana,Til Til,07-05-2025 15:30:00,,,100.0,1.0,24131501,Refrigerador y congelador combinado,Se llama a licitación pública para adquirir 1 cámara de refrigeración para el servicio de alimentación del CDP Puente Alto según lo indicado en las bases y anexos adjuntos Res.n°1673,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=q5jzE8TJ1GZdvMMvNPdHrg==
4328-13-LP25,CONTRATO DE SUMINISTRO CUPONES DE GAS LICUADO,I MUNICIPALIDAD DE NIQUEN,Ñiquén,16-06-2025 15:00:00,60.0,,40.0,1.0,15111507,Gas ciudad,CONTRATO DE SUMINISTRO ADQUISICIÓN CUPONES DE GAS LICUADO COMUNA DE ÑIQUÉN,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=jueyu5PExU6hKKgBze6CSA==
3508-26-LE25,ADQUISICION DE LUMINARIAS LED PARA ALUMBRADO PUBLICO,I MUNICIPALIDAD DE CHONCHI,Chonchi,17-06-2025 15:00:00,,,100.0,1.0,39111603,Alumbrado público,"La I. Municipalidad de Chonchi solicita ofertas para la adquisición de Luminarias Led para Alumbrado Público y que complementarán a los ya existentes en la Comuna de Chonchi, conforme a los requerimientos descritos en las presentes Bases Administrativas y",1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=JTqyr9QnYMcTk4loYVHAkg==
1075963-160-LE25,CONVENIO DE CIRUGÍAS OFTALMOLÓGICAS CATARATAS HJNC,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI,Arica,25-04-2025 15:31:00,,,100.0,1.0,85121609,Servicios quirúrgicos,Cirugías de Cataratas. Facoéresis extracapsular con implante de lente intraocular (no incluye el valor de la prótesis). Considerar en el Valor de su propuesta el Equipo Médico y NO Médico.(SER1241),200 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=QV8dMIMARwqcNmJ+MJ4uSA==
621-234-LP25,AFATINIB 30 MG CM REC 1000020862,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD,Santiago Centro,07-04-2025 16:00:00,,,100.0,1.0,51111606,Hidroxiurea,AFATINIB 30 MG CM REC (100004984),2733 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=L9p2FpJsKwkb7dsTg6NDUA==
621-294-LQ25,FLUTAMIDA 250 MG CMCM RECCP 1000020775,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD,Santiago Centro,21-04-2025 16:00:00,,,100.0,1.0,51111804,Flutamida,100000653 FLUTAMIDA 250 MG CM/CM REC/CP,449799 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=8JicyJ5n+flxit2iSQ2Qmw==
1951-23-LE25,CONVENIO SUMINISTRO DE APOSITOS”,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE,Carahue,10-06-2025 15:00:00,,,100.0,1.0,42311505,Vendas o vendajes para uso general,ADHESIVO DE SILICONA FIXOMULL SKIN SENSITIVE 5CM X 5 M,3 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
1951-23-LE25,CONVENIO SUMINISTRO DE APOSITOS”,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE,Carahue,10-06-2025 15:00:00,,,100.0,2.0,42311505,Vendas o vendajes para uso general,APOSITO CARBOXIMETILCELULOSA 10 X 10 CM CON PLATA,100 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
1951-23-LE25,CONVENIO SUMINISTRO DE APOSITOS”,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE,Carahue,10-06-2025 15:00:00,,,100.0,3.0,42311505,Vendas o vendajes para uso general,APOSITO COLAGENO 10 X 10 CM UNIDAD,20 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
1951-23-LE25,CONVENIO SUMINISTRO DE APOSITOS”,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE,Carahue,10-06-2025 15:00:00,,,100.0,4.0,42311505,Vendas o vendajes para uso general,APOSITO MIEL DE ULMO EN GEL,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
2013-26-LQ24,ADQUISICIÓN EQUIPOS MULTIFUNCIONALES Y PLOTTER,UNIVERSIDAD ARTURO PRAT,Iquique,30-07-2024 19:00:00,,,100.0,1.0,43212110,Impresoras multifunción o multifuncionales,"ADQUISICIÓN EQUIPOS MULTIFUNCIONALES Y PLOTTER, INSUMOS Y SOFTWARE PARA LA UNIVERSIDAD ARTURO PRAT, LO CUAL SE DETALLA EN LAS BASES TECNICAS",1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=0WpclTJ+onNHVU+h4zYNoA==
4469-79-L125,,,,02-06-2025 15:00:00,,,,1.0,60106207,Materiales de enseñanza de materiales,RESMA CARTA EQUALIT MULTIFUNCION 500 HOJAS 75GR BLANCO O SIMILAR,102 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,2.0,60106207,Materiales de enseñanza de materiales,RESMA A4 500 HOJAS,4 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,3.0,60106207,Materiales de enseñanza de materiales,PAPEL FOTOGRÁFICO ADHESIVO MATTE CARTA 150GR X 10 HJ - 8066 COLOR BLANCO,4 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,4.0,60106207,Materiales de enseñanza de materiales,PAPEL COUCHE 130G TAMAÑO CARTA OPACO 250 UNIDADES,4 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,5.0,60106207,Materiales de enseñanza de materiales,PAPEL IMANTADO 5 HOJAS TAMAÑO A4 MAGNÉTICO MARCA CREAPRINT O SIMILAR,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,6.0,60106207,Materiales de enseñanza de materiales,TERMOLAMINADORA PLASTIFICADORA CORTADOR DE PAPEL 300 MICAS A 4,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,7.0,60106207,Materiales de enseñanza de materiales,PUNTERO INALÁMBRICO - CONTROL PLUS DUAL MODE ANTIMICROBIAL PRESENTER WITH LASER O SIMILAR,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,8.0,60106207,Materiales de enseñanza de materiales,PACK DE 100 UNIDADES CARPETA CARTÓN PIGMENTADA OFICIO,3 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,9.0,60106207,Materiales de enseñanza de materiales,PACK DE FUNDAS ARCHIVO TRANSPARENTE TAMAÑO CARTA RIBETE BLANCO 100 UNIDADES,3 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,10.0,60106207,Materiales de enseñanza de materiales,PACK 20 LAPICES GEL BOLIGRAFOS 0.5MM LAPICERO PLUMA LA TINTA COLOR NEGRO,30 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,11.0,60106207,Materiales de enseñanza de materiales,CARPETA ORGANIZADORA CLASIFICADORA A4 ARCHIVO 24 FUELLES,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,12.0,60106207,Materiales de enseñanza de materiales,"ARCHIVADOR PRESENTACIÓN BLANCO OFICIO 2 ANILLOS 2""",5 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,13.0,60106207,Materiales de enseñanza de materiales,PAPEL AUTOADHESIVO IMPRIMIBLE,20 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,14.0,60106207,Materiales de enseñanza de materiales,KIT ANILLADORA MÁS 100 MICAS Y 100 ANILLOS,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,15.0,60106207,Materiales de enseñanza de materiales,TONER ORIGINAL TN-1060 NEGRO,3 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,16.0,60106207,Materiales de enseñanza de materiales,TONER ORIGINAL HP-85A NEGRO,3 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,17.0,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL MAGENTA ORIGINAL,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,18.0,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL NEGRO ORIGINAL,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,19.0,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL CIAN ORIGINAL,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,20.0,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL AMARILLO ORIGINAL,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,21.0,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-420 NEGRO ORIGINAL,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,22.0,60106207,Materiales de enseñanza de materiales,SACAPUNTA ELÉCTRICO,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,23.0,60106207,Materiales de enseñanza de materiales,SET DE GEOMETRÍA 4 PIEZAS 20 CM,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,24.0,60106207,Materiales de enseñanza de materiales,PIZARRA BLANCA / CORCHO 25X30 CM BORDE DE MADERA,6 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,25.0,60106207,Materiales de enseñanza de materiales,DISPENSADOR CINTA ADHESIVA,6 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,26.0,60106207,Materiales de enseñanza de materiales,BANDERITA ADHESIVA 8 COLORES CON REGLA,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,27.0,60106207,Materiales de enseñanza de materiales,NOTAS ADHESIVAS 76X76 MM,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,28.0,60106207,Materiales de enseñanza de materiales,CINTAS DE ENMASCARAR 48 MM X 40 MT,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,29.0,60106207,Materiales de enseñanza de materiales,REGLA DE METAL GRADUADA 48 MM X 40 MT,6 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,30.0,60106207,Materiales de enseñanza de materiales,PLUMONES DE PIZARRA NEGRO CAJA DE 12 UNIDADES,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,31.0,60106207,Materiales de enseñanza de materiales,PACK DE 5 DESTACADORES,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,32.0,60106207,Materiales de enseñanza de materiales,TIJERAS MULTIUSO,5 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,33.0,60106207,Materiales de enseñanza de materiales,PILAS RECARGABLES AAA / 4 UNIDADES,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,34.0,60106207,Materiales de enseñanza de materiales,PILAS RECARGABLES AA / 2 UNIDADES,20 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,35.0,60106207,Materiales de enseñanza de materiales,CAJA PAPEL FOTOGRÁFICO OFICIO / 100 UNIDADES,4 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,36.0,60106207,Materiales de enseñanza de materiales,RESMA TAMAÑO OFICIO 500 HOJAS,35 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,37.0,60106207,Materiales de enseñanza de materiales,GUILLOTINA DE MESA CARTA U OFICIO,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,38.0,60106207,Materiales de enseñanza de materiales,CAJA LÁPICES PASTA 50 UNIDADES NEGRO,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,39.0,60106207,Materiales de enseñanza de materiales,LÁPICES COLORES 36UN CAJA METAL,2 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,40.0,60106207,Materiales de enseñanza de materiales,CORRECTOR LIQUIDO PUNTA METALICA,10 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,41.0,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR ROJO O SIMILAR,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,42.0,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR NARANJO O SIMILAR,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,43.0,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR AZUL O SIMILAR,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,44.0,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR VERDE O SIMILAR,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,45.0,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR NEGRO O SIMILAR,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,46.0,60106207,Materiales de enseñanza de materiales,"PILOT V BOARD MASTER - SET 5 PLUMONES DE PIZARRA RECARGABLES PUNTA M (ROJO, NARANJO, AZUL, VERDE Y NEGRO) O SIMILAR",1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
4469-79-L125,,,,02-06-2025 15:00:00,,,,47.0,60106207,Materiales de enseñanza de materiales,PIZARRA MAGNÉTICA STALO CON MARCO DE ALUMINIO GRANDE DE 120 X 90 CM,1 Unidad,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
