award_date,source_url,lot_number,un_classification_code,item_title,buyer_specifications,lot_quantity,lot_total_line_raw,lot_total_line,HAS_AWARD,LOT_RESULT,AWARDED_SUPPLIER,AWARDED_UNIT_PRICE,AWARDED_AMOUNT,source_tender_url
2025-06-30,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=q5jzE8TJ1GZdvMMvNPdHrg==,1,24131501,Refrigerador y congelador combinado,Se llama a licitación pública para adquirir 1 cámara de refrigeración para el servicio de alimentación del CDP Puente Alto según lo indicado en las bases y anexos adjuntos Res.n°1673,1,7.400.000,7400000.0,YES,Awarded,76.903.202-9 VXFULLMAIN LIMITADA,7400000.0,7400000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=q5jzE8TJ1GZdvMMvNPdHrg==
2025-06-23,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=jueyu5PExU6hKKgBze6CSA==,1,15111507,Gas ciudad,CONTRATO DE SUMINISTRO ADQUISICIÓN CUPONES DE GAS LICUADO COMUNA DE ÑIQUÉN,1,1,1.0,YES,Awarded,91.806.000-6 ABASTIBLE S.A.,1.0,1.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=jueyu5PExU6hKKgBze6CSA==
2025-06-27,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=JTqyr9QnYMcTk4loYVHAkg==,1,39111603,Alumbrado público,"La I. Municipalidad de Chonchi solicita ofertas para la adquisición de Luminarias Led para Alumbrado Público y que complementarán a los ya existentes en la Comuna de Chonchi, conforme a los requerimientos descritos en las presentes Bases Administrativas y",1,16.951.500,16951500.0,YES,Awarded,76.592.405-7 SULUZ ILUMINACION SPA,16951500.0,16951500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=JTqyr9QnYMcTk4loYVHAkg==
2025-06-27,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=QV8dMIMARwqcNmJ+MJ4uSA==,1,85121609,Servicios quirúrgicos,Cirugías de Cataratas. Facoéresis extracapsular con implante de lente intraocular (no incluye el valor de la prótesis). Considerar en el Valor de su propuesta el Equipo Médico y NO Médico.(SER1241),200,66.495.000,66495000.0,YES,Awarded,77.535.124-1 CIRUOF SPA,341000.0,66495000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=QV8dMIMARwqcNmJ+MJ4uSA==
2025-06-04,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=L9p2FpJsKwkb7dsTg6NDUA==,1,51111606,Hidroxiurea,AFATINIB 30 MG CM REC (100004984),2733,92.820.000,92820000.0,YES,Awarded,76.042.903-1 COMERCIALIZADORA DE INSUMOS MEDICOS SPA,34000.0,92820000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=L9p2FpJsKwkb7dsTg6NDUA==
2025-06-04,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=8JicyJ5n+flxit2iSQ2Qmw==,1,51111804,Flutamida,100000653 FLUTAMIDA 250 MG CM/CM REC/CP,449799,96.704.850,96704850.0,YES,Awarded,76.598.564-1 BLAU FARMACEUTICA CHILE SPA,215.0,96704850.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=8JicyJ5n+flxit2iSQ2Qmw==
2025-06-19,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==,1,42311505,Vendas o vendajes para uso general,ADHESIVO DE SILICONA FIXOMULL SKIN SENSITIVE 5CM X 5 M,3,4.200,4200.0,YES,Awarded,86.383.300-0 MEDIPLEX S.A.,1400.0,4200.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
2025-06-19,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==,2,42311505,Vendas o vendajes para uso general,APOSITO CARBOXIMETILCELULOSA 10 X 10 CM CON PLATA,100,289.000,289000.0,YES,Awarded,77.980.215-9 DROGUERIA ISIMED SPA,2890.0,289000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
2025-06-19,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==,3,42311505,Vendas o vendajes para uso general,APOSITO COLAGENO 10 X 10 CM UNIDAD,20,181.283,181283.0,YES,Awarded,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,9064.17,181283.4,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
2025-06-19,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==,4,42311505,Vendas o vendajes para uso general,APOSITO MIEL DE ULMO EN GEL,10,99.500,99500.0,YES,Awarded,93.366.000-1 COMERCIAL LBF LIMITADA,9950.0,99500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
2025-05-29,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0WpclTJ+onNHVU+h4zYNoA==,1,43212110,Impresoras multifunción o multifuncionales,"ADQUISICIÓN EQUIPOS MULTIFUNCIONALES Y PLOTTER, INSUMOS Y SOFTWARE PARA LA UNIVERSIDAD ARTURO PRAT, LO CUAL SE DETALLA EN LAS BASES TECNICAS",1,106.681.162,106681162.0,YES,Awarded,76.121.841-7 INVERSIONES Y SERVICIOS DIGITALES SPA,106681162.0,106681162.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=0WpclTJ+onNHVU+h4zYNoA==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,1,60106207,Materiales de enseñanza de materiales,RESMA CARTA EQUALIT MULTIFUNCION 500 HOJAS 75GR BLANCO O SIMILAR,102,433.398,433398.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,4249.0,433398.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,2,60106207,Materiales de enseñanza de materiales,RESMA A4 500 HOJAS,4,16.752,16752.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,4188.0,16752.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,10,60106207,Materiales de enseñanza de materiales,PACK 20 LAPICES GEL BOLIGRAFOS 0.5MM LAPICERO PLUMA LA TINTA COLOR NEGRO,30,370.770,370770.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,12359.0,370770.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,15,60106207,Materiales de enseñanza de materiales,TONER ORIGINAL TN-1060 NEGRO,3,109.554,109554.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,36518.0,109554.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,16,60106207,Materiales de enseñanza de materiales,TONER ORIGINAL HP-85A NEGRO,3,380.859,380859.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,126953.0,380859.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,17,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL MAGENTA ORIGINAL,1,99.450,99450.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,99450.0,99450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,18,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL NEGRO ORIGINAL,1,94.075,94075.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,94075.0,94075.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,19,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL CIAN ORIGINAL,1,99.450,99450.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,99450.0,99450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,20,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-219XL AMARILLO ORIGINAL,1,99.450,99450.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,99450.0,99450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,21,60106207,Materiales de enseñanza de materiales,TONER BROTHER TN-420 NEGRO ORIGINAL,2,90.344,90344.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,45172.0,90344.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,23,60106207,Materiales de enseñanza de materiales,SET DE GEOMETRÍA 4 PIEZAS 20 CM,10,8.740,8740.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,874.0,8740.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,24,60106207,Materiales de enseñanza de materiales,PIZARRA BLANCA / CORCHO 25X30 CM BORDE DE MADERA,6,113.178,113178.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,18863.0,113178.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,25,60106207,Materiales de enseñanza de materiales,DISPENSADOR CINTA ADHESIVA,6,12.012,12012.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,2002.0,12012.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,28,60106207,Materiales de enseñanza de materiales,CINTAS DE ENMASCARAR 48 MM X 40 MT,10,16.740,16740.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,1674.0,16740.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,30,60106207,Materiales de enseñanza de materiales,PLUMONES DE PIZARRA NEGRO CAJA DE 12 UNIDADES,10,35.880,35880.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,3588.0,35880.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,31,60106207,Materiales de enseñanza de materiales,PACK DE 5 DESTACADORES,2,5.134,5134.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,2567.0,5134.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,32,60106207,Materiales de enseñanza de materiales,TIJERAS MULTIUSO,5,5.930,5930.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,1186.0,5930.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,33,60106207,Materiales de enseñanza de materiales,PILAS RECARGABLES AAA / 4 UNIDADES,10,70.650,70650.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,7065.0,70650.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,34,60106207,Materiales de enseñanza de materiales,PILAS RECARGABLES AA / 2 UNIDADES,20,86.360,86360.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,4318.0,86360.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,36,60106207,Materiales de enseñanza de materiales,RESMA TAMAÑO OFICIO 500 HOJAS,35,157.080,157080.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,4488.0,157080.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,37,60106207,Materiales de enseñanza de materiales,GUILLOTINA DE MESA CARTA U OFICIO,2,64.222,64222.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,32111.0,64222.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,38,60106207,Materiales de enseñanza de materiales,CAJA LÁPICES PASTA 50 UNIDADES NEGRO,2,11.786,11786.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,5893.0,11786.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,40,60106207,Materiales de enseñanza de materiales,CORRECTOR LIQUIDO PUNTA METALICA,10,4.540,4540.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,454.0,4540.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,42,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR NARANJO O SIMILAR,1,999,999.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,999.0,999.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
2024-11-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,43,60106207,Materiales de enseñanza de materiales,PILOT V BOARD MASTER - CARTUCHO RECARGA PLUMÓN DE PIZARRA COLOR AZUL O SIMILAR,1,999,999.0,YES,Awarded,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,999.0,999.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
