award_date,source_url,lot_number,un_classification_code,item_title,buyer_specifications,lot_quantity,supplier,supplier_specifications,unit_price_offer_raw,unit_price_offer,awarded_quantity_raw,awarded_quantity,total_net_awarded_raw,total_net_awarded,state,is_awarded,awarded_unit_price,lot_total_line_raw,lot_total_line,source_tender_url
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,6,53101801,Abrigos y chaquetas para niño,PARKAS ESCOLARES REVERSIBLES PARA ESCUELA LAJUELAS. SEGUN EE.TT ADJUNTAS.,21,6.416.093-1 ELÍAS JOEL CHÁVEZ GUTIÉRREZ,PARKAS ESCOLARES REVERSIBLES PARA ESCUELA LAJUELAS. SEGUN EE.TT ADJUNTAS.,$ 31800,31800.0,21,21.0,667800,667800.0,Adjudicada,YES,31800.0,667.800,667800.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,6,53101801,Abrigos y chaquetas para niño,PARKAS ESCOLARES REVERSIBLES PARA ESCUELA LAJUELAS. SEGUN EE.TT ADJUNTAS.,21,15.097.359-7 ISABELA PAZ MARTINEZ APABLAZA,PARKAS ESCOLARES REVERSIBLES PARA ESCUELA LAJUELAS. SEGUN EE.TT ADJUNTAS.,$ 30000,30000.0,0,0.0,0,0.0,No Adjudicada,NO,,667.800,667800.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,7,53101801,Abrigos y chaquetas para niño,PARKAS ESCOLARES REVERSIBLES PARA LICEO TECNICO PUENTE ÑUBLE. SEGUN EE.TT ADJUNTAS.,151,6.416.093-1 ELÍAS JOEL CHÁVEZ GUTIÉRREZ,PARKAS ESCOLARES REVERSIBLES PARA LICEO TECNICO PUENTE ÑUBLE. SEGUN EE.TT ADJUNTAS.,$ 31800,31800.0,151,151.0,4801800,4801800.0,Adjudicada,YES,31800.0,4.801.800,4801800.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,7,53101801,Abrigos y chaquetas para niño,PARKAS ESCOLARES REVERSIBLES PARA LICEO TECNICO PUENTE ÑUBLE. SEGUN EE.TT ADJUNTAS.,151,15.097.359-7 ISABELA PAZ MARTINEZ APABLAZA,PARKAS ESCOLARES REVERSIBLES PARA LICEO TECNICO PUENTE ÑUBLE. SEGUN EE.TT ADJUNTAS.,$ 30000,30000.0,0,0.0,0,0.0,No Adjudicada,NO,,4.801.800,4801800.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,8,53101801,Abrigos y chaquetas para niño,PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS. SEGUN EE.TT ADJUNTAS.,82,6.416.093-1 ELÍAS JOEL CHÁVEZ GUTIÉRREZ,PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS. SEGUN EE.TT ADJUNTAS.,$ 31800,31800.0,82,82.0,2607600,2607600.0,Adjudicada,YES,31800.0,2.607.600,2607600.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,8,53101801,Abrigos y chaquetas para niño,PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS. SEGUN EE.TT ADJUNTAS.,82,15.097.359-7 ISABELA PAZ MARTINEZ APABLAZA,PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS. SEGUN EE.TT ADJUNTAS.,$ 30000,30000.0,0,0.0,0,0.0,No Adjudicada,NO,,2.607.600,2607600.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,9,53101801,Abrigos y chaquetas para niño,"PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS ""ANEXO"". SEGUN EE.TT ADJUNTAS.",266,6.416.093-1 ELÍAS JOEL CHÁVEZ GUTIÉRREZ,PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS ANEXO. SEGUN EE.TT ADJUNTAS.,$ 31800,31800.0,266,266.0,8458800,8458800.0,Adjudicada,YES,31800.0,8.458.800,8458800.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==,9,53101801,Abrigos y chaquetas para niño,"PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS ""ANEXO"". SEGUN EE.TT ADJUNTAS.",266,15.097.359-7 ISABELA PAZ MARTINEZ APABLAZA,PARKAS ESCOLARES REVERSIBLES PARA LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE DE SAN NICOLAS ANEXO. SEGUN EE.TT ADJUNTAS.,$ 30000,30000.0,0,0.0,0,0.0,No Adjudicada,NO,,8.458.800,8458800.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=4X97hi66L2uV4cx5e5Gm1Q==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,77.326.098-2 CHILENERGIA SPA,"valor por los tres cursos de capacitación, oferta más detallada en anexos.",$ 8484596,8484596.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,78.077.749-4 CENTRO DE FORMACIÓN EN HUMANIZACIÓN SPA,Oferta segun bases,$ 8300000,8300000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,76.891.530-k CAPACITACION PARA EL MEJORAMIENTO DE COMPETENCIAS LTDA,Capacitaciones grupo 1. De acuerdo a bases administrativas.,$ 8200000,8200000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,76.651.820-6 ACTITUD CHILE FORMACION LIMITADA,GrupoActitus es una consultora de Recursos Humanos con más de 20 años de trayectoria y experiencia,$ 5796000,5796000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,76.028.883-7 LIZANA Y LIZANA CAPACITACION LIMITADA,Cursos de capacitación,$ 6280000,6280000.0,1,1.0,6280000,6280000.0,Adjudicada,YES,6280000.0,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,78.476.790-6 SERVICIOS DE CAPACITACION INSIDE LIMITADA,GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,$ 7100000,7100000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,76.593.297-1 ADVANCE CAPACITACIONES LIMITADA,"Empresa autorizada por el SII y con patente municipal al día. Acreditada bajo norma 2728, autorizada ante SENCE para impartir actividades de capacitación. Factura exenta de IVA",$ 9885000,9885000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,77.999.243-8 SERVICIO DE CAPACITACIONES BE CLEAVER SPA,Se oferta de acuerdo a las BA Y BT,$ 9100000,9100000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,76.532.024-0 Quinta Capacitación SpA,GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,$ 9167000,9167000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,1,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 1: - Curso Manejo del estrés y autocuidado - Trato al usuario en APS - Herramientas para el trabajo en equipo y liderazgo,1,78.926.980-7 CONSULTORIA Y CAPACITACION D C G LIMITADA,"Otec con 27 años de experiencia en capacitación en el sector Público y Privado. Con Nch 2728-2015. Relatores con amplia experiencia en Capacitación, y se cumple con todos los requerimientos de la licitación.",$ 9200000,9200000.0,0,0.0,0,0.0,No Adjudicada,NO,,6.280.000,6280000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,2,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 2: - Procedimientos generales de enfermería - Curación avanzada de heridas - Actualización en patologías ginecológicas e ITS,1,77.326.098-2 CHILENERGIA SPA,"valor por dos cursos de capacitación, oferta más detallada en anexos.",$ 1694244,1694244.0,0,0.0,0,0.0,No Adjudicada,NO,,3.227.000,3227000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,2,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 2: - Procedimientos generales de enfermería - Curación avanzada de heridas - Actualización en patologías ginecológicas e ITS,1,78.476.790-6 SERVICIOS DE CAPACITACION INSIDE LIMITADA,GRUPO DE CAPACITACIÓN 2: - Procedimientos generales de enfermería - Curación avanzada de heridas - Actualización en patologías ginecológicas e ITS,$ 3070000,3070000.0,0,0.0,0,0.0,No Adjudicada,NO,,3.227.000,3227000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,2,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 2: - Procedimientos generales de enfermería - Curación avanzada de heridas - Actualización en patologías ginecológicas e ITS,1,76.532.024-0 Quinta Capacitación SpA,GRUPO DE CAPACITACIÓN 2: - Procedimientos generales de enfermería - Curación avanzada de heridas - Actualización en patologías ginecológicas e ITS,$ 3227000,3227000.0,1,1.0,3227000,3227000.0,Adjudicada,YES,3227000.0,3.227.000,3227000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,3,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 3: - Salud mental en APS - Psiconutrición: Técnicas y herramientas para la alimentación y el bienestar - Intervención en salud a víctimas de violencia: NNA y personas mayores,1,77.326.098-2 CHILENERGIA SPA,"valor por los tres cursos de capacitación, oferta más detallada en anexos.",$ 5003934,5003934.0,0,0.0,0,0.0,No Adjudicada,NO,,3.585.000,3585000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,3,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 3: - Salud mental en APS - Psiconutrición: Técnicas y herramientas para la alimentación y el bienestar - Intervención en salud a víctimas de violencia: NNA y personas mayores,1,76.891.530-k CAPACITACION PARA EL MEJORAMIENTO DE COMPETENCIAS LTDA,"Capacitaciones grupo 3, de acuerdo a bases administrativas.",$ 4200000,4200000.0,0,0.0,0,0.0,No Adjudicada,NO,,3.585.000,3585000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,3,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 3: - Salud mental en APS - Psiconutrición: Técnicas y herramientas para la alimentación y el bienestar - Intervención en salud a víctimas de violencia: NNA y personas mayores,1,78.476.790-6 SERVICIOS DE CAPACITACION INSIDE LIMITADA,GRUPO DE CAPACITACIÓN 3: - Salud mental en APS - Psiconutrición: Técnicas y herramientas para la alimentación y el bienestar - Intervención en salud a víctimas de violencia: NNA y personas mayores,$ 4200000,4200000.0,0,0.0,0,0.0,No Adjudicada,NO,,3.585.000,3585000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
2025-06-26,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==,3,80111504,"Formación, capacitación y entrenamiento de personal",GRUPO DE CAPACITACIÓN 3: - Salud mental en APS - Psiconutrición: Técnicas y herramientas para la alimentación y el bienestar - Intervención en salud a víctimas de violencia: NNA y personas mayores,1,76.593.297-1 ADVANCE CAPACITACIONES LIMITADA,"Empresa autorizada por el SII y con patente municipal al día. Acreditada bajo norma 2728, autorizada ante SENCE para impartir actividades de capacitación. Factura exenta de IVA",$ 3585000,3585000.0,1,1.0,3585000,3585000.0,Adjudicada,YES,3585000.0,3.585.000,3585000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=kYE7W6BBe+gkMaXHD6QV2w==
