COUNTRY,PROVINCE,SOURCE,Source Tender Id,Tender Title,Unique Lot ID,Lot Number,Sub Lot Number,Lot Title,Est Lot Value Local,Local Currency,Deadline Date,TENDERING AUTHORITY,Tendering Authority Type,Tender Procedure Type,CN Document Number,Original_Publication_Link_Notice,Ceiling Unit Price,MEAT,Price Evaluation ratio,Quality Evaluation ratio,Other Evaluation ratio,CAN Document Number,Award Date,Bidder,Lot_Award_Value_Local,Awarded Unit Price,Original_Publication_Link_Award
CHILE,Carahue,MERCADOPUBLICO,1951-23-LE25,CONVENIO SUMINISTRO DE APOSITOS”,42311505.0,4.0,,APOSITO MIEL DE ULMO EN GEL,,CLP,10-06-2025 15:00:00,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE,,LE,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==,,,,,100.0,,2025-06-19,93.366.000-1 COMERCIAL LBF LIMITADA,99500.0,9950.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Bgv7MtNVtYH3JZmSBj3qSA==
CHILE,Iquique,MERCADOPUBLICO,2013-26-LQ24,ADQUISICIÓN EQUIPOS MULTIFUNCIONALES Y PLOTTER,43212110.0,1.0,,"ADQUISICIÓN EQUIPOS MULTIFUNCIONALES Y PLOTTER, INSUMOS Y SOFTWARE PARA LA UNIVERSIDAD ARTURO PRAT, LO CUAL SE DETALLA EN LAS BASES TECNICAS",,CLP,30-07-2024 19:00:00,UNIVERSIDAD ARTURO PRAT,,LQ,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=0WpclTJ+onNHVU+h4zYNoA==,,,,,100.0,,2025-05-29,76.121.841-7 INVERSIONES Y SERVICIOS DIGITALES SPA,106681162.0,106681162.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0WpclTJ+onNHVU+h4zYNoA==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,1.0,,RESMA CARTA EQUALIT MULTIFUNCION 500 HOJAS 75GR BLANCO O SIMILAR,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,433398.0,4249.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,2.0,,RESMA A4 500 HOJAS,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,16752.0,4188.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,3.0,,PAPEL FOTOGRÁFICO ADHESIVO MATTE CARTA 150GR X 10 HJ - 8066 COLOR BLANCO,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,4.0,,PAPEL COUCHE 130G TAMAÑO CARTA OPACO 250 UNIDADES,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,5.0,,PAPEL IMANTADO 5 HOJAS TAMAÑO A4 MAGNÉTICO MARCA CREAPRINT O SIMILAR,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,6.0,,TERMOLAMINADORA PLASTIFICADORA CORTADOR DE PAPEL 300 MICAS A 4,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,7.0,,PUNTERO INALÁMBRICO - CONTROL PLUS DUAL MODE ANTIMICROBIAL PRESENTER WITH LASER O SIMILAR,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,8.0,,PACK DE 100 UNIDADES CARPETA CARTÓN PIGMENTADA OFICIO,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,9.0,,PACK DE FUNDAS ARCHIVO TRANSPARENTE TAMAÑO CARTA RIBETE BLANCO 100 UNIDADES,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,10.0,,PACK 20 LAPICES GEL BOLIGRAFOS 0.5MM LAPICERO PLUMA LA TINTA COLOR NEGRO,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,370770.0,12359.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,11.0,,CARPETA ORGANIZADORA CLASIFICADORA A4 ARCHIVO 24 FUELLES,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,12.0,,"ARCHIVADOR PRESENTACIÓN BLANCO OFICIO 2 ANILLOS 2""",,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,13.0,,PAPEL AUTOADHESIVO IMPRIMIBLE,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,14.0,,KIT ANILLADORA MÁS 100 MICAS Y 100 ANILLOS,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,,,,,
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,15.0,,TONER ORIGINAL TN-1060 NEGRO,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,109554.0,36518.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,16.0,,TONER ORIGINAL HP-85A NEGRO,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,380859.0,126953.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,17.0,,TONER BROTHER TN-219XL MAGENTA ORIGINAL,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,99450.0,99450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
CHILE,,MERCADOPUBLICO,4469-79-L125,,60106207.0,18.0,,TONER BROTHER TN-219XL NEGRO ORIGINAL,,CLP,02-06-2025 15:00:00,,,L1,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==,,,,,,,2024-11-25,77.609.870-1 CONSULTORA SERVICIOS E INVERSIONES QUANTICA SPA,94075.0,94075.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dltg5yiY/MenDxKiA1Gh0A==
