Registration No,Product Name,Holder
MAL19962087AZ,INFUSOL NS,AIN MEDICARE SDN. BHD.
MAL19056120AZ,Bezartan Tablet 300mg,Duopharma Marketing Sdn. Bhd.
MAL19985513AZ,VERAHEXAL 120 SR TABLET,IMEKS PHARMA SDN. BHD.
MAL20014358AZ,INFUSOL HMK,AIN MEDICARE SDN. BHD.
MAL17075013AZ,MENELAT 30 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19056009AZ,Atenol Film Coated Tablet 50mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985554AZ,DUOGYNON INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL05061485AZ,Condep Injection 50mg/ml (3ml vial),DUOPHARMA (M) SENDIRIAN BERHAD
MAL13055075ARZ,Firmagon 80mg Powder and Solvent for Solution for Injection,Ferring Sdn. Bhd.
MAL19992139AZ,XANAPAM TABLETS 1MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19920482AZ,MABRON INJECTION,KOMEDIC SDN BHD
MAL06111294ACSZ,Pyronium Injection 200mcg/ml,IMEKS PHARMA SDN. BHD.
MAL12015005X,Appeton Essentials Glucosamine 500 + Chondroitin 400 Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL19930530AZ,PENTASA SUPPOSITORIES 1G,Ferring Sdn. Bhd.
MAL18066050ACZ,CORTIMENT PROLONGED RELEASE TABLETS 9MG,Ferring Sdn. Bhd.
MAL20066102TC,"Janipro TLC Tiger Milk Mushroom, Lingzhi with Cordyceps Capsule 520mg",Janipro (M) Sdn Bhd
MAL15085071AZ,Converium 150mg Tablets,KOMEDIC SDN BHD
MAL19921171XZ,ARFEN 125 SUPPOSITORIES,KOMEDIC SDN BHD
MAL19984024AZ,DOMI INJECTION 5MG (5ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19971379AZ,AXCEL KETOTIFEN SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL10120023ACZ,Glyceryl Trinitrate-hameln 1mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL19920712AZ,INFUSOL S3,AIN MEDICARE SDN. BHD.
MAL05121152AZ,VALPARIN XR 500 TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19950233AZ,TYMIDIN TABLET 400MG,SM PHARMACEUTICALS SDN. BHD.
MAL15045129AZ,Nexpro Tablets 40mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL17117043XZ,UniRINS CG (Chlorhexidine Gluconate 0.05% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL05023177XZ,YSP Bisacodyl Suppositories 10 mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19988494AZ,SELADIN TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014201AZ,SII DIPHTHERIA & TETANUS VACCINE ADSORBED (PEDIATRIC) 20 DOSE,SM PHARMACEUTICALS SDN. BHD.
MAL19900629AZ,VASCOTEN 50MG TABLET,KOMEDIC SDN BHD
MAL19913262AZ,BETAWIN TABLET 100MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20013175X,Three Legs Wintergreen Liniment,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19880212AZ,BUTALINE SYRUP 1.5MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL15105034AZ,ONDATRON (ONDANSETRON INJECTION BP 2mg/mL),AIN MEDICARE SDN. BHD.
MAL19973342AZ,DEMOTHINE INJECTION 100MG/2ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL16075026AZ,Bisocor Tablet 5mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013824XRZ,21ST CENTURY ACID FREE C 1000MG TABLET,21ST CENTURY PRODUCTS SDN. BHD.
MAL20021012AZ,LORADINE SYRUP 1MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05061552AZ,Frotin Pessaries,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL12025062X,Donna Gluco-C Plus MSM Capsule,Duopharma Marketing Sdn. Bhd.
MAL06100555AZ,"Androgel 50mg, gel of testosterone 1%",BREGO LIFE SCIENCES SDN. BHD
MAL23076020XC,Janipro Gutril-S Powder,Janipro (M) Sdn Bhd
MAL20026015NC,JANIPRO SAMUCIL Capsule,Janipro (M) Sdn Bhd
MAL10100179AZ,VAXCEL PANTOPRAZOLE 40 MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL19973349AZ,KISAN INJECTION 1MG/ML (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19993046AZ,INFUSOL HSD5,AIN MEDICARE SDN. BHD.
MAL19911419XZ,AXCEL BROMHEXINE (CHILDREN) SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL19930600AZ,BECAME TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL07061382AZ,INTRIL SR 1.5 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL20012731AZ,BUTAVENT RESPIRATOR SOLUTION,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20051411AZ,UNIHEPA 5000IU/ML INJECTION (5ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL11085007XZ,RinsCap CIPA ( CHLORHEXIDINE GLUCONATE 2% w/v and ISOPROPYL ALCOHOL 70% v/v ),AIN MEDICARE SDN. BHD.
MAL19989041XZ,YSP Bisacodyl Suppositories 5 mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991202XZ,APPETON ESSENTIALS ACTIV-C 500 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL12025061X,Uphamol Menstrual Tablet 500/25mg,Duopharma Marketing Sdn. Bhd.
MAL20013450AZ,DEXIN INJECTION 2ML,SM PHARMACEUTICALS SDN. BHD.
MAL19890545AZ,FLUANXOL DEPOT INJ 20MG/ML (1ML),Lundbeck Malaysia Sdn. Bhd.
MAL19912674X,Calsonate 500mg Capsule,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19988493AZ,GLIX TABLET 5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20000367AZ,IMACH INJECTION 10ML,SM PHARMACEUTICALS SDN. BHD.
MAL19986084T,ARNICA COMP GEL,BIO-PHARMACEUTICALS SDN. BHD.
MAL20014217AZ,AXCEL CEPHALEXIN-500 CAPSULE,KOTRA PHARMA (M) SDN. BHD.
MAL19962172XZ,SHINE VITAMIN C-100 (ORANGE FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19940561X,QUEMOX TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17085005AZ,VENLIFT ER 37.5 MG CAPSULE,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10053667AZ,VAXCEL LIGNOCAINE 2% INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL08042478AZ,Borymycin Capsule 50mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20034830X,MUCIL 100,IMEKS PHARMA SDN. BHD.
MAL19940027AZ,CINNA TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL21036070NC,"Janipro BZY B Complex + Vitamin C, E, Zinc With Curcuma Longa & Probiotic L. Plantarum Capsule",Janipro (M) Sdn Bhd
MAL19872269AZ,CHLORITON TABLET 4MG,TERAPUTICS SDN BHD
MAL21016008ACZ,TELSTRAN® Tablet 40mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05101673AZ,Magurol 4 mg tablets,KOMEDIC SDN BHD
MAL08010688ACZ,Iopamiro 370 Injection,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20002288X,Uphaplast Medicated Plaster,Duopharma Marketing Sdn. Bhd.
MAL20014216AZ,AXCEL CEPHALEXIN-250 CAPSULE,KOTRA PHARMA (M) SDN. BHD.
MAL19986556XC,TIGER & STORK BRAND MEDICATED OIL,WENG HARNG ENTERPRISE
MAL19860043AZ,OXACIL GRANULES 125 MG/ 5 ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19860850AZ,PK-MERZ TABLET 100MG,SUMMIT COMPANY (MALAYSIA) SENDIRIAN BERHAD
MAL19962862AZ,ANALPAN INJECTION 25MG/ML (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19962584AZ,ASUMALIFE SYRUP (1MG/5ML KETOTIFEN),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19963170AZ,INTAPAN INJECTION 1ML (10MG/ML) AMPOULE,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19036006AZ,KYTRON TABLET 1 MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19860104AZ,Dexchloramine Syrup 2mg/5mL,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19950145AZ,RIVOPAM TABLET 0.5MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19970963AZ,COPAN INJECTION 1ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL05072029AZ,SOMIDEM TABLET 10 MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19950084AZ,DIABITOL TABLET 5MG,SM PHARMACEUTICALS SDN. BHD.
MAL19940030AZ,YSP Allopurinol Tablet 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09100259AZ,TORLEVA 1000MG TABLET,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19016096AZ,Atenol Film Coated Tablet 100mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19900183AZ,PRETENOL C 100 TABLET,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20001570XZ,GLYPRIN TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL18026002AZ,Ranofer Injection 100mg/5ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19911426X,Appeton Essentials Milk Calcium,KOTRA PHARMA (M) SDN. BHD.
MAL20031731AZ,OLFEN-75 SR/RETARD DEPOTABS,MEPHARM (MALAYSIA) SDN. BHD.
MAL21036034AZ,Axcel Cefuroxime-500mg Tablet,KOTRA PHARMA (M) SDN. BHD.
MAL16125027AZ,Zodenox Film Coated Tablets 10mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11120003AZ,AXCEL AMLODIPINE-5MG TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL20041162AZ,LEXAPRO 20 MG TABLET,Lundbeck Malaysia Sdn. Bhd.
MAL05101675AZ,Hyomide Tablet 10mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL17107014AZ,ALFUTOR ER TABLETS 10 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19987985AZ,VOREN ENTERIC MICROENCAPSULATED CAPSULE 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19900523AZ,VASCOTEN TABLETS 100MG,KOMEDIC SDN BHD
MAL19870139AZ,HEPARINOL 5000 IU/mL,AIN MEDICARE SDN. BHD.
MAL19900497AZ,INFLAFEN TABLETS 200MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20034653AZ,LAMOTRIX 100MG TABLET,KOMEDIC SDN BHD
MAL07082844AZ,Keto Injection 30mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19910031AZ,TRIDIN-P TABLETS,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985172AZ,ANIKEF STERILE 750MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19930602AZ,YSP Ibuprofen Film Coated Tablet 400mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19860847AZ,KRISOVIN TABLET 500MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20034217AZ,CETRIZIN TABLET 10MG,IMEKS PHARMA SDN. BHD.
MAL10110003AZ,Carvedilol HEXAL� 25 mg Tablet,IMEKS PHARMA SDN. BHD.
MAL20040802AZ,LIPOTHIN 200MG CAPSULE,IMEKS PHARMA SDN. BHD.
MAL11040013AZ,VAXCEL OMEPRAZOLE-40MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL20021163AZ,ATEHEXAL 25,IMEKS PHARMA SDN. BHD.
MAL19870958AZ,HERPESAN GEL 2%,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19860098AZ,CHLORAMINE SYRUP 2.5MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL04091675XZ,Appeton A To Z Kid's Vitamin C 30mg Tablet (Strawberry),KOTRA PHARMA (M) SDN. BHD.
MAL06071077AZ,Sonap Forte Caplet 550mg,IMEKS PHARMA SDN. BHD.
MAL19990107AZ,LOVASTIN TABLET 20MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19096031X,E-zyme B6 Soothing Liquid,AV MANUFACTURING SDN.BHD
MAL19880163AZ,AXCEL CHLORPHENIRAMINE TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19871687AZ,PROCHLOR TABLET 5,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL13095081AZ,Acetan Tablet 100mg,Duopharma Marketing Sdn. Bhd.
MAL07081653X,Appeton Essentials Teengrow,KOTRA PHARMA (M) SDN. BHD.
MAL19973311AZ,MEDOSTATIN TABLET 20MG,KOMEDIC SDN BHD
MAL13025041ARZ,Ondansetron Kabi 2mg/ml Solution for Injection,FRESENIUS KABI MALAYSIA SDN. BHD
MAL13075065AZ,HEMACOM AB (CONTINUOUS RENAL REPLACEMENT THERAPY SOLUTION),AIN MEDICARE SDN. BHD.
MAL12020011AZ,METTA SR Tablet 500mg,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL10110001AZ,Carvedilol HEXAL� 6.25 mg Tablet,IMEKS PHARMA SDN. BHD.
MAL19870922AZ,COTRIM 480MG TABLET,KOMEDIC SDN BHD
MAL15025043AZ,Trovite IV Injection,DUOPHARMA (M) SENDIRIAN BERHAD
MAL17065019AZ,Pharmaniaga Amikacin 500mg/2ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20020486AZ,LORATEN TABLET 10MG,SM PHARMACEUTICALS SDN. BHD.
MAL19930010XZ,Three Legs Medicinal Powder Aspirin 600mg/Sachet,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19910073AZ,DIPRODIN ELIXIR,KOTRA PHARMA (M) SDN. BHD.
MAL13055068ACZ,Prosulf 10mg/ml Solution for Injection,ANTAH PHARMA SDN. BHD.
MAL20012703ARZ,INTAXEL INJECTION,FRESENIUS KABI MALAYSIA SDN. BHD
MAL19861544AZ,AKILEN 40MG FILM-COATED TABLETS,KOMEDIC SDN BHD
MAL20014495AZ,CEF-3 INJECTION IM (250MG),SPG PHARMA (MALAYSIA) SDN BHD
MAL10043690AZ,DEPLATT TABLET USP 75MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19984034AZ,APALIN 500MG INJECTION (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19984025AZ,DOMI INJECTION 5MG (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20000368AZ,IMACH INJECTION 1ML,SM PHARMACEUTICALS SDN. BHD.
MAL16125034AZ,Visolone Tablet 1mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19970959AZ,PIRIMAT INJECTION (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL18026180AZ,TREVIVE TABLET 400MG,DUOPHARMA HAPI SDN. BHD.
MAL18056178AZ,TELDAY TABLETS 80 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19950146AZ,RIVOPAM TABLET 2MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL21016013AZ,OLTAD 20MG FILM COATED TABLETS,KOMEDIC SDN BHD
MAL07061565X,Appeton Essentials MV21 Caplet,KOTRA PHARMA (M) SDN. BHD.
MAL13025053X,NEUROCOBAL TABLETS 500 MCG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19861062AZ,ALMIRAL TABLET 25MG,KOMEDIC SDN BHD
MAL19890266ACZ,DEXIN TABLET 0.5MG,ZONTRON PHARMACEUTICALS SDN. BHD.
MAL22076018AZ,TAMINFATE (Protamine Sulfate 10mg/mL Solution for Injection),AIN MEDICARE SDN. BHD.
MAL19993080AZ,VIROX TABLET 400MG,SM PHARMACEUTICALS SDN. BHD.
MAL18106133AZ,Medikinet MR 20mg Hard Capsules,HYPHENS PHARMA SDN. BHD.
MAL19987983AZ,ASUMALIFE TABLET 1MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11040012AZ,Pentasa Sachet Prolonged Release Granules 2g,Ferring Sdn. Bhd.
MAL19056129X,E-zyme B6 Troche,AV MANUFACTURING SDN.BHD
MAL20046133X,Alsoft A Hand Disinfectant 0.2% w/v,Goodmaid Chemicals Corp. Sdn. Bhd.
MAL19920267X,SIMEPAR CAPSULES,MEPHARM (MALAYSIA) SDN. BHD.
MAL20000851AZ,ZOBID INJECTION 3ML,SM PHARMACEUTICALS SDN. BHD.
MAL16125011N,Consulf Capsule,AV MANUFACTURING SDN.BHD
MAL20020256AZ,OFCIN FILM COATED TABLET 200MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19870740AZ,MEDOLIN 4MG TABLET,KOMEDIC SDN BHD
MAL20026044ARZ,Rexulti 1mg film-coated tablets,Lundbeck Malaysia Sdn. Bhd.
MAL19970516AZ,KISAN INJECTION 10MG/ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985178AZ,VOTMINE INJECTION 10ML VIAL (50MG/ML),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20020156AZ,VAXCEL CEFUROXIME-750MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL07124602ACZ,Fenosup Lidose 160 mg Capsule,HYPHENS PHARMA SDN. BHD.
MAL17085044AZ,TORLEVA 250 MG TABLETS,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL22126213AZ,omepiva 40mg Powder and Solvent for Solution for Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19920731AZ,PERIZOL 2G,AIN MEDICARE SDN. BHD.
