detail_url,product_name,product_type,manufacturer,administration_form,strengths_raw
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oculair_,Acetylcysteïne Oogdruppels FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,Acetylsalicylzuur,(als lysineverbinding),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,Acetylsalicylzuur Cardio,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_metoclopramide,Migrafin,,Cooper Consumer Health International,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_ascorbinezuur,Aspirine C,(als Na-zout),Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,Aciclovir koortslip,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,Aciclovir infusie,(als Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__oculair_,Aciclovir oogzalf,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir_hydrocortison,Zovirax Duo,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acipimox,Olbetam,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,Acitretine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium,Bretaris Genuair,(als bromide),Covis Pharma Europe bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium_formoterol,Duaklir Genuair,,Covis Pharma Europe bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adamts13,Adzynma,,Takeda Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,,Amgen bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acrivastine,Semprex,,ACE Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adapaleen,Differin,,Galderma Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adapaleen_benzoylperoxide,Effezel,,Galderma Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adenosine,Adenocor,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adrenaline,Adrenaline,(als tartraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/afamelanotide,Scenesse,,Clinuvel,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/afatinib,Giotrif,(als dimaleaat),Boehringer Ingelheim bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aflibercept__intravitreaal_,Aflibercept,,Doorgeleverde bereiding,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agalsidase_alfa,Replagal,,Takeda Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aflibercept__intraveneus_,Zaltrap,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agalsidase_beta,Fabrazyme,,Genzyme Europe bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/agomelatine,Agomelatine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albendazol,Eskazole,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albumine,Albuman,(humaan),Prothya Biosolutions Netherlands B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/albutrepenonacog_alfa,Idelvion,(= recombinant factor IX),CSL Behring bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aldesleukine,Proleukin,,Clinigen Healthcare Ltd.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alectinib,Alecensa,(als hydrochloride),Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alemtuzumab,Lemtrada,,Genzyme Europe bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alendroninezuur,Alendroninezuur,"(als Na-zout, als K-zout)",Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alendroninezuur_colecalciferol,Adrovance,,Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alfa_1_proteinaseremmer,Prolastin,,Grifols Deutschland GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alfacalcidol,Alfacalcidol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alfentanil,Rapifen,(als hydrochloride),Piramal critical care,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alfuzosine,Alfuzosine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alginezuur_natriumwaterstofcarbonaat_calciumcarbonaat,Gaviscon,,Reckitt Benckiser Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/algeldraat_magnesiumhydroxide,Antagel,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alglucosidase_alfa,Myozyme,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alirocumab,Praluent,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aliskiren,Rasilez,(als hemifumaraat),Noden Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alitretinoine,Alipalmtin,,ORIFARM B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_boompollen__parenteraal_,Alutard SQ pollen 'SQ 108 Berk',,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_boompollen__sublinguaal_,Itulazax,lyofilisaat,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_graspollen__parenteraal_,Alutard SQ Phleum Pratense 'SQ–225',,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_graspollen__sublinguaal_,Grazax,lyofilisaat,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_huisstofmijt__parenteraal_,Alutard SQ huisstofmijten 'SQ–503 Huisstofmijt',,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_huisstofmijt__sublinguaal_,Acarizax,lyofilisaat,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_insectengif__parenteraal_,Alutard SQ Giffen 'SQ 801 Bijengif',,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allergeenextract_kattenepitheel__parenteraal_,Alutard SQ Epithelia 'SQ 555 Kat',,ALK-Abelló bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/allopurinol,Acepurin,(als Na-zout),ACE Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/almotriptan,Almogran,(als waterstofmaleaat),Almirall bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alpelisib,Piqray,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alprazolam,Alprazolam,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alprostadil__intra_urethraal_,Vitaros,,The Simple Pharma Company ltd,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alprostadil__parenteraal_,Prostin VR,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/alteplase,Actilyse,"(= weefselplasminogeenactivator, rtPA)",Boehringer Ingelheim bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aluin_salicylzuur,"Aluin Strooipoeder, samengesteld FNA",,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aluminiumacetotartraat__auriculair_,Aluminiumacetotartraat Oordruppels FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aluminiumacetotartraat__cutaan_,Aluminiumacetotartraat Oplossing FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amantadine,Symmetrel,(hydrochloride),Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aluminiumchloride,Aluminiumchloride Oplossing FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aluminiumhydroxychloride,Aluminiumhydroxychloride Crème/Oplossing FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/ambrisentan,Ambrisentan,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amfotericine_b__oraal_,Fungizone suspensie,,Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amfotericine_b__parenteraal_,Fungizone ad perfusionem,,EuroCept bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amfotericine_b_in_liposomen,AmBisome,(in liposomen),Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amfotericine_b_lipidencomplex,Abelcet,(in lipidencomplex),Teva Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amifampridine,Amifampridine,(als fosfaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amikacine__inhalatie_,Arikayce,(als sulfaat),Insmed Netherlands B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amikacine__intraveneus_,Amikacine,(als sulfaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amiloride_hydrochloorthiazide,Amiloride/Hydrochloorthiazide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aminofluoriden,Elmex gel,,CP Gaba GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aminolevulinezuur,Alacare,(als hydrochloride),Pharmanovia Benelux BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amiodaron,Amiodaron injectie,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amisulpride,Aktiprol,,Prolepha Research bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amitriptyline,Amitriptyline,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amivantamab,Rybrevant,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amlodipine,Amlodipine drank FNA,(als besilaat),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amlodipine_indapamide,Natrixam,,Servier Nederland Farma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amlodipine_valsartan,Amlodipine/valsartan,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amlodipine_valsartan_hydrochloorthiazide,amlodipine/valsartan/hydrochloorthiazide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amoxicilline,Amoxicilline capsule/suspensie/tablet,(als trihydraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amoxicilline_clavulaanzuur,Amoxicilline/Clavulaanzuur oraal,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amylmetacresol_dichloorbenzylalcohol,Amylmetacresol/​dichloorbenzylalcohol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/anagrelide,Anagrelide,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/amsacrine,Amsalyo,,EuroCept bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/anakinra,Kineret,,Swedish Orphan Biovitrum (Nederland) B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/anastrozol,Anastrozol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/anidulafungine,Anidulafungine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/andexanet_alfa,Ondexxya,,Portola Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/angiotensine_ii,Giapreza,(als acetaat),PAION Pharma GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/anifrolumab,Saphnelo,,AstraZeneca bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/antitrombine_iii,Antitrombine III concentraat,,Baxalta Innovations,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/apalutamide,Erleada,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/apixaban,Eliquis,,Bristol-Myers Squibb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/apomorfine,APO-go,(hydrochloride),Stada Arzneimittel AG,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/apraclonidine,Iopidine,(als hydrochloride),Essential Pharma Ltd,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/apremilast,Otezla,,Amgen bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aprepitant,Aprepitant,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/argatroban,Arganova,(monohydraat),Ethyx Pharmaceuticals,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/argipressine,Empressine,(acetaat),AOP Orphan Pharmaceuticals AG,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aripiprazol,Abilify,,Otsuka Pharmaceutical Netherlands BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/arnica,Vogel Atrosan,,A. Vogel,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/arseentrioxide,Arseentrioxide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/artemether_lumefantrine,Riamet,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/artenimol_piperaquine,Eurartesim,,Alfasigma Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/artesunaat,Artesunate,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/articaine_adrenaline,Loncarti,,Laboratorios Inibsa,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/artisjokblad_paardenbloem_boldoblad_mariadistel,Vogel Boldocynara,,A. Vogel,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/asciminib,Scemblix,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/ascorbinezuur,Ascorbinezuur,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/asfotase_alfa,Strensiq,,Alexion Pharma Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/asparaginase,Spectrila,(E. coli-asparaginase = colaspase),Pharmanovia Benelux BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atazanavir,Atazanavir,(als sulfaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atenolol,Atenolol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atenolol_chloortalidon,Atenolol/Chloortalidon,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atezolizumab,Tecentriq,,Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atogepant,Aquipta,,Abbvie bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atomoxetine,Atomoxetine,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atorvastatine,Atorvastatine,(als Ca-zout-3-water),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atosiban,Atosiban,(als acetaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atovaquon,Atovaquon,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atovaquon_proguanil,Atovaquon/Proguanil,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atracurium,Atracurium,(besilaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atropine__oculair_,Atropine Minims,(sulfaat),Bausch & Lomb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/atropine__systemisch_,Atropine Injecties,(sulfaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/avacopan,Tavneos,,Vifor Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/avalglucosidase_alfa,Nexviadyme,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/avanafil,Spedra,,Menarini Benelux nv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/avatrombopag,Doptelet,(als maleaat),Swedish Orphan Biovitrum (Nederland) B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/avelumab,Bavencio,,Merck bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/avapritinib,Ayvakyt,,Blueprint Medicines bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/axitinib,Axitinib,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azacitidine,Azacitidine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/axicabtagen_ciloleucel,Yescarta,,Kite Pharma EU bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azathioprine,Azathioprine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azelastine__nasaal_,Allergodil Nevel,(hydrochloride),Mylan bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azelastine__oculair_,Allergodil oogdruppels,(hydrochloride),Mylan bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azelainezuur,Azelaïnezuur FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azelastine_fluticason,Azelastine/fluticason,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azitromycine__oculair_,Azyter,(dihydraat),Théa Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azitromycine__oraal_,Azitromycine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/azijnzuur,Zure Oordruppels FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aztreonam,Cayston,(als lysine),Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/baclofen,Baclofen,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/baricitinib,Olumiant,,Eli Lilly Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/barnidipine,Barnidipine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/basiliximab,Simulect,,Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bastaardsmeerwortel,Trimaplant,,Harras Pharma Curarina Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bcg_vaccin__als_vaccin_,BCG-vaccin AJV,,RIVM,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bcg_vaccin__bij_maligne_aandoening_,BCG-medac,,Pharmanovia Benelux BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bazedoxifeen,Conbriza,(als acetaat),Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/beclometason__inhalatie_,Beclometason,(dipropionaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/beclometason__nasaal_,Beclometason nevel Neusspray,(dipropionaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/beclometason_formoterol_glycopyrronium,Trimbow,,Chiesi Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/beclometason__rectaal_,Beclometason Klysma FNA,(dipropionaat),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bedaquiline,Sirturo,(als fumaraat),Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/beclometason_mesalazine,Beclometason-Mesalazine Klysma FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/belatacept,Nulojix,,Bristol-Myers Squibb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/belimumab,Benlysta,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bempedoinezuur,Nilemdo,,Daiichi Sankyo Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bempedoinezuur_ezetimib,Nustendi,,Daiichi Sankyo Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/bendamustine,Bendamustine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benralizumab,Fasenra,,AstraZeneca bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzalkonium,Dettol Med Benzalkoniumchloride,,Reckitt Benckiser Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzathinebenzylpenicilline,Extencin,,Nordic Group BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzbromaron,Desuric,,Kyowa Kirin Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzoylperoxide,Benzac,,Galderma Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzoylperoxide_miconazol,Acnecare,,Louis Widmer Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzoezuur_salicylzuur,Benzoëzuursalicylzuur crème/zalf FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzydamine,Tantum benzydamine,(hydrochloride),Remark Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/b/benzylpenicilline,Natriumbenzylpenicilline,(Na–zout),Diverse fabrikanten,,
