FormulationInput,SNo,MedicineName,Status,CeilingPrice,Unit,MRP_Unit,CapturedAt,Composition,Formulation_Brand,CompanyName_Header,MRP_Unit_Header,MRP_AsOnDate,MRP_Header,Sub_SNo,Sub_BrandName,Sub_PackSize,Sub_MRP,Sub_MRP_Unit,Sub_CompanyName
GEMCITABINE,,BIOGEM 1000 MG INJECTION 25 ML,BIOGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:50,GEMCITABINE INJECTION 1000 MG,BIOGEM,UNITED BIOTECH (P) LTD,5852.37,Dec-2025,5852.37,15,GEMIBINE,25,5872.18,5872.18,INTAS PHARMACEUTICALS LTD
GEMCITABINE,,BIOGEM 1000 MG INJECTION 25 ML,BIOGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:50,GEMCITABINE INJECTION 1000 MG,BIOGEM,UNITED BIOTECH (P) LTD,5852.37,Dec-2025,5852.37,16,CYTOGEM,25,5973.92,5973.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,BIOGEM 1000 MG INJECTION 25 ML,BIOGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:50,GEMCITABINE INJECTION 1000 MG,BIOGEM,UNITED BIOTECH (P) LTD,5852.37,Dec-2025,5852.37,17,CITAFINE,25,5974.34,5974.34,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,1,EMCITABEN,5,991.07,198.21,RPG LIFE SCIENCES LTD.
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,2,GEMBIN,5,1016.16,203.23,ZYDUS - BIOLOGICS
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,3,CYTOGEM,5,1364.62,272.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,4,GEMITA,5,1364.78,272.96,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,5,GEMCHEM,5,581.50,581.50,NEON LABORATORIES LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,6,MYGEM,5,1069.00,1069.00,VIATRIS
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,7,CELZAR,5,1122.00,1122.00,CELON LABS
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,8,CELGEM,5,1298.32,1298.32,ALKEM LABORATORIES LTD.
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,9,INNOGEM,5,1332.00,1332.00,INNOVA LIFESCIENCE
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,10,GEMITRATE,5,1364.00,1364.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,11,GEMCITE,5,1387.50,1387.50,ELI LILLY AND COMPANY (INDIA) PVT. LTD.
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,12,GEMTERO,5,1388.00,1388.00,HETERO HEALTHCARE LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,13,CITAFINE,5,1388.52,1388.52,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,14,GEMTAZ,1,1455.68,1455.68,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,15,TABICAD,1,1455.69,1455.69,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,BIOGEM 200 MG INJECTION 5 ML,BIOGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 200 MG,BIOGEM,UNITED BIOTECH (P) LTD,1423.81,Dec-2025,1423.81,16,GEMPOWER,5,1462.88,1462.88,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,1,EMCITABEN,25,4999.18,199.97,RPG LIFE SCIENCES LTD.
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,2,GEMITA,26,5924.50,227.87,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,3,GEMCITE,25,5970.93,238.84,ELI LILLY AND COMPANY (INDIA) PVT. LTD.
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,4,GEMTERO,25,5973.80,238.95,HETERO HEALTHCARE LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,5,GEMCHEM,25,1803.50,1803.50,NEON LABORATORIES LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,6,MYGEM,25,2375.00,2375.00,VIATRIS
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,7,CELZAR,25,3250.00,3250.00,CELON LABS
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,8,TABICAD,25,3250.00,3250.00,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,9,GEMBIN,25,3736.69,3736.69,ZYDUS - BIOLOGICS
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,10,GEMPOWER,25,5000.00,5000.00,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,11,INNOGEM,25,5168.00,5168.00,INNOVA LIFESCIENCE
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,12,BIOGEM,25,5852.37,5852.37,UNITED BIOTECH (P) LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,13,GEMITRATE,25,5871.00,5871.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,14,GEMTAZ,1,5871.84,5871.84,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,15,GEMIBINE,25,5872.18,5872.18,INTAS PHARMACEUTICALS LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,16,CYTOGEM,25,5973.92,5973.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,CELGEM 1000 MG INJECTION 25 ML,CELGEM 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:51,GEMCITABINE INJECTION 1000 MG,CELGEM,ALKEM LABORATORIES LTD.,5586.17,Dec-2025,5586.17,17,CITAFINE,25,5974.34,5974.34,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,1,EMCITABEN,5,991.07,198.21,RPG LIFE SCIENCES LTD.
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,2,GEMBIN,5,1016.16,203.23,ZYDUS - BIOLOGICS
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,3,CYTOGEM,5,1364.62,272.92,DR. REDDYS LABORATORIES LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,4,GEMITA,5,1364.78,272.96,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,5,GEMCHEM,5,581.50,581.50,NEON LABORATORIES LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,6,MYGEM,5,1069.00,1069.00,VIATRIS
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,7,CELZAR,5,1122.00,1122.00,CELON LABS
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,8,INNOGEM,5,1332.00,1332.00,INNOVA LIFESCIENCE
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,9,GEMITRATE,5,1364.00,1364.00,TORRENT PHARMACEUTICALS LTD.
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,10,GEMCITE,5,1387.50,1387.50,ELI LILLY AND COMPANY (INDIA) PVT. LTD.
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,11,GEMTERO,5,1388.00,1388.00,HETERO HEALTHCARE LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,12,CITAFINE,5,1388.52,1388.52,EMCURE PHARMACEUTICALS LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,13,BIOGEM,5,1423.81,1423.81,UNITED BIOTECH (P) LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,14,GEMTAZ,1,1455.68,1455.68,SUN PHARMA LABORATORIES LTD.
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,15,TABICAD,1,1455.69,1455.69,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,CELGEM 200 MG INJECTION 5 ML,CELGEM 200 MG INJECTION 5 ML,Scheduled,1322.42,INJECTION,2026-01-26T07:27:52,GEMCITABINE INJECTION 200 MG,CELGEM,ALKEM LABORATORIES LTD.,1298.32,Dec-2025,1298.32,16,GEMPOWER,5,1462.88,1462.88,KHANDELWAL LABORATORIES LTD
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,1,EMCITABEN,25,4999.18,199.97,RPG LIFE SCIENCES LTD.
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,2,GEMITA,26,5924.50,227.87,FRESENIUS KABI INDIA PVT LTD
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,3,GEMCITE,25,5970.93,238.84,ELI LILLY AND COMPANY (INDIA) PVT. LTD.
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,4,GEMTERO,25,5973.80,238.95,HETERO HEALTHCARE LTD
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,5,GEMCHEM,25,1803.50,1803.50,NEON LABORATORIES LTD
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,6,MYGEM,25,2375.00,2375.00,VIATRIS
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,7,TABICAD,25,3250.00,3250.00,CADILA PHARMACEUTICALS LTD
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,8,GEMBIN,25,3736.69,3736.69,ZYDUS - BIOLOGICS
GEMCITABINE,,CELZAR 1000 MG INJECTION 25 ML,CELZAR 1000 MG INJECTION 25 ML,Scheduled,5689.87,INJECTION,2026-01-26T07:27:53,GEMCITABINE INJECTION 1000 MG,CELZAR,CELON LABS,3250.00,Dec-2025,3250.00,9,GEMPOWER,25,5000.00,5000.00,KHANDELWAL LABORATORIES LTD
