"#","Registration No / Notification No","Product Name","Holder"
"25","MAL15050008T","TH Golden Sore Throat Lozenge","TEONG HUAT MEDICAL SDN. BHD."
"26","MAL19912610X","STREPSILS SORE THROAT AND BLOCKED NOSE LOZENGE","RB (HEALTH) MALAYSIA SDN BHD"
"27","MAL19912609X","Strepsils Orange with Vitamin C Lozenges","RB (HEALTH) MALAYSIA SDN BHD"
"28","MAL19971765X","Dequa 250 mcg Lozenges","DYNAPHARM (M) SDN. BHD."
"29","MAL19991509XC","MAC DUAL ACTION LOZENGES,BLACKCURRANT FLAVOUR","ZIWELL MEDICAL SDN. BHD."
"30","MAL19991510XC","MAC DUAL ACTION LOZENGES,HONEY &LEMON FLAVOUR","ZIWELL MEDICAL SDN. BHD."
"31","MAL06011903XS","Strepsils Lemon & Herb Sugar Free Lozenges","RB (HEALTH) MALAYSIA SDN BHD"
"32","MAL09082784X","DifflamAB Sore Throat Lozenges (Honey Lemon)","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"33","MAL09042399XR","Strepsils Strawberry Sugar Free Lozenges","RB (HEALTH) MALAYSIA SDN BHD"
"34","MAL08010798X","LicoDeq Throat Lozenge","WINWA MEDICAL SDN. BHD."
"35","MAL09111813XC","Fisherman's Friend Sugar Free Mint Lozenges (New)","GBA CORPORATION SDN. BHD."
"36","MAL09111814XC","Fisherman's Friend Sugar Free Apple & Cinnamon Lozenges (New)","GBA CORPORATION SDN. BHD."
"37","MAL09111815XC","Fisherman""s Friend Sugar Free Original Lozenges (New)","GBA CORPORATION SDN. BHD."
"38","MAL09111817XC","Fisherman's Friend Sugar Free Lemon Lozenges (New)","GBA CORPORATION SDN. BHD."
"39","MAL09111818XC","Fisherman's Friend Sugar Free Mandarin & Ginger Lozenges (New)","GBA CORPORATION SDN. BHD."
"40","MAL20142444XCE","FISHERMAN`S FRIEND SUGAR FREE BLACKCURRANT FLAVOUR LOZENGES 25GM","GBA CORPORATION SDN. BHD."
"41","MAL20142443XCE","FISHERMAN`S FRIEND SUGAR FREE CITRUS LOZENGES 25GM","GBA CORPORATION SDN. BHD."
"42","MAL19940289AZ","HORF LOZENGES","Y.S.P. INDUSTRIES (M) SDN. BHD."
"43","MAL19991375AZ","Strepsils Max Plus Lozenge","RB (HEALTH) MALAYSIA SDN BHD"
"44","MAL20020819AZ","DOMIDIN LOZENGES 0.5MG","Y.S.P. INDUSTRIES (M) SDN. BHD."
"45","MAL07010991AZ","Deqben Lozenge","WINWA MEDICAL SDN. BHD."
"46","MAL10080056AZ","Trachisan Lozenges Lidocaine HCl 8 mg","DELFI MARKETING SDN.BHD."
"47","MAL19921069X","SUNQUADIN LOZENGES 0.25MG","SUNWARD PHARMACEUTICAL SDN. BHD."
"48","MAL19911425X","AXCEL DEXXON LOZENGES","KOTRA PHARMA (M) SDN. BHD."
"49","MAL17030006T","wincof lozenge","WINWA MEDICAL SDN. BHD."
"50","MAL17127006T","Zecuf Herbal Cough Lozenge - Herbal","Synergy Meditech (M) Sdn Bhd"
"51","MAL17127007T","ZECUF HERBAL COUGH LOZENGES - ORANGE","Synergy Meditech (M) Sdn Bhd"
"52","MAL17117002T","ZECUF� HERBAL COUGH LOZENGES - LEMON","Synergy Meditech (M) Sdn Bhd"
"53","MAL20172944AEZ","Cifflam Lozenges","HOVID BERHAD"
"54","MAL18016095T","ZECUF HERBAL COUGH LOZENGES (RASPBERRY)","Synergy Meditech (M) Sdn Bhd"
"55","MAL18016087T","ZECUF HERBAL COUGH LOZENGES (STRAWBERRY FLAVOUR)","Synergy Meditech (M) Sdn Bhd"
"56","MAL18056092X","THROATSIL WITH VITAMIN C LOZENGES (ORANGE FLAVOUR)","HNB ALLIANCE SDN. BHD."
"57","MAL18056091X","THROATSIL LOZENGES (WILD BERRIES FLAVOUR)","HNB ALLIANCE SDN. BHD."
"58","MAL18056090X","THROATSIL LOZENGES (PRUNE FLAVOUR)","HNB ALLIANCE SDN. BHD."
"59","MAL18056089X","THROATSIL LOZENGES (MENTHOL FLAVOUR)","HNB ALLIANCE SDN. BHD."
"60","MAL18046131XC","Avosil Lozenge 2mg","Nano Medic Care Sdn. Bhd."
"61","MAL18126065T","mehta's VOICIL COUGH LOZENGES (ORANGE FLAVOUR)","Synercam (M) Sdn Bhd"
"62","MAL18116046XCE","Fisherman's Friend Sugar Free Raspberry Lozenges","GBA CORPORATION SDN. BHD."
"63","MAL18126012X","DifflamAB Sore Throat Lozenges (Lemon)","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"64","MAL18126011X","DifflamAB Sore Throat Lozenges (Blackcurrant)","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"65","MAL18126010X","DifflamAB Sore Throat Lozenges (Orange)","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"66","MAL20086099T","Linkus Nova Lozenges Honey Lemon Flavor","Herbion Sdn. Bhd."
"67","MAL19056021X","VICKS VapoDrops Orange Menthol Lozenges 7mg","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"68","MAL19056020X","VICKS VapoDrops Honey Lemon Menthol Lozenges 7mg","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"69","MAL19056019X","VICKS VapoDrops Berry Menthol Lozenges 7mg","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"70","MAL20086101T","Linkus Nova Lozenges Orange Flavor","Herbion Sdn. Bhd."
"71","MAL19106089TC","THROZZ THROAT LOZENGES (BLACKCURRANT FLAVOUR)","MEDICINSPIRE GLOBAL SDN BHD"
"72","MAL20066119T","Golden Throat Lozenge","PHARM NUTRICIA SDN. BHD."
"73","MAL20016167N","ZINKACIL Lozenges (Black Currant Flavour)","V Care Pharmaceuticals PLT"
"74","MAL20046049T","ZECUF HERBAL COUGH LOZENGES (HERBAL FLAVOUR) (No Added Sugar)","Synergy Meditech (M) Sdn Bhd"
"75","MAL20016197N","ZINKACIL Lozenges (Mint flavor)","V Care Pharmaceuticals PLT"
"76","MAL20016196N","ZINKACIL Lozenges (Orange flavor)","V Care Pharmaceuticals PLT"
"77","MAL20016195N","ZINKACIL Lozenges (Honey Flavour)","V Care Pharmaceuticals PLT"
"78","MAL20056034TC","TRAZESIL Herbal Cough Lozenges Orange Flavor","PHARMAVENTURES CORPORATION SDN. BHD."
"79","MAL20066109TC","TRAZESIL Herbal Cough Lozenges Mint Flavor","PHARMAVENTURES CORPORATION SDN. BHD."
"80","MAL20066010XC","DEQUADIN LOZENGES 0.25MG","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"81","MAL20076056X","Difflam HEXTRA Sore Throat Lozenges  2.4mg","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"82","MAL20026077XC","Lyso-B Lozenges","Advance Pharma Sdn Bhd"
"83","MAL20066096TC","TRAZESIL Herbal Cough Lozenges Blackcurrant Flavor","PHARMAVENTURES CORPORATION SDN. BHD."
"84","MAL20076112TC","MELSILOGEN COUGH LOZENGES (Honey Lemon)","Synercam (M) Sdn Bhd"
"85","MAL20056043TC","MELSILOGEN COUGH LOZENGES (Lemon)","Synercam (M) Sdn Bhd"
"86","MAL20076182TC","MELSILOGEN COUGH LOZENGES (Mint)","Synercam (M) Sdn Bhd"
"87","MAL20076097TC","MELSILOGEN COUGH LOZENGES (Orange)","Synercam (M) Sdn Bhd"
"88","MAL20076183TC","MELSILOGEN COUGH LOZENGES (Raspberry)","Synercam (M) Sdn Bhd"
"89","MAL20086120T","BIO LOZEN LOZENGES - PEPPERMINT FLAVOUR","Top Biopharma Sdn Bhd"
"90","MAL20096071T","BIO LOZEN LOZENGES - HONEY LEMON FLAVOUR","Top Biopharma Sdn Bhd"
"91","MAL21036019AZ","Benz-C Double Action Lozenge","WINWA MEDICAL SDN. BHD."
"92","MAL21036114T","Linkus Nova Lozenges Cherry Flavor","Herbion Sdn. Bhd."
"93","MAL21016098T","Linkus Nova Lozenges Strawberry Flavor","Herbion Sdn. Bhd."
"94","MAL21016077T","mehta's VOICIL COUGH LOZENGES (MINT FLAVOUR)","Synercam (M) Sdn Bhd"
"95","MAL20126093T","mehta's VOICIL COUGH LOZENGES (RASPBERRY FLAVOUR)","Synercam (M) Sdn Bhd"
"96","MAL21096011X","Homecare Noflux Lozenges","Y.S.P. INDUSTRIES (M) SDN. BHD."
"97","MAL21116099T","Toku Tsuru Echio Herbal Lozenges (Ginger Mint Flavor)","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"98","MAL21126036NCR","BIOGAIA PRODENTIS LOZENGES","Pharma Ace Sdn. Bhd."
"99","MAL22056069T","THROSIL LOZENGES MENTHOL FLAVOUR","Top Biopharma Sdn Bhd"
"100","MAL22076136T","VITAHERB MELLOTHYME Lozenge","WINWA MEDICAL SDN. BHD."
"101","MAL22036069T","VITAHERB MELLOVY Lozenge","WINWA MEDICAL SDN. BHD."
"102","MAL22126186TC","Trazesil  Lozenges SF Blackcurrant Flavor","PHARMAVENTURES CORPORATION SDN. BHD."
"103","MAL24106014ACZ","Difflam® Anti-Inflammatory 3mg Lozenges (Lemon)","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"104","MAL23096100T","Neuropassit Lozenges","BioCare Pharmaceutical (M) Sdn. Bhd."
"105","MAL23096095TC","Curesil Herbal Lozenges (Honey & Lemon Flavour)","ARMS PHARMA SDN. BHD."
"106","MAL25026004AZ","SKIIP Nicotine Mini Lozenge 4mg (Mint Flavour)","Wellesta Healthcare Sdn. Bhd."
"107","MAL25026001AZ","SKIIP Nicotine Mini Lozenge 2mg (Mint Flavour)","Wellesta Healthcare Sdn. Bhd."
"108","MAL25026005AZ","SKIIP Nicotine Mini Lozenge 4mg (Cherry Flavour)","Wellesta Healthcare Sdn. Bhd."
"109","MAL25026002AZ","SKIIP Nicotine Mini Lozenge 2mg (Cherry Flavour)","Wellesta Healthcare Sdn. Bhd."
"110","MAL25026006AZ","SKIIP Nicotine Mini Lozenge 4mg (Cinnamon Flavour)","Wellesta Healthcare Sdn. Bhd."
"111","MAL25026003AZ","SKIIP Nicotine Mini Lozenge 2mg (Cinnamon Flavour)","Wellesta Healthcare Sdn. Bhd."
"112","MAL24016036XC","Lyoxine Lozenges","AV PHARMA ENTERPRISE"
"113","MAL24076027X","Mybacin Mint Lozenges","ELDON HEALTHCARE SDN. BHD."
"114","MAL24096147TC","Hurix's Phlegm Cough & Heat Lozenge","JIN BIN CORPORATION SDN. BHD."
"115","MAL25036197NZ","VICEE Vitamin C 500 mg Lozenges Orange Flavour","THE ZYFAS PHARMA SDN. BHD."
"116","MAL25036020XC","Vocasept® Throat Lozenges Honey Lemon","MEDISPEC (M) SDN. BHD."
"117","MAL25036021XC","Vocasept® throat Lozenges Menthol Eucalyptus","MEDISPEC (M) SDN. BHD."
"118","MAL25036126TC","Hurix's Cough & Sore Throat Lozenge","JIN BIN CORPORATION SDN. BHD."
"119","MAL25016074TC","Hurix's Cough Lozenge (Grape)","JIN BIN CORPORATION SDN. BHD."
"120","MAL24126086TC","Hurix's Cough Lozenge (Original)","JIN BIN CORPORATION SDN. BHD."
"121","MAL24116094N","UNISON BIOTIX K12 LOZENGE","UNISON NUTRACEUTICALS SDN. BHD."
"122","MAL25086135TC","THROZZ  Throat Lozenges (Orange Flavour)","MEDICINSPIRE GLOBAL SDN BHD"
"123","MAL25076099TC","Hurix's Cold Lozenge (Grape)","JIN BIN CORPORATION SDN. BHD."
"124","MAL25076144TC","Hurix's Cold & Sore Throat Lozenge","JIN BIN CORPORATION SDN. BHD."
"125","MAL25076097TC","Hurix's Cold Lozenge (Original)","JIN BIN CORPORATION SDN. BHD."
"126","MAL25096139T","ZECUF Center Filled Lozenges (Orange Flavour) (No Added Sugar)","Synergy Meditech (M) Sdn Bhd"
