"#","Registration No / Notification No","Product Name","Holder"
"42","MAL19961267ACRZ","DERMOVATE OINTMENT 0.05%","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"43","MAL19970639ASZ","TERRAMYCIN OPHTHALMIC OINTMENT","PFIZER (MALAYSIA) SDN. BHD."
"44","MAL19992561AZ","ELOMET OINTMENT 0.1%","ORGANON MALAYSIA SDN. BHD."
"45","MAL20040816AZ","DAIVOBET OINTMENT","DKSH MALAYSIA SDN. BHD."
"46","MAL20051358ARZ","PROTOPIC OINTMENT 0.1%","DKSH MALAYSIA SDN. BHD."
"47","MAL20051359ARZ","PROTOPIC OINTMENT 0.03%","DKSH MALAYSIA SDN. BHD."
"48","MAL19870596AZ","BEPROSONE OINTMENT 0.064% W/W","HOE PHARMACEUTICALS SDN. BHD."
"49","MAL19871164AZ","BEPROSALIC  OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"50","MAL19870472AZ","H-CORT OINTMENT 1% W/W","HOE PHARMACEUTICALS SDN. BHD."
"51","MAL19871024AZ","CHLORTRALIM OPHTHALMIC OINTMENT 1%","ATLANTIC LABORATORIES (M) SDN. BHD."
"52","MAL19921279AZ","PHARMANIAGA DERMASOLE OINTMENT 0.1% W/W","PHARMANIAGA MANUFACTURING BERHAD"
"53","MAL19921141AZ","POLYBAMYCIN OINTMENT","THE ZYFAS MEDICAL CO.,"
"54","MAL19930241AZ","CLODERM OINTMENT 0.05% W/W","HOE PHARMACEUTICALS SDN. BHD."
"55","MAL19961020AZ","UNIVATE OINTMENT 0.05% W/W","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"56","MAL19984845AZ","PHARMANIAGA DERMAPRO OINTMENT 0.05% W/W","PHARMANIAGA MANUFACTURING BERHAD"
"57","MAL19973684AZ","PHARMANIAGA GERMACID OINTMENT","PHARMANIAGA MANUFACTURING BERHAD"
"58","MAL19987988AZ","PHARMANIAGA DERMAL SA OINTMENT","PHARMANIAGA MANUFACTURING BERHAD"
"59","MAL19987364AZ","FOBANCORT OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"60","MAL19987363AZ","FOBAN OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"61","MAL19985522ACZ","GENTAMICIN-POS EYE OINTMENT","PHARMAFORTE (MALAYSIA) SDN. BHD."
"62","MAL19970903AZ","BEPROGENT  OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"63","MAL20012738AZ","DUZEN OINTMENT","PRIME PHARMACEUTICAL SDN. BHD."
"64","MAL19992589AZ","CHLOROP EYE OINTMENT 1 %","SM PHARMACEUTICALS SDN. BHD."
"65","MAL19993072AZ","POLYTET EYE OINTMENT","SM PHARMACEUTICALS SDN. BHD."
"66","MAL20014215AZ","U-CLOSONE OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"67","MAL20021410AZ","AXCEL FUSIDIC ACID OINTMENT","KOTRA PHARMA (M) SDN. BHD."
"68","MAL20014529AZ","BENOSONE OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"69","MAL20040244AZ","FOBAN HYDRO OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"70","MAL20061516AZ","MUPRIN OINTMENT","HOE PHARMACEUTICALS SDN. BHD."
"71","MAL05092207AZ","Salosone Ointment","PRIME PHARMACEUTICAL SDN. BHD."
"72","MAL05121148AZ","Muposten Ointment 2%w/w","STERILINE SDN. BHD."
"73","MAL07010899AZ","Momate Ointment  0.1%w/w","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"74","MAL07050005AZ","Fucid Ointment 2%w/w","PAHANG PHARMACY SDN. BHD."
"75","MAL06030822AZ","Metasone Ointment 0.1%w/w","STERILINE SDN. BHD."
"76","MAL07050013AZ","Doproct Rectal Ointment","IMEKS PHARMA SDN. BHD."
"77","MAL06071074AZ","Disuf Ointment  2% w/w","HOVID BERHAD"
"78","MAL07010965AZ","Bacitracin-N Ointment","Y.S.P. INDUSTRIES (M) SDN. BHD."
"79","MAL09072750AZ","QUACE ECZEMA OINTMENT","ZULAT PHARMACY SDN. BHD."
"80","MAL20112105AZ","EPIKLIN SKIN OINTMENT","ZULAT PHARMACY SDN. BHD."
"81","MAL09062111AZ","Bitvio  Ointment 0.1%","ZULAT PHARMACY SDN. BHD."
"82","MAL09072753AZ","Kloraxin Eye Ointment 1% w/w","UNIMED SDN. BHD."
"83","MAL08010699AZ","MUROZIN OINTMENT 2% W/W","Abio Marketing Sdn Bhd"
"84","MAL07090938AZ","Elosone Ointment  0.1%w/w","HOE PHARMACEUTICALS SDN. BHD."
"85","MAL07124643AZ","Axcel Clobetasol 0.05% Ointment","KOTRA PHARMA (M) SDN. BHD."
"86","MAL08031391AZ","Tricoderm Ointment","WINWA MEDICAL SDN. BHD."
"87","MAL09051555AZ","Mupicin ointment 2%w/w","PRIME PHARMACEUTICAL SDN. BHD."
"88","MAL08061611AZ","Fusigen Ointment (Sodium Fusidate  BP 2 % w/w)","KOMEDIC SDN BHD"
"89","MAL11080006AZ","VIZOMET OINTMENT 0.1% W/W","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"90","MAL20122248AEZ","ELOLO OINTMENT 0.1% w/w","HOE PHARMACEUTICALS SDN. BHD."
"91","MAL19910202XCZ","BETADINE ANTISEPTIC OINTMENT","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"92","MAL19911136X","WHITFIELD`S OINTMENT","HOVID BERHAD"
"93","MAL19940189XC","WHITFIELD`S OINTMENT","TERAPUTICS SDN BHD"
"94","MAL19912829X","MIFUKO OINTMENT","WINWA MEDICAL SDN. BHD."
"95","MAL19912830X","MIFULIN OINTMENT","WINWA MEDICAL SDN. BHD."
"96","MAL19912798X","WINWAKO MEDICATED NUTMEG OINTMENT","WINWA MEDICAL SDN. BHD."
"97","MAL19912378XR","EGODERM OINTMENT","EGO PHARM MALAYSIA SDN. BHD."
"98","MAL19920935XC","HURIX'S SKIN OINTMENT","JIN BIN CORPORATION SDN. BHD."
"99","MAL08111774X","Cera-Scalp Ointment","HOE PHARMACEUTICALS SDN. BHD."
"100","MAL08021517X","Ridsil Ointment","WINWA MEDICAL SDN. BHD."
"101","MAL08021518X","Dermasolve Ointment","WINWA MEDICAL SDN. BHD."
"102","MAL11060030X","ANUCARE OINTMENT","Y.S.P. INDUSTRIES (M) SDN. BHD."
"103","MAL12070025HA","ORIDERMYL EAR OINTMENT","Gladron Chemicals Sdn Bhd"
"104","MAL20013174X","DERMASAFE DEEP RUB OINTMENT","INSPIRAPHARMA SDN. BHD."
"105","MAL06081211AZ","Supirocin Ointment","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"106","MAL20061550AZ","BACTRICIN OINTMENT 2%W/W","SM PHARMACEUTICALS SDN. BHD."
"107","MAL19950952X","MANSOYKO OINTMENT","WEN JIANG MEDICAL INDUSTRIES SDN. BHD."
"108","MAL19988507X","MENTHOLATUM OINTMENT","ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD."
"109","MAL18016038AZ","CLOBESOL OINTMENT 0.05%w/w","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"110","MAL19076025AZ","Betaprosalic Ointment","Noripharma Sdn. Bhd."
"111","MAL18046134X","NW METHYL SALICYLATE 25%W/W OINTMENT","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"112","MAL18046130X","NW METHYL SALICYLATE 50%W/W OINTMENT","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"113","MAL18046004XZ","NW Zinc Oxide 20%w/w Ointment","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"114","MAL18076064TC","Hurix's Gamat Plus Ointment","JIN BIN CORPORATION SDN. BHD."
"115","MAL19096024AZ","BACTOPIC (MUPIROCIN OINTMENT 2%)","SYNERRV SDN BHD"
"116","MAL19126066TC","Hurix's Gamamas Cold Ointment For Kids","JIN BIN CORPORATION SDN. BHD."
"117","MAL19126031XZ","Viodin 5%w/w Ointment","MEDISPEC (M) SDN. BHD."
"118","MAL19056159T","SHENLU Propolis Compound Ointment","Shenlu Biotech Sdn Bhd"
"119","MAL20046145X","IKOP ISALIC OINTMENT","IKOP SDN BHD"
"120","MAL20046146X","IKOP IKOOL OINTMENT","IKOP SDN BHD"
"121","MAL20046147XC","PANOMOR OINTMENT","HL PHARMACEUTICALS SDN. BHD."
"122","MAL20076047AZ","PIROBACT (Mupirocin Ointment USP 2% w/w)","Synergy Meditech (M) Sdn Bhd"
"123","MAL20046144XR","Calmoseptine Ointment","ZUELLIG PHARMA SDN. BHD."
"124","MAL20046142XS","TIGER BALM WHITE OINTMENT","TIGER BALM (M) SDN. BHD."
"125","MAL20046143XS","TIGER BALM PLUS OINTMENT","TIGER BALM (M) SDN. BHD."
"126","MAL20106089TC","MEBO WOUND OINTMENT","Mebo Healthcare Sdn Bhd"
"127","MAL20106106T","VIRGO NEOCARE Ointment","UNITED HERBAL SDN BHD"
"128","MAL21016075TC","Hurix's Skin Problem Ointment","JIN BIN CORPORATION SDN. BHD."
"129","MAL22046016AZ","CALCIBET Ointment (Calcipotriol 50mcg/g and Betamethasone 0.5mg/g)","HEALOL PHARMACEUTICALS SDN. BHD."
"130","MAL22036013AZ","Tacroz Ointment 0.1% w/w","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"131","MAL22046128T","""S.A""  Shuenn An Muscle Sprain Ointment","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"132","MAL23036019AZ","MUODERM (Mupirocin 2%w/w Ointment)","HEALOL PHARMACEUTICALS SDN. BHD."
"133","MAL23056034AZ","XERALIX OINTMENT","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"134","MAL22066101T","San-Tronic Muscle Sprain Ointment","San-tronic Medical Devices Sdn Bhd"
"135","MAL22096147T","ROJAM LEMON GRASS 0.25g/1g OINTMENT","PENAWAR INDUSTRIES SDN. BHD."
"136","MAL22086033XZ","UNIDINE Povidone Iodine 5% w/w Ointment","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"137","MAL23016120TC","Hurix's Gamamas Skinwell Ointment","JIN BIN CORPORATION SDN. BHD."
"138","MAL24036010AZ","Staquis Topical Ointment 2%","PFIZER (MALAYSIA) SDN. BHD."
"139","MAL24056087AZ","DERMOCIN (Mupirocin Ointment BP 2.0% W/W)","HEALOL PHARMACEUTICALS SDN. BHD."
"140","MAL23056115T","WHP Piles Ointment","WHITE HERON PHARMACEUTICAL SDN. BHD."
"141","MAL24046072T","DXN Zhimeca Ointment","DXN PHARMACEUTICAL SDN. BHD."
"142","MAL24086036XZ","EmulsiDerm Emulsifying Ointment BP","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"143","MAL25106015AZ","BACOREN Mupirocin Ointment BP 2.0 % w/w","Synercam (M) Sdn Bhd"
"144","MAL25076032XZ","Jardin Salic 2 Salicylic Acid 2% w/w Ointment","JARDIN MANUFACTURING SDN. BHD."
"145","MAL25076033XZ","Jardin Salic 5 Salicylic Acid 5% w/w Ointment","JARDIN MANUFACTURING SDN. BHD."
"146","MAL25076034XZ","Jardin Salic 20 Salicylic Acid 20% w/w Ointment","JARDIN MANUFACTURING SDN. BHD."
"147","MAL25086033XC","Durio MediRub Medicated Vaporising Ointment","DURIO PPE SDN. BHD."
"148","MAL25126035X","Vicks  VapoRub Easy Applicator Ointment","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"149","MAL25126034XC","Vicks Vaporub Extra Strong Vaporizing Ointment","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"150","MAL25096043XZ","Jardin Salic 10 Salicylic Acid 10% w/w Ointment","JARDIN MANUFACTURING SDN. BHD."
