PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,glucose meter,2025-02-28,46456.00,IMPORTED,,,kit x 1 (VL)
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE KIT,glucose meter,2025-02-28,63949.00,IMPORTED,,,glucose meter x 1 (VL)
,ARGENTINA,Provefarma,ACEITE DE OREGANO,oregano oil+assoc,2025-10-14,19500.00,,,,env.x 30 ml (VL)
,ARGENTINA,Provefarma,ACEITE DE PESCADO OMEGANAT,fish oil,2025-12-01,39000.00,,,,soft capsules x 60 (VL)
,ARGENTINA,Siegfried,ACEMUK DIA Y NOCHE,acetylcysteine+paracet.+asoc.,2025-12-12,14091.28,PAMI-only,,7045.64,comp.eferv.x 16
,ARGENTINA,Fortbenton,ACNESAN DRY STICK,salicylic acid + assoc.,2025-12-19,16384.00,,,,drying bar x 2 g (VL)
,ARGENTINA,Lagos,ACNETROL,vegetable extracts,2025-09-19,35593.00,,,,gel x 60 g (VL)
,ARGENTINA,Lagos,ACNETROL,vegetable extracts,2025-09-19,35593.00,,,,loc.x 130 ml (VL)
,ARGENTINA,Laboratorio Millet,ALERMUC,loratadine,2025-02-14,12182.51,IOMA,2418.71,9763.80,10 mg comp.x 30 (VL)
,ARGENTINA,Nestle Health Science,ALFARE,infant partial hydrolysis form,2026-01-01,276212.89,IOMA,35035.91,241176.98,can x 400 g
,ARGENTINA,Novo Nordisk,ALHEMO,concizumab,2026-01-08,38950000.00,IMPORTED,,,150mg/1.5ml lap.prell.x1
,ARGENTINA,Novo Nordisk,ALHEMO,concizumab,2026-01-08,15580000.00,IMPORTED,,,60mg/1.5ml lap.prell.x1
,ARGENTINA,Haleon Argentina,ALIKAL,"acetylsalicylic acid, ac.+caffeine",2025-10-24,9900.00,,,,sob. x 12 (VL)
,ARGENTINA,Fortbenton,ALOEBEL LIP BALM,aloe vera+assoc.,2025-12-19,7168.00,IMPORTED,,,lip balm hum.x 3.5 g (VL)
,ARGENTINA,Elea,ADERMICINA CUIDADO FACIAL,Cosmetic Product,2025-11-26,19500.00,,,,serum day x50ml 25% off (VL)
,ARGENTINA,Elea,ADERMICINA CUIDADO FACIAL,Cosmetic Product,2025-11-26,19500.00,,,,night serum x50ml 25% off (VL)
,ARGENTINA,Laboratorio Millet,ADEROGYL,vit.a+vit.d+assoc.,2026-01-07,14190.51,,,,a.x 1
,ARGENTINA,Biosidus S.A.U.,AGALZYME,agalsidase beta,2025-10-25,10200000.00,,,,35 mg active ingredient x 1
,ARGENTINA,Biosidus S.A.U.,AGALZYME,agalsidase beta,2025-10-25,1457142.86,,,,5 mg f.a. x 1
,ARGENTINA,Fresenius Kabi,AMICUS KIT-AFERESIS MNC-DOBLE AGUJA,medical product,2025-12-02,1631262.24,IMPORTED,,,kit x 1 (VL)
,ARGENTINA,Fresenius Kabi,AMICUS KIT-PLASMAFERESIS THE,medical product,2025-12-02,1631262.24,IMPORTED,,,kit x 1 (VL)
,ARGENTINA,Fresenius Kabi,AMICUS KIT-PLAQUETOFERESIS FC SN W/PAS LUER,medical product,2025-12-02,1522511.58,IMPORTED,,,kit x 1 (VL)
,ARGENTINA,Framingham Pharma,AMPK CREATINA HCL ORIGINAL,creatine,2026-01-05,49750.00,,,,caps.x 60 (VL)
,ARGENTINA,Laboratorios Bernabo,ANIMEX-ON,fluoxetine,2025-12-22,26188.51,IOMA,16174.69,10013.82,20 mg tablets x 30
,ARGENTINA,Laboratorio Merlino,ANTIMICOTICO LAURIA UNAS,bifonazole,2026-01-07,17990.00,,,,knob x 20 g (VL)
,ARGENTINA,Fresenius Kabi,APHERESIS KIT SN 2 PLT X6R8882,medical product,2025-12-02,1214436.82,,,,box x 8 (VL)
,ARGENTINA,Gador,APRIL 28,levonorgestrel+ethinyl estradiol,2025-12-29,7422.61,PAMI-only,,2595.31,comp.x 28
,ARGENTINA,Convatec,AQUACEL AG FOAM NO ADHESIVO 10X10 CM,accessory,2025-10-07,497246.78,IMPORTED,,,Box x 10 code 420642 (VL)
,ARGENTINA,Convatec,AQUACEL AG SURGICAL 9X10 APOSITO ESTERIL,accessory,2025-10-09,1380531.30,IMPORTED,,,Box x 10 code 412009 (VL)
,ARGENTINA,Convatec,AQUACEL AG SURGICAL 9X15 APOSITO ESTERIL,accessory,2025-10-09,1518560.63,IMPORTED,,,Box x 10 code 412010 (VL)
,ARGENTINA,Convatec,AQUACEL AG SURGICAL 9X25 APOSITO ESTERIL,accessory,2025-10-09,1533914.85,IMPORTED,,,Box x 10 code 412011 (VL)
,ARGENTINA,Convatec,AQUACEL AG SURGICAL 9X5 APOSITO ESTERIL,accessory,2025-10-09,1856075.85,IMPORTED,,,Box x 10 code 412012 (VL)
,ARGENTINA,Convatec,AQUACEL AG+EXTRA 10X10 ANTIBIOFILM,accessory,2025-10-07,647055.61,IMPORTED,,,Box x 10 code 413567 (VL)
,ARGENTINA,Convatec,AQUACEL AG+EXTRA 15X15 ANTIBIOFILM,accessory,2025-10-07,703509.17,IMPORTED,,,Box x 5 code 413568 (VL)
,ARGENTINA,Convatec,AQUACEL AG+EXTRA 20X30 ANTIBIOFILM,accessory,2025-10-07,1869180.50,IMPORTED,,,Box x 5 code 413569 (VL)
,ARGENTINA,Convatec,AQUACEL AG+EXTRA MECHA 2X45 CM ANTIBIOFILM,accessory,2025-10-07,199882.65,IMPORTED,,,Box x 5 code 413571 (VL)
,ARGENTINA,Convatec,AQUACEL EXTRA 10X10 CM DOBLE HIDROFIBRA,accessory,2025-10-09,530851.50,IMPORTED,,,Box x 10 code 420672 (VL)
,ARGENTINA,Convatec,AQUACEL EXTRA 15X15 CM DOBLE HIDROFIBRA,accessory,2025-10-09,309544.35,IMPORTED,,,Box x 5 code 420673 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM ADHESIVO 10X10 CM,accessory,2025-10-07,413175.45,IMPORTED,,,Box x 10 code 420680 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM ADHESIVO 12.5X12.5 CM ESPUMA,accessory,2025-10-07,523471.95,IMPORTED,,,Box x 10 code 420619 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM NO ADHESIVO 10X10 CM,accessory,2025-10-07,342483.78,IMPORTED,,,Box x 10 code 420633 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM NO ADHESIVO 15X15 CM,accessory,2025-10-07,273987.02,IMPORTED,,,Box x 5 code 420635 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM PRO 10X10 CM 5 CAPAS,accessory,2025-10-07,144766.14,IMPORTED,,,Box x 10 code 422357 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM PRO TALON MULTI 19.8X14 CM,accessory,2025-10-07,904709.03,IMPORTED,,,Box x 10 code 422356 (VL)
,ARGENTINA,Convatec,AQUACEL FOAM PRO SACRAL 20X16.9 CM 5 CAPAS,accessory,2025-10-07,268837.80,IMPORTED,,,Box x 5 code 421579 (VL)
,ARGENTINA,Jayor,ARIA GLUCOMETRO KIT,glucose meter,2026-01-06,65080.70,IMPORTED,,,glucose kit x 1 (VL)
,ARGENTINA,Elea,ARMONIL SEDANTE,valerian+assoc.,2026-01-06,11067.59,,,,comp.x 20 (VL)
,ARGENTINA,Elea,ARMONIL SEDANTE,valerian+assoc.,2026-01-06,19178.95,,,,comp.x 40 (VL)
,ARGENTINA,Formulab,ARTROSTOP DEFENSE SIN AZUCAR,vit.a+vit.d+assoc.,2025-10-31,1700.00,,,,pouch x 1 x 3 g (VL)
,ARGENTINA,Formulab,ARTROSTOP DEFENSE SIN AZUCAR,vit.a+vit.d+assoc.,2025-10-31,17000.00,,,,pouch x 10 x 3 g (VL)
,ARGENTINA,Laboratorio ENA,ARANDANOS NATULIV,"blueberry, ext.",2025-08-01,15000.00,,,,caps.x 60 (VL)
,ARGENTINA,Laboratorio Merlino,ASEPLUS SOLUCION SANITIZANTE,ethyl alcohol+assoc.,2025-07-28,10500.00,,,,aer. x 240 ml (VL)
,ARGENTINA,Laboratorio Merlino,ASEPLUS SOLUCION SANITIZANTE,ethyl alcohol+assoc.,2026-01-07,5950.00,,,,spray x 200 ml (VL)
,ARGENTINA,Laboratorio Merlino,ASEPLUS SOLUCION SANITIZANTE,ethyl alcohol+assoc.,2026-01-07,4090.00,,,,spray x 60 ml (VL)
,ARGENTINA,Genomma Lab.,ASEPXIA CARBON,"salicylic,ac.+glycolic,ac.",2026-01-08,11290.00,IMPORTED,,,exfoliating gel x 120 g (VL)
,ARGENTINA,Genomma Lab.,ASEPXIA CARBON,"salicylic,ac.+glycolic,ac.",2026-01-08,9890.00,IMPORTED,,,liquid soap x 200 ml (VL)
,ARGENTINA,Genomma Lab.,ASEPXIA CARBON,"salicylic,ac.+glycolic,ac.",2026-01-08,12650.00,IMPORTED,,,peel off mask x 30 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO ACEITE CBD,cannabidiol+assoc.,2026-01-07,23672.34,,,,env.x 120 ml (VL)
,ARGENTINA,Laboratorio Millet,ATOMO ACEITE VERDE,"camphor+methyl,salicylate+asoc.",2026-01-07,16013.90,,,,env.x 120 ml (VL)
,ARGENTINA,Laboratorio Millet,ATOMO ARNICA GEL,arnica montana+assoc.,2026-01-07,9695.64,,,,gel x 30 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO ARNICA POTE,arnica montana+assoc.,2026-01-07,11741.27,,,,pot x 80 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO ARNICA ROLL-ON,arnica montana+assoc.,2026-01-07,14251.80,,,,roll-on x 90 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO CANNABIDIOL CBD,cannabidiol+assoc.,2025-12-03,17304.30,,,,cr.x 110 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO CLASICO MONODOSIS,"amyl,salicylate+assoc.",2024-05-20,2575.98,,,,env. x 1 x 10 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO CLASICO MONODOSIS,"amyl,salicylate+assoc.",2024-05-20,38639.76,,,,Expend. env. x 15 x 10 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO DESINFLAMANTE AEROSOL,"amyl,salicylate+assoc.",2024-05-20,30693.85,,,,aer.x 165 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO DESINFLAMANTE GELDIC FORTE,diclofenac diethylamine,2026-01-07,16993.14,,,,gel x 50 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO DESINFLAMANTE FRIO,pentane+butane,2025-11-19,29800.00,,,,aer. x 140 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO DESINFLAMANTE GELDIC V.L.SIN OLOR,diclofenac diethylamine,2026-01-07,17605.19,,,,gel x 100 g (VL)
,ARGENTINA,Laboratorio Millet,ATOMO DESINFLAMANTE GELDIC V.L.SIN OLOR,diclofenac diethylamine,2026-01-07,11140.98,,,,gel x 30 g (VL)
,ARGENTINA,Elea,AUDAX NOVO,unsaponifiables,2025-10-15,32790.00,IOMA,12632.20,20157.80,300 mg caps. x 30
,ARGENTINA,Elea,AUDAX NOVO,unsaponifiables,2025-10-15,59022.00,,,,300 mg caps.x 60
,ARGENTINA,Convatec,AVELLE APOSITO DE HIDROFIBRA 12X41 CM,accessory,2025-10-09,2143402.20,IMPORTED,,,Box x 5 code 422155 (VL)
,ARGENTINA,Convatec,AVELLE APOSITO DE HIDROFIBRA 16X16 CM,accessory,2025-10-09,1880198.25,IMPORTED,,,Box x 5 code 421552 (VL)
,ARGENTINA,Convatec,AVELLE BOMBA PRESION NEGATIVA PORTATIL,accessory,2025-10-07,2068218.08,IMPORTED,,,1 unit code 422285 (VL)
,ARGENTINA,Bago,BAGO+ACTIVAMENTE,vit.b1 b6 b12+dha+phosphatidylserine+fol.ac.,2025-06-18,9354.56,,,,comp. x 15 (VL)
,ARGENTINA,Bago,BAGO+ACTIVAMENTE,vit.b1 b6 b12+dha+phosphatidylserine+fol.ac.,2025-12-27,20928.69,,,,comp. x 30 (VL)
,ARGENTINA,Bago,BAGO+DESCANSO,vit.b1+vit.b6+magn.+triptof.+tean.,2025-12-27,12128.25,,,,comp. x 20 (VL)
,ARGENTINA,Bago,BAGO+ENERGIA,vit.b1 b6 b12+caffeine+ginseng+guarana,2025-11-19,8487.68,,,,comp. x 15 (VL)
,ARGENTINA,Bago,BAGO+ENERGIA,vit.b1 b6 b12+caffeine+ginseng+guarana,2025-12-27,17118.30,,,,comp. x 30 (VL)
,ARGENTINA,Convatec,BARRERA LITTLE ONES PEDIATRICA RECORT 32 MM,accessory,2025-10-03,79350.00,IMPORTED,,,Box x 5 code 401925 (VL)
,ARGENTINA,Convatec,BARRERA MOLDEABLE PL NATURA 13-22 MM ARO 45,accessory,2025-10-03,180918.00,IMPORTED,,,Box x 10 code 411803 (VL)
,ARGENTINA,Convatec,BARRERA MOLDEABLE PL NATURA 22-33 MM ARO 45,accessory,2025-10-03,180918.00,IMPORTED,,,Box x 10 code 411801 (VL)
,ARGENTINA,Convatec,BARRERA MOLDEABLE PL NATURA 33-45 MM ARO 57,accessory,2025-10-03,180918.00,IMPORTED,,,Box x 10 code 411805 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX MOLDEABLE 13-22 ARO 45,accessory,2025-10-03,183933.30,IMPORTED,,,Box x 10 code 404592 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX MOLDEABLE 22-33 ARO 46,accessory,2025-10-03,183933.30,IMPORTED,,,Box x 10 code 404594 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX MOLDEABLE 33-45 ARO 57,accessory,2025-10-03,183933.30,IMPORTED,,,Box x 10 code 404593 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX PRECOR 25 MM ARO 45 MM,accessory,2025-10-03,382467.00,IMPORTED,,,Box x 10 code 413181 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX PRECOR 28 MM ARO 45 MM,accessory,2025-10-03,382467.00,IMPORTED,,,Box x 10 code 413182 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX PRECOR 32 MM ARO 45 MM,accessory,2025-10-03,382467.00,IMPORTED,,,Box x 10 code 413183 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX PRECOR 38 MM ARO 57 MM,accessory,2025-10-03,150765.00,IMPORTED,,,Box x 10 code 413185 (VL)
,ARGENTINA,Convatec,BARRERA NATURA CONVEX PRECOR 38 MM ARO 57 MM,accessory,2025-10-03,150765.00,IMPORTED,,,Box x 10 code 413186 (VL)
,ARGENTINA,Convatec,BARRERA NATURA FLEXIBLE RECORT ARO 45,accessory,2025-10-02,140409.83,IMPORTED,,,Box x 10 code 125264 (VL)
,ARGENTINA,Convatec,BARRERA NATURA FLEXIBLE RECORT ARO 57,accessory,2025-10-02,140409.83,IMPORTED,,,Box x 10 code 125265 (VL)
,ARGENTINA,Convatec,BARRERA NATURA FLEXIBLE RECORT. ARO 70,accessory,2025-10-02,140409.83,IMPORTED,,,Box x 10 code 125266 (VL)
,ARGENTINA,Convatec,BARRERA NATURA RIGIDA RECORT ARO 100 MM 2 PZ,accessory,2025-10-03,162826.20,IMPORTED,,,Box x 10 code 413157 (VL)
,ARGENTINA,Convatec,BARRERA NATURA RIGIDA RECORT ARO 38 MM 2 PZ,accessory,2025-10-03,162826.20,IMPORTED,,,Box x 10 code 413154 (VL)
,ARGENTINA,Convatec,BARRERA NATURA RIGIDA RECORT ARO 57 MM 2 PZ,accessory,2025-10-03,162826.20,IMPORTED,,,Box x 10 code 413156 (VL)
,ARGENTINA,Convatec,BARRERA NATURA RIGIDA RECORT ARO 70 MM 2 PZ,accessory,2025-10-03,162826.20,IMPORTED,,,Box x 5 code 401905 (VL)
,ARGENTINA,Pharmamerican S.R.L.,BCAA 2:1:1,l-isoleucine+assoc.,2025-12-01,18495.00,,,,caps.x 90 (VL)
,ARGENTINA,Lando,BELLASHAKE,vit.c+vit.e+assoc.,2025-12-15,52770.00,,,,envelopes x 20 (VL)
,ARGENTINA,Bayer Consumer,BEPANTHOL UNGUENTO,dexpanthenol,2026-01-12,26545.00,IMPORTED,,,knob x 100 g
,ARGENTINA,Bayer Consumer,BEPANTHOL UNGUENTO,dexpanthenol,2026-01-12,9079.00,IMPORTED,,,knob x 30 g
,ARGENTINA,Provefarma,BETACAROTENO,beta-carotene+assoc.,2026-01-02,9345.00,,,,comp.rec.x 30 (VL)
,ARGENTINA,Infinity Pharma,BI1 ALISENOC VAINILLA,vit.+assoc.,2025-12-22,24661.84,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 DIACARE HPHC VAINILLA,proteins+assoc.,2025-12-22,16556.10,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 DIACARE VAINILLA,proteins+assoc.,2025-12-22,16556.10,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 HP FIBRA CAPUCCINO,fibers+proteins+assoc.,2025-12-22,13455.59,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 HPHC VAINILLA,proteins+assoc.,2025-12-22,14319.21,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 PEPTIDIC VAINILLA,vit.+minerals+assoc.,2025-12-22,289596.81,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 PLUS FRESA,proteins+assoc.,2025-12-22,12926.08,IMPORTED,,,200 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 VIA DIACARE,proteins+assoc.,2025-12-22,213783.37,IMPORTED,,,500 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 VIA DIACARE HPHC,proteins+assoc.,2025-09-18,205957.00,IMPORTED,,,500 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 VIA HPHC FIBRA,fibers+proteins+assoc.,2025-12-22,179574.00,IMPORTED,,,500 ml x 1 (VL)
,ARGENTINA,Infinity Pharma,BI1 VIA PROCARE,arginine+assoc.,2025-12-22,200930.85,IMPORTED,,,500 ml x 1 (VL)
,ARGENTINA,Biferdil,BIFERDIL BIO COLOR COLORACION 0% AMONIACO,Cosmetic Product,2025-08-15,10570.00,,,,kit x 1 (VL)
,ARGENTINA,Biferdil,BIFERDIL COLORACION TONO SOBRE TONO KIT,Cosmetic Product,2025-08-15,9771.00,,,,kit x 1 (VL)
,ARGENTINA,Biferdil,BIFERDIL LINEA ALTA PUREZA,Cosmetic Product,2026-01-09,8551.00,,,,sulfate-free balsamic 100 ml
,ARGENTINA,Biferdil,BIFERDIL LINEA ALTA PUREZA,Cosmetic Product,2026-01-09,9620.00,,,,Sulfate-free shampoo 100ml
,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,2026-01-09,8230.00,,,,Argan oil balm x 100ml
,ARGENTINA,Biferdil,BIFERDIL LINEA ARGAN,Cosmetic Product,2026-01-09,8230.00,,,,Argan oil shampoo x100ml
,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO TENIDO,Cosmetic Product,2026-01-09,2621.00,,,,sup.esp.amp.x12x10ml each
,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO TENIDO,Cosmetic Product,2026-01-09,6814.00,,,,super esp.shampoo.x 200 ml
,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO TENIDO,Cosmetic Product,2026-01-09,10708.00,,,,super esp.shampoo.x 400 ml
,ARGENTINA,Biferdil,BIFERDIL LINEA CABELLO TENIDO,Cosmetic Product,2026-01-09,18700.00,,,,super esp.shampoo.x 800 ml
,ARGENTINA,Biferdil,BIFERDIL LINEA FORTALECEDORA,Cosmetic Product,2026-01-09,10829.00,,,,ch.p/futura mam? x 295ml
,ARGENTINA,Biferdil,BIFERDIL LINEA NATURAL MIEL PARA NINOS,Cosmetic Product,2026-01-09,8947.00,,,,Sh/acond/gel-banox 250ml
,ARGENTINA,Biferdil,BIFERDIL LINEA NATURAL MIEL PARA NINOS,Cosmetic Product,2026-01-09,10439.00,,,,kids blue shampoo x250ml
,ARGENTINA,Biferdil,BIFERDIL LINEA NATURAL MIEL PARA NINOS,Cosmetic Product,2026-01-09,9666.00,,,,children's detangler x 250ml
,ARGENTINA,Biferdil,BIFERDIL LINEA NATURAL MIEL PARA NINOS,Cosmetic Product,2026-01-09,10439.00,,,,children's red shampoo x 250ml
,ARGENTINA,Biferdil,BIFERDIL LINEA NATURAL MIEL PARA NINOS,Cosmetic Product,2026-01-09,10583.00,,,,children's trio shampoo x 250ml
,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,2026-01-09,8764.00,,,,bals.1 ?c.hialur.x 295ml
,ARGENTINA,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,2026-01-09,8764.00,,,,ch.1 ?c.hyaluron.x 295ml
,ARGENTINA,Laboratorio Millet,BIODROP,carboxymethylcellulose sodium+assoc.,2025-09-15,12138.00,,,,sol.oft.x 10 ml (VL)
,ARGENTINA,Ethical Nutrition,BIOGAIA,Lactobacillus reuteri,2025-07-07,31974.91,IMPORTED,,,drops x 5 ml (VL)
,ARGENTINA,Ethical Nutrition,BIOGAIA C/VIT D,lactobacilli+assoc.,2025-07-07,35527.68,IMPORTED,,,drops x 5 ml (VL)
,ARGENTINA,Provefarma,BLACKMACA,maca extract+asoc,2025-10-14,19500.00,,,,comp. x 60 (VL)
,ARGENTINA,Nutrivate,BLEMIL PLUS ELEMENTAL,proteins+fats+carbohydrates+assoc.,2025-12-16,358000.00,IMPORTED,,,can x 400 g
,ARGENTINA,Laboratorio Millet,BLUEKING,"blueberry, ext.+assoc.",2026-01-07,84467.37,,,,comp.mast. blister 6 x 10 (VL)
,ARGENTINA,Laboratorio Millet,BLUEKING,"blueberry, ext.+assoc.",2026-01-07,48265.05,,,,comp.mast.fco.x 30 (VL)
,ARGENTINA,Laboratorio Millet,BLUEKING,"blueberry, ext.+assoc.",2026-01-07,29615.23,,,,comp.mast.x 300 (VL)
,ARGENTINA,Fresenius Kabi,BMK KIT RECOLECCION DE MEDULA OSEA X6R2107,medical product,2025-12-02,2235957.38,IMPORTED,,,set x 1 (VL)
,ARGENTINA,Convatec,BOLSA ACTIVELIFE DREN. TRSP. 19-64 MM,accessory,2025-10-02,68241.00,IMPORTED,,,Box x 10 code 125371 (VL)
,ARGENTINA,Convatec,BOLSA ACTIVELIFE DREN. TRSP. 19-64 MM,accessory,2025-10-02,176910.83,IMPORTED,,,Box of 30 code 400394 (VL)
,ARGENTINA,Coloplast,BOLSA EASIFLEX 2P PED. ABIER. OPAC. 27 MM,accessory,2025-11-01,306742.12,,,,box x 30 code 14692 (VL)
,ARGENTINA,Convatec,BOLSA ESTEEM+ CERRADA OPACA 20-70 MM,accessory,2025-10-02,140122.18,IMPORTED,,,Box x 30 code 416701 (VL)
,ARGENTINA,Convatec,BOLSA ESTEEM+ CERRADA TRSP. 20-70 MM,accessory,2025-10-02,140122.18,IMPORTED,,,Box of 30 code 416700 (VL)
,ARGENTINA,Convatec,BOLSA ESTEEM+ DREN S-FILTRO TRSP. 19-100 MM,accessory,2025-10-03,277725.00,IMPORTED,,,Box x 10 code 416908 (VL)
