detail_url,product_name,brand_name,manufacturer,administration_form,strengths_raw,pack_presentation,currency,price_per_day,reimbursed_per_day,product_type,brand_full,ddd_text,price_per_week,price_per_month,price_per_six_months,extra_payment_per_day,table_type,unit_type,unit_amount
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abatacept,Orencia,ORENCIA,Bristol-Myers Squibb,,,1 ml INJECTIEVLOEISTOF 125 mg / ml,€,262.79,0.0,,"ORENCIA , 1 ml INJECTIEVLOEISTOF 125 mg / ml",,,,,262.79,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abaloparatide,Eladynos,ELADYNOS,Theramex Ireland Limited,,,"1,5 ml INJECTIEVLOEISTOF 2 mg / ml",€,272.11,0.0,,"ELADYNOS , 1,5 ml INJECTIEVLOEISTOF 2 mg / ml",,,,,272.11,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abemaciclib,Verzenios,VERZENIOS,Lilly Nederland bv,,,TABLET 100 mg,€,111.06,0.0,,"VERZENIOS ,
        TABLET 100 mg","0,3 g",777.42,,,111.06,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,Abirateron,GENERIEK,Diverse fabrikanten,,,TABLET 1000 mg,€,29.51,0.0,(acetaat),"GENERIEK ,
        TABLET 1000 mg",1 g,206.57,885.3,,29.51,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abirateron,Abirateron,ZYTIGA,Diverse fabrikanten,,,TABLET 250 mg,€,54.88,0.0,(acetaat),"ZYTIGA ,
        TABLET 250 mg",1 g,384.16,,,54.88,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/abrocitinib,Cibinqo,CIBINQO,Pfizer bv,,,TABLET 100 mg,€,67.35,0.0,,"CIBINQO ,
        TABLET 100 mg","0,15 g",471.45,,,67.35,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acalabrutinib,Calquence,CALQUENCE,AstraZeneca bv,,,TABLET 100 mg,€,164.36,0.0,,"CALQUENCE ,
        TABLET 100 mg","0,2 g",,,,164.36,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acamprosaat,Campral,CAMPRAL,Merck bv,,,MAAGSAPRESISTENTE TABLET 333 mg,€,1.23,1.23,,"CAMPRAL ,
        MAAGSAPRESISTENTE TABLET 333 mg",2 g,8.61,36.9,223.86,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acebutolol,Acebutolol,GENERIEK,Diverse fabrikanten,,,TABLET 400 mg,€,0.44,0.44,(als hydrochloride),"GENERIEK ,
        TABLET 400 mg","0,4 g",3.08,13.2,80.08,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aceclofenac,Aceclofenac,GENERIEK,Diverse fabrikanten,,,OMHULDE TABLET 100 mg,€,0.32,0.32,,"GENERIEK ,
        OMHULDE TABLET 100 mg","0,2 g",2.24,9.6,58.24,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aceclofenac,Aceclofenac,BIOFENAC,Diverse fabrikanten,,,OMHULDE TABLET 100 mg,€,0.35,0.35,,"BIOFENAC ,
        OMHULDE TABLET 100 mg","0,2 g",2.45,10.5,63.7,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acenocoumarol,Acenocoumarol,GENERIEK,Diverse fabrikanten,,,TABLET 1 mg,€,0.09,0.09,,"GENERIEK ,
        TABLET 1 mg",5 mg,0.63,2.7,16.38,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetazolamide,Acetazolamide suspensie FNA,DIAMOX,Formularium der Nederlandse Apothekers,,,TABLET 250 mg,€,0.64,0.64,,"DIAMOX ,
        TABLET 250 mg","0,75 g",4.48,19.2,116.48,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__bij_paracetamolintoxicatie_,Fluimucil,FLUIMUCIL,Zambon Nederland bv,,,25 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 200 mg / ml,€,26.13,0.0,,"FLUIMUCIL , 25 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 200 mg / ml",,,,,26.13,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,Fluimucil inhalatievloeistof,GENERIEK,Zambon Nederland bv,,,BRUISTABLET 200 mg,€,0.49,0.0,,"GENERIEK ,
        BRUISTABLET 200 mg","0,5 g",3.43,14.7,89.18,0.49,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,Fluimucil inhalatievloeistof,FLUIMUCIL,Zambon Nederland bv,,,BRUISTABLET 200 mg,€,0.56,0.0,,"FLUIMUCIL ,
        BRUISTABLET 200 mg","0,5 g",3.92,16.8,101.92,0.56,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,Fluimucil inhalatievloeistof,BISOLBRUIS,Zambon Nederland bv,,,BRUISTABLET 600 mg,€,0.57,0.0,,"BISOLBRUIS ,
        BRUISTABLET 600 mg","0,5 g",3.99,17.1,103.74,0.57,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,Fluimucil inhalatievloeistof,HOESTBRUISTABLET HTP,Zambon Nederland bv,,,BRUISTABLET 600 mg,€,0.27,0.0,,"HOESTBRUISTABLET HTP ,
        BRUISTABLET 600 mg","0,5 g",1.89,8.1,49.14,0.27,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__inhalatie_,Fluimucil inhalatievloeistof,LIVSANE,Zambon Nederland bv,,,BRUISTABLET 600 mg,€,0.36,0.0,,"LIVSANE ,
        BRUISTABLET 600 mg","0,5 g",2.52,10.8,65.52,0.36,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oculair_,Acetylcysteïne Oogdruppels FNA,,Formularium der Nederlandse Apothekers,,,,,,,,,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,Acetylcysteïne,GENERIEK,Diverse fabrikanten,,,BRUISTABLET 200 mg,€,0.49,0.0,,"GENERIEK ,
        BRUISTABLET 200 mg","0,5 g",3.43,14.7,89.18,0.49,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,Acetylcysteïne,FLUIMUCIL,Diverse fabrikanten,,,BRUISTABLET 200 mg,€,0.56,0.0,,"FLUIMUCIL ,
        BRUISTABLET 200 mg","0,5 g",3.92,16.8,101.92,0.56,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,Acetylcysteïne,BISOLBRUIS,Diverse fabrikanten,,,BRUISTABLET 600 mg,€,0.57,0.0,,"BISOLBRUIS ,
        BRUISTABLET 600 mg","0,5 g",3.99,17.1,103.74,0.57,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,Acetylcysteïne,HOESTBRUISTABLET HTP,Diverse fabrikanten,,,BRUISTABLET 600 mg,€,0.27,0.0,,"HOESTBRUISTABLET HTP ,
        BRUISTABLET 600 mg","0,5 g",1.89,8.1,49.14,0.27,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylcysteine__oraal_,Acetylcysteïne,LIVSANE,Diverse fabrikanten,,,BRUISTABLET 600 mg,€,0.36,0.0,,"LIVSANE ,
        BRUISTABLET 600 mg","0,5 g",2.52,10.8,65.52,0.36,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,Acetylsalicylzuur,ASPRO,Diverse fabrikanten,,,BRUISTABLET 500 mg,€,1.46,0.0,(als lysineverbinding),"ASPRO ,
        BRUISTABLET 500 mg",3 g,10.22,43.8,265.72,1.46,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,Acetylsalicylzuur,GENERIEK,Diverse fabrikanten,,,TABLET 500 mg,€,0.78,0.0,(als lysineverbinding),"GENERIEK ,
        TABLET 500 mg",3 g,5.46,23.4,141.96,0.78,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur,Acetylsalicylzuur,ASPIRINE,Diverse fabrikanten,,,TABLET 500 mg,€,1.08,0.0,(als lysineverbinding),"ASPIRINE ,
        TABLET 500 mg",3 g,7.56,32.4,196.56,1.08,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,Acetylsalicylzuur Cardio,ASPIRINE,Diverse fabrikanten,,,TABLET 100 mg,€,0.16,0.0,,"ASPIRINE ,
        TABLET 100 mg",1 TB,1.12,4.8,29.12,0.16,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur__als_trombocytenaggregatieremmer_,Acetylsalicylzuur Cardio,GENERIEK,Diverse fabrikanten,,,DISPERGEERBARE TABLET 30 mg,€,0.07,0.07,,"GENERIEK ,
        DISPERGEERBARE TABLET 30 mg",1 TB,0.49,2.1,12.74,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_ascorbinezuur,Aspirine C,MIGRAFIN,Bayer bv,,,POEDER VOOR ORAAL GEBRUIK 900/10 mg,€,23.59,23.59,(als Na-zout),"MIGRAFIN ,
        POEDER VOOR ORAAL GEBRUIK 900/10 mg",3 stuks,165.13,707.7,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_ascorbinezuur,Aspirine C,ASPIRINE C,Bayer bv,,,BRUISTABLET 400/240 mg,€,3.95,0.0,(als Na-zout),"ASPIRINE C ,
        BRUISTABLET 400/240 mg",,,,,0.4,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_metoclopramide,Migrafin,MIGRAFIN,Cooper Consumer Health International,,,POEDER VOOR ORAAL GEBRUIK 900/10 mg,€,23.59,23.59,,"MIGRAFIN ,
        POEDER VOOR ORAAL GEBRUIK 900/10 mg",3 stuks,165.13,707.7,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_metoclopramide,Migrafin,ASPIRINE C,Cooper Consumer Health International,,,BRUISTABLET 400/240 mg,€,3.95,0.0,,"ASPIRINE C ,
        BRUISTABLET 400/240 mg",,,,,0.4,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,GENERIEK,Diverse fabrikanten,,,TABLET 250/250/50 mg,€,0.47,0.0,,"GENERIEK ,
        TABLET 250/250/50 mg","5,99 stuks",3.29,14.1,85.54,0.47,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,APC TABLET,Diverse fabrikanten,,,TABLET 250/250/50 mg,€,0.8,0.0,,"APC TABLET ,
        TABLET 250/250/50 mg","5,99 stuks",5.6,24.0,145.6,0.8,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,CITROSAN,Diverse fabrikanten,,,POEDER VOOR DRANK 500/50 mg,€,3.86,0.0,,"CITROSAN ,
        POEDER VOOR DRANK 500/50 mg","5,99 stuks",27.02,115.8,702.52,3.86,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,ROTER,Diverse fabrikanten,,,POEDER VOOR DRANK 500/50 mg,€,3.2,0.0,,"ROTER ,
        POEDER VOOR DRANK 500/50 mg","5,99 stuks",22.4,96.0,582.4,3.2,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,PANADOL PLUS,Diverse fabrikanten,,,OMHULDE TABLET 500/65 mg,€,0.66,0.0,,"PANADOL PLUS ,
        OMHULDE TABLET 500/65 mg","5,99 stuks",4.62,19.8,120.12,0.66,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,EXCEDRIN,Diverse fabrikanten,,,TABLET 250/250/65 mg,€,4.89,0.0,,"EXCEDRIN ,
        TABLET 250/250/65 mg",,,,,0.49,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,FINIMAL,Diverse fabrikanten,,,TABLET 500/50 mg,€,1.94,0.0,,"FINIMAL ,
        TABLET 500/50 mg",,,,,0.12,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,PARACOF,Diverse fabrikanten,,,TABLET 500/50 mg,€,2.45,0.0,,"PARACOF ,
        TABLET 500/50 mg",,,,,0.12,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,ANTIGRIPPINE,Diverse fabrikanten,,,TABLET 250/25/25 mg,€,4.55,0.0,,"ANTIGRIPPINE ,
        TABLET 250/25/25 mg",,,,,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,NURALGAN,Diverse fabrikanten,,,TABLET 500/200 mg,€,3.83,0.0,,"NURALGAN ,
        TABLET 500/200 mg",,,,,0.21,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,HOOFDPIJNPOEDERS 'DARO',Diverse fabrikanten,,,POEDER VOOR ORAAL GEBRUIK 150/250/46 mg,€,4.58,0.0,,"HOOFDPIJNPOEDERS 'DARO' ,
        POEDER VOOR ORAAL GEBRUIK 150/250/46 mg",,,,,0.23,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acetylsalicylzuur_paracetamol_coffeine,APC,SARIDON,Diverse fabrikanten,,,TABLET 150/250/50 mg,€,2.81,0.0,,"SARIDON ,
        TABLET 150/250/50 mg",,,,,0.14,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,Aciclovir infusie,GENERIEK,Diverse fabrikanten,,,TABLET 200 mg,€,5.08,5.08,(als Na-zout),"GENERIEK ,
        TABLET 200 mg",4 g,35.56,152.4,924.56,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir,Aciclovir infusie,ZOVIRAX,Diverse fabrikanten,,,SUSPENSIE VOOR ORAAL GEBRUIK 40 mg / ml,€,29.03,29.03,(als Na-zout),"ZOVIRAX ,
        SUSPENSIE VOOR ORAAL GEBRUIK 40 mg / ml",4 g,203.21,870.9,,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,Aciclovir koortslip,KOORTSLIPCREME HTP,Diverse fabrikanten,,,CREME 50 mg /G,€,17.44,0.0,,"KOORTSLIPCREME HTP ,
        CREME 50 mg /G",,,,,1.16,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,Aciclovir koortslip,LIVSANE,Diverse fabrikanten,,,CREME 50 mg /G,€,18.15,0.0,,"LIVSANE ,
        CREME 50 mg /G",,,,,1.21,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__cutaan_,Aciclovir koortslip,ZOVIRAX KOORTSLIP,Diverse fabrikanten,,,CREME 50 mg /G,€,56.65,0.0,,"ZOVIRAX KOORTSLIP ,
        CREME 50 mg /G",,,,,3.78,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__oculair_,Aciclovir oogzalf,GENERIEK,Diverse fabrikanten,,,"4,5 G OOGZALF 30 mg /G",€,32.65,32.65,,"GENERIEK , 4,5 G OOGZALF 30 mg /G",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir__oculair_,Aciclovir oogzalf,ZOVIRAX,Diverse fabrikanten,,,"4,5 G OOGZALF 30 mg /G",€,18.19,18.19,,"ZOVIRAX , 4,5 G OOGZALF 30 mg /G",,,,,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aciclovir_hydrocortison,Zovirax Duo,ZOVIRAX DUO,GlaxoSmithKline bv,,,CREME 50/10 mg /G,€,70.31,0.0,,"ZOVIRAX DUO ,
        CREME 50/10 mg /G",,,,,4.69,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acipimox,Olbetam,OLBETAM,Pfizer bv,,,CAPSULE 250 mg,€,1.08,1.08,,"OLBETAM ,
        CAPSULE 250 mg","0,5 g",7.56,32.4,196.56,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,Acitretine,GENERIEK,Diverse fabrikanten,,,CAPSULE 10 mg,€,2.37,2.37,,"GENERIEK ,
        CAPSULE 10 mg",35 mg,16.59,71.1,431.34,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acitretine,Acitretine,NEOTIGASON,Diverse fabrikanten,,,CAPSULE 10 mg,€,2.37,2.37,,"NEOTIGASON ,
        CAPSULE 10 mg",35 mg,16.59,71.1,431.34,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium,Bretaris Genuair,BRETARIS,Covis Pharma Europe bv,,,INHALATIEPOEDER 322 μg /DO,€,1.12,1.12,(als bromide),"BRETARIS ,
        INHALATIEPOEDER 322 μg /DO","0,64 mg",7.84,33.6,203.84,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium,Bretaris Genuair,EKLIRA,Covis Pharma Europe bv,,,INHALATIEPOEDER 322 μg /DO,€,1.13,1.13,(als bromide),"EKLIRA ,
        INHALATIEPOEDER 322 μg /DO","0,64 mg",7.91,33.9,205.66,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/aclidinium_formoterol,Duaklir Genuair,DUAKLIR GENUAIR,Covis Pharma Europe bv,,,INHALATIEPOEDER 340/12 μg /DO,€,1.37,1.37,,"DUAKLIR GENUAIR ,
        INHALATIEPOEDER 340/12 μg /DO",2 doses,9.59,41.1,249.34,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,AMGEVITA,Amgen bv,,,"0,4 ml INJECTIEVLOEISTOF 100 mg / ml",€,297.63,0.0,,"AMGEVITA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,297.63,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,HUKYNDRA,Amgen bv,,,"0,4 ml INJECTIEVLOEISTOF 100 mg / ml",€,296.34,0.0,,"HUKYNDRA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,296.34,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,HUMIRA,Amgen bv,,,"0,4 ml INJECTIEVLOEISTOF 100 mg / ml",€,296.34,0.0,,"HUMIRA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,296.34,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,HYRIMOZ,Amgen bv,,,"0,4 ml INJECTIEVLOEISTOF 100 mg / ml",€,296.34,0.0,,"HYRIMOZ , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,296.34,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,IMRALDI,Amgen bv,,,"0,4 ml INJECTIEVLOEISTOF 100 mg / ml",€,296.34,0.0,,"IMRALDI , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,296.34,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,YUFLYMA,Amgen bv,,,"0,4 ml INJECTIEVLOEISTOF 100 mg / ml",€,279.38,0.0,,"YUFLYMA , 0,4 ml INJECTIEVLOEISTOF 100 mg / ml",,,,,279.38,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adalimumab,Amgevita,IDACIO,Amgen bv,,,"0,8 ml INJECTIEVLOEISTOF 50 mg / ml",€,297.62,0.0,,"IDACIO , 0,8 ml INJECTIEVLOEISTOF 50 mg / ml",,,,,297.62,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adamts13,Adzynma,ADZYNMA,Takeda Nederland bv,,,POEDER VOOR INJECTIEVLOEISTOF,€,,0.0,,"ADZYNMA ,
        POEDER VOOR INJECTIEVLOEISTOF",,,,,6.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/acrivastine,Semprex,,ACE Pharmaceuticals bv,,,,,,,,,,,,,,,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adapaleen,Differin,DIFFERIN,Galderma Benelux bv,,,GEL 1 mg /G,€,3.79,0.25,,"DIFFERIN ,
        GEL 1 mg /G",,,,,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adapaleen_benzoylperoxide,Effezel,EFFEZEL,Galderma Benelux bv,,,GEL 1/25 mg /G,€,9.24,0.25,,"EFFEZEL ,
        GEL 1/25 mg /G",,,,,0.36,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adenosine,Adenocor,GENERIEK,Sanofi,,,2 ml INJECTIEVLOEISTOF 3 mg / ml,€,2.23,0.0,,"GENERIEK , 2 ml INJECTIEVLOEISTOF 3 mg / ml",,,,,2.23,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/a/adenosine,Adenocor,ADENOCOR,Sanofi,,,2 ml INJECTIEVLOEISTOF 3 mg / ml,€,4.24,0.0,,"ADENOCOR , 2 ml INJECTIEVLOEISTOF 3 mg / ml",,,,,4.24,parenteralia,,
