molecule_id,edition_code,section_id,inn_name,flags_raw,page_no
109,unknown,25,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,30
110,unknown,25,FORMAT,,30
111,unknown,25,CLINDAMYCINE PALMITATE (CHLORHYDRATE DE),X,30
112,unknown,25,COLISTIMÉTHATE SODIQUE,X,30
113,unknown,25,VANCOMYCINE (CHLORHYDRATE DE),X,30
114,unknown,25,COÛT DU,,31
115,unknown,25,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,31
116,unknown,25,FORMAT,,31
117,unknown,26,TERBINAFINE (CHLORHYDRATE DE),X,31
118,unknown,26,COÛT DU,,32
119,unknown,26,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,32
120,unknown,26,FORMAT,,32
121,unknown,27,FLUCONAZOLE,,32
122,unknown,27,FLUCONAZOLE,X,32
123,unknown,27,ITRACONAZOLE,X,32
124,unknown,27,COÛT DU,,33
125,unknown,27,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,33
126,unknown,27,FORMAT,,33
127,unknown,27,KÉTOCONAZOLE,X,33
128,unknown,28,NYSTATINE,X,33
129,unknown,29,ÉTHAMBUTOL (CHLORHYDRATE D'),X,33
130,unknown,29,ISONIAZIDE,X,33
131,unknown,29,PYRAZINAMIDE,X,33
132,unknown,29,COÛT DU,,34
133,unknown,29,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,34
134,unknown,29,FORMAT,,34
135,unknown,29,RIFABUTINE,X,34
136,unknown,29,RIFAMPINE,X,34
137,unknown,30,DAPSONE,X,34
138,unknown,31,AMANTADINE (CHLORHYDRATE D'),X,34
139,unknown,32,ABACAVIR (SULFATE D'),X,34
140,unknown,32,COÛT DU,,35
141,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,35
142,unknown,32,FORMAT,,35
143,unknown,32,ABACAVIR (SULFATE D')/LAMIVUDINE,X,35
144,unknown,32,ATAZANAVIR (SULFATE D'),X,35
145,unknown,32,BICTÉGRAVIR SODIQUE/EMTRICITABINE/TÉNOFOVIR ALAFÉNAMIDE (HÉMIFUMARATE DE),X,35
146,unknown,32,CABOTÉGRAVIR SODIQUE,X,35
147,unknown,32,COÛT DU,,36
148,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,36
149,unknown,32,FORMAT,,36
150,unknown,32,CABOTÉGRAVIR/RILPIVIRINE (EMBALLAGE COMBINÉ),X,36
151,unknown,32,DARUNAVIR,X,36
152,unknown,32,DOLUTÉGRAVIR SODIQUE,X,36
153,unknown,32,DOLUTÉGRAVIR SODIQUE/ ABACAVIR (SULFATE D')/ LAMIVUDINE,X,36
154,unknown,32,DOLUTÉGRAVIR SODIQUE/LAMIVUDINE,X,36
155,unknown,32,DOLUTÉGRAVIR SODIQUE/RILPIVIRINE (CHLORHYDRATE DE),X,36
156,unknown,32,DORAVIRINE,X,36
157,unknown,32,DORAVIRINE/LAMIVUDINE/TÉNOFOVIR DISOPROXIL (FUMARATE DE),X,36
158,unknown,32,COÛT DU,,37
159,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,37
160,unknown,32,FORMAT,,37
161,unknown,32,ÉFAVIRENZ,X,37
162,unknown,32,ÉFAVIRENZ/ EMTRICITABINE/ TÉNOFOVIR DISOPROXIL (FUMARATE DE),X,37
163,unknown,32,ELVITÉGRAVIR/COBICISTAT/EMTRICITABINE/TÉNOFOVIR ALAFÉNAMIDE (HÉMIFUMARATE DE),X,37
164,unknown,32,ELVITÉGRAVIR/COBICISTAT/EMTRICITABINE/TÉNOFOVIR DISOPROXIL (FUMARATE DE),X,37
165,unknown,32,EMTRICITABINE/ RILPIVIRINE / TÉNOFOVIR DISOPROXIL (FUMARATE DE ),X,37
166,unknown,32,COÛT DU,,38
167,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,38
168,unknown,32,FORMAT,,38
169,unknown,32,EMTRICITABINE/ TÉNOFOVIR DISOPROXIL (FUMARATE DE),X,38
170,unknown,32,EMTRICITABINE/RILPIVIRINE (CHLORHYDRATE DE)/TÉNOFOVIR ALAFÉNAMIDE (HÉMIFUMARATE DE),X,38
171,unknown,32,FOSAMPRÉNAVIR CALCIQUE,X,38
172,unknown,32,LAMIVUDINE,X,38
173,unknown,32,COÛT DU,,39
174,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,39
175,unknown,32,FORMAT,,39
176,unknown,32,LAMIVUDINE/ ZIDOVUDINE,X,39
177,unknown,32,LOPINAVIR/ RITONAVIR,X,39
178,unknown,32,NELFINAVIR (MÉSYLATE DE),X,39
179,unknown,32,NÉVIRAPINE,X,39
180,unknown,32,RALTÉGRAVIR,X,39
181,unknown,32,COÛT DU,,40
182,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,40
183,unknown,32,FORMAT,,40
184,unknown,32,RILPIVIRINE,X,40
185,unknown,32,RITONAVIR,X,40
186,unknown,32,TÉNOFOVIR DISOPROXIL (FUMARATE DE),X,40
187,unknown,32,ZIDOVUDINE,X,40
188,unknown,32,COÛT DU,,41
189,unknown,32,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,41
190,unknown,32,FORMAT,,41
191,unknown,33,OSELTAMIVIR (PHOSPHATE D'),X,41
192,unknown,33,ZANAMIVIR,X,41
193,unknown,34,ACYCLOVIR,X,41
194,unknown,34,COÛT DU,,42
195,unknown,34,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,42
196,unknown,34,FORMAT,,42
197,unknown,34,ACYCLOVIR SODIQUE,X,42
198,unknown,34,ENTÉCAVIR,X,42
199,unknown,34,FAMCICLOVIR,X,42
200,unknown,34,"100 75,41",R,42
201,unknown,34,"100 75,41",R,42
202,unknown,34,COÛT DU,,43
203,unknown,34,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,43
204,unknown,34,FORMAT,,43
205,unknown,34,GANCICLOVIR SODIQUE,X,43
206,unknown,34,REMDÉSIVIR 33,X,43
207,unknown,34,TÉNOFOVIR ALAFÉNAMIDE (HÉMIFUMARATE DE),X,43
208,unknown,34,VALACYCLOVIR (CHLORHYDRATE DE),X,43
209,unknown,34,COÛT DU,,44
210,unknown,34,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,44
211,unknown,34,FORMAT,,44
212,unknown,34,VALGANCICLOVIR (CHLORHYDRATE DE),X,44
213,unknown,35,NIRMATRELVIR/RITONAVIR 32,X,44
214,unknown,36,PAROMOMYCINE (SULFATE DE),X,44
215,unknown,37,ATOVAQUONE/ PROGUANIL (CHLORHYDRATE DE),X,44
216,unknown,37,COÛT DU,,45
217,unknown,37,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,45
218,unknown,37,FORMAT,,45
219,unknown,37,HYDROXYCHLOROQUINE (SULFATE D'),X,45
220,unknown,37,MÉFLOQUINE (CHLORHYDRATE DE),X,45
221,unknown,37,PRIMAQUINE (PHOSPHATE DE),X,45
222,unknown,37,QUININE (SULFATE DE),,45
223,unknown,38,ATOVAQUONE,X,45
224,unknown,38,COÛT DU,,46
225,unknown,38,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,46
226,unknown,38,FORMAT,,46
227,unknown,38,MÉTRONIDAZOLE,X,46
228,unknown,39,FOSFOMYCINE (TROMÉTHAMINE DE),X,46
229,unknown,39,NITROFURANTOÏNE,X,46
230,unknown,39,NITROFURANTOÏNE (MACROCRISTAUX),X,46
231,unknown,39,NITROFURANTOINE (MONOHYDRATE DE) (MACROCRISTAUX),X,46
232,unknown,39,TRIMÉTHOPRIME,X,46
233,unknown,39,COÛT DU,,47
234,unknown,39,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,47
235,unknown,39,FORMAT,,47
236,unknown,40,COÛT DU,,51
237,unknown,40,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,51
238,unknown,40,FORMAT,,51
239,unknown,41,BICALUTAMIDE,X,51
240,unknown,41,BUSULFAN,X,51
241,unknown,41,CAPÉCITABINE,X,51
242,unknown,41,CHLORAMBUCIL,X,51
243,unknown,41,COÛT DU,,52
244,unknown,41,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,52
245,unknown,41,FORMAT,,52
246,unknown,41,CYCLOPHOSPHAMIDE,X,52
247,unknown,41,ÉTOPOSIDE,X,52
248,unknown,41,FLUDARABINE (PHOSPHATE DE),X,52
249,unknown,41,HYDROXYURÉE,X,52
250,unknown,41,MELPHALAN,X,52
251,unknown,41,MERCAPTOPURINE,X,52
252,unknown,41,COÛT DU,,53
253,unknown,41,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,53
254,unknown,41,FORMAT,,53
255,unknown,41,MÉTHOTREXATE,X,53
256,unknown,41,COÛT DU,,54
257,unknown,41,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,54
258,unknown,41,FORMAT,,54
259,unknown,41,NILUTAMIDE,X,54
260,unknown,41,PROCARBAZINE (CHLORHYDRATE DE),X,54
261,unknown,41,COÛT DU,,55
262,unknown,41,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,55
263,unknown,41,FORMAT,,55
264,unknown,41,TÉMOZOLOMIDE,X,55
265,unknown,41,THIOGUANINE,X,55
266,unknown,41,TRÉTINOÏNE,X,55
267,unknown,41,COÛT DU,,56
268,unknown,41,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,56
269,unknown,41,FORMAT,,56
270,unknown,41,TRIPTORÉLINE (PAMOATE DE),X,56
271,unknown,42,COÛT DU,,59
272,unknown,42,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,59
273,unknown,42,FORMAT,,59
274,unknown,43,VARÉNICLINE (TARTRATE DE) 7,X,59
275,unknown,44,BÉTHANÉCHOL (CHLORURE DE),X,59
276,unknown,44,PILOCARPINE (CHLORHYDRATE DE),X,59
277,unknown,44,PYRIDOSTIGMINE (BROMURE DE),X,59
278,unknown,44,COÛT DU,,60
279,unknown,44,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,60
280,unknown,44,FORMAT,,60
281,unknown,45,ACLIDINIUM (BROMURE D'),X,60
282,unknown,45,GLYCOPYRROLATE,X,60
283,unknown,45,GLYCOPYRRONIUM (BROMURE DE),X,60
284,unknown,45,HYOSCINE (BUTYLBROMURE D'),,60
285,unknown,45,IPRATROPIUM (BROMURE D'),X,60
286,unknown,45,COÛT DU,,61
287,unknown,45,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,61
288,unknown,45,FORMAT,,61
289,unknown,45,IPRATROPIUM (BROMURE D')/ SALBUTAMOL (SULFATE DE),X,61
290,unknown,45,SCOPOLAMINE (BROMHYDRATE DE),,61
291,unknown,45,TIOTROPIUM (BROMURE MONOHYDRATÉ DE),X,61
292,unknown,45,UMÉCLIDINIUM (BROMURE D'),X,61
293,unknown,45,COÛT DU,,62
294,unknown,45,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,62
295,unknown,45,FORMAT,,62
296,unknown,46,MIDODRINE (CHLORHYDRATE DE),X,62
297,unknown,47,FORMOTÉROL DIHYDRATÉ (FUMARATE DE),X,62
298,unknown,47,INDACATÉROL (MALÉATE D'),X,62
299,unknown,47,SALBUTAMOL,X,62
300,unknown,47,SALBUTAMOL (SULFATE DE),X,62
301,unknown,47,COÛT DU,,63
302,unknown,47,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,63
303,unknown,47,FORMAT,,63
304,unknown,47,P.F.,,63
305,unknown,47,P.F.,,63
306,unknown,47,SALMÉTÉROL (XINAFOATE DE),X,63
307,unknown,47,TERBUTALINE (SULFATE DE),X,63
308,unknown,48,ÉPINÉPHRINE,,63
309,unknown,48,ÉPINÉPHRINE (CHLORHYDRATE D'),,63
310,unknown,48,COÛT DU,,64
311,unknown,48,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,64
312,unknown,48,FORMAT,,64
313,unknown,49,ALFUZOSINE (CHLORHYDRATE D'),X,64
314,unknown,49,DIHYDROERGOTAMINE (MÉSYLATE DE),X,64
315,unknown,49,SILODOSINE,X,64
316,unknown,49,COÛT DU,,65
317,unknown,49,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,65
318,unknown,49,FORMAT,,65
319,unknown,49,TAMSULOSINE (CHLORHYDRATE DE),X,65
320,unknown,50,CYCLOBENZAPRINE (CHLORHYDRATE DE),X,65
321,unknown,51,DANTROLÈNE SODIQUE,X,65
322,unknown,51,COÛT DU,,66
323,unknown,51,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,66
324,unknown,51,FORMAT,,66
325,unknown,52,BACLOFÈNE,X,66
326,unknown,52,COÛT DU,,67
327,unknown,52,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,67
328,unknown,52,FORMAT,,67
329,unknown,53,ORPHÉNADRINE (CITRATE D'),,67
330,unknown,54,NICOTINE 1,,67
331,unknown,54,COÛT DU,,68
332,unknown,54,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,68
333,unknown,54,FORMAT,,68
334,unknown,54,VARÉNICLINE (TARTRATE DE) 7,X,68
335,unknown,55,COÛT DU,,71
336,unknown,55,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,71
337,unknown,55,FORMAT,,71
338,unknown,56,DÉRISOMALTOSE FERRIQUE,X,71
339,unknown,56,FER (COMPLEXE DE GLUCONATE FERRIQUE/ SUCROSE),X,71
340,unknown,56,FERREUX (SULFATE),,71
341,unknown,56,FER-SACCHAROSE,,71
342,unknown,56,COÛT DU,,72
343,unknown,56,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,72
344,unknown,56,FORMAT,,72
345,unknown,57,APIXABAN,X,72
346,unknown,57,COÛT DU,,73
347,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,73
348,unknown,57,FORMAT,,73
349,unknown,57,DALTÉPARINE SODIQUE,X,73
350,unknown,57,COÛT DU,,74
351,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,74
352,unknown,57,FORMAT,,74
353,unknown,57,ÉNOXAPARINE SODIQUE,X,74
354,unknown,57,COÛT DU,,75
355,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,75
356,unknown,57,FORMAT,,75
357,unknown,57,FONDAPARINUX,X,75
358,unknown,57,COÛT DU,,76
359,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,76
360,unknown,57,FORMAT,,76
361,unknown,57,HÉPARINE SODIQUE,,76
362,unknown,57,NADROPARINE CALCIQUE,X,76
363,unknown,57,COÛT DU,,77
364,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,77
365,unknown,57,FORMAT,,77
366,unknown,57,RIVAROXABAN,X,77
367,unknown,57,COÛT DU,,78
368,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,78
369,unknown,57,FORMAT,,78
370,unknown,57,TINZAPARINE SODIQUE,X,78
371,unknown,57,COÛT DU,,79
372,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,79
373,unknown,57,FORMAT,,79
374,unknown,57,WARFARINE SODIQUE,X,79
375,unknown,57,COÛT DU,,80
376,unknown,57,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,80
377,unknown,57,FORMAT,,80
378,unknown,58,ANAGRELIDE (CHLORHYDRATE D'),X,80
379,unknown,58,COÛT DU,,81
380,unknown,58,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,81
381,unknown,58,FORMAT,,81
382,unknown,59,CLOPIDOGREL (BISULFATE DE),X,81
383,unknown,60,FILGRASTIM,X,81
384,unknown,60,COÛT DU,,82
385,unknown,60,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,82
386,unknown,60,FORMAT,,82
387,unknown,60,PEGFILGRASTIM,X,82
388,unknown,61,TRANEXAMIQUE (ACIDE),X,82
389,unknown,62,COÛT DU,,85
390,unknown,62,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,85
391,unknown,62,FORMAT,,85
392,unknown,63,AMIODARONE (CHLORHYDRATE D'),X,85
393,unknown,63,DISOPYRAMIDE,X,85
394,unknown,63,FLECAÏNIDE (ACÉTATE DE),X,85
395,unknown,63,COÛT DU,,86
396,unknown,63,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,86
397,unknown,63,FORMAT,,86
398,unknown,63,MEXILÉTINE (CHLORHYDRATE DE),X,86
399,unknown,63,PROPAFÉNONE (CHLORHYDRATE DE),X,86
400,unknown,64,DIGOXINE,X,86
401,unknown,64,MILRINONE (LACTATE DE),X,86
402,unknown,64,COÛT DU,,87
403,unknown,64,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,87
404,unknown,64,FORMAT,,87
405,unknown,65,CHOLESTYRAMINE (RÉSINE DE),X,87
406,unknown,65,COLESTIPOL (CHLORHYDRATE DE),X,87
407,unknown,65,COÛT DU,,88
408,unknown,65,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,88
409,unknown,65,FORMAT,,88
410,unknown,66,ÉZÉTIMIBE,X,88
411,unknown,67,BÉZAFIBRATE,X,88
412,unknown,67,COÛT DU,,89
413,unknown,67,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,89
414,unknown,67,FORMAT,,89
415,unknown,67,FÉNOFIBRATE (MICROENROBÉ),X,89
416,unknown,67,FÉNOFIBRATE (NANOCRISTALLISÉ OU MICROENROBÉ OU MICRONISÉ),X,89
417,unknown,67,FÉNOFIBRATE (NANOCRISTALLISÉ),X,89
418,unknown,67,GEMFIBROZIL,X,89
419,unknown,68,AMLODIPINE (BÉSYLATE D')/ ATORVASTATINE CALCIQUE,X,89
420,unknown,68,COÛT DU,,90
421,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,90
422,unknown,68,FORMAT,,90
423,unknown,68,COÛT DU,,91
424,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,91
425,unknown,68,FORMAT,,91
426,unknown,68,ATORVASTATINE CALCIQUE,X,91
427,unknown,68,COÛT DU,,92
428,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,92
429,unknown,68,FORMAT,,92
430,unknown,68,COÛT DU,,93
431,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,93
432,unknown,68,FORMAT,,93
433,unknown,68,COÛT DU,,94
434,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,94
435,unknown,68,FORMAT,,94
436,unknown,68,FLUVASTATINE SODIQUE,X,94
437,unknown,68,COÛT DU,,95
438,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,95
439,unknown,68,FORMAT,,95
440,unknown,68,LOVASTATINE,X,95
441,unknown,68,PRAVASTATINE SODIQUE,X,95
442,unknown,68,COÛT DU,,96
443,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,96
444,unknown,68,FORMAT,,96
445,unknown,68,COÛT DU,,97
446,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,97
447,unknown,68,FORMAT,,97
448,unknown,68,COÛT DU,,98
449,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,98
450,unknown,68,FORMAT,,98
451,unknown,68,ROSUVASTATINE CALCIQUE,X,98
452,unknown,68,COÛT DU,,99
453,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,99
454,unknown,68,FORMAT,,99
455,unknown,68,COÛT DU,,100
456,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,100
457,unknown,68,FORMAT,,100
458,unknown,68,COÛT DU,,101
459,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,101
460,unknown,68,FORMAT,,101
461,unknown,68,COÛT DU,,102
462,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,102
463,unknown,68,FORMAT,,102
464,unknown,68,SIMVASTATINE,X,102
465,unknown,68,COÛT DU,,103
466,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,103
467,unknown,68,FORMAT,,103
468,unknown,68,COÛT DU,,104
469,unknown,68,CODE MARQUE DE COMMERCE FABRICANT FORMAT PRIX UNITAIRE,,104
