PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description,rule_label
,ARGENTINA,Lepetit,ACIMED,omeprazole,30-05-2025,7500.00,IOMA,8619.34,0.00,20 mg caps.x 30 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Lepetit,ACIMED,omeprazole,26-06-2025,19520.00,IOMA,13419.00,6101.00,40 mg caps.x 15 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Lepetit,ACIMED,omeprazole,27-10-2025,35560.00,IOMA,25949.07,9610.93,40 mg caps.x 30 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,GlaxoSmithKline Biopharma,3 TC COMPLEX,lamivudine+zidovudine,29-12-2025,496962.79,IMPORTED,,,comp.rec.x 60,Imported-fallback
,ARGENTINA,IQUISA,420 CBD BEAUTY,cannabidiol,03-12-2024,23375.00,,,,facial cream x 50 ml (VL),No-scheme
,ARGENTINA,IQUISA,420 CBD RELAX,cannabidiol,03-12-2024,15215.00,,,,env.x 16 ml (VL),No-scheme
,ARGENTINA,IQUISA,420 CBD TETITA FELIZ PACK,cannabidiol,03-12-2024,49150.00,,,,cr. 75 g + oil 75 ml (VL),No-scheme
,ARGENTINA,Medisol,ACIMED,omeprazole,06-06-2025,6900.00,IOMA,5026.27,1873.73,20 mg caps.x 28 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Cassará,5 FU,fluorouracil,15-12-2025,53000.00,,,,ung.x 20 g,No-scheme
,ARGENTINA,Klonal,AGUA DESTILADA,soluc.parent/fisiol/glucos/others,23-10-2025,438703.70,,,,a.x 100 x 5 ml,No-scheme
,ARGENTINA,Ariston,5XR 1000,mesalazine,03-12-2025,141152.44,,,,1000 mg tablets x 30,No-scheme
,ARGENTINA,Ariston,5XR 1000,mesalazine,03-12-2025,279378.32,,,,1000 mg tablets x 60,No-scheme
,ARGENTINA,Ariston,5XR 500,mesalazine,03-12-2025,238803.69,,,,500 mg tablets x 100,No-scheme
,ARGENTINA,Ariston,5XR 500,mesalazine,03-12-2025,130963.27,,,,500 mg tablets x 50,No-scheme
,ARGENTINA,Elea,8 HORAS,eszopiclone,17-12-2025,22392.79,,,,2 mg tablets x 30,No-scheme
,ARGENTINA,Elea,8 HORAS,eszopiclone,17-12-2025,27989.65,,,,3 mg tablets x 30,No-scheme
,ARGENTINA,Domínguez,A ACIDO,retinoic acid,30-12-2025,6422.79,,,,0.05% cr.x 10 g,No-scheme
,ARGENTINA,Domínguez,A ACIDO,retinoic acid,30-12-2025,7602.14,,,,0.1% cr.x 10 g,No-scheme
,ARGENTINA,Domínguez,A ACIDO,retinoic acid,30-12-2025,8326.16,,,,0.2% cr.x 10 g,No-scheme
,ARGENTINA,Domínguez,A ACIDO EMOLIENTE,retinoic acid,30-12-2025,15142.01,,,,0.025% cr.x 30 g,No-scheme
,ARGENTINA,Veinfar,AGUA DESTILADA,soluc.parent/fisiol/glucos/others,11-08-2025,268210.00,,,,a.x 100 x 5 ml,No-scheme
,ARGENTINA,Domínguez,A ACIDO VITAL,retinoic acid,30-12-2025,14783.94,,,,cr.x 30 g,No-scheme
,ARGENTINA,Elea,ABACAVIR ELEA,abacavir,09-07-2025,103336.20,,,,300 mg comp.rec.x 60,No-scheme
,ARGENTINA,Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,abacavir+lamivudine,28-09-2021,24500.00,IMPORTED,,,comp.rec.x 30,Imported-fallback
,ARGENTINA,Austral,AMOXITRAL,amoxicillin,23-09-2025,22917.60,IOMA,7445.21,15472.39,1 g comp.x 16,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Austral,AMOXITRAL,amoxicillin,23-09-2025,9545.45,IOMA,7445.21,2100.24,500 mg tablets x 21,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Elea,ABARAX,benznidazole,17-12-2025,96494.06,,,,100 mg tablets x 100,No-scheme
,ARGENTINA,Elea,ABARAX,benznidazole,17-12-2025,60149.60,,,,50 mg comp.x 100,No-scheme
,ARGENTINA,Roemmers,ABAXON,rivaroxaban,16-12-2025,49985.00,,,,10 mg x 10 tablets,No-scheme
,ARGENTINA,Roemmers,ABAXON,rivaroxaban,16-12-2025,116127.00,,,,10 mg x 30 tablets,No-scheme
,ARGENTINA,Roemmers,ABAXON,rivaroxaban,16-12-2025,110483.00,,,,15 mg x 30 tablets,No-scheme
,ARGENTINA,Roemmers,ABAXON,rivaroxaban,16-12-2025,59765.00,,,,2.5 mg x 30 tablets,No-scheme
,ARGENTINA,Roemmers,ABAXON,rivaroxaban,16-12-2025,119577.00,,,,20 mg x 30 tablets,No-scheme
,ARGENTINA,Teva Argentina,ABELCET,amphotericin B lipid complex,01-12-2025,694469.82,IMPORTED,,,100 mg f.a.x 20 ml,Imported-fallback
,ARGENTINA,Biotechno Pharma,ABERIC,abiraterone acetate,28-05-2025,8546235.47,,,,250 mg tablets x 120,No-scheme
,ARGENTINA,B-Life,ABINTRA,arginine+assoc.,29-09-2025,29430.73,IMPORTED,,,sachet x 27 g,Imported-fallback
,ARGENTINA,Celnova Argentina,ABIRANOVA,abiraterone acetate,23-12-2025,8427456.46,,,,250 mg tablets x 120,No-scheme
,ARGENTINA,Lepetit,AMOXITRAL,amoxicillin,23-09-2025,8546.43,IOMA,3668.95,4877.48,500 mg susp. x 90 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Glenmark,ABIRATERONA GLENMARK,abiraterone acetate,17-11-2025,9371297.08,IMPORTED,,,250 mg tablets x 120,Imported-fallback
,ARGENTINA,Duncan,ABLOOM,amlodipine,02-08-2025,17549.54,,,,10 mg tablets x 30,No-scheme
,ARGENTINA,Duncan,ABLOOM 5,amlodipine,09-02-2024,6687.34,,,,5 mg tablets x 30,No-scheme
,ARGENTINA,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,0.02 mg inj.a.x 8,No-scheme
,ARGENTINA,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,0.2 mg inj.a.x 8,No-scheme
,ARGENTINA,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,2 mg inj.a.x 8,No-scheme
,ARGENTINA,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,20 mg inj.a.x 8,No-scheme
,ARGENTINA,Valuge,ABRALUX,synthetic wax + glycerin,01-01-2026,29314.51,,,,cr.x 60 g (VL),No-scheme
,ARGENTINA,Medisol,AMOXOL 1000,amoxicillin,15-12-2025,9800.00,IOMA,3276.00,6524.00,1000 mg tablets x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Bristol,ABRAXANE,paclitaxel albumin,02-01-2026,6910664.91,,,,100 mg inj.liof.f.a.x 1,No-scheme
,ARGENTINA,Eczane,ABRIKAT,acalabrutinib,02-01-2026,17338693.66,,,,100 mg caps.x 60,No-scheme
,ARGENTINA,Pfizer,ABRILADA,adalimumab,23-12-2025,1242355.75,IMPORTED,,,40mg/0.8ml lap.prell.x 2,Imported-fallback
,ARGENTINA,Pfizer,ABRYSVO,syncytial virus antigen resp.,23-12-2025,323952.13,IMPORTED,,,fco.a.liof.x1+disolv.x1,Imported-fallback
,ARGENTINA,F & F Farma,AC QUAXA,piroctone olamine,15-12-2025,28000.00,,,,shampoo x 200 ml (VL),No-scheme
,ARGENTINA,Jayor,ACALASTATERA,acalabrutinib,04-09-2025,15046477.89,,,,100 mg caps.x 60,No-scheme
,ARGENTINA,Sanitas,AMOXOL 1000,amoxicillin,15-12-2025,15858.00,,,,1000 mg tablets x 14,No-scheme
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,11966.00,,,,120 mg tablets x 20,No-scheme
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,32552.00,,,,120 mg tablets x 50,No-scheme
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,12959.00,,,,60 mg tablets x 50,No-scheme
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,14674.00,,,,90 mg tablets x 50,No-scheme
,ARGENTINA,Roemmers,ACALIX AP,diltiazem,20-11-2025,30986.00,,,,120 mg caps.x 30,No-scheme
,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,20-11-2025,32394.00,,,,180 mg caps. x 30,No-scheme
,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,20-11-2025,46862.00,,,,240 mg caps.x 30,No-scheme
,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,20-11-2025,52535.00,,,,300 mg caps. x 30,No-scheme
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,22667.57,,,,1 g IM f.a.x 1,No-scheme
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,99571.18,,,,1 g IM f.a.x 3,No-scheme
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,16042.43,,,,1 g IV f.a.x 1,No-scheme
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,31565.55,,,,2 g IV f.a.x 1,No-scheme
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,11739.08,,,,500 mg IM f.a.x 1,No-scheme
,ARGENTINA,Olbia Pharma,ACCELON,omega 3,05-02-2025,14913.25,,,,30 caps (VL),No-scheme
,ARGENTINA,Olbia Pharma,ACCELON,omega 3,05-02-2025,26317.50,,,,60 caps (VL),No-scheme
,ARGENTINA,Olbia Pharma,ACCELON,omega 3,05-02-2025,40353.50,,,,90 caps (VL),No-scheme
,ARGENTINA,Coloplast,ACCESORIOS PARA FISTULAS,accessory,01-11-2025,374537.98,,,,box x 10 code 14041 (VL),No-scheme
,ARGENTINA,Cassará,AMOXOL 500,amoxicillin,17-11-2025,11400.00,IOMA,4793.37,6606.63,oral suspension x 120 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Cassará,AMOXOL 500,amoxicillin,17-11-2025,7800.00,IOMA,3668.95,4131.05,oral suspension x 90 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Medisol,AMOXOL 500,amoxicillin,24-02-2025,4400.00,IOMA,1556.00,2844.00,500 mg tablets x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Fabop,ATIBAX,ciprofloxacin,03-12-2025,42584.04,,,,500 mg comp.x 90,No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,15-12-2025,5130.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,15-12-2025,6960.00,,,,fco.x 50 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,almond oil,15-12-2025,15530.00,,,,fco. dropper x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ARGAN EWE,argan oil+vit.e,15-12-2025,18410.00,,,,env.x 50 ml (VL),No-scheme
,ARGENTINA,Sidus,ACEITE DE CHIA CORMILLOT,chia oil,09-06-2021,1183.86,,,,caps.bl.x 30 (VL),No-scheme
,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,18-11-2025,15146.70,,,,fco.x 360 ml (VL),No-scheme
,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,18-11-2025,28121.20,,,,fco.x 660 ml (VL),No-scheme
,ARGENTINA,Savant Generic,ATIBAX,ciprofloxacin,03-02-2021,1093.89,IOMA,4960.20,0.00,500 mg comp.rec.x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Sanitas,ACEITE DE JOJOBA EWE,jojoba oil,15-12-2025,17400.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Innovapharma,ACEITE DE KRILL,krill oil,01-12-2025,63700.00,IMPORTED,,,caps.x 60 (VL),Imported-fallback
,ARGENTINA,Sanitas,ACEITE DE LAVANDA EWE,Cosmetic Product,15-12-2025,17860.00,,,,fco.x 8 ml (VL),No-scheme
,ARGENTINA,AMN,ACEITE DE LORENZO,glycerol trioleate oil,01-12-2025,3535301.00,IMPORTED,,,package x 500 ml,Imported-fallback
,ARGENTINA,Provefarma,ACEITE DE OREGANO,oregano oil+assoc,14-10-2025,19500.00,,,,env.x 30 ml (VL),No-scheme
,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,22-09-2025,11500.00,,,,soft capsules x 30 (VL),No-scheme
,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,22-09-2025,21500.00,,,,soft capsules x 60 (VL),No-scheme
,ARGENTINA,Laboratorio ENA,BCAA 2:1:1,l-isoleucine+assoc.,01-08-2025,18000.00,,,,caps.x 90 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,23-12-2025,11980.00,,,,caps.x 20 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,23-12-2025,15870.00,,,,caps.x 30 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,23-12-2025,30020.00,IMPORTED,,,caps.x 60 (VL),Imported-fallback
,ARGENTINA,Provefarma,ACEITE DE PESCADO OMEGANAT,fish oil,01-12-2025,39000.00,,,,soft capsules x 60 (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE RICINO EWE,"ricinoleic acid,triglyceride",15-12-2025,4920.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE RICINO EWE,"ricinoleic acid,triglyceride",15-12-2025,6840.00,,,,fco.x 50 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE TEA TREE OIL EWE,tea tree oil,15-12-2025,21890.00,,,,fco.x 20 ml (VL),No-scheme
,ARGENTINA,Laboratorio Dicofar,ACEITE ESMERALDA MOONE,"camphor+methyl,salicylate+asoc.",09-09-2025,11713.00,,,,bottle x 70 ml (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,12578.16,,,,200 mg effervescent tablets x 10 (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,12578.16,,,,200mg effervescent tablets x10 (VL) (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,14737.74,,,,600 mg effervescent tablets x 10,No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,22243.18,,,,600 mg effervescent tablets x 12,No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,23952.10,,,,600 mg effervescent tablets x 20,No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,11344.21,,,,600 mg effervescent tablets x 5,No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,63467.39,,,,600 mg effervescent tablets x 60,No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,12-12-2025,28839.61,,,,600 mg effervescent tablets x 90,No-scheme
,ARGENTINA,Pharmamerican S.R.L.,BCAA 2:1:1,l-isoleucine+assoc.,01-12-2025,18495.00,,,,caps.x 90 (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK BIOTIC,amoxicillin+acetylcysteine,12-12-2025,4811.77,,,,500/200 mg sachet x 21,No-scheme
,ARGENTINA,Siegfried,ACEMUK BIOTIC DUO,amoxicillin+acetylcysteine,12-12-2025,16816.40,,,,comp.rec.x 14,No-scheme
,ARGENTINA,Siegfried,ACEMUK DIA Y NOCHE,acetylcysteine+paracet.+asoc.,12-12-2025,14091.28,,,,comp.eferv.x 16,No-scheme
,ARGENTINA,Siegfried,ACEMUK GRIP,acetylcysteine+paracet.+asoc.,12-12-2025,8818.97,,,,comp.eferv.x 10,No-scheme
,ARGENTINA,Siegfried,ACEMUK JARABE,acetylcysteine,12-12-2025,12446.70,,,,jbe.x 100 ml,No-scheme
,ARGENTINA,Siegfried,ACEMUK L,acetylcysteine+thyrothricin+assoc.,12-12-2025,11572.98,,,,comp.x 20,No-scheme
,ARGENTINA,Rospaw,ACENOCOUMAROL ROSPAW,acenocoumarol,29-12-2025,25714.11,,,,4 mg tablets x 20,No-scheme
,ARGENTINA,Siegfried,ACERPES,acyclovir,12-12-2025,17278.02,,,,400 mg tablets x 20,No-scheme
,ARGENTINA,Siegfried,ACERPES,acyclovir,12-12-2025,7640.30,,,,5% cr.x 5 g (VL),No-scheme
,ARGENTINA,Siegfried,ACERPES,acyclovir,12-12-2025,31701.33,,,,800 mg tablets x 20,No-scheme
,ARGENTINA,Novoplos,ACETA,acetazolamide,15-12-2025,17620.00,,,,250 mg tablets x 20,No-scheme
,ARGENTINA,Teva Argentina,ACETILCISTEINA TEVA,acetylcysteine,11-07-2024,12347.54,,,,600 mg effervescent tablets x 10,No-scheme
,ARGENTINA,Gemepe,ACICLOVIR GEMEPE,acyclovir,06-10-2025,2728936.55,,,,500 mg f.a.x 50 x 20 ml,No-scheme
,ARGENTINA,Cassará,BETACORT CASSARA,betamethasone,15-12-2025,8520.00,IOMA,1953.78,6566.22,gts.x 30 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,06-10-2025,4724747.76,,,,500 mg f.a.x 100 E.H. (VL),No-scheme
,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,28-04-2025,2357569.10,,,,500 mg f.a.x 50 E.H. (VL),No-scheme
,ARGENTINA,Drawer,ACIDO AMINOCAPROICO DRAWER,aminocaproic acid,04-08-2025,3030838.72,,,,a.x 100 x 10 ml,No-scheme
,ARGENTINA,A.M. Farma Activ,ACIDO FOLICO,folic acid,21-08-2025,11500.00,,,,1 mg comp.x 30 (VL),No-scheme
,ARGENTINA,Richmond,ACIDO FOLICO RICHMOND,folic acid,21-11-2025,21940.43,,,,1 mg comp.x 60,No-scheme
,ARGENTINA,Richmond,ACIDO FOLICO RICHMOND,folic acid,21-11-2025,27058.62,,,,5 mg comp.x 60,No-scheme
,ARGENTINA,Vannier,ACIDO FOLICO VANNIER,folic acid,01-01-2026,13761.33,,,,1 mg comp.x 30,No-scheme
,ARGENTINA,Vannier,ACIDO FOLICO VANNIER,folic acid,01-01-2026,26153.29,,,,10 mg tablets x 30,No-scheme
,ARGENTINA,Vannier,ACIDO FOLICO VANNIER,folic acid,01-01-2026,17721.99,,,,5 mg tablets x 30,No-scheme
,ARGENTINA,Provefarma,ACIDO HIALURONICO,hyaluronic acid + assoc.,04-08-2025,19500.00,,,,caps. x 30 (VL),No-scheme
,ARGENTINA,Pharmamerican S.R.L.,ACIDO HIALURONICO VITAMIN WAY,hyaluronic acid + assoc.,12-12-2025,19008.00,,,,caps.x 30 (VL),No-scheme
,ARGENTINA,IMA,ACIDO ZOLEDRONICO IMA,zoledronic acid,30-12-2025,626272.83,,,,4 mg pvo.liof.x 1+solv.,No-scheme
,ARGENTINA,Microsules Arg.,ACIDO ZOLEDRONICO MICROSULES,zoledronic acid,01-01-2026,654206.71,,,,4 mg inj.liof.x 1+solv.,No-scheme
,ARGENTINA,Richet,ACIDO ZOLEDRONICO RICHET,zoledronic acid,20-12-2025,544246.00,,,,4mg/5ml liof.f.a.x1+solv,No-scheme
,ARGENTINA,Richet,ACIDO ZOLEDRONICO RICHET,zoledronic acid,20-12-2025,590858.85,,,,5mg/100ml f.a.x 1,No-scheme
,ARGENTINA,Medisol,BETACORT CASSARA,betamethasone,17-11-2025,5500.00,IOMA,1801.29,3698.71,gts.x 15 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Domínguez,ACIFOL,folic acid,30-12-2025,14575.41,,,,1 mg comp.x 30,No-scheme
,ARGENTINA,Domínguez,ACIFOL,folic acid,30-12-2025,24298.88,,,,1 mg comp.x 60,No-scheme
,ARGENTINA,Domínguez,ACIFOL 10,folic acid,30-12-2025,27698.00,,,,10 mg tablets x 30,No-scheme
,ARGENTINA,Domínguez,ACIFOL 10,folic acid,30-12-2025,45362.12,,,,10 mg tablets x 60,No-scheme
,ARGENTINA,Domínguez,ACIFOL 5,folic acid,30-12-2025,18767.83,,,,5 mg tablets x 30,No-scheme
,ARGENTINA,Domínguez,ACIFOL 5,folic acid,30-12-2025,31953.02,,,,5 mg comp.x 60,No-scheme
,ARGENTINA,Domínguez,ACIFOL B12,folic acid + vitamin B12,30-12-2025,29192.31,,,,comp.x 30,No-scheme
,ARGENTINA,Domínguez,ACIFOL B12,folic acid + vitamin B12,30-12-2025,49738.36,,,,comp.x 60,No-scheme
,ARGENTINA,Domínguez,ACIFOL FE,"iron+vit.b12+folic,ac.",30-12-2025,27183.43,,,,comp.x 30,No-scheme
,ARGENTINA,Domínguez,ACIFOL FE,"iron+vit.b12+folic,ac.",30-12-2025,49211.13,,,,comp.x 60,No-scheme
,ARGENTINA,Domínguez,ACIFOL GOTAS,folic acid,30-12-2025,20555.29,,,,fco.x 10 ml,No-scheme
,ARGENTINA,Andrómaco,ACIFUSIN,"fusidic,ac.",02-01-2026,17144.43,,,,cr.x 15 g,No-scheme
,ARGENTINA,Andrómaco,ACIFUSIN,"fusidic,ac.",02-01-2026,12774.54,,,,ung.x 15 g,No-scheme
,ARGENTINA,Andrómaco,ACIFUSIN B,"fusidic,ac.+betamethasone",02-01-2026,26658.30,,,,cr.x 15 g,No-scheme
,ARGENTINA,Sanitas,ACIMED F,famotidine,15-12-2025,8576.00,,,,20 mg tablets x 30,No-scheme
,ARGENTINA,Sanitas,ACIMED F,famotidine,15-12-2025,14900.00,,,,40 mg tablets x 30,No-scheme
,ARGENTINA,Laboratorio Millet,BLUEKING,"blueberry, ext.+assoc.",15-09-2025,83631.06,,,,comp.mast. blister 6 x 10 (VL),No-scheme
,ARGENTINA,Laboratorio Millet,BLUEKING,"blueberry, ext.+assoc.",15-09-2025,47787.18,,,,comp.mast.fco.x 30 (VL),No-scheme
,ARGENTINA,Laboratorio Millet,BLUEKING,"blueberry, ext.+assoc.",15-09-2025,29322.01,,,,comp.mast.x 300 (VL),No-scheme
,ARGENTINA,Lepetit,ACIMED L,lansoprazole,02-12-2025,25450.00,,,,30 mg caps.x 30 (VL),No-scheme
,ARGENTINA,Medipharma,ACIPOUN ORAL,chlorhexidine,03-12-2025,14250.01,,,,colut.x 200 ml (VL),No-scheme
,ARGENTINA,Géminis Farmacéutica,ACIVAL,nimodipine,19-12-2025,16139.95,,,,comp.x 30,No-scheme
,ARGENTINA,Géminis Farmacéutica,ACIVAL,nimodipine,19-12-2025,27652.38,,,,comp.x 60,No-scheme
,ARGENTINA,Biosidus S.A.U.,ACLASTA,zoledronic acid,15-12-2025,716296.70,IMPORTED,,,5 mg f.a.x 100 ml,Imported-fallback
,ARGENTINA,Pharmatrix,ACLER,fluorouracil,02-01-2026,53497.46,,,,cr.x 20 g,No-scheme
,ARGENTINA,Eurofarma,ACLOSAN,tamsulosin,24-12-2025,56085.29,,,,0.4 mg caps.x 30,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC,diclofenac sodium,02-01-2026,3216.55,,,,50 mg comp.rec.x 10,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC,diclofenac sodium,02-01-2026,6272.18,,,,50 mg comp.rec.x 20,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC,diclofenac sodium,02-01-2026,79446.95,,,,50 mg comp.rec.x 500,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC,diclofenac sodium,02-01-2026,7397.91,,,,75 mg comp.rec.x 10,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC,diclofenac sodium,02-01-2026,12426.64,,,,75 mg comp.rec.x 20,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC,diclofenac sodium,02-01-2026,114142.92,,,,75 mg comp.rec.x 500,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC LP,diclofenac sodium,02-01-2026,9492.57,,,,100mg caps.lib.prol.x 10,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC LP,diclofenac sodium,02-01-2026,16920.78,,,,100mg caps.lib.prol.x 20,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC LP,diclofenac sodium,02-01-2026,148761.98,,,,100mg caps.lib.prol.x500,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC PLUS,diclofenac+pridinol,02-01-2026,9624.59,,,,comp.rec.x 10,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC PLUS,diclofenac+pridinol,02-01-2026,17216.52,,,,comp.rec.x 20,No-scheme
,ARGENTINA,Eczane,ACLOXIGENAC PLUS,diclofenac+pridinol,02-01-2026,415438.51,,,,comp.rec.x 500,No-scheme
,ARGENTINA,Casasco,ACLUSIN,cilostazol,18-12-2025,41828.58,,,,100 mg tablets x 30,No-scheme
,ARGENTINA,Casasco,ACLUSIN,cilostazol,18-12-2025,73416.81,,,,100 mg tablets x 60,No-scheme
