Registration No,Product Name,Holder
MAL05121153AZ,Zocol 150mg Capsule,SM PHARMACEUTICALS SDN. BHD.
MAL19930601AZ,Doxymycin Capsule 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990579AZ,DOSANAC EMULSION GEL,SPG PHARMA (MALAYSIA) SDN BHD
MAL08021472AZ,Vesyca Injection 25mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20021425X,Cartril-S 250mg Capsule,Duopharma Marketing Sdn. Bhd.
MAL20014217AZ,AXCEL CEPHALEXIN-500 CAPSULE,KOTRA PHARMA (M) SDN. BHD.
MAL07061572XZ,Enerlyte Oral Rehydration Salts (Natural),Duopharma Marketing Sdn. Bhd.
MAL06100555AZ,"Androgel 50mg, gel of testosterone 1%",BREGO LIFE SCIENCES SDN. BHD
MAL19971835AZ,Borymycin Capsule 100mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20021414AZ,Zycort Injection 100mg,SM PHARMACEUTICALS SDN. BHD.
MAL19890246AZ,BETAMOX GRANULE 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20014330ACZ,AMIOHEXAL 200,IMEKS PHARMA SDN. BHD.
MAL20020899ARZ,N/A,N/A
MAL19986556XC,TIGER & STORK BRAND MEDICATED OIL,WENG HARNG ENTERPRISE
MAL19890330AZ,BETAMOX CAPSULE 500MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20000370AZ,ZOPAM INJECTION 2ML,SM PHARMACEUTICALS SDN. BHD.
MAL06091431XC,Kordel's Glucosamine 550 Capsule,CAMBERT(M) SDN. BHD.
MAL19970516AZ,KISAN INJECTION 10MG/ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20016143AZ,Gemita RTU 38mg/ml Injection,FRESENIUS KABI MALAYSIA SDN. BHD
MAL19870958AZ,HERPESAN GEL 2%,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL15095004N,N/A,N/A
MAL19973691AZ,DEPOCON INJECTION,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19086002AZ,TORCOXIB 200mg CAPSULES,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL21046075NC,Janipro ATOZ Multivitamin-Multimineral Lutein & Lycopene Plus Curcuma Longa & Probiotic L. Rhamnosus Capsule,Janipro (M) Sdn Bhd
MAL16115039AZ,Prelica Capsule 75mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19987985AZ,VOREN ENTERIC MICROENCAPSULATED CAPSULE 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19973342AZ,[TIMEOUT ERROR],
MAL19126014AZ,Unihepa 1000 IU/ ml Injection (5 ml vial),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19911524X,AXE BRAND MEDICATED OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL16045055AZ,Docetaxel Injection Concentrate 20mg/ml Daxotel,FRESENIUS KABI MALAYSIA SDN. BHD
MAL15105034AZ,ONDATRON (ONDANSETRON INJECTION BP 2mg/mL),AIN MEDICARE SDN. BHD.
MAL23036031XC,Lyzodase Troche,Vismedic Sdn. Bhd.
MAL14115013AZ,Salbutamol-G Expectorant,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL08111949XR,N/A,N/A
MAL19993074AZ,ANACAINE INJECTION 1%,SM PHARMACEUTICALS SDN. BHD.
MAL19900415AZ,N/A,N/A
MAL20013455AZ,SII Diphtheria and Tetanus Vaccine Adsorbed (Pediatric)-10 doses,SM PHARMACEUTICALS SDN. BHD.
MAL19961331AZ,PHARMANIAGA PETHIDINE HYDROCHLORIDE 100MG/2ML INJECTION,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19940638AZ,BUFENCON INJECTION 5ML VIAL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20116002ACRZ,Nocdurna Oral Lyophilisate for Sublingual 25 mcg,Ferring Sdn. Bhd.
MAL19984026AZ,DOMI INJECTION 15MG (3ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20012752XR,CO ENZYME Q10 100MG,21ST CENTURY PRODUCTS SDN. BHD.
MAL20066102TC,"Janipro TLC Tiger Milk Mushroom, Lingzhi with Cordyceps Capsule 520mg",Janipro (M) Sdn Bhd
