Registration No,Product Name,Holder
MAL19992765AZ,INFUSOL NSD5,AIN MEDICARE SDN. BHD.
MAL20040058AZ,KETOBID SHAMPOO,SM PHARMACEUTICALS SDN. BHD.
MAL19910073AZ,DIPRODIN ELIXIR,KOTRA PHARMA (M) SDN. BHD.
MAL20014357AZ,INFUSOL D50,AIN MEDICARE SDN. BHD.
MAL18056088XC,Neobun Classic Plaster,JWP Medical Sdn. Bhd.
MAL07122833X,Coenzyme Q10 75mg,HERBAL SCIENCE SDN. BHD.
MAL19890545AZ,FLUANXOL DEPOT INJ 20MG/ML (1ML),Lundbeck Malaysia Sdn. Bhd.
MAL20021165AZ,ATEHEXAL 100,IMEKS PHARMA SDN. BHD.
MAL20034570XZ,Flavettes Vitamin C Orange 500mg Sugar Free,Duopharma Marketing Sdn. Bhd.
MAL08082444XZ,B-cobal Film-coated tab,AV MANUFACTURING SDN.BHD
MAL19993049AZ,INFUSOL RG,AIN MEDICARE SDN. BHD.
MAL19890246AZ,BETAMOX GRANULE 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20031731AZ,OLFEN-75 SR/RETARD DEPOTABS,MEPHARM (MALAYSIA) SDN. BHD.
MAL20000872X,EUKY BEAR BRAND EUCALYPTUS OIL BP,ROSLIND ENTERPRISE (M) SDN. BHD.
MAL19912631XZ,UPHALYTE SALTS,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL06091408AZ,Yucomy Shampoo 2%w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19961701AZ,TYMIDIN 200,SM PHARMACEUTICALS SDN. BHD.
MAL06061531X,Three Legs White Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL20014201AZ,SII DIPHTHERIA & TETANUS VACCINE ADSORBED (PEDIATRIC) 20 DOSE,SM PHARMACEUTICALS SDN. BHD.
MAL21066033XZ,RinsCap ALco+ (Isopropyl Alcohol 75% v/v and Chlorhexidine Gluconate 0.5% w/v Hand Disinfectant),AIN MEDICARE SDN. BHD.
MAL19962087AZ,INFUSOL NS,AIN MEDICARE SDN. BHD.
MAL20012752XR,CO ENZYME Q10 100MG,21ST CENTURY PRODUCTS SDN. BHD.
MAL19990579AZ,DOSANAC EMULSION GEL,SPG PHARMA (MALAYSIA) SDN BHD
MAL19985971AZ,GARASENT 80MG INJ (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19871725AZ,DIPHENDRYL EXPECTORANT,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL19870561AZ,N/A,N/A
MAL19986450AZ,OLFEN-100 SR DEPOCAPS,MEPHARM (MALAYSIA) SDN. BHD.
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014355AZ,INFUSOL D30,AIN MEDICARE SDN. BHD.
MAL10100038X,QV Flare Up Bath Oil,EGO PHARM MALAYSIA SDN. BHD.
MAL04010359XZ,Flavettes Vitamin C Orange 250mg Sugar Free,Duopharma Marketing Sdn. Bhd.
MAL05092228AZ,Tidact Gel 1%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19913162XR,EGOPSORYL TA GEL,EGO PHARM MALAYSIA SDN. BHD.
MAL20020795AZ,,SM PHARMACEUTICALS SDN. BHD.
MAL05072030AZ,Sonap 275mg Caplet,IMEKS PHARMA SDN. BHD.
MAL04125501X,GNC Natural E 400 IU Softgel,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL10012456XZ,APPETON ACTIV-C (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL20021439X,OK Orang Kampung Minyak Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL20014361AZ,INFUSOL HSD10,AIN MEDICARE SDN. BHD.
MAL19056129X,E-zyme B6 Troche,AV MANUFACTURING SDN.BHD
MAL19872182AZ,METRONOL (METRONIDAZOLE 0.5% INJ),AIN MEDICARE SDN. BHD.
MAL19970235XC,UBAT MINYAK GELIGA,SYARIKAT MYP SDN. BHD.
MAL19987401X,AXE BRAND HEAT OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL06091374XRS,INTRALIPID 20%,FRESENIUS KABI MALAYSIA SDN. BHD
MAL19016090ACRZ,Erysaa Prefilled Syringe 4000IU/0.4mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL15095004N,N/A,N/A
MAL20001622XZ,Three Legs Povidone Iodine,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19993045AZ,INFUSOL D20,AIN MEDICARE SDN. BHD.
MAL10070594AZ,N/A,N/A
MAL16065023AZ,DOPAINE (Sterile Dopamine Concentrate 40mg/mL),AIN MEDICARE SDN. BHD.
MAL20020899ARZ,N/A,N/A
MAL05032522AZ,Promedyl DM Linctus,Duopharma Marketing Sdn. Bhd.
MAL06100579AZ,N/A,N/A
MAL07061564X,Appeton Essentials MV21G + Selenium,KOTRA PHARMA (M) SDN. BHD.
MAL08042250X,Appeton Essentials Msteen,KOTRA PHARMA (M) SDN. BHD.
MAL20086021X,Rohto Eye Wash (Distilled Witch Hazel 13%v/v),ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD.
MAL19991903AZ,AXCEL FLEMIN EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL19912742AZ,PENTASA ENEMA,Ferring Sdn. Bhd.
MAL19973681AZ,OPTIMOL EYE DROP 0.5%,DUOPHARMA (M) SENDIRIAN BERHAD
MAL17107076ACRZ,MINIRIN Oral Lyophilisate for sublingual 120mcg,Ferring Sdn. Bhd.
MAL20001914XZ,Scabitone Emulsion,SM PHARMACEUTICALS SDN. BHD.
MAL04030533X,Flavettes Vitamin C with Calcium Time Release 1000mg,Duopharma Marketing Sdn. Bhd.
MAL20031943AZ,Tuberculin PPD RT 23 AJV,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL07021524XCR,Appeton Essentials Fish Oil With Omega-3,KOTRA PHARMA (M) SDN. BHD.
MAL12050012XZ,Pinetarsol Gel Tar 1.6% w/w,EGO PHARM MALAYSIA SDN. BHD.
MAL20031761ARZ,VOLUVEN 6% (FREEFLEX WITH OVERWRAP),FRESENIUS KABI MALAYSIA SDN. BHD
MAL20000380AZ,INFUSOL M10,AIN MEDICARE SDN. BHD.
MAL19920731AZ,PERIZOL 2G,AIN MEDICARE SDN. BHD.
MAL20021157AZ,AXCEL FLEMIN JUNIOR EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL19912973ACZ,SALOFALK ENEMAS,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL06100555AZ,"Androgel 50mg, gel of testosterone 1%",BREGO LIFE SCIENCES SDN. BHD
MAL08111949XR,N/A,N/A
MAL20040963AZ,DURATOCIN RTS 100mcg/ml,Ferring Sdn. Bhd.
MAL20013455AZ,SII Diphtheria and Tetanus Vaccine Adsorbed (Pediatric)-10 doses,SM PHARMACEUTICALS SDN. BHD.
MAL20041269AZ,N/A,N/A
MAL20013984AZ,SII MEASLES VACCINE LIVE ATTENUATED (FREEZE- DRIED)-10 DOSES,SM PHARMACEUTICALS SDN. BHD.
MAL20034832X,MUCIL 200,IMEKS PHARMA SDN. BHD.
MAL19860041ACZ,N/A,N/A
MAL20116003ACRZ,Nocdurna Oral Lyophilisate for Sublingual 50 mcg,Ferring Sdn. Bhd.
MAL19930530AZ,PENTASA SUPPOSITORIES 1G,Ferring Sdn. Bhd.
MAL19920728AZ,PERITONIL H1,AIN MEDICARE SDN. BHD.
MAL19992766XZ,INFUSOL W,AIN MEDICARE SDN. BHD.
MAL19911524X,AXE BRAND MEDICATED OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL14115013AZ,Salbutamol-G Expectorant,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013500XZ,APPETON ESSENTIALS ACTIV - C 250 (BLACKCURRANT),KOTRA PHARMA (M) SDN. BHD.
MAL19987358XZ,SHINE VITAMIN-B COMPLEX,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09062132X,Appeton Essentials Antioxidant,KOTRA PHARMA (M) SDN. BHD.
MAL06051410XZ,Flavettes Vitamin C Orange 500mg,Duopharma Marketing Sdn. Bhd.
MAL20132309AZ,CLOMETRO 7HP,SM PHARMACEUTICALS SDN. BHD.
MAL05041940AZ,MUCO-AID LIQUID,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20116002ACRZ,Nocdurna Oral Lyophilisate for Sublingual 25 mcg,Ferring Sdn. Bhd.
MAL20001062XZ,UPHALYTE ORAL REHYDRATION SALTS (ORANGE),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19870139AZ,HEPARINOL 5000 IU/mL,AIN MEDICARE SDN. BHD.
MAL20014358AZ,INFUSOL HMK,AIN MEDICARE SDN. BHD.
MAL08061682X,Donna Glucosamine 1500mg Sachet,Duopharma Marketing Sdn. Bhd.
MAL19900491AZ,ALMIRAL 100MG SUPPOSITORIES,KOMEDIC SDN BHD
MAL20013171XC,21ST CENTURY CHILDREN'S VAPOR BALM,21ST CENTURY PRODUCTS SDN. BHD.
MAL06091506X,Three Legs Green Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL20020262AZ,ALLAVIN EXPECTORANT,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20013996ACZ,MESPORIN-1000 I.V. VIALS,MEPHARM (MALAYSIA) SDN. BHD.
MAL20076054XC,Lyzodase Oral Liquid,Vismedic Sdn. Bhd.
MAL19912626X,POTCIT MIXTURE,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19984028AZ,BICAFAR 1G STERILE,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20041268AZ,N/A,N/A
MAL19920729AZ,PERITONIL H2,AIN MEDICARE SDN. BHD.
MAL19987004AZ,VOREN SUPPOSITORIES 12.5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19911426X,Appeton Essentials Milk Calcium,KOTRA PHARMA (M) SDN. BHD.
