"#","Registration No / Notification No","Product Name","Holder"
"57","MAL12115072AZ","Advagraf 5mg Prolonged-release hard capsules","Astellas Pharma Malaysia Sdn Bhd"
"58","MAL12035032TC","TtG 420 TRIBULUS Tongkat Ali and Ginkgo Biloba Capsule","VICTUS SEMULAJADI (M) SDN BHD"
"59","MAL11105007TC","SUAN NING CAPSULE","Gossup Enterprise"
"60","MAL12015010NCR","Efamol Efalex Capsule","BIO-LIFE MARKETING SDN. BHD."
"61","MAL11105023T","Gano Cordy Capsule 450mg","GANO EXCEL INDUSTRIES SDN BHD"
"62","MAL13035010T","SG Brand X-Trex Capsule","SG GLOBAL BIOTECH SDN. BHD."
"63","MAL12115073AZ","Advagraf 1mg Prolonged-release hard capsules","Astellas Pharma Malaysia Sdn Bhd"
"64","MAL12115074AZ","Advagraf 0.5mg Prolonged-release hard capsules","Astellas Pharma Malaysia Sdn Bhd"
"65","MAL11105012TC","HAJIFA Coriander Capsule Plus","Herba Jantung Hj Ibrahim Enterprise"
"66","MAL11115068T","JAZMINE CAPSULES","SABIT BANANI INDUSTRIES SDN BHD"
"67","MAL12025035T","Pyrifica  Capsules","SABIT BANANI INDUSTRIES SDN BHD"
"68","MAL12015031T","B-Sky Fruit Capsule","Bioalpha International Sdn. Bhd."
"69","MAL12025037TC","H2 Nutrition Hydro Pearl 300mg Capsule","HOE HONG NUTRITION SDN BHD"
"70","MAL11125081T","Sislin� 10 Capsule","HERBAL SCIENCE SDN. BHD."
"71","MAL12055045NC","Vitalux Plus Omega 3 Capsule","ALCON LABORATORIES (MALAYSIA) SDN. BHD."
"72","MAL12065045T","Vitpro Saw Palmetto Plus Capsule","HERBAL SCIENCE SDN. BHD."
"73","MAL11115026N","Tumbiotix Capsules","Eucogen Pharma Sdn. Bhd."
"74","MAL12015017ARZ","Gilenya 0.5mg Hard Capsule","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"75","MAL11105024T","E. Excel Menovie Capsule","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"76","MAL13085054XC","Nuvanta Glucosamine + Chondroitin Capsule","NUVANTA SDN. BHD."
"77","MAL12035046TC","HURU TIGER MILK MUSHROOM 300mg CAPSULE","Ligno Biotech Sdn. Bhd."
"78","MAL14125133X","GAZGO 200 mg softgel capsules","MEGA LIFESCIENCES SDN. BHD."
"79","MAL13055062ACRZ","AGRYLIN 0.5MG CAPSULES","Takeda Malaysia Sdn Bhd"
"80","MAL12055099TC","H2 Nutrition U-Lady Capsule","HOE HONG NUTRITION SDN BHD"
"81","MAL11125028N","MQ L-Glutathione Plus Vit E Capsules","HERBAL SCIENCE SDN. BHD."
"82","MAL12025002T","A1 MEDI-AFA CAPSULE","Esprit Care Sdn. Bhd."
"83","MAL12055101TC","BEAUSKEEN PLUS Capsule 400mg","Power X Enterprise"
"84","MAL12075043TC","Biofizz Eyes Starry Capsules","Biofizz Marketing Sdn Bhd"
"85","MAL12105006T","ORIGIN Eye Bright Plus Capsule","THE ORIGIN FOODS SDN. BHD."
"86","MAL13075003TC","THE HERBAL CO. PROSTAFLO CAPSULE","Powerlife (M) Sdn. Bhd."
"87","MAL12065049T","BIOFIZZ MAN ENRICH CAPSULES","THE ORIGIN FOODS SDN. BHD."
"88","MAL12065044T","ASCEND 1 Reinz Capsule","ASCEND 1 UNIVERSAL HOLDINGS SDN. BHD."
"89","MAL12065048T","TRUHERBS Viva Cap Capsules","TRUHERBS SDN. BHD."
"90","MAL12085032TCR","VitaHealth Broccoli Extract 300mg Capsule","VITAHEALTH BIOTECH SDN BHD"
"91","MAL12075039T","AiHEALTH HEPEX PLUS CAPSULE","BIOFACT LIFE SDN. BHD."
"92","MAL12075047T","AiHEALTH RECHARGE CAPSULE","BIOFACT LIFE SDN. BHD."
"93","MAL12045063TC","ESSENS VICTUS TRIBULUS WITH TONGKAT ALI & GINKGO BILOBA CAPSULE","VICTUS SEMULAJADI (M) SDN BHD"
"94","MAL12045058TC","iaso TECHUI Spirulina Capsule","TST (ASIA) SDN. BHD."
"95","MAL12025050T","Biotropics Nu-Femme Capsule","Biotropics Malaysia Berhad"
"96","MAL12055111TC","GINSENG CAPSULE 260","CHUA TONGSAN SDN. BHD."
"97","MAL12075029TCR","VitaHealth Fenugreek Complex Capsule","VITAHEALTH BIOTECH SDN BHD"
"98","MAL12025051TC","NATURAX MISAI KUCING CAPSULE 500 MG","Biotropics Malaysia Berhad"
"99","MAL12095098XC","BIOFLOR 250mg capsules","SERVIER MALAYSIA SDN. BHD."
"100","MAL12065040T","ASCEND 1 Xpehl Capsule","ASCEND 1 UNIVERSAL HOLDINGS SDN. BHD."
"101","MAL12045082TC","PHM Monatto Capsule","TST (ASIA) SDN. BHD."
"102","MAL14115014X","UHC Glucosamine Chondroitin MSM Capsule","SYARIKAT WEN KEN DRUG SDN. BHD."
"103","MAL14055178T","GREENLEX ManjaLady Capsule 330mg","Zhulian Nutraceutical Sdn. Bhd."
"104","MAL12055078TC","Opceden� Bilberry Eyebright PLUS Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"105","MAL12035071N","VITANETIC PROBIORIC PROBIOTIC PLUS CAPSULE","HERBAL SCIENCE SDN. BHD."
"106","MAL12085049TC","NUTRIVA A-RIMAU Capsule","Nutriva International Sdn. Bhd."
"107","MAL12055118TC","NUTRIVA Tiger Boost Capsule","Nutriva International Sdn. Bhd."
"108","MAL12035074N","Excelife FloraPro Capsule","HERBAL SCIENCE SDN. BHD."
"109","MAL12045027N","GNC CoQ-10 150mg Softgel Capsules","GNC LIVEWELL MALAYSIA SDN. BHD."
"110","MAL12055048N","Nature`s Bounty Acetyl L-Carnitine 400mg & Alpha Lipoic Acid 200mg Capsule","NEWAGE SDN. BHD."
"111","MAL12035048TC","ORIGENE INTIMA CAPSULE 250MG","DIMECARE MANAGEMENT & SERVICES"
"112","MAL12105013TC","Afdhal Oradalin Capsule","Minda Tulus Enterprise"
"113","MAL12105047TC","ORIGENE TALISMA-S CAPSULE 250MG","DIMECARE MANAGEMENT & SERVICES"
"114","MAL13025018TC","CNI Well3 TIGERON CAPSULE","MB NUTRACEUTICALS SDN BHD"
"115","MAL12035050TC","ORIGENE HARMONIES PLUS CAPSULE 250mg","DIMECARE MANAGEMENT & SERVICES"
"116","MAL12045086TC","ORIGENE TAIROO PLUS CAPSULE 250MG","DIMECARE MANAGEMENT & SERVICES"
"117","MAL12075020TC","Vitamode� ALI BUTEA CAPSULE","MB NUTRACEUTICALS SDN BHD"
"118","MAL12055122TCR","Bio+ Organic Seabuckthorn Extract 500mg Soft Gel Capsule","Esprit Care Sdn. Bhd."
"119","MAL12045088T","TINOCRISPA CAPSULE","Biotropics Malaysia Berhad"
"120","MAL12055123TC","SJ TSG Capsule 450mg","J.D. ACADEMY"
"121","MAL12065055T","Sky Maca Capsule","Bioalpha International Sdn. Bhd."
"122","MAL12045089T","Pagi2 Ke-Sawah Tongkat Ali Extract Capsule","TPM NEXUS SDN. BHD."
"123","MAL12055125NCR","BiO-LiFE� Omega 3 Salmon Oil Plus Soft Capsule","BIO-LIFE MARKETING SDN. BHD."
"124","MAL14035017ACRZ","Duromine capsule 15mg","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"125","MAL14035007ACRZ","Duromine capsule 30mg","iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch"
"126","MAL12085091XC","BLACKMORES VITAMIN D3 1000IU CAPSULES","BLACKMORES (MALAYSIA) SDN. BHD."
"127","MAL12055052NCR","BLACKMORES MULTI-ACTION + OMEGA CAPSULES","BLACKMORES (MALAYSIA) SDN. BHD."
"128","MAL13045047AZ","Hidrasec 100mg  Hard Capsules","ABBOTT LABORATORIES (M) SDN. BHD."
"129","MAL12125032T","Wei Kang Bao Okinawa Mozuku Seaweed Capsule","Esprit Care Sdn. Bhd."
"130","MAL12115016T","Meiziya MWMB Capsules","MEIZIYA INTERNATIONAL SDN. BHD."
"131","MAL12065057T","Perluxan Capsule","Esprit Care Sdn. Bhd."
"132","MAL13025005T","WY Pearl 300mg Capsules","WAN YEEN TRADING SDN. BHD."
"133","MAL12065024TC","Nature Herbs Cordycap 500mg Capsule","Orthomedic & Health Care Enterprise"
"134","MAL12045090T","EU YAN SANG AMERICAN GINSENG CAPSULES","WENG LI SDN. BHD."
"135","MAL12095050TC","BioCare Cordyceps Sinensis 400mg Capsule","TST HEALTH CARE SDN BHD"
"136","MAL13055039TC","Herbal Farm Reposin Capsule","Herbal Farm"
"137","MAL12095051TC","Meiko Ganoderma Lucidum 400mg Capsule","TST HEALTH CARE SDN BHD"
"138","MAL17055007AZ","Dyna Gabapentin Capsule 300mg","DYNAPHARM (M) SDN. BHD."
"139","MAL13055004TC","Beliv Moeru Capsule","Metro Signature Sdn Bhd"
"140","MAL12125014TC","Beliv Anya Capsule","Metro Signature Sdn Bhd"
"141","MAL13055010TC","Beliv Su Myeon Capsule","Metro Signature Sdn Bhd"
"142","MAL12095047T","E-VIEW CAPSULE","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"143","MAL12075033TC","Sacpil Care Capsule","Saeed Ahmed Consultants Sdn. Bhd."
"144","MAL12125029TC","ORIGENE KASIH PLUS CAPSULE 250MG","DIMECARE MANAGEMENT & SERVICES"
"145","MAL12125034TC","ANWEN CAPSULE 500MG","PURE & ADVANCE HEALTHCARE SDN. BHD."
"146","MAL12095052T","OXYGINBERRY CAPSULE","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"147","MAL12085045TC","ImproHealth Capsule 500mg","PURE & ADVANCE HEALTHCARE SDN. BHD."
"148","MAL12065034NCR","OM3GA GOLD FISH OIL 1000MG SOFT GEL CAPSULE","Esprit Care Sdn. Bhd."
"149","MAL12065059T","CORDYMAZ Capsule","Bioalpha International Sdn. Bhd."
"150","MAL13115150T","8228 Essence 250mg Capsule","Reishilab Sdn Bhd"
"151","MAL16025024X","NUTRILITE OsteGlucosamine 375mg Capsule","AMWAY (MALAYSIA) SDN. BHD."
"152","MAL13015018TC","Meiziya Kang M12 Capsules","MEIZIYA INTERNATIONAL SDN. BHD."
"153","MAL13025020T","Jelita Garcinex Plus Capsule","SERI MH UMMI SDN BHD"
"154","MAL13115017T","Auraherbs garcinia plus capsule 500mg","SERI MH UMMI SDN BHD"
"155","MAL12085047TC","ESULIX WITH CORDYCEPS PLUS CAPSULE","AIFA HEALTH SDN.BHD."
"156","MAL13055012TC","Kiyora Heateaway Capsules","CHUA TONGSAN SDN. BHD."
"157","MAL12095102AZ","Xalkori 200mg Hard Capsules","PFIZER (MALAYSIA) SDN. BHD."
"158","MAL13125026T","GKBio B-Ali Maca Plus Capsule","GK BIO INTERNATIONAL SDN. BHD."
"159","MAL12095103AZ","Xalkori 250mg Hard Capsules","PFIZER (MALAYSIA) SDN. BHD."
"160","MAL12105028NSR","NUTRILITE coenzyme Q10 plus, capsules","AMWAY (MALAYSIA) SDN. BHD."
"161","MAL12105016TC","BioCare Viteurin Capsule","TST HEALTH CARE SDN BHD"
"162","MAL13115008TC","Herbalcity Eurycom Longi-Folia Plus Capsule","HERBALCITY MARKETING"
"163","MAL13035023TC","Herbalcity Besplinex Capsule","HERBALCITY MARKETING"
"164","MAL13075012TC","Herbalcity Houyanwang Capsules","HERBALCITY MARKETING"
"165","MAL15085060TC","Kun-po Lingzhi Plus Capsules","New Bo Lin Biotech Sdn Bhd"
"166","MAL13075029TC","BLACK RADIX PLUS FOR MEN CAPSULE","Sb Natural Herbs"
"167","MAL13045028T","MARISSA WELLNESS Rosellia Capsules","SABIT BANANI INDUSTRIES SDN BHD"
"168","MAL13125027TC","LAC ACTIVATED L.Pro. Capsule","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"169","MAL17085005AZ","VENLIFT ER 37.5 MG CAPSULE","LABORATORIES TORRENT (MALAYSIA) SDN. BHD."
"170","MAL12105025T","Geneherbs Apotec Misai Kucing Plus Capsule","Bioalpha International Sdn. Bhd."
"171","MAL12105053T","apotec B-Ligno Complex Capsule","Bioalpha International Sdn. Bhd."
"172","MAL12105054T","Geneherbs Apotec Glupholide Essence Capsule","Bioalpha International Sdn. Bhd."
"173","MAL17085006AZ","VENLIFT ER 75MG CAPSULE","LABORATORIES TORRENT (MALAYSIA) SDN. BHD."
"174","MAL17085007AZ","VENLIFT ER 150 MG CAPSULE","LABORATORIES TORRENT (MALAYSIA) SDN. BHD."
"175","MAL13075049TCR","MRT ElfaHex Softgel Capsule","ELEGANT WORLD (M) SDN. BHD."
"176","MAL12095038T","Hai-O Psyllium Husk Capsule","SG GLOBAL BIOTECH SDN. BHD."
"177","MAL12065060NCR","Platinum 1200mg Enteric-Coated Fish Oil Soft Gel Capsule","Esprit Care Sdn. Bhd."
"178","MAL12055056NC","Opceden� GlutaBrite Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"179","MAL14035033TC","Royal Fish Brand American Ginseng & Cordyceps Compound Capsule","CHUNG WOONG TRADING"
"180","MAL12115022TC","AURAMEN TRIPLE TREASURE CAPSULE","VIE JOY ENTERPRISE"
"181","MAL12095061TC","DUOLEAF HYPTEMIN CAPSULE","Greentech Empires Enterprise"
"182","MAL13045002TC","CVT DIAMOND BLACK SEED & GARLIC CAPSULE","COLOUR VIBRATION THERAPY SDN. BHD."
"183","MAL12095025NC","BiO-LiFE Proutix Capsule","BIO-LIFE MARKETING SDN. BHD."
"184","MAL13115018TC","SP Plus Lancea Plus Capsule","SP PLUS ENTERPRISE"
"185","MAL13025031N","Proviton Multivits CoQ10 plus Softgel capsule","Duopharma Marketing Sdn. Bhd."
"186","MAL14105006TC","Sleatone Capsule","Nuhealth (M) Sdn. Bhd."
"187","MAL14105007TC","Natto Plus 365 Capsule","Nuhealth (M) Sdn. Bhd."
"188","MAL12105001T","BIO LIGNO Capsule","Bioalpha International Sdn. Bhd."
"189","MAL13035008T","B-CORDYCEPS Capsule","Bioalpha International Sdn. Bhd."
"190","MAL13045023TC","Afdhal GanoBit-17 Capsule","Minda Tulus Enterprise"
"191","MAL13075002T","Well3 Tongkat Ali Capsules","Phytobiotech Sdn. Bhd."
"192","MAL13025024T","AiHEALTH STOMACHACHE & VOMIT CAPSULE","BIOFACT LIFE SDN. BHD."
"193","MAL12095031N","MegaLive Carotenoid Complex Plus Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"194","MAL12105057TC","BLOOMFIT MaleOn Vegetable Capsules","MB NUTRACEUTICALS SDN BHD"
"195","MAL13115078TC","Afdhal Brom-Q Capsules","Minda Tulus Enterprise"
"196","MAL13045008TC","BioCare Lobata Mirifica Plus Capsule","TST HEALTH CARE SDN BHD"
"197","MAL13085006T","AiHEALTH  AIRELIEF CAPSULE","BIOFACT LIFE SDN. BHD."
"198","MAL13025011TCR","BiO-LiFE ARTICAP Herbalmeds Softgel Capsules","MEGA LIFESCIENCES SDN. BHD."
"199","MAL13015009TC","Herbalmeds SAMETTO Softgel Capsules","MEGA LIFESCIENCES SDN. BHD."
"200","MAL13045003TC","Meiko Red Yeast Rice Plus Capsule","Goldlife Marketing Sdn. Bhd."
"201","MAL13055018T","Xtron Capsule","SABIT BANANI INDUSTRIES SDN BHD"
"202","MAL14055147AZ","Pravafen 40mg/160mg Hard Capsules","HYPHENS PHARMA SDN. BHD."
"203","MAL12125042N","Bio-D3 200 IU Capsule","PHARMA NORD SDN. BHD."
"204","MAL12125021T","Graminex Flower Pollen Extract Capsule","Esprit Care Sdn. Bhd."
"205","MAL13115022TC","SALINA SARI HERBS SARI SEGAR HERBS CAPSULE","Salina Sari Health & Beauty"
"206","MAL13045001TC","Dahuang Plus Capsule","Gab Sdn Bhd"
"207","MAL14015011ACRZ","Seebri Breezhaler 50mcg Inhalation Powder Hard Capsule","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"208","MAL13015002NC","BiO-LiFE probi.LP299V Capsule","BIO-LIFE MARKETING SDN. BHD."
"209","MAL13035040T","Herbs Garden Olive+ Capsule","TPM NEXUS SDN. BHD."
"210","MAL15085073ACZ","Oratane 5mg Capsule","SCHMIDT BIOMEDTECH SDN. BHD."
"211","MAL13055027NC","PERMOTREND capsule","CATALYSIS (M) SDN. BHD."
"212","MAL13115154TC","LJACK LMEN CAPSULE","LJACK (M) SDN BHD"
"213","MAL14055174N","BIOFERMIN PROBIOTIC CAPSULE","HOE PHARMACEUTICALS SDN. BHD."
"214","MAL16025037AZ","Epiven Capsule 300mg","AVERROES PHARMACEUTICALS SDN. BHD."
"215","MAL14015012ARZ","Dexilant Delayed Release Capsules 30mg","Takeda Malaysia Sdn Bhd"
"216","MAL15015080T","Natural Wellness Withania Plus Capsule 500mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"217","MAL13125048T","res'nos capsule","DS Pharma Herbs Sdn. Bhd."
"218","MAL14015045T","VitaHealth Vita Capsimax Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"219","MAL14125106T","Natural Wellness Dandelion Plus Capsule 550mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"220","MAL17055011AZ","MYCOKEM CAPSULES 250MG (MYCOPHENOLATE MOFETIL CAPSULES USP)","Ascend Laboratories Sdn Bhd"
"221","MAL14015010ARZ","Dexilant Delayed Release Capsules 60mg","Takeda Malaysia Sdn Bhd"
"222","MAL18071003AZ","TRANSGRAF CAPSULE 5.0 MG","Ascend Laboratories Sdn Bhd"
"223","MAL13085026T","SteGood Black Seed Plus Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"224","MAL13115025T","truelifesciences Garcinia+ Capsule","TPM NEXUS SDN. BHD."
"225","MAL14015048T","SMILE-EX CAPSULE 360MG","DS Pharma Herbs Sdn. Bhd."
"226","MAL14125127AZ","Oprazol capsules 20mg","PRIME PHARMACEUTICAL SDN. BHD."
"227","MAL13065015T","LI LONG s.Flo Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"228","MAL14095009TC","WYKON CORDYCEPS CAPSULE","WYKON MEDICAL SDN. BHD."
"229","MAL13075037T","ZHULIAN GREENLEX MONACOL CAPSULE 500MG","Zhulian Nutraceutical Sdn. Bhd."
"230","MAL15075022NC","PROT PROSCAL Capsule","PROTHERAPIX SDN. BHD."
"231","MAL13075038T","Nature's Green Shang Zhui Tai Capsules","Tong Jum Chew (m) Sdn. Bhd."
"232","MAL14035035T","Honey Mart Royal Jelly Plus Capsules","VISTERN HEALTH SDN BHD"
"233","MAL12125045NC","P CoralCal Complex Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"234","MAL14055040TC","Ljack Sacha Inchi Oil 500mg Capsules","LJACK (M) SDN BHD"
"235","MAL13045043NC","Nature's Way Fish Oil 1000mg Softgel Capsules","PharmaCare (Asia) Sdn Bhd"
"236","MAL13035002NC","flamina Capsule","EURODRUG LABORATORIES (M) SDN. BHD."
"237","MAL13115162TC","Meiziya MLADY Capsules","MEIZIYA INTERNATIONAL SDN. BHD."
"238","MAL13115087TC","Meiziya Kang M7 Capsules","MEIZIYA INTERNATIONAL SDN. BHD."
"239","MAL13115188T","Nature's Green Red Yeast Rice Capsules","Tong Jum Chew (m) Sdn. Bhd."
"240","MAL13065024T","Nature's Green Eucommia Capsules","Tong Jum Chew (m) Sdn. Bhd."
"241","MAL13115024T","Nature's Green Nose Clear Capsules","Tong Jum Chew (m) Sdn. Bhd."
"242","MAL15015003T","Fucosifon Capsule","Biotropics Malaysia Berhad"
"243","MAL14035029TC","KB FE CAPSULE","KIN BIO GLOBAL SDN BHD"
"244","MAL14065002T","EU YAN SANG GOLD LABEL BAK FOONG EXTRACT CAPSULES","WENG LI SDN. BHD."
"245","MAL13085034T","GARPHOLIDE CAPSULE","Biotropics Malaysia Berhad"
"246","MAL13075005T","CogniPlus Capsule","Biotropics Malaysia Berhad"
"247","MAL13065025T","Natural Wellness Cinnameric Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"248","MAL13115070N","Aetos Livsential Soft Gelatin Capsule","Hovid Pharmacy Sdn. Bhd."
"249","MAL14015060T","BBIESBLINKS LADYCAPS CAPSULE 500MG","DS Pharma Herbs Sdn. Bhd."
"250","MAL13125034TC","HERBALIFE NUTRITION Triple Berry Complex Capsule","HERBALIFE PRODUCTS MALAYSIA SDN BHD"
"251","MAL13125021N","GNC L-Theanine 200mg capsule","GNC LIVEWELL MALAYSIA SDN. BHD."
"252","MAL15045164T","KALEHA Rheum Palmatum Plus Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"253","MAL13115152T","BIOTROPICS HAWTHORN PLUS Capsule","Biotropics Malaysia Berhad"
"254","MAL18071002AZ","TRANSGRAF CAPSULE 1.0 MG","Ascend Laboratories Sdn Bhd"
"255","MAL18071001AZ","TRANSGRAF CAPSULE 0.5MG","Ascend Laboratories Sdn Bhd"
"256","MAL13075026T","Zendic Pro Capsule 710mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"257","MAL14015046T","JAMU YOUNG GOLD CAPSULE","DS Pharma Herbs Sdn. Bhd."
"258","MAL13115110T","Bio-Dan Shi Xiao Capsule","BIO NICE INDUSTRY SDN BHD"
"259","MAL13125038T","Bio-Xiao Yong Capsule","BIO NICE INDUSTRY SDN BHD"
"260","MAL14015064T","BIO NICE ZENG MIAN CAPSULE","BIO NICE INDUSTRY SDN BHD"
"261","MAL13115112T","Activitae Spirulina 470mg Capsule","F.E. VENTURE MARKETING SDN. BHD."
"262","MAL13085023NCR","JH NUTRITION OMEGA 3 FISH OIL 1000MG SOFT GEL CAPSULE","Esprit Care Sdn. Bhd."
"263","MAL13115168T","Activitae Lapacho 480mg Capsule","F.E. VENTURE MARKETING SDN. BHD."
"264","MAL14075052T","Bio-Di Huang Mai Dong Capsule","BIO NICE INDUSTRY SDN BHD"
