input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,PAMI_OS,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
GlaxoSmithKline Biopharma,3 TC,GlaxoSmithKline Biopharma,3 TC,lamivudina,Antiviral contra HIV,sol.x 240 ml,95978.22,2025-12-29,2026-01-12T10:56:50,,,,,,,Importado,{}
Elea,3 TC + AZT ELEA,Elea,3 TC + AZT ELEA,lamivudina+zidovudina,Antiviral contra HIV,comp.x 60,69455.63,2025-07-09,2026-01-12T10:56:56,,,,,,,,{}
GlaxoSmithKline Biopharma,3 TC COMPLEX,GlaxoSmithKline Biopharma,3 TC COMPLEX,lamivudina+zidovudina,Antiviral contra HIV,comp.rec.x 60,496962.79,2025-12-29,2026-01-12T10:56:56,,,,,,,Importado,{}
ISA,4 x 4,ISA,4 X 4,sildenafil,Trat.disfunción sexual masc.,50 mg comp.rec.x 4,5504.0,2025-11-10,2026-01-12T10:56:57,,,,,,,,{}
IQUISA,420 CBD BEAUTY,IQUISA,420 CBD BEAUTY,cannabidiol,Producto Cosmético,crema fac. x 50 ml (VL),23375.0,2024-12-03,2026-01-12T10:56:57,,,,,,,,{}
IQUISA,420 CBD TETITA FELIZ PACK,IQUISA,420 CBD TETITA FELIZ PACK,cannabidiol,Producto Cosmético,cr. 75 g + aceite 75 ml (VL),49150.0,2024-12-03,2026-01-12T10:57:07,,,,,,,,{}
IQUISA,420 CBD RELAX,IQUISA,420 CBD RELAX,cannabidiol,Producto Cosmético,env.x 16 ml (VL),15215.0,2024-12-03,2026-01-12T10:57:09,,,,,,,,{}
Cassará,5 FU,Cassará,5 FU,fluorouracilo,Antineoplásico,ung.x 20 g,53000.0,2025-12-15,2026-01-12T10:57:09,,,,Cobertura Monto Fijo,36701.85,16298.15,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 16298.15, ""AF"": 36701.85}}"
Domínguez,5-ASA 1000,Domínguez,5-ASA 1000,mesalazina,Antiinflam.intestinal,1 g sob.x 30,178508.14,2025-12-30,2026-01-12T10:57:11,,60999.77,,,,,,"{""PAMI"": {""AF"": 60999.77}}"
Domínguez,5-ASA 1000,Domínguez,5-ASA 1000,mesalazina,Antiinflam.intestinal,1 g sup.x 30,203371.09,2025-12-30,2026-01-12T10:57:11,,,,,,,,{}
Domínguez,5-ASA 2000,Domínguez,5-ASA 2000,mesalazina,Antiinflam.intestinal,2 g sob.x 30,320088.38,2025-12-30,2026-01-12T10:57:17,,108685.84,,Cobertura Monto Fijo,151976.85,168111.53,,"{""PAMI"": {""AF"": 108685.84}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 168111.53, ""AF"": 151976.85}}"
Domínguez,5-ASA 500,Domínguez,5-ASA 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 30,94240.66,2025-12-30,2026-01-12T10:57:17,Producto Reconocido,30935.36,,Cobertura Monto Fijo,53788.23,40452.43,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 30935.36}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 40452.43, ""AF"": 53788.23}}"
Domínguez,5-ASA 500,Domínguez,5-ASA 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 60,169638.17,2025-12-30,2026-01-12T10:57:18,Producto Reconocido,55685.16,,Cobertura Monto Fijo,95037.51,74600.66,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 55685.16}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 74600.66, ""AF"": 95037.51}}"
Domínguez,5-ASA 4000,Domínguez,5-ASA 4000,mesalazina,Antiinflam.intestinal,4 g sob.x 30,533343.03,2025-12-30,2026-01-12T10:57:19,,,,Cobertura Monto Fijo,257165.09,276177.94,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 276177.94, ""AF"": 257165.09}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg comp.x 30,91364.63,2025-12-30,2026-01-12T10:57:17,Producto Reconocido,29118.32,,Cobertura Monto Fijo,45016.15,46348.48,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 29118.32}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 46348.48, ""AF"": 45016.15}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg comp.x 60,173721.84,2025-12-30,2026-01-12T10:57:18,Producto Reconocido,55366.27,,Cobertura Monto Fijo,85594.25,88127.59,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 55366.27}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 88127.59, ""AF"": 85594.25}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg sup.x 10,35948.24,2025-12-30,2026-01-12T10:57:18,Producto Reconocido,13339.2,,Cobertura Monto Fijo,17712.01,18236.23,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 13339.2}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 18236.23, ""AF"": 17712.01}}"
Domínguez,5-ASA 400,Domínguez,5-ASA 400,mesalazina,Antiinflam.intestinal,400 mg sup.x 30,102904.51,2025-12-30,2026-01-12T10:57:19,Producto Reconocido,38185.56,,Cobertura Monto Fijo,50701.94,52202.57,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 38185.56}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 52202.57, ""AF"": 50701.94}}"
Elea,8 HORAS,Elea,8 HORAS,eszopiclona,Hipnótico,2 mg comp.x 30,22392.79,2025-12-17,2026-01-12T10:57:27,Producto Reconocido,8702.17,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 8702.17}}"
Elea,8 HORAS,Elea,8 HORAS,eszopiclona,Hipnótico,3 mg comp.x 30,27989.65,2025-12-17,2026-01-12T10:57:28,Producto Reconocido,10876.55,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 10876.55}}"
Ariston,5XR 1000,Ariston,5XR 1000,mesalazina,Antiinflam.intestinal,1000 mg comp.x 30,144681.25,2026-01-05,2026-01-12T10:57:27,,,,Cobertura Monto Fijo,46486.65,98194.6,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 98194.6, ""AF"": 46486.65}}"
Ariston,5XR 1000,Ariston,5XR 1000,mesalazina,Antiinflam.intestinal,1000 mg comp.x 60,286362.78,2026-01-05,2026-01-12T10:57:28,,,,Cobertura Monto Fijo,101683.91,184678.87,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 184678.87, ""AF"": 101683.91}}"
Ariston,5XR 500,Ariston,5XR 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 100,244773.78,2026-01-05,2026-01-12T10:57:28,Producto Reconocido,56319.78,,Cobertura Monto Fijo,81900.12,162873.66,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 56319.78}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 162873.66, ""AF"": 81900.12}}"
Ariston,5XR 500,Ariston,5XR 500,mesalazina,Antiinflam.intestinal,500 mg comp.x 50,134237.35,2026-01-05,2026-01-12T10:57:28,Producto Reconocido,33148.66,,Cobertura Monto Fijo,46907.65,87329.7,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 33148.66}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 87329.7, ""AF"": 46907.65}}"
Domínguez,5-ASA 800,Domínguez,5-ASA 800,mesalazina,Antiinflam.intestinal,800 mg comp.x 30,137131.56,2025-12-30,2026-01-12T10:57:28,Producto Reconocido,49494.21,,Cobertura Monto Fijo,67565.91,69565.65,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 49494.21}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 69565.65, ""AF"": 67565.91}}"
Domínguez,5-ASA 800,Domínguez,5-ASA 800,mesalazina,Antiinflam.intestinal,800 mg comp.x 60,237150.37,2025-12-30,2026-01-12T10:57:28,Producto Reconocido,85593.38,,Cobertura Monto Fijo,120877.72,116272.65,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 85593.38}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 116272.65, ""AF"": 120877.72}}"
Domínguez,A ACIDO,Domínguez,A ACIDO,"retinoico,ác.",Queratolítico,0.05% cr.x 10 g,6422.79,2025-12-30,2026-01-12T10:57:36,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Domínguez,A ACIDO,Domínguez,A ACIDO,"retinoico,ác.",Queratolítico,0.1% cr.x 10 g,7602.14,2025-12-30,2026-01-12T10:57:36,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Domínguez,A ACIDO,Domínguez,A ACIDO,"retinoico,ác.",Queratolítico,0.2% cr.x 10 g,8326.16,2025-12-30,2026-01-12T10:57:37,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Medipharma,A-VITEL,Medipharma,A-VITEL,vit.a,Reconstituyente dérmico,100000 UI cr.pomo x 100g (VL),15718.63,2025-12-03,2026-01-12T10:57:36,,,,,,,,{}
Medipharma,A-VITEL,Medipharma,A-VITEL,vit.a,Reconstituyente dérmico,100000 UI cr.pomo x 50 g (VL),10259.96,2025-12-03,2026-01-12T10:57:37,,,,,,,,{}
Medipharma,A-VITEL,Medipharma,A-VITEL,vit.a,Reconstituyente dérmico,100000 UI cr.x 200 g (VL),24344.48,2025-12-03,2026-01-12T10:57:37,,,,,,,,{}
Domínguez,A ACIDO VITAL,Domínguez,A ACIDO VITAL,"retinoico,ác.",Queratolítico,cr.x 30 g,14783.94,2025-12-30,2026-01-12T10:57:37,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Domínguez,A ACIDO EMOLIENTE,Domínguez,A ACIDO EMOLIENTE,"retinoico,ác.",Queratolítico,0.025% cr.x 30 g,15142.01,2025-12-30,2026-01-12T10:57:38,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Medipharma,A-VITEL E,Medipharma,A-VITEL E,vit.a+vit.e,Nutriente dérmico,cr.pomo x 100 g (VL),21293.35,2025-12-03,2026-01-12T10:57:59,,,,,,,,{}
Sempre Giovane,A.H.A,Sempre Giovane,A.H.A,"glicólico,ác.+asoc.",Antioxidante Exfoliativo,cr.x 75 (VL),48400.0,2025-05-01,2026-01-12T10:58:00,,,,,,,,{}
Elea,ABACAVIR ELEA,Elea,ABACAVIR ELEA,abacavir,Antiviral contra HIV,300 mg comp.rec.x 60,103336.2,2025-07-09,2026-01-12T10:58:00,,,,,,,,{}
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,abacavir+lamivudina,Antiviral contra HIV,comp.rec.x 30,24500.0,2021-09-28,2026-01-12T10:58:00,,,,,,,Importado,{}
Elea,ABARAX,Elea,ABARAX,benznidazol,Antichagásico,100 mg comp.x 100,96494.06,2025-12-17,2026-01-12T10:58:08,Producto Reconocido,45946.0,,Producto Reconocido,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 45946.0}, ""IOMA"": {""detail"": ""Producto Reconocido""}}"
Elea,ABARAX,Elea,ABARAX,benznidazol,Antichagásico,50 mg comp.x 100,60149.6,2025-12-17,2026-01-12T10:58:08,Producto Reconocido,28225.62,,Producto Reconocido,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 28225.62}, ""IOMA"": {""detail"": ""Producto Reconocido""}}"
Teva Argentina,ABELCET,Teva Argentina,ABELCET,anfotericina b complejo lipídico,Antibiótico Antimicótico,100 mg f.a.x 20 ml,694469.82,2025-12-01,2026-01-12T10:58:09,,,,,,,Importado,{}
Biotechno Pharma,ABERIC,Biotechno Pharma,ABERIC,"abiraterona,acetato",Antineoplásico,250 mg comp.x 120,8546235.47,2025-05-28,2026-01-12T10:58:10,,,,,,,,{}
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxabán,Antitrombótico,10 mg x 10 comp.rec.,49985.0,2025-12-16,2026-01-12T10:58:09,,,,Cobertura Monto Fijo,12004.96,37980.04,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 37980.04, ""AF"": 12004.96}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxabán,Antitrombótico,10 mg x 30 comp.rec.,116127.0,2025-12-16,2026-01-12T10:58:09,,58063.5,,Cobertura Monto Fijo,58781.92,57345.08,,"{""PAMI"": {""AF"": 58063.5}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 57345.08, ""AF"": 58781.92}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxabán,Antitrombótico,15 mg x 30 comp.rec.,110483.0,2025-12-16,2026-01-12T10:58:10,,55241.35,,Cobertura Monto Fijo,53137.92,57345.08,,"{""PAMI"": {""AF"": 55241.35}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 57345.08, ""AF"": 53137.92}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxabán,Antitrombótico,2.5 mg x 30 comp.rec.,59765.0,2025-12-16,2026-01-12T10:58:10,,29882.29,,Cobertura Monto Fijo,2419.92,57345.08,,"{""PAMI"": {""AF"": 29882.29}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 57345.08, ""AF"": 2419.92}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxabán,Antitrombótico,20 mg x 30 comp.rec.,119577.0,2025-12-16,2026-01-12T10:58:11,,59788.5,,Cobertura Monto Fijo,62231.92,57345.08,,"{""PAMI"": {""AF"": 59788.5}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 57345.08, ""AF"": 62231.92}}"
B-Life,ABINTRA,B-Life,ABINTRA,arginina+asoc.,Alimentos propós.médico específ.,sob.x 27 g,29430.73,2025-09-29,2026-01-12T10:58:15,,,,,,,Importado,{}
Celnova Argentina,ABIRANOVA,Celnova Argentina,ABIRANOVA,"abiraterona,acetato",Antineoplásico,250 mg comp.x 120,8427456.46,2025-12-23,2026-01-12T10:58:17,,,,,,,,{}
Lafedar,ABIRATERON-A,Lafedar,ABIRATERON-A,"abiraterona,acetato",Antineoplásico,250 mg comp.x 120,10905256.87,2025-12-16,2026-01-12T10:58:17,,,,,,,,{}
Glenmark,ABIRATERONA GLENMARK,Glenmark,ABIRATERONA GLENMARK,"abiraterona,acetato",Antineoplásico,250 mg comp.x 120,9371297.08,2025-11-17,2026-01-12T10:58:17,,,,,,,Importado,{}
Duncan,ABLOOM 5,Duncan,ABLOOM 5,amlodipina,Antianginoso Antihipertensivo,5 mg comp.x 30,6687.34,2024-02-09,2026-01-12T10:58:26,Producto Reconocido,,,Cobertura Monto Fijo,0.0,8124.75,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8124.75, ""AF"": 0.0}}"
Duncan,ABLOOM,Duncan,ABLOOM,amlodipina,Antianginoso Antihipertensivo,10 mg comp.x 30,19129.0,2026-01-08,2026-01-12T10:58:26,Producto Reconocido,,,Cobertura Monto Fijo,4681.94,14447.06,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 14447.06, ""AF"": 4681.94}}"
Valuge,ABRALUX,Valuge,ABRALUX,cera sintetica+glicerina,Abrasivo de limpieza,cr.x 60 g (VL),29314.51,2026-01-01,2026-01-12T10:58:27,,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Coadyuvante en oncología,0.02 mg iny.a.x 8,376065.5,2025-12-30,2026-01-12T10:58:27,,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Coadyuvante en oncología,0.2 mg iny.a.x 8,376065.5,2025-12-30,2026-01-12T10:58:27,,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Coadyuvante en oncología,2 mg iny.a.x 8,376065.5,2025-12-30,2026-01-12T10:58:27,,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Coadyuvante en oncología,20 mg iny.a.x 8,376065.5,2025-12-30,2026-01-12T10:58:27,,,,,,,,{}
Eczane,ABRIKAT,Eczane,ABRIKAT,acalabrutinib,Antineoplásico,100 mg cáps.x 60,17338693.66,2026-01-02,2026-01-12T10:58:35,,,,,,,,{}
Bristol,ABRAXANE,Bristol,ABRAXANE,paclitaxel albúmina,Antineoplásico,100 mg iny.liof.f.a.x 1,6910664.91,2026-01-02,2026-01-12T10:58:35,,,,,,,,{}
Pfizer,ABRILADA,Pfizer,ABRILADA,adalimumab,Inhib.del factor necrosis tumoral,40mg/0.8ml lap.prell.x 2,1242355.75,2025-12-23,2026-01-12T10:58:36,,,,,,,Importado,{}
Pfizer,ABRYSVO,Pfizer,ABRYSVO,antígeno virus sincicial resp.,Vacuna contra el virus sincicial respiratorio,fco.a.liof.x1+disolv.x1,323952.13,2025-12-23,2026-01-12T10:58:36,,,,,,,Importado,{}
F & F Farma,AC QUAXA,F & F Farma,AC QUAXA,piroctone olamine,Anticaspa,shamp.x 200 ml (VL),28000.0,2025-12-15,2026-01-12T10:58:46,,,,,,,,{}
Jayor,ACALASTATERA,Jayor,ACALASTATERA,acalabrutinib,Antineoplásico,100 mg cáps.x 60,15497872.23,2026-01-06,2026-01-12T10:58:46,,,,,,,,{}
Roemmers,ACALIX AP,Roemmers,ACALIX AP,diltiazem,Antihipertensivo,120 mg cáps.x 30,30986.0,2025-11-20,2026-01-12T10:58:48,Producto Reconocido,8759.33,,Cobertura Monto Fijo,11341.02,19644.98,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 8759.33}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 19644.98, ""AF"": 11341.02}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginoso,120 mg comp.x 20,11966.0,2025-11-20,2026-01-12T10:58:48,Producto Reconocido,,,Cobertura Monto Fijo,3931.9,8034.1,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8034.1, ""AF"": 3931.9}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginoso,120 mg comp.x 50,32552.0,2025-11-20,2026-01-12T10:58:49,Producto Reconocido,9387.32,,Cobertura Monto Fijo,12268.38,20283.62,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9387.32}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 20283.62, ""AF"": 12268.38}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginoso,60 mg comp.x 50,12959.0,2025-11-20,2026-01-12T10:58:49,Producto Reconocido,3665.34,,Cobertura Monto Fijo,4791.49,8167.51,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 3665.34}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8167.51, ""AF"": 4791.49}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginoso,90 mg comp.x 50,14674.0,2025-11-20,2026-01-12T10:58:50,Producto Reconocido,5271.07,,Cobertura Monto Fijo,4822.56,9851.44,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 5271.07}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9851.44, ""AF"": 4822.56}}"
Olbia Pharma,ACCELON,Olbia Pharma,ACCELON,omega 3,Suplemento dietario,cáps.bl. x 30 (VL),14913.25,2025-02-05,2026-01-12T10:58:57,,,,,,,,{}
Olbia Pharma,ACCELON,Olbia Pharma,ACCELON,omega 3,Suplemento dietario,cáps.bl. x 60 (VL),26317.5,2025-02-05,2026-01-12T10:58:57,,,,,,,,{}
Olbia Pharma,ACCELON,Olbia Pharma,ACCELON,omega 3,Suplemento dietario,cáps.bl. x 90 (VL),40353.5,2025-02-05,2026-01-12T10:58:57,,,,,,,,{}
Coloplast,ACCESORIOS PARA FISTULAS,Coloplast,ACCESORIOS PARA FISTULAS,accesorio,Accesorios,caja x 10 cód.14041 (VL),374537.98,2025-11-01,2026-01-12T10:58:57,,,,,,,,{}
Roemmers,ACALIX CRONOS,Roemmers,ACALIX CRONOS,diltiazem,Antianginoso,180 mg cáps.x 30,32394.0,2025-11-20,2026-01-12T10:58:56,Producto Reconocido,9989.71,,Cobertura Monto Fijo,12279.33,20114.67,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9989.71}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 20114.67, ""AF"": 12279.33}}"
Roemmers,ACALIX CRONOS,Roemmers,ACALIX CRONOS,diltiazem,Antianginoso,240 mg cáps.x 30,46862.0,2025-11-20,2026-01-12T10:58:57,Producto Reconocido,14592.9,,Cobertura Monto Fijo,17330.62,29531.38,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 14592.9}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 29531.38, ""AF"": 17330.62}}"
Roemmers,ACALIX CRONOS,Roemmers,ACALIX CRONOS,diltiazem,Antianginoso,300 mg cáps.x 30,52535.0,2025-11-20,2026-01-12T10:58:58,Producto Reconocido,16364.4,,Cobertura Monto Fijo,18744.97,33790.03,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 16364.4}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 33790.03, ""AF"": 18744.97}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxona,Antibiótico,1 g IM f.a.x 1,22667.57,2025-12-12,2026-01-12T10:58:56,Producto Reconocido,9067.03,,Cobertura Monto Fijo,15467.43,7200.14,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""AF"": 9067.03}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7200.14, ""AF"": 15467.43}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxona,Antibiótico,1 g IM f.a.x 3,99571.18,2025-12-12,2026-01-12T10:58:57,Producto Reconocido,,,Cobertura Monto Fijo,67014.83,32556.35,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 32556.35, ""AF"": 67014.83}}"
