PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
566,ARGENTINA,Pfizer,BENEFIX,factor IX coagulation recomb.,,,,,,500 IU f.a.x 1
569,ARGENTINA,Aspen Pharma,CELEBREX,celecoxib,,,,,,200 mg caps. x 20
596,ARGENTINA,Pfizer,SUTENT 25,sunitinib,,,,,,25 mg caps.x 28
597,ARGENTINA,Pfizer,SUTENT 50,sunitinib,,,,,,50 mg caps.x 28
607,ARGENTINA,Pfizer,XYNTHA,factor VIII coagulation recomb.,,,,,,1000IU f.a.x1+jga.prell.
608,ARGENTINA,Pfizer,XYNTHA,factor VIII coagulation recomb.,,,,,,250 IU pvo.liof.iny.x 1
609,ARGENTINA,Pfizer,XYNTHA,factor VIII coagulation recomb.,,,,,,500 IU f.a.x1+jga.prell.
618,ARGENTINA,Roche,CELLCEPT,mycophenolate mofetil,,,,,,250 mg caps.x 100
621,ARGENTINA,Roche,ERIVEDGE,vismodegib,,,,,,150 mg caps.x 28
637,ARGENTINA,Biosidus S.A.U.,TACROLIMUS SANDOZ,tacrolimus,,,,,,0.5 mg caps.x 50
638,ARGENTINA,Biosidus S.A.U.,TACROLIMUS SANDOZ,tacrolimus,,,,,,1 mg caps.x 100
639,ARGENTINA,Biosidus S.A.U.,TACROLIMUS SANDOZ,tacrolimus,,,,,,5 mg caps.x 50
842,ARGENTINA,Ariston,RIBAVIRINA ARISTON,ribavirin,,,,,,200 mg caps. x 50
883,ARGENTINA,Boehringer Ingelheim,PRADAXA,dabigatran,,,,,,110 mg caps.x 10
885,ARGENTINA,Boehringer Ingelheim,PRADAXA,dabigatran,,,,,,110 mg caps.x 30
886,ARGENTINA,Boehringer Ingelheim,PRADAXA,dabigatran,,,,,,150 mg caps.x 30
887,ARGENTINA,Boehringer Ingelheim,PRADAXA,dabigatran,,,,,,75 mg caps.x 30
903,ARGENTINA,Novo Nordisk,INSULINA NOVOMIX 30 FLEXPEN,biphasic insulin aspartic,,,,,,100 IU pens x5 x3ml
920,ARGENTINA,Pierre Fabre Oncologie,NAVELBINE ORAL,vinorelbine,,,,,,20 mg caps.x 1
921,ARGENTINA,Pierre Fabre Oncologie,NAVELBINE ORAL,vinorelbine,,,,,,30 mg caps.x 1
1029,ARGENTINA,Aspen,LEDAMIN,lenalidomide,,,,,,10 mg caps.x 21
1030,ARGENTINA,Aspen,LEDAMIN,lenalidomide,,,,,,15 mg caps.x 21
1031,ARGENTINA,Aspen,LEDAMIN,lenalidomide,,,,,,25 mg caps.x 21
1032,ARGENTINA,Aspen,LEDAMIN,lenalidomide,,,,,,5 mg caps.x 21
1046,ARGENTINA,Aspen,ZOLOM,temozolomide,,,,,,100 mg caps.x 5
1047,ARGENTINA,Aspen,ZOLOM,temozolomide,,,,,,20 mg caps.x 5
1048,ARGENTINA,Aspen,ZOLOM,temozolomide,,,,,,250 mg caps.x 5
1156,ARGENTINA,Roemmers,PLENAIR,montelukast,,,,,,4 mg comp.mast.x 30
1157,ARGENTINA,Roemmers,PLENAIR,montelukast,,,,,,5 mg comp.mast.x 30
1158,ARGENTINA,Roemmers,PLENAIR,montelukast,,,,,,10 mg comp.rec.x 30
1362,ARGENTINA,Tuteur,LUNADIN,lenalidomide,,,,,,10 mg caps.x 21
1363,ARGENTINA,Tuteur,LUNADIN,lenalidomide,,,,,,15 mg caps.x 21
1364,ARGENTINA,Tuteur,LUNADIN,lenalidomide,,,,,,25 mg caps.x 21
1365,ARGENTINA,Tuteur,LUNADIN,lenalidomide,,,,,,5 mg caps.x 21
1386,ARGENTINA,Tuteur,RUMALAR,temozolomide,,,,,,100 mg caps.x 5
1387,ARGENTINA,Tuteur,RUMALAR,temozolomide,,,,,,20 mg caps.x 5
1388,ARGENTINA,Tuteur,RUMALAR,temozolomide,,,,,,250 mg caps.x 5
1464,ARGENTINA,Microsules Arg.,TEZULINA,temozolomide,,,,,,100 mg caps.x 5
1465,ARGENTINA,Microsules Arg.,TEZULINA,temozolomide,,,,,,20 mg caps.x 5
1466,ARGENTINA,Microsules Arg.,TEZULINA,temozolomide,,,,,,250 mg caps.x 5
1510,ARGENTINA,LKM,LENOMEL 10,lenalidomide,,,,,,10 mg caps.x 21
1511,ARGENTINA,LKM,LENOMEL 15,lenalidomide,,,,,,15 mg caps.x 21
1512,ARGENTINA,LKM,LENOMEL 25,lenalidomide,,,,,,25 mg caps.x 21
1594,ARGENTINA,LKM,LADEVINA,lenalidomide,,,,,,10 mg caps.x 21
1595,ARGENTINA,LKM,LADEVINA,lenalidomide,,,,,,15 mg caps.x 21
1596,ARGENTINA,LKM,LADEVINA,lenalidomide,,,,,,25 mg caps.x 21
1597,ARGENTINA,LKM,LADEVINA,lenalidomide,,,,,,5 mg caps.x 21
1611,ARGENTINA,LKM,TOCITRAP,temozolomide,,,,,,100 mg caps.x 21
1613,ARGENTINA,LKM,TOCITRAP,temozolomide,,,,,,20 mg caps.x 21
1614,ARGENTINA,LKM,TOCITRAP,temozolomide,,,,,,100 mg caps.x 5
1615,ARGENTINA,LKM,TOCITRAP,temozolomide,,,,,,140 mg caps.x 5
1617,ARGENTINA,LKM,TOCITRAP,temozolomide,,,,,,20 mg caps.x 5
1646,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,1.5 mg caps.x 14
1647,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,3 mg caps.x 14
1648,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,4.5 mg caps.x 14
1649,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,6 mg caps.x 14
1650,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,1.5 mg caps.x 28
1651,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,3 mg caps.x 28
1652,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,4.5 mg caps.x 28
1653,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,6 mg caps.x 28
1654,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,1.5 mg caps.x 56
1655,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,3 mg caps.x 56
1656,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,4.5 mg caps.x 56
1657,ARGENTINA,Lafedar,RIVASMINA,rivastigmine,,,,,,6 mg caps.x 56
1759,ARGENTINA,Elea,ROLAST,montelukast,,,,,,children 4 mg comp.mast.x30
1760,ARGENTINA,Elea,ROLAST,montelukast,,,,,,children 5 mg comp.mast.x30
1822,ARGENTINA,Siegfried,HEXALER BRONQUIAL,mometasone furoate,,,,,,200mcg cap.inh.c/dispx30
1823,ARGENTINA,Siegfried,HEXALER BRONQUIAL,mometasone furoate,,,,,,400mcg cap.inh.c/dispx30
1824,ARGENTINA,Siegfried,HEXALER BRONQUIAL,mometasone furoate,,,,,,200 mcg caps.p/inh.x 60
1826,ARGENTINA,Siegfried,HEXALER BRONQUIAL DUO,mometasone+formoterol,,,,,,200/10mcg caps.p/inh.x60
1827,ARGENTINA,Siegfried,HEXALER BRONQUIAL,mometasone furoate,,,,,,400 mcg caps.p/inh.x 60
1828,ARGENTINA,Siegfried,HEXALER BRONQUIAL DUO,mometasone+formoterol,,,,,,400/10mcg caps.p/inh.x60
2014,ARGENTINA,Everex,MIZARID,lenalidomide,,,,,,10 mg caps.x 21
2015,ARGENTINA,Everex,MIZARID,lenalidomide,,,,,,15 mg caps.x 21
2016,ARGENTINA,Everex,MIZARID,lenalidomide,,,,,,25 mg caps.x 21
2017,ARGENTINA,Everex,MIZARID,lenalidomide,,,,,,5 mg caps.x 21
2058,ARGENTINA,Richet,IBANDRONATO RICHET,"ibandronic acid,ac.",,,,,,150 mg comp.rec.x 1
2059,ARGENTINA,Richet,IBANDRONATO RICHET,"ibandronic acid,ac.",,,,,,150 mg comp.rec.x 3
2130,ARGENTINA,Ariston,ARTREX RETARD,allopurinol+colchicine,,,,,,caps.x 20
2131,ARGENTINA,Ariston,ARTREX RETARD,allopurinol+colchicine,,,,,,caps.x 40
147092,ARGENTINA,Elea,LISOVYR,acyclovir,,,,,,caps.x 20
175350,ARGENTINA,Roemmers,ACALIX AP,diltiazem,,,,,,120 mg caps.x 30
175370,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,,,,,,180 mg caps. x 30
175371,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,,,,,,240 mg caps.x 30
175372,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,,,,,,300 mg caps. x 30
175530,ARGENTINA,Siegfried,DIOVAN,valsartan,,,,,,160 mg comp.rec.x 14
175531,ARGENTINA,Siegfried,DIOVAN,valsartan,,,,,,160 mg comp.rec.x 28
175533,ARGENTINA,Siegfried,DIOVAN,valsartan,,,,,,320 mg comp.rec.x 28
175535,ARGENTINA,Siegfried,DIOVAN,valsartan,,,,,,80 mg comp.rec.x 28
175540,ARGENTINA,Siegfried,DIOVAN IC,valsartan,,,,,,40 mg comp.rec.x 14
175541,ARGENTINA,Adium,ALPERTAN,valsartan,,,,,,160 mg comp.rec.x 14
175542,ARGENTINA,Adium,ALPERTAN,valsartan,,,,,,160 mg comp.rec.x 28
175544,ARGENTINA,Adium,ALPERTAN,valsartan,,,,,,320 mg comp.rec.x 28
175545,ARGENTINA,Adium,ALPERTAN,valsartan,,,,,,80 mg comp.rec.x 14
175546,ARGENTINA,Adium,ALPERTAN,valsartan,,,,,,80 mg comp.rec.x 28
175547,ARGENTINA,Baliarda,SARVAL,valsartan,,,,,,160 mg comp.rec.x 15
175548,ARGENTINA,Baliarda,SARVAL,valsartan,,,,,,160 mg comp.rec.x 30
175549,ARGENTINA,Baliarda,SARVAL,valsartan,,,,,,320 mg comp.rec.x 30
175550,ARGENTINA,Baliarda,SARVAL,valsartan,,,,,,80 mg comp.rec.x 15
175551,ARGENTINA,Baliarda,SARVAL,valsartan,,,,,,80 mg comp.rec.x 30
175553,ARGENTINA,Roemmers,RACORVAL,valsartan,,,,,,160 mg comp.rec.x 28
175555,ARGENTINA,Roemmers,RACORVAL,valsartan,,,,,,80 mg comp.rec.x 28
175560,ARGENTINA,Richmond,HIPERVAL 160,valsartan,,,,,,comp.rec.x 28
175561,ARGENTINA,Richmond,HIPERVAL 80,valsartan,,,,,,comp.rec.x 28
175562,ARGENTINA,Casasco,DILCORAN,valsartan,,,,,,160 mg comp.rec.x 28
175563,ARGENTINA,Casasco,DILCORAN,valsartan,,,,,,80 mg comp.rec.x 28
175565,ARGENTINA,Microsules Arg.,SEMANAR,valsartan,,,,,,160 mg comp.rec.x 14
175566,ARGENTINA,Microsules Arg.,SEMANAR,valsartan,,,,,,160 mg comp.rec.x 28
175567,ARGENTINA,Microsules Arg.,SEMANAR,valsartan,,,,,,80 mg comp.rec.x 14
175685,ARGENTINA,Siegfried,EXFORGE D,valsartan+hydrochloroti.+amlodip.,,,,,,160/12.5/10 mg tablets x 28
175686,ARGENTINA,Siegfried,EXFORGE D,valsartan+hydrochloroti.+amlodip.,,,,,,160/12.5/5 mg tablets x 28
175687,ARGENTINA,Siegfried,EXFORGE D,valsartan+hydrochloroti.+amlodip.,,,,,,160/25/10 mg tablets x 28
175688,ARGENTINA,Siegfried,EXFORGE D,valsartan+hydrochloroti.+amlodip.,,,,,,160/25/5 mg tablets x 28
175689,ARGENTINA,Siegfried,EXFORGE D,valsartan+hydrochloroti.+amlodip.,,,,,,320/25/10 mg tablets x 28
175690,ARGENTINA,Adium,NOSTER D,valsartan+hydrochloroti.+amlodip.,,,,,,160/12.5/10 mg tablets x 28
175691,ARGENTINA,Adium,NOSTER D,valsartan+hydrochloroti.+amlodip.,,,,,,160/12.5/5 mg tablets x 28
175692,ARGENTINA,Adium,NOSTER D,valsartan+hydrochloroti.+amlodip.,,,,,,320/25/10 mg tablets x 28
175696,ARGENTINA,Baliarda,DISARVAL D,valsartan+hydrochloroti.+amlodip.,,,,,,160/12.5/10 mg tablets x 30
175697,ARGENTINA,Baliarda,DISARVAL D,valsartan+hydrochloroti.+amlodip.,,,,,,160/12.5/5 mg tablets x 30
175816,ARGENTINA,Roemmers,ROVARTAL EZ,rosuvastatin+ezetimibe,,,,,,20 mg caps. x 30
175848,ARGENTINA,Teva Argentina,MINUSLIP,micronized fenofibrate,,,,,,200 mg caps. x 30
175849,ARGENTINA,Teva Argentina,MINUSLIP,micronized fenofibrate,,,,,,200 mg caps.x 60
175851,ARGENTINA,Montpellier,DAUNLIP,micronized fenofibrate,,,,,,caps.x 30
175852,ARGENTINA,Montpellier,DAUNLIP,micronized fenofibrate,,,,,,caps.x 60
175853,ARGENTINA,Abbott EPD,CONTROLIP,fenofibrate,,,,,,160 mg caps. x 30
175854,ARGENTINA,Laboratorios Bernabo,PROCETOKEN,micronized fenofibrate,,,,,,200 mg caps. x 30
175855,ARGENTINA,Temis-Lostalo,LIPTUIN,micronized fenofibrate,,,,,,200 mg caps. x 30
175908,ARGENTINA,Gador,MYRBETRIC,mirabegrn,,,,,,25 mg comp.lib.prol.x 30
175909,ARGENTINA,Gador,MYRBETRIC,mirabegrn,,,,,,50 mg comp.lib.prol.x 30
175970,ARGENTINA,Adium,REDUPROST,tamsulosin,,,,,,0.4 mg caps.x 30
175971,ARGENTINA,Adium,REDUPROST,tamsulosin,,,,,,0.4 mg caps.x 60
175973,ARGENTINA,Eurofarma,ACLOSAN,tamsulosin,,,,,,0.4 mg caps.x 30
175975,ARGENTINA,Panalab,ESPONTAL,tamsulosin,,,,,,0.4 mg caps.lib.cont.x30
175976,ARGENTINA,Panalab,ESPONTAL,tamsulosin,,,,,,0.4 mg caps.lib.cont.x60
175978,ARGENTINA,Temis-Lostalo,LOSTAM,tamsulosin,,,,,,0.4mg caps.lib.prol.x 30
175980,ARGENTINA,Finadiet,TANSILOPROST,tamsulosin,,,,,,0.4 mg caps.x 30
175981,ARGENTINA,Finadiet,TANSILOPROST,tamsulosin,,,,,,0.4 mg caps.x 60
175991,ARGENTINA,Richet,TAMSULOSINA RICHET,tamsulosin,,,,,,0.4mg caps.lib.cont.x 60
175992,ARGENTINA,Eurolab,UROCETINA,tamsulosin,,,,,,0.4 mg caps.lib.prol.x30
175993,ARGENTINA,Roemmers,URIFLUX,tamsulosin,,,,,,0.4 mg caps.x 30
175994,ARGENTINA,Klonal,FLOCPROX,tamsulosin,,,,,,0.4 mg caps.x 30
175997,ARGENTINA,Denver Farma,DENVERPROST,tamsulosin,,,,,,0.4 mg caps.lib.cont.x30
176025,ARGENTINA,Elea,PETRIUM,silodosin,,,,,,4 mg caps.x 30
176026,ARGENTINA,Elea,PETRIUM,silodosin,,,,,,8 mg caps.x 30
176027,ARGENTINA,GlaxoSmithKline Biopharma,DUODART,dutasteride+tamsulosin,,,,,,0.5/0.4 mg caps.x 30
176058,ARGENTINA,GlaxoSmithKline Biopharma,AVODART,dutasteride,,,,,,0.5 mg caps.x 30
176073,ARGENTINA,Megalabs Argentina,SALIMIDIN 100,itraconazole,,,,,,100 mg caps.x 15
176074,ARGENTINA,Megalabs Argentina,SALIMIDIN 100,itraconazole,,,,,,100 mg caps.x 30
176079,ARGENTINA,Cassara,ITRAC 100,itraconazole,,,,,,caps.x 15
176081,ARGENTINA,Panalab,PANASTAT,itraconazole,,,,,,caps.x 15
176083,ARGENTINA,Panalab,PANASTAT,itraconazole,,,,,,caps.x 30
176084,ARGENTINA,Panalab,PANASTAT 200,itraconazole,,,,,,caps.x 14
176086,ARGENTINA,Panalab,PANASTAT 200,itraconazole,,,,,,caps.x 21
176087,ARGENTINA,Panalab,PANASTAT 200,itraconazole,,,,,,caps.x 7
176091,ARGENTINA,Janssen-Cilag,SPORANOX PULSO,itraconazole,,,,,,caps.x 28
176092,ARGENTINA,Cassara,ITRAC 200,itraconazole,,,,,,caps.x 14
182851,ARGENTINA,Teva Argentina,ELMIRON,pentosan polysulfate,,,,,,100 mg caps.x 100
182853,ARGENTINA,Sidus,PERMIXON,Serenoa repens,,,,,,160 mg caps. x 30
182854,ARGENTINA,Sidus,PERMIXON,Serenoa repens,,,,,,160 mg caps.x 60
182855,ARGENTINA,Sidus,PERMIXON,Serenoa repens,,,,,,320 mg caps.x 30
182856,ARGENTINA,Temis-Lostalo,UROCONT,dutasteride,,,,,,caps.x 30
196329,ARGENTINA,Eurofarma,INTELEC ER,galantamine,,,,,,16 mg caps.x 28
196488,ARGENTINA,Bayer Consumer,CAFIASPIRINA PLUS,"acetylsalicylic acid, ac.+caffeine",,,,,,comp.x 20 (VL)
196489,ARGENTINA,Bayer Consumer,CAFIASPIRINA,"acetylsalicylic acid, ac.+caffeine",,,,,,comp.x 30 (VL)
197111,ARGENTINA,Ariston,DUERIX,duloxetine,,,,,,60mg caps.lib.mod.x28
197711,ARGENTINA,Sidus,NERVOSAL,fluoxetine,,,,,,20 mg caps.x 30
197712,ARGENTINA,Sidus,NERVOSAL,fluoxetine,,,,,,10 mg caps.x 60
197767,ARGENTINA,Teva Argentina,NITIDEX,duloxetine,,,,,,60 mg caps.x 28
198566,ARGENTINA,Gador,DUXETIN,duloxetine,,,,,,60 mg caps.x 28
200684,ARGENTINA,Gador,RECIT,atomoxetine,,,,,,40 mg caps.x 14
201010,ARGENTINA,Janssen-Cilag,REMINYL ER,galantamine,,,,,,16 mg caps.x 28
202211,ARGENTINA,Sidus,NERVOSAL,fluoxetine,,,,,,10 mg caps.x 30
202444,ARGENTINA,Teva Argentina,NITIDEX,duloxetine,,,,,,30 mg caps.x 14
204383,ARGENTINA,Adium,PROZAC,fluoxetine,,,,,,20 mg caps.x 30
204469,ARGENTINA,Gador,RECIT,atomoxetine,,,,,,25 mg caps.x 14
204545,ARGENTINA,Janssen-Cilag,REMINYL ER,galantamine,,,,,,8 mg caps.x 28
208760,ARGENTINA,Ariston,DUERIX,duloxetine,,,,,,30mg caps.lib.mod.x 14
208829,ARGENTINA,Gador,DUXETIN,duloxetine,,,,,,30 mg caps.x 14
208830,ARGENTINA,Gador,DUXETIN,duloxetine,,,,,,60 mg caps.x 14
209444,ARGENTINA,Eurofarma,INTELEC ER,galantamine,,,,,,8 mg caps.x 28
210164,ARGENTINA,Sidus,NERVOSAL,fluoxetine,,,,,,20 mg caps.x 60
211080,ARGENTINA,Gador,RECIT,atomoxetine,,,,,,60 mg caps.x 14
211081,ARGENTINA,Gador,RECIT,atomoxetine,,,,,,10 mg caps.x 7
211082,ARGENTINA,Gador,RECIT,atomoxetine,,,,,,18 mg caps.x 7
233115,ARGENTINA,Teva Argentina,COLPOTROPHINE,promestriene,,,,,,vag.x 10 caps
233597,ARGENTINA,Megalabs Argentina,MAFEL 200,progesterone,,,,,,caps.x 14
233598,ARGENTINA,Megalabs Argentina,MAFEL 200,progesterone,,,,,,caps.x 28
233599,ARGENTINA,Megalabs Argentina,MAFEL,progesterone,,,,,,caps.x 30
233600,ARGENTINA,Megalabs Argentina,MAFEL 200,progesterone,,,,,,caps.x 42
233858,ARGENTINA,Adium,PRIMOLUT NOR,norethisterone,,,,,,10 mg blister pack x 20
234087,ARGENTINA,Lab Internacional Argentino,TIMOBRIM,brimonidine+timolol,,,,,,sol.oft.sterile x 5ml
234135,ARGENTINA,Ferring,UTROGESTAN,progesterone,,,,,,200 mg caps.x 14
234142,ARGENTINA,Ferring,UTROGESTAN,progesterone,,,,,,200 mg caps.x 28
234143,ARGENTINA,Ferring,UTROGESTAN,progesterone,,,,,,100 mg caps.x 30
234148,ARGENTINA,Ferring,UTROGESTAN,progesterone,,,,,,200 mg caps.x 42
242668,ARGENTINA,Pfizer,IBRANCE,palbociclib,,,,,,100 mg caps.x 21
242684,ARGENTINA,Pfizer,IBRANCE,palbociclib,,,,,,125 mg caps.x 21
242726,ARGENTINA,Pfizer,IBRANCE,palbociclib,,,,,,75 mg caps.x 21
242727,ARGENTINA,Janssen-Cilag,IMBRUVICA,ibrutinib,,,,,,140 mg caps.x 120
242910,ARGENTINA,Janssen-Cilag,IMBRUVICA,ibrutinib,,,,,,140 mg caps.x 90
250313,ARGENTINA,Novartis,RITALINA LA,methylphenidate,,,,,,10 mg caps.x 30
250314,ARGENTINA,Novartis,RITALINA LA,methylphenidate,,,,,,20 mg caps.x 30
250315,ARGENTINA,Novartis,RITALINA LA,methylphenidate,,,,,,30 mg caps.x 30
250316,ARGENTINA,Novartis,RITALINA LA,methylphenidate,,,,,,40 mg caps.x 30
263960,ARGENTINA,Finadiet,TANSILOPROST DUO,dutasteride+tamsulosin,,,,,,0.5/0.4 mg caps.x 30
269634,ARGENTINA,Biopas Argentina,VESANOID,tretinoin,,,,,,10 mg caps.x 100
269658,ARGENTINA,LKM,TOCITRAP,temozolomide,,,,,,140 mg caps.x 21
270720,ARGENTINA,Biogen,TECFIDERA,dimethyl fumarate,,,,,,240 mg caps.x 56
295382,ARGENTINA,Ariston,AGRELID,anagrelide,,,,,,0.5 mg caps.x 100
295383,ARGENTINA,Ariston,AGRELID,anagrelide,,,,,,1 mg caps.x 100
295438,ARGENTINA,Richet,AMOXICILINA CLAVULANICO 7:1 RICHET,amoxicillin+clavulanic acid,,,,,,400/57.5 mg susp. x 70 ml
295442,ARGENTINA,Richet,AMOXICILINA CLAVULANICO 7:1 RICHET,amoxicillin+clavulanic acid,,,,,,875/125 mg tablets x 14
295468,ARGENTINA,Trb-Pharma,ANFOLIC,folic acid,,,,,,5 mg comp.x 10
295469,ARGENTINA,Trb-Pharma,ANFOLIC,folic acid,,,,,,5 mg tablets x 30
295669,ARGENTINA,Fortbenton,CICLOTETRYL 500,tetracycline,,,,,,caps.x 30
295718,ARGENTINA,Teva Argentina,COLPOTROPHINE,promestriene,,,,,,vag.x 20 caps
295801,ARGENTINA,Savant Generic,FABAMOX DUO 1 GR,amoxicillin+clavulanic acid,,,,,,875/125 mg comp.rec.x 14
295802,ARGENTINA,Savant Generic,FABAMOX DUO,amoxicillin+clavulanic acid,,,,,,500/125 mg comp.rec.x 16
295804,ARGENTINA,Fabra,FABRAZOL,omeprazole,,,,,,20 mg caps.x 14 (VL)
295805,ARGENTINA,Fabra,FABRAZOL,omeprazole,,,,,,20 mg caps.x 28 (VL)
295806,ARGENTINA,Fabra,FABRAZOL,omeprazole,,,,,,20 mg caps.x 30 (VL)
295851,ARGENTINA,Bioprofarma Bago,INARO,anagrelide,,,,,,0.5 mg caps.x 100
295852,ARGENTINA,Bioprofarma Bago,INARO,anagrelide,,,,,,1 mg caps.x 100
296041,ARGENTINA,Kilab,OMEPRAZOL KILAB,omeprazole,,,,,,20 mg caps.x 14 (VL)
296051,ARGENTINA,Richet,ESOMEPRAZOL RICHET 20 MG,esomeprazole,,,,,,20 mg caps.x 28 (VL)
296052,ARGENTINA,Richet,ESOMEPRAZOL RICHET 40 MG,esomeprazole,,,,,,40 mg caps.x 28 (VL)
296061,ARGENTINA,Sant Gall,OMNIGAL,amoxicillin+clavulanic acid,,,,,,400/57 mg susp. x 70 ml
296062,ARGENTINA,Sant Gall,OMNIGAL S,amoxicillin+clavulanic acid,,,,,,250/62.5 mg susp. x 90 ml
296063,ARGENTINA,Sant Gall,OMNIGAL,amoxicillin+clavulanic acid,,,,,,875/125 mg tablets x 14
296064,ARGENTINA,Sant Gall,OMNIGAL S,amoxicillin+clavulanic acid,,,,,,500/125 mg tablets x 16
296065,ARGENTINA,Sant Gall,OMNIGAL S,amoxicillin+clavulanic acid,,,,,,500/125 mg tablets x 8
304959,ARGENTINA,Ariston,ADROMUX,"ibandronic acid,ac.",,,,,,150 mg comp.x 1
