prefix,title,active_substance,manufacturer,document_type,price_text,reimbursement,url,url_with_id,packs_scraped,error
a,"ceftazidim infvlst 17,39mg/ml pomp 115ml ahz",CEFTAZIDIM,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+17%2C39MG%2FML+POMP+115ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+17%2C39MG%2FML+POMP+115ML+AHZ&id=aba07ae09ace889aa5d3b77d11e15fc8,success,
a,ceftriaxon infvlst 10mg/ml pomp 100ml ahz,CEFTRIAXON,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+10MG%2FML+POMP+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+10MG%2FML+POMP+100ML+AHZ&id=b9b9674bb1ae51d5db278c8684824b88,success,
a,cefazoline infvlst 25mg/ml pomp 120ml (5ml/u) ahz,CEFAZOLINE,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+25MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+25MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=c1d098c2b12918e3e43832a965e1b5b3,success,
a,morfine hcl infvlst 10mg/ml cassette 100ml sah,MORFINE,Service Apotheek Hoeven,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+HCL+INFVLST+10MG%2FML+CASSETTE+100ML+SAH,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+HCL+INFVLST+10MG%2FML+CASSETTE+100ML+SAH&id=cb93693bf54b24082d05ce3640b8861e,success,
a,"morfine/bupivacaine inj 0,06mg/2,5mg/ml a 5ml msz",BUPIVACAINE/MORFINE,Maasstad Ziekenhuis Apotheek,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE%2FBUPIVACAINE+INJ+0%2C06MG%2F2%2C5MG%2FML+A+5ML+MSZ,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE%2FBUPIVACAINE+INJ+0%2C06MG%2F2%2C5MG%2FML+A+5ML+MSZ&id=d3e1e047fd177dacb58075697b99576b,success,
a,ceftriaxon infvlst 35mg/ml pomp 100ml ahz,CEFTRIAXON,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+35MG%2FML+POMP+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+35MG%2FML+POMP+100ML+AHZ&id=d50a8bdc635e3eb80ffc15ea0b68522f,success,
a,"cefuroxim infvlst 12,5mg/ml pomp 120ml (5ml/u) ahz",CEFUROXIM,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+12%2C5MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+12%2C5MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=e325167e1a00889b4946e7cd2bd1d568,success,
a,"cefuroxim infvlst 22,5mg/ml cassette 100ml ahz",CEFUROXIM,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+22%2C5MG%2FML+CASSETTE+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+22%2C5MG%2FML+CASSETTE+100ML+AHZ&id=eb0a975fa9ccf7c90079de52863a30a7,success,
a,ceftriaxon infvlst 30mg/ml pomp 100ml ahz,CEFTRIAXON,APOTHEEK HAAGSE ZIEKENHUIZEN,Geneesmiddel,"€ 0,01 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+30MG%2FML+POMP+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+30MG%2FML+POMP+100ML+AHZ&id=f8ad2906059e84e214046cf675f87639,success,
a,"folinezuur oogdruppels 0,03% z cons fna tub 1ml mr",FOLINEZUUR,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,04 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+Z+CONS+FNA+TUB+1ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+Z+CONS+FNA+TUB+1ML+MR&id=874294691e7f9e30076d33eb0c3cd4a4,success,
a,"fytomenadion drank 1mg/0,1ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,09 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+1MG%2F0%2C1ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+1MG%2F0%2C1ML+%2810MG%2FML%29+FNA+MR&id=ac8f4f7a27350e629e3413458270a178,success,
a,"fytomenadion drank 2mg/0,2ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,19 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+2MG%2F0%2C2ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+2MG%2F0%2C2ML+%2810MG%2FML%29+FNA+MR&id=de89adf0edf0f463c8977bf0fd2ad0b7,success,
a,natriumsulfaat poeder voor drank 3g= 10ml fna mr,NATRIUMSULFAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,20 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+3G,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+3G&id=061c952c0ba3a27faa526ced54715767,failed,Exception: Page not found: https://www.medicijnkosten.nl/pagenotfound
a,"edetaat oogdruppels 0,4% fna flacon 10ml mr",EDETINEZUUR,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,20 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=EDETAAT+OOGDRUPPELS+0%2C4%25+FNA+FLACON+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=EDETAAT+OOGDRUPPELS+0%2C4%25+FNA+FLACON+10ML+MR&id=8ec6efe2a3866d8fc6896b3169bc2d79,success,
a,"povidonjodium oogdruppels 0,3% fna flacon 10ml mr",POVIDONJODIUM,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,20 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=POVIDONJODIUM+OOGDRUPPELS+0%2C3%25+FNA+FLACON+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=POVIDONJODIUM+OOGDRUPPELS+0%2C3%25+FNA+FLACON+10ML+MR&id=922e55141e99ef3befe9a85d2eb6fa9b,success,
a,"tetracycline oogdruppels 0,5% fna flacon 10ml mr",TETRACYCLINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,22 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=TETRACYCLINE+OOGDRUPPELS+0%2C5%25+FNA+FLACON+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=TETRACYCLINE+OOGDRUPPELS+0%2C5%25+FNA+FLACON+10ML+MR&id=c7051bebddaa98c1e99cda73472f67c6,success,
a,"fytomenadion drank 3mg/0,3ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,25 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+3MG%2F0%2C3ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+3MG%2F0%2C3ML+%2810MG%2FML%29+FNA+MR&id=f833b48d8e4cae4116cf12303d08ff8b,success,
a,"aluminiumacetotartraat oordruppels 1,2% fna mr",ALUMINIUMACETOTARTRAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,27 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ALUMINIUMACETOTARTRAAT+OORDRUPPELS+1%2C2%25+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=ALUMINIUMACETOTARTRAAT+OORDRUPPELS+1%2C2%25+FNA+MR&id=47dcddcde9e7a25f3fb034ecaf35ee87,success,
a,"folinezuur oogdruppels 0,03% fna flacon 10ml mr",FOLINEZUUR,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,29 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+FNA+FLACON+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+FNA+FLACON+10ML+MR&id=29eb91714df71e36772ef7acbcb2ba4f,success,
a,"fytomenadion drank 4mg/0,4ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,34 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+4MG%2F0%2C4ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+4MG%2F0%2C4ML+%2810MG%2FML%29+FNA+MR&id=10194ff3dea73ab688e9c956cb36d767,success,
a,"dexamethason oogdr 0,1% zonder cons fna tub 1ml mr",DEXAMETHASON,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,36 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=DEXAMETHASON+OOGDR+0%2C1%25+ZONDER+CONS+FNA+TUB+1ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=DEXAMETHASON+OOGDR+0%2C1%25+ZONDER+CONS+FNA+TUB+1ML+MR&id=7ee49c6bb2195120a7e5f4f4925538dc,success,
a,pilocarpine oogdruppels 1% zond cons fna tb 1ml mr,PILOCARPINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,37 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=PILOCARPINE+OOGDRUPPELS+1%25+ZOND+CONS+FNA+TB+1ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=PILOCARPINE+OOGDRUPPELS+1%25+ZOND+CONS+FNA+TB+1ML+MR&id=047f2eb7d3a8313e72f6bb04e8d0b02e,no,
a,natriumsulfaat poeder voor drank 6g= 20ml fna mr,NATRIUMSULFAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,37 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+6G,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+6G&id=0a326d47610bc2ed21af7cbfae61c9d4,failed,"WebDriverException: Message: tab crashed
  (Session info: chrome=143.0.7499.193)
"
a,zure oordruppels fna mr,AZIJNZUUR,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,43 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ZURE+OORDRUPPELS+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=ZURE+OORDRUPPELS+FNA+MR&id=b2e4a6ec4e96c5fd85df739aa733d586,no,
a,"fytomenadion drank 5mg/0,5ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,43 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+5MG%2F0%2C5ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+5MG%2F0%2C5ML+%2810MG%2FML%29+FNA+MR&id=b86caf5cb6b271ba7aec81593f8f5eaa,failed,"ProtocolError: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
a,"atropine oogdruppels 0,01%(0,1mg/ml)fna fl 10ml mr",ATROPINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,44 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ATROPINE+OOGDRUPPELS+0%2C01%25%280%2C1MG%2FML%29FNA+FL+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=ATROPINE+OOGDRUPPELS+0%2C01%25%280%2C1MG%2FML%29FNA+FL+10ML+MR&id=27d6f0182cad41adb0d87ce282d60dcf,no,
a,folinezuur oogdruppels 1% zond cons fna tub 1ml mr,FOLINEZUUR,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,46 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+1%25+ZOND+CONS+FNA+TUB+1ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+1%25+ZOND+CONS+FNA+TUB+1ML+MR&id=42614043e6f2b67dfb3a57e3daf49f1d,no,
a,oogzalfbasis fna mr,OOGZALF,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,46 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=OOGZALFBASIS+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=OOGZALFBASIS+FNA+MR&id=48d2adc820e5c8f32569b5a9e3a03b7d,no,
a,"fytomenadion drank 6mg/0,6ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,51 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+6MG%2F0%2C6ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+6MG%2F0%2C6ML+%2810MG%2FML%29+FNA+MR&id=5d7cb89335f87c71805651f84d2eab0f,no,
a,natriumsulfaat poeder voor drank 9g= 30ml fna mr,NATRIUMSULFAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,56 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+9G,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+9G&id=21f6c02aa40f0106b611e4eb89a19a54,no,
a,"fytomenadion drank 7mg/0,7ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,60 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+7MG%2F0%2C7ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+7MG%2F0%2C7ML+%2810MG%2FML%29+FNA+MR&id=8438f0fbcd6b103168b72c542bfa7ba8,no,
a,"pilocarpine oogdruppels 0,125% fna flacon 10ml mr",PILOCARPINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,60 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=PILOCARPINE+OOGDRUPPELS+0%2C125%25+FNA+FLACON+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=PILOCARPINE+OOGDRUPPELS+0%2C125%25+FNA+FLACON+10ML+MR&id=f905f5bb33db155d26de5c0b35356fe8,no,
a,"fytomenadion drank 8mg/0,8ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,65 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+8MG%2F0%2C8ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+8MG%2F0%2C8ML+%2810MG%2FML%29+FNA+MR&id=0745be13fa2696e360e54a788052eca1,no,
a,tetracycline hcl oogzalf 1% fna mr,TETRACYCLINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,65 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=TETRACYCLINE+HCL+OOGZALF+1%25+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=TETRACYCLINE+HCL+OOGZALF+1%25+FNA+MR&id=8cd7481a00473dc48581d1907cb302e6,no,
a,pilocarpine oogdruppels 2% zond cons fna tb 1ml mr,PILOCARPINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,71 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=PILOCARPINE+OOGDRUPPELS+2%25+ZOND+CONS+FNA+TB+1ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=PILOCARPINE+OOGDRUPPELS+2%25+ZOND+CONS+FNA+TB+1ML+MR&id=814cb2d038f1996e22db7be879bcd540,no,
a,natriumsulfaat poeder voor drank 12g= 40ml fna mr,NATRIUMSULFAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,71 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+12G,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+12G&id=0deb5b68673ae3cb955f70568cec5ba7,no,
a,"fytomenadion drank 9mg/0,9ml (10mg/ml) fna mr",FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,74 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+9MG%2F0%2C9ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+9MG%2F0%2C9ML+%2810MG%2FML%29+FNA+MR&id=62863b5c5297c40049bc02abf06db740,no,
a,"erytromycine oogzalf 0,5% fna mr",ERYTROMYCINE,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,74 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=ERYTROMYCINE+OOGZALF+0%2C5%25+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=ERYTROMYCINE+OOGZALF+0%2C5%25+FNA+MR&id=7b1c6956bcae23b18b78cef41e74811b,no,
a,fytomenadion drank 10mg/1ml (10mg/ml) fna mr,FYTOMENADION,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,85 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+10MG%2F1ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+10MG%2F1ML+%2810MG%2FML%29+FNA+MR&id=41137733be1996d5df7548ba300147f9,no,
a,"tobrex oogzalf tube 3,5g",TOBRAMYCINE,NOVARTIS PHARMA BV,Geneesmiddel,"€ 0,86 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=TOBREX+OOGZALF+TUBE+3%2C5G,https://www.medicijnkosten.nl/medicijn?artikel=TOBREX+OOGZALF+TUBE+3%2C5G&id=f2ee4160532511276c5c9d76bcd39248,no,
a,natriumsulfaat poeder voor drank 15g= 50ml fna mr,NATRIUMSULFAAT,FNA-voorschriften p/o knmp,Geneesmiddel,"€ 0,90 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+15G,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMSULFAAT+POEDER+VOOR+DRANK+15G&id=4d5902290932cb189ee0b5750f9b5d26,no,
a,leidapharm loperamide hcl diarreeremmer caps 2mg,LOPERAMIDE,HOLLAND PHARMA,Geneesmiddel,"€ 0,99 per verpakking",Vergoed,https://www.medicijnkosten.nl/medicijn?artikel=LEIDAPHARM+LOPERAMIDE+HCL+DIARREEREMMER+CAPS+2MG,https://www.medicijnkosten.nl/medicijn?artikel=LEIDAPHARM+LOPERAMIDE+HCL+DIARREEREMMER+CAPS+2MG&id=433c322e8f2cdda64bd2e78133a98aed,no,
