"#","Registration No / Notification No","Product Name","Holder"
"18","MAL18016115HAR","Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 27.1-54kg","ELANCO MALAYSIA SDN BHD"
"19","MAL14055002N","Champs Multivitamin Plus Iron & Zinc Pineapple Flavour Chewable Tablet","Duopharma Marketing Sdn. Bhd."
"20","MAL13065018TC","BioCare Chlorella 500mg Chewable Tablet","TST HEALTH CARE SDN BHD"
"21","MAL13075023TC","BioCare Chlorella 250mg Chewable Tablet","TST HEALTH CARE SDN BHD"
"22","MAL13045039TC","BioCare Spirulina 500mg Chewable Tablet","TST HEALTH CARE SDN BHD"
"23","MAL13115074N","shine BIO-CAL Chewable Tablet Vanilla Flavour","Y.S.P. INDUSTRIES (M) SDN. BHD."
"24","MAL13065033NZ","VITASEN C 100 Chewable Tablet (Grape flavour)","WINWA MEDICAL SDN. BHD."
"25","MAL13115072N","shine BIO-CAL Chewable Tablet Orange Flavour","Y.S.P. INDUSTRIES (M) SDN. BHD."
"26","MAL17035033AZ","MONAST 4 (Montelukast Paediatric Chewable Tablets 4 mg)","UNIMED SDN. BHD."
"27","MAL17035034AZ","MONAST 5 (Montelukast Paediatric Chewable Tablets 5 mg)","UNIMED SDN. BHD."
"28","MAL14125054NZ","Champs Vitamin C 30mg Orange Flavour Chewable Tablet","Duopharma Marketing Sdn. Bhd."
"29","MAL14125112NZ","Champs Vitamin C 30mg Blackcurrant Flavour Chewable Tablet","Duopharma Marketing Sdn. Bhd."
"30","MAL14085004N","CHAMPS MULTIVITAMIN PLUS FOLIC ACID & TAURINE (LYCHEE FLAVOUR) CHEWABLE TABLET","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"31","MAL14125113NC","VitaHealth Memo-Q Chewable Softgel (Berry Flavour)","VITAHEALTH BIOTECH SDN BHD"
"32","MAL14085005NZ","Chewette C 50 mg Chewable Tablet (Orange Flavour) Sugar Free","HOVID BERHAD"
"33","MAL14125139NC","aspen nutrition Multivitamin plus Lysine chewable tablet (orange flavour)","ASPEN SARL SDN. BHD."
"34","MAL14035024N","Nn GlutaMix Chewable Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"35","MAL17015022AZ","Monulair Chewable Tablet 5mg","CAMBER LABORATORIES SDN. BHD."
"36","MAL17065014AZ","MONTAS 4 (Montelukast Paediatric Chewable Tablets 4 mg)","ACCORD HEALTHCARE SDN.BHD."
"37","MAL17065015AZ","MONTAS 5 (Montelukast Paediatric Chewable Tablets 5 mg)","ACCORD HEALTHCARE SDN.BHD."
"38","MAL18026166HAR","NexGard 11mg chewable tablets for dogs 2-4kg","Rhone Ma Malaysia Sdn Bhd"
"39","MAL18026165HAR","NexGard 28mg chewable tablets for dog > 4-10kg","Rhone Ma Malaysia Sdn Bhd"
"40","MAL18026164HAR","NexGard 68mg chewable tablets for dogs > 10-25kg","Rhone Ma Malaysia Sdn Bhd"
"41","MAL15085019AZ","ALTRA CHEWABLE TABLET 4MG","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"42","MAL15085020AZ","ALTRA CHEWABLE TABLET 5MG","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"43","MAL18026163HAR","NexGard 136mg chewable tablets for dogs > 25-50kg","Rhone Ma Malaysia Sdn Bhd"
"44","MAL15055001N","VITASEN Acerola C 30 Chewable Tablet (Grape flavour)","WINWA MEDICAL SDN. BHD."
"45","MAL16115037AZ","BLOKTIENE CHEWABLE TABLET 4mg","DCH AURIGA (MALAYSIA) SDN. BHD."
"46","MAL16115038AZ","BLOKTIENE CHEWABLE TABLET 5MG","DCH AURIGA (MALAYSIA) SDN. BHD."
"47","MAL16015081HX","Kiwof Plus Chewable Tablets for Small, Medium, Large Dogs","Girona Veterinary"
"48","MAL16055019N","JUVENOC CHEWABLE TABLET","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"49","MAL16055010N","WYTA KID CHEWABLE TABLET","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"50","MAL16015015NCZ","FOREVER ABSORBENT-C CHEWABLE TABLET","FOREVER LIVING PRODUCTS (M) SDN. BHD."
"51","MAL16015018NC","Opceden MEMOMAZ CHEWABLE TABLET","ASIA HEALTHCARE SDN. BHD."
"52","MAL15105015NC","WISE NUTRITION NEM Chewable Tablet","CONSENTIS MARKETING SDN BHD"
"53","MAL18031001ACZ","Avalair 5mg Chewable Tablet","Nano Medic Care Sdn. Bhd."
"54","MAL18086121AZ","M-KAST 5 (Montelukast chewable Tablets 5mg )","HEALOL PHARMACEUTICALS SDN. BHD."
"55","MAL18086138AZ","M-KAST 4 (Montelukast Chewable Tablets 4mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"56","MAL16085012NZ","natural Factors Chewable C 500mg Tangy Orange Flavour  Tablet","NUVANTA SDN. BHD."
"57","MAL18016053AZ","Montemac 4 (Montelukast Chewable Tablets 4mg)","BioCare Pharmaceutical (M) Sdn. Bhd."
"58","MAL18046146ACZ","AJENAFIL 25  MG CHEWABLE TABLET","AJ RESEARCH & PHARMA SDN. BHD."
"59","MAL18046145ACZ","AJENAFIL 50  MG CHEWABLE TABLET","AJ RESEARCH & PHARMA SDN. BHD."
"60","MAL18046144ACZ","AJENAFIL 100 MG CHEWABLE TABLET","AJ RESEARCH & PHARMA SDN. BHD."
"61","MAL18016050AZ","Montemac 5 (Montelukast Chewable Tablets 5mg)","BioCare Pharmaceutical (M) Sdn. Bhd."
"62","MAL18016099X","Gascovid Double Action Chewable Tablets","HOVID BERHAD"
"63","MAL18116130ACZ","Avalair 4mg Chewable Tablet","Nano Medic Care Sdn. Bhd."
"64","MAL16095016NC","VITASKEENZ GLUTAPLUS CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"65","MAL16125046NC","MILLENIA CHAMP CHAMP L-GLUTATHIONE PLUS CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"66","MAL17045010TC","NutriRise Garci Plus Chewable Tablet.","MRZ HERBAL HEALTHY CARE"
"67","MAL17025006TC","anora Curvie Chewable Tablet 650MG","MRZ HERBAL HEALTHY CARE"
"68","MAL20000864T","HDI ORIGINS BEE PROPOLIS 500mg CHEWABLE TABLET","HDI NETWORK (M) SDN. BHD."
"69","MAL20002558T","WHP Spirulina 200mg Chewable Tablet","WHITE HERON PHARMACEUTICAL SDN. BHD."
"70","MAL04125502TC","CeleBeaute Spirulina 200mg Chewable Tablet","BIO-SCIENCE MARKETING SDN. BHD."
"71","MAL04112704T","CENTRESS Chewable Tablet 25 mg","NOVA LABORATORIES SDN. BHD."
"72","MAL06011731TCR","SPIROGRASS Chewable Tablet 250mg","GANO EXCEL INDUSTRIES SDN BHD"
"73","MAL06061337T","WHP Spirulina 250mg Chewable Tablet","WHITE HERON PHARMACEUTICAL SDN. BHD."
"74","MAL06030882T","Easy Pha-max FISH OIL CHEWABLE","HERBAL SCIENCE SDN. BHD."
"75","MAL06051366T","WH Spirulina 200mg Chewable Tablet","WHITE HERON PHARMACEUTICAL SDN. BHD."
"76","MAL06051423T","WHP Chlorella 250mg Chewable Tablet","WHITE HERON PHARMACEUTICAL SDN. BHD."
"77","MAL06051380TC","Elken Spirulina Chewable 200mg","ELKEN SDN. BHD."
"78","MAL07050915T","EARTHRISE Spirulina Natural 500mg Chewable Tablet","Spring Pharma Sdn Bhd"
"79","MAL07081640TC","SR Cosmetic EziBreathe Chewable Tablet","SR Cosmetics"
"80","MAL07090972T","CHAMPS E NATBERRY PLUS CHEWABLE TABLET","Duopharma Marketing Sdn. Bhd."
"81","MAL08120838T","Spirulina Tablet (Chewable)","PB NATUR SDN. BHD."
"82","MAL10063073T","GREENLEX Organic Spirulina Chewable Tablet200mg","Zhulian Nutraceutical Sdn. Bhd."
"83","MAL10033189TC","BioLina Blue Green Algae Chewable Tablet","TST (ASIA) SDN. BHD."
"84","MAL10043753TC","NHF Organic Spirulina 200mg Chewable Tablet","TST (ASIA) SDN. BHD."
"85","MAL10043754TC","NewCo Spi-GINKGO Chewable Tablet","TST (ASIA) SDN. BHD."
"86","MAL10043755TC","CY2000 Spirulina Plus Chewable Tablet","TST (ASIA) SDN. BHD."
"87","MAL10043761T","Nova Rosbright Chewable Tablet","NOVA LABORATORIES SDN. BHD."
"88","MAL10080129TC","Icare Chewable Spirulina Tablet  250mg","Natural Summit Sdn Bhd"
"89","MAL15040026T","Edmark Hawaiian Spirulina Chewable Tablet","EDMARK INDUSTRIES SDN BHD"
"90","MAL15100026TC","Abeille d'Or Chlorella Gold Chewable Tablet","ABEILLE D`OR CORPORATION SDN. BHD."
"91","MAL16010048TC","BioLina Spirulina 200mg Chewable Tablet","Biolina Corporation Sdn. Bhd."
"92","MAL16020011TC","Optiberry Chewable Tablet","Esprit Care Sdn. Bhd."
"93","MAL16020013T","rbc life Spirulina 500mg Chewable Tablets","HWH MALAYSIA SDN. BHD."
"94","MAL19911658XCZ","Chewies Vitamin C 100mg Chewable Tablet","AJ RESEARCH & PHARMA SDN. BHD."
"95","MAL19910382X","NUTRILITE CHILDREN MULTIVITAMIN AND IRON CHEWABLE TABLET","AMWAY (MALAYSIA) SDN. BHD."
"96","MAL19950412X","ROYAL JELLY VITA-C CHEWABLE TABLET 250MG (ORANGE FLAVOUR)","DUOPHARMA (M) SENDIRIAN BERHAD"
"97","MAL19940083XZ","VITAHEALTH VITAMIN C 500 MG CHEWABLE ORANGE FLAVOUR TABLET","HOVID BERHAD"
"98","MAL19961009XZ","SWECEE CHEWABLE TABLET","SM PHARMACEUTICALS SDN. BHD."
"99","MAL19970302XZ","CHEWETTE C 100MG CHEWABLE TABLET (BLACKCURRANT FLAVOUR)","HOVID BERHAD"
"100","MAL19971829X","NUTRILITE KIDS CHEWABLE NATURAL C TABLET","AMWAY (MALAYSIA) SDN. BHD."
"101","MAL19971887X","Champs Multivitamin Plus Folic Acid & Lysine (Orange Flavour) Chewable Tablet","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"102","MAL19984079XR","NUTRILITE Kids Chewable Calcium Magnesium Tablet","AMWAY (MALAYSIA) SDN. BHD."
"103","MAL19986025X","Champs Vitamin C 100mg Plus Lysine Fruity Flavour Chewable Tablet","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"104","MAL19992594X","BIOTASE CHEWABLE TABLET","Y.S.P. INDUSTRIES (M) SDN. BHD."
"105","MAL19992617XZ","CITREX VITAMIN C 100MG CHEWABLE TABLET ( BLACKCURRANT FLAVOUR)","PHARMANIAGA MANUFACTURING BERHAD"
"106","MAL19992616XZ","CITREX VITAMIN C 100MG CHEWABLE TABLET (ORANGE FLAVOUR)","PHARMANIAGA MANUFACTURING BERHAD"
"107","MAL20000890XZ","Champs Vitamin C 100mg Sugar Free Strawberry Flavour Chewable Tablet","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"108","MAL20013604X","SHINE CALCIUM WITH VITAMIN D PLUS CHEWABLE TABLET","Y.S.P. INDUSTRIES (M) SDN. BHD."
"109","MAL20014564XZ","Shine Vitamin C-100 Chewable Tablet Grape Flavour","Y.S.P. INDUSTRIES (M) SDN. BHD."
"110","MAL20040188X","GNC Chewable C 100mg Tablet with Citrus Bioflavonoids","GNC LIVEWELL MALAYSIA SDN. BHD."
"111","MAL20033529X","SHINE BIO-CAL CHEWABLE TABLET","Y.S.P. INDUSTRIES (M) SDN. BHD."
"112","MAL20033528X","SHINE JUNIOR MULTIVITAMIN CHEWABLE TABLET","Y.S.P. INDUSTRIES (M) SDN. BHD."
"113","MAL20033694XRZ","VITAMIN C 500MG ORANGE CHEWABLE","21ST CENTURY PRODUCTS SDN. BHD."
"114","MAL20034003XRZ","VITAMIN C 250MG ORANGE CHEWABLE","21ST CENTURY PRODUCTS SDN. BHD."
"115","MAL20034002XRZ","VITAMIN C 1000MG ORANGE CHEWABLE","21ST CENTURY PRODUCTS SDN. BHD."
"116","MAL20034355XCZ","KORDEL`S CHEWABLE C 250MG TABLET","CAMBERT(M) SDN. BHD."
"117","MAL04112702X","CHEWIES CHILDREN CHEWABLE MULTIVITAMIN TABLET","AJ RESEARCH & PHARMA SDN. BHD."
"118","MAL04112701X","CHEWIES CHILDREN CHEWABLE MULTIVITAMIN PLUS LYSINE TABLET","AJ RESEARCH & PHARMA SDN. BHD."
"119","MAL04112700X","CHEWIES CHILDREN CHEWABLE MULTIVITAMIN WITH TAURINE TABLET","AJ RESEARCH & PHARMA SDN. BHD."
"120","MAL20040669XCR","VitaHealth Kids Multivits + Zinc Chewable Tablet, Natural Orange Flavour","VITAHEALTH BIOTECH SDN BHD"
"121","MAL05072108XZ","Live-well™ XYLIVIT-™ 125 Children's Chewable Vitamin-C Tablet","PAHANG PHARMACY SDN. BHD."
"122","MAL06011722XCR","OCEAN HEALTH BUFFERED C-500 WITH CITRUS BIOFLAVONOIDS CHEWABLE TABLETS","HYPHENS PHARMA SDN. BHD."
"123","MAL05072112X","Live-well™  KIDZSENTIAL™  with Lysine Children's Chewable Multivitamin & Minerals Tablet","PAHANG PHARMACY SDN. BHD."
"124","MAL05061537XZ","Chewette C-100 Chewable Tablet Sour Plum Flavour","HOVID BERHAD"
"125","MAL06081240X","Collagen Plus Enzyme Chewable Tablet","HERBAL SCIENCE SDN. BHD."
"126","MAL06071112X","Nova Cal - 300 D Chewable Tablet","NOVA LABORATORIES SDN. BHD."
"127","MAL06061370XZ","C-CHEWABLE","VIVA LIFE SCIENCE SDN. BHD."
"128","MAL06071120XZ","Nova Vit - C Chewable tablet","NOVA LABORATORIES SDN. BHD."
"129","MAL06071126X","Juvita Multivitamins plus Calcium Chewable Tablet (For Children)","NOVA LABORATORIES SDN. BHD."
"130","MAL06071127X","Champs Multivitamin Pineapple Flavour Chewable Tablet","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"131","MAL06071128X","Champs Multivitamin Strawberry Flavour Chewable Tablet","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"132","MAL06061399XZ","CEBION ORANGE CHEWABLE TABLETS","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"133","MAL07101371XS","REDOXON Double Action Vitamin C & Zinc Chewable Tablets","BAYER CO. (MALAYSIA) SDN. BHD."
"134","MAL08042267XC","Kordel""s Kid""s Vitamin C 250 mg + Bioflavonoids Chewable Tablet","NUVANTA SDN. BHD."
"135","MAL08010787XC","Kordel""s Kid""s Multivitamins Plus Lysine Chewable Tablet","NUVANTA SDN. BHD."
"136","MAL08082495XZ","hovid Chewette C Vitamin C 100mg Orange Flavour Chewable Tablets","HOVID BERHAD"
"137","MAL08021552X","Nova Children�s Fish Oil Chewable Softgel Capsule","NOVA LABORATORIES SDN. BHD."
"138","MAL08091469X","Vitasen C 100 with Royal Jelly Chewable Tablet","WINWA MEDICAL SDN. BHD."
"139","MAL09102966X","Shine Cutie Chewable Tablet","Y.S.P. INDUSTRIES (M) SDN. BHD."
"140","MAL10021817XZ","Champs Vitamin C 100mg Blackcurrant Flavour Chewable Tablet","Duopharma Marketing Sdn. Bhd."
"141","MAL20122199X","Seven Seas Kids Probiotic Multivitamin Chewable Tablet","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"142","MAL09122804X","Redoxon Double Action Kids Chewable Tablet","BAYER CO. (MALAYSIA) SDN. BHD."
"143","MAL11070020X","VITASEN� Daily Multi for Adults Chewable Tablet","WINWA MEDICAL SDN. BHD."
"144","MAL20091946XEZ","CHILDREN`S PANADOL 3 + YEARS CHEWABLE TABLETS","STERLING DRUG (MALAYA) SDN. BHD."
"145","MAL10120057XCR","BLACKMORES KOALAKIDS MULTIVITAMIN + MINERAL CHEWABLE TABLETS","BLACKMORES (MALAYSIA) SDN. BHD."
"146","MAL10120058X","ROS-C Chewable Tablet","NOVA LABORATORIES SDN. BHD."
"147","MAL11100016X","Juvita Plus (Multivitamins + Roselle, Marigold and Bioflavonoids Chewable Tablet)","NOVA LABORATORIES SDN. BHD."
"148","MAL19990956ARZ","SINGULAIR CHEWABLE TABLET 5MG","ORGANON MALAYSIA SDN. BHD."
"149","MAL20020121ARZ","SINGULAIR 4MG CHEWABLE TABLET","ORGANON MALAYSIA SDN. BHD."
"150","MAL20081758ACZ","FOSRENOL CHEWABLE TABLETS 500MG","Takeda Malaysia Sdn Bhd"
"151","MAL20081760ACZ","FOSRENOL CHEWABLE TABLETS 1000MG","Takeda Malaysia Sdn Bhd"
"152","MAL10053672AZ","Montexin Chewable Tablets 4mg","SUNWARD PHARMACEUTICAL SDN. BHD."
"153","MAL10053673AZ","Montexin Chewable Tablets 5mg","SUNWARD PHARMACEUTICAL SDN. BHD."
"154","MAL11010027AZ","ASTHATOR 4 MG CHEWABLE TABLET","LABORATORIES TORRENT (MALAYSIA) SDN. BHD."
"155","MAL11010028AZ","ASTHATOR 5 MG CHEWABLE TABLET","LABORATORIES TORRENT (MALAYSIA) SDN. BHD."
"156","MAL14010002AZ","Monkasta 4 mg chewable tablets","PAHANG PHARMACY SDN. BHD."
"157","MAL14010003AZ","Monkasta 5 mg chewable tablets","PAHANG PHARMACY SDN. BHD."
"158","MAL11040021AZ","Oxair Chewable Tablet 4mg","Y.S.P. INDUSTRIES (M) SDN. BHD."
"159","MAL11040022AZ","Oxair Chewable Tablet 5mg","Y.S.P. INDUSTRIES (M) SDN. BHD."
"160","MAL19910349XZ","Royce Ascorbic 500mg Chewable Tablet","ROYCE PHARMA MANUFACTURING SDN. BHD."
"161","MAL19911912XZ","MALTOFER CHEWABLE TABLET","ZUELLIG PHARMA SDN. BHD."
"162","MAL19911914X","MALTOFER FOL CHEWABLE TABLET","ZUELLIG PHARMA SDN. BHD."
"163","MAL19912119XZ","PRIME C CHEWABLE TABLET 250MG","PRIME PHARMACEUTICAL SDN. BHD."
"164","MAL19930617XZ","PRIME C CHEWABLE TABLET 100MG","PRIME PHARMACEUTICAL SDN. BHD."
"165","MAL19940552X","MAGNOMINT TABLET (CHEWABLE)","SM PHARMACEUTICALS SDN. BHD."
"166","MAL19972517X","Shine Vitamin C-500 Plus Chewable Tablet (Orange Flavour)","Y.S.P. INDUSTRIES (M) SDN. BHD."
"167","MAL19985562X","SHINE CALCIUM WITH VITAMIN D CHEWABLE TABLET","Y.S.P. INDUSTRIES (M) SDN. BHD."
"168","MAL19991442XZ","PORO CHEWABLE TABLET 120MG","Y.S.P. INDUSTRIES (M) SDN. BHD."
"169","MAL20013131XZ","CHAMPS D-WORMS 200 MG CHOCOLATE FLAVOUR CHEWABLE TABLET","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"170","MAL06061546X","M-zole Chewable Tablet","WINWA MEDICAL SDN. BHD."
"171","MAL06051568XZ","Champs Vitamin C Chewable 100mg (Natural Orange Flavour)","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"172","MAL07021536XZ","Champs Vitamin C Chewable 100mg (Strawberry)","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"173","MAL07082980X","Simcone-T Sugar Free Chewable Tablet 80mg","IMEKS PHARMA SDN. BHD."
"174","MAL10040022HAR","Previcox 227 mg chewable tablets for dogs","Rhone Ma Malaysia Sdn Bhd"
"175","MAL14070085HACR","Heartgard Chewable For Cat 165 mcg","Rhone Ma Malaysia Sdn Bhd"
"176","MAL13110040HACR","Heartgard Plus Chewable Tablet for Dogs - Up to 11kg","Rhone Ma Malaysia Sdn Bhd"
"177","MAL13110041HACR","Heartgard Plus Chewable Tablet for Dogs - 12 to 22kg","Rhone Ma Malaysia Sdn Bhd"
"178","MAL13110042HACR","Heartgard Plus Chewable Tablet for Dogs - 23 to 45kg","Rhone Ma Malaysia Sdn Bhd"
"179","MAL16110003TC","Forever Bee Pollen Plus Chewable Tablet","FOREVER LIVING PRODUCTS (M) SDN. BHD."
"180","MAL16100029TC","BioCare Spirulina Plus Chlorella Chewable Tablet 200mg","Biolina Corporation Sdn. Bhd."
"181","MAL16110019TC","Forever Bee Propolis Plus Chewable Tablet","FOREVER LIVING PRODUCTS (M) SDN. BHD."
"182","MAL16100020TC","FEREENA M""MOM CHEWABLE TABLET","FEREENA BEAUTY CARE"
"183","MAL16100043T","NA3MS NOUR EYE CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"184","MAL06030848X","Saferon Chewable Tablet","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"185","MAL20162675NC","ASWAD L-GLUTATHIONE PLUS CHEWABLE TABLET","ALORA ROSE ENTERPRISE"
"186","MAL20172689NC","NURRAYSA VIT C,VIT E & GLUTA  PLUS  Chewable Tablet","MRZ HERBAL HEALTHY CARE"
"187","MAL20172828T","BEAU HAWWA CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"188","MAL11060075T","Spirulina Tropicana Plus 200mg Chewable Tablet","TST (ASIA) SDN. BHD."
"189","MAL17097001TC","H-Focus Chewable Tablet","DS Pharma Herbs Sdn. Bhd."
"190","MAL20172964TC","Forever Royal Jelly Chewable Tablet","FOREVER LIVING PRODUCTS (M) SDN. BHD."
"191","MAL20172980TC","MRZ LEMONTAB PLUS CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"192","MAL06061371T","BioCare SpirulinaCol Chewable Tablet","TST (ASIA) SDN. BHD."
"193","MAL20172948NC","KILOUP CHEWABLE TABLET","FEREENA BEAUTY CARE"
"194","MAL17107052NZ","NUTRILEX VITAMIN C CHEWABLE TABLET 100mg","Zhulian Nutraceutical Sdn. Bhd."
"195","MAL20173004N","Calmicid Chewable Tablet","Melaleuca Southeast Asia (malaysia) Sdn. Bhd."
"196","MAL18066049HA","Cimalgex 30mg chewable tablets for dogs","Gladron Chemicals Sdn Bhd"
"197","MAL18066048HA","Cimalgex 80mg chewable tablets for dogs","Gladron Chemicals Sdn Bhd"
"198","MAL18066051HA","Cimalgex 8mg chewable tablets for dogs","Gladron Chemicals Sdn Bhd"
"199","MAL18106052HAR","Previcox 57mg Chewable Tablets for Dogs","Rhone Ma Malaysia Sdn Bhd"
"200","MAL17116058NC","Chewies Kid's Multivitamin Plus Lysine Chewable Tablets","AJ RESEARCH & PHARMA SDN. BHD."
"201","MAL17116059NC","Chewies Kid's Multivitamin Chewable Tablets","AJ RESEARCH & PHARMA SDN. BHD."
"202","MAL17116057NC","Chewies Kid's Multivitamin Plus Taurine Chewable Tablets","AJ RESEARCH & PHARMA SDN. BHD."
"203","MAL17086012NC","imbeau L-Glutathione 30mg chewable tablet","MRZ HERBAL HEALTHY CARE"
"204","MAL17096019TC","PowerLIFE Multi Greens Spirulina Chlorella Chewable Tablet","BIO-SCIENCE MARKETING SDN. BHD."
"205","MAL17086034T","ACTIVE ZEROTIC CHEWABLE TABLET","ALPHA ACTIVE INDUSTRIES SDN BHD"
"206","MAL17116049NC","imbeau vitamin c plus chewable tablet","MRZ HERBAL HEALTHY CARE"
"207","MAL17106075TC","P'TAR LUBAN PLUS CHEWABLE TABLET","KHAZ BARAKAH ENTERPRISE"
"208","MAL18036137TC","G-KIDZ CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"209","MAL18016138T","apotec TigerChew Chewable Tablet","Bioalpha International Sdn. Bhd."
"210","MAL17086002NCZ","Fereena Vitamin C 500mg Chewable Tablet","FEREENA BEAUTY CARE"
"211","MAL18026136TC","FER'KIDS CHAMP CHAMP 1000mg Chewable Tablet","FEREENA BEAUTY CARE"
"212","MAL17096001NC","Vitamode� Cal-D-K Chew Chewable Tablet","Vitamode  Sdn.bhd"
"213","MAL17116062TC","YUMNA HEALTH LIVIRA CHEWABLE TABLET 1000MG","LIVIRA ENTERPRISE"
"214","MAL17126041NC","Satin Glutathione Plus  chewable tablet","SATIN SKINZ SDN BHD"
"215","MAL18036163T","LOVELLA CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"216","MAL18036144TC","FERMINA BEAUTAB CHEWABLE TABLET","VIHSDIA ENTERPRISE"
"217","MAL18026153T","HIGRO CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"218","MAL18046022HAR","Rheumocam 2.5mg Chewable Tablets for Dogs","Rhone Ma Malaysia Sdn Bhd"
"219","MAL17126036NZ","NUTRiLEX VITAMIN C 250MG CHEWABLE TABLET (ORANGE FLAVOUR)","Zhulian Nutraceutical Sdn. Bhd."
"220","MAL18036164TC","Tok Melah Chewable Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"221","MAL18056048T","MS GREEN COFFEE PLUS CHEWABLE TABLET 1000MG","DS Pharma Herbs Sdn. Bhd."
"222","MAL18076043T","LSS LEMON PLUS CHEWABLE TABLET 1000MG","DS Pharma Herbs Sdn. Bhd."
"223","MAL19046007HAR","Vetmedin 1.25 mg Chewable Tablets for Dogs","Rhone Ma Malaysia Sdn Bhd"
"224","MAL19046006HAR","Vetmedin 5 mg Chewable Tablets for Dogs","Rhone Ma Malaysia Sdn Bhd"
"225","MAL18096064TC","BMS Tri-Algae Chewable Tablet","FMC GREENLAND SDN. BHD."
"226","MAL18076097T","E-PLUS MATCHA 200mg CHEWABLE TABLET","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"227","MAL19076020HAR","Nexgard Spectra 9mg/2mg Chewable Tablets for Dogs 2-3.5kg","Rhone Ma Malaysia Sdn Bhd"
"228","MAL18026026NZ","Vitalita Vitamin C 500mg Chewable Tablet (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"229","MAL18036113N","OliGlo Chewable Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"230","MAL18106008N","Nova VitMin Chewable Tablet","NOVA LABORATORIES SDN. BHD."
