search_inn_used,page_no,page_url,trade_name,inn,dosage_form,atc_code_or_category,marketing_authorization_holder,producer_raw,registration_certificate_number,max_selling_price,max_selling_price_currency,import_price,import_price_currency,contract_currency_info_raw,max_price_registration_info_raw,date_of_changes_raw,details_url,scraped_at_utc
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,VALSARTAN,Valsartan,substance,"Cipla Ltd, India","State Enterprise ACADEMFARM, Republic of Belarus",2442/19,28.01.2019,,,,,,,,,2026-01-14T04:07:45.899952+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,VALSARTAN,Valsartan,substance,"Sun Pharmaceutical Industries Ltd, Индия","State Enterprise ACADEMFARM, Republic of Belarus",2495/19,29.07.2019,,,,,,,,,2026-01-14T04:07:45.900017+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"VALSARTAN-NAN
instruction:
the patient
the specialist",Valsartan,"film-coated tablets, 160 mg in blister pack No. 10x3;
film-coated tablets, 80 mg in blister pack No. 15x2","State Enterprise ACADEMFARM, Republic of Belarus","State Enterprise ACADEMFARM, Republic of Belarus",24/08/2205,01.03.2019,,,,,,,,,2026-01-14T04:07:45.900102+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"VALSAKOR
instructions:
specialist
patient",Valsartan,"film-coated tablets, 160 mg in blisters in packaging No. 7x2, No. 7x4, No. 10x3, No. 14x1, No. 14x2, No. 15x2, No. 15x4;
film-coated tablets, 80 mg in blisters in packaging No. 7x2, No. 7x4, No. 10x3, No. 14x1, No. 14x2, 15x2, No. 15x4","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",8858/09/14/17/19,29.03.2019,,,,,"10.02.2025
LP-№001189-GP-BY",,,,2026-01-14T04:07:45.900176+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"VALSAKOR N 160
instructions:
specialist
patient",Valsartan/Hydrochlorothiazide,"film-coated tablets, 160 mg/12.5 mg in blisters in packaging No. 14x1, No. 14x2, No. 15x2, No. 15x4","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",8981/09/14/19/25,29.08.2019,,,,,,,,,2026-01-14T04:07:45.900256+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"VALSAKOR N 80
instructions:
specialist
patient",Valsartan and diuretics,"film-coated tablets, 80 mg/12.5 mg in blisters in packaging No. 14x1, No. 14x2, No. 15x2, No. 15x4","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",8982/09/14/19,29.08.2019,,,,,,,,,2026-01-14T04:07:45.900333+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"VALSAKOR ND 160
instructions:
patient
specialist",Valsartan/Hydrochlorothiazide,"film-coated tablets, 160 mg/25 mg in blisters in packaging No. 14x1, No. 14x2, No. 15x2, No. 15x4","KRKA, d.d., Novo mesto, Slovenia","KRKA, d.d., Novo mesto, Slovenia",8983/09/14/19/25,29.08.2019,,,,,,,,,2026-01-14T04:07:45.900410+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"VASAKAD-S
instructions:
patient
specialist",Valsartan and sacubitril,"film-coated tablets 24 mg/26 mg in blisters in packaging No. 10x3;
film-coated tablets 49 mg/51 mg in blisters in packaging No. 10x3;
film-coated tablets 97 mg/103 mg in blisters in packaging No. 10x3","Hetero Labs Limited, India","Hetero Labs Limited, India",11366/25,16.01.2025,,,,,,,,,2026-01-14T04:07:45.900481+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CO-VALODIE
instructions:
patient
specialist",Amlodipine/ Valsartan/ Hydrochlorothiazide,"film-coated tablets, 10 mg/160 mg/12.5 mg in blisters in packaging No. 10x3, No. 10x6, No. 14x2, No. 14x4;
film-coated tablets, 10 mg/160 mg/25 mg in blisters in packaging No. 10x3, No. 10x6, No. 14x2, No. 14x4;
film-coated tablets, 5mg/160mg/12.5mg in blisters in packaging No. 10x3, No. 10x6, No. 14x2, No. 14x4","KRKA-RUS LLC, Russian Federation","KRKA, d.d., Novo mesto, Slovenia",10799/20/21/25,02.07.2025,,,,,,,,,2026-01-14T04:07:45.900561+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"CO-VALSARTAN
instruction:
the patient
the specialist",Valsartan and diuretics,"film-coated tablets, 160 mg/12.5 mg in blister pack No. 10x3","State Enterprise ACADEMFARM, Republic of Belarus","State Enterprise ACADEMFARM, Republic of Belarus",25/07/2321,18.05.2020,,,,,,,,,2026-01-14T04:07:45.900640+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SACUBITRIL+VALSARTAN
instruction:
the specialist
the patient",Sacubitril + Valsartan,"film-coated tablets, 24 mg/26 mg in bottles No. 180 in package No. 1;
film-coated tablets, 24 mg/26 mg in bottles No. 60 in package No. 1;
film-coated tablets, 49 mg/51 mg in bottles No. 180 in package No. 1;
film-coated tablets, 49 mg/51 mg in bottles No. 60 in package No. 1;
film-coated tablets, 97 mg/103 mg in bottles No. 180 in package No. 1;
film-coated tablets, 97 mg/103 mg in bottles No. 60 in package No. 1","MSN Laboratories Private Limited, India","MSN Laboratories Private Limited, India",11455/25,08.12.2025,,,,,,,,,2026-01-14T04:07:45.900735+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SARTVAL
instructions:
by application",Valsartan,"film-coated tablets, 160 mg in blisters in packaging No. 14x2, No. 14x4;
film-coated tablets, 80 mg in blisters in packaging No. 14x2, No. 14x4","Novartis Farma S. p. A., Italy","Sandoz Pharmaceuticals d.d., Slovenia",9940/12/17/18/22/23/25,06.09.2017,,,,,,,,,2026-01-14T04:07:45.900821+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"САРТВАЛ ДУО
инструкция:
пациента
специалиста",Valsartan and amlodipine,"film-coated tablets 5 mg/160 mg in blisters in packaging No. 14x1, No. 14x2;
film-coated tablets 10 mg/160 mg in blisters in packaging No. 14x1, No. 14x2;
film-coated tablets 5 mg/80 mg in blisters in packaging No. 14x1, No. 14x2","Novartis Farma S. p. A., Italy","Sandoz Pharmaceuticals d.d., Slovenia",11221/23,15.02.2023,,,,,,,,,2026-01-14T04:07:45.900892+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SARTVAL PLUS
instructions:
patient
specialist",Valsartan and diuretics,"film-coated tablets 160 mg/12.5 mg in blisters in packaging No. 14x2, No. 14x4;
film-coated tablets 160 mg/25 mg in blisters in packaging No. 14x2, No. 14x4;
film-coated tablets 80 mg/12.5 mg in blisters in packaging No. 14x2, No. 14x4","Novartis Farma S. p. A., Italy;
Novartis Farma S. p. A., Italy/ Lek d.d., Slovenia","Sandoz Pharmaceuticals d.d., Slovenia",9973/12/17/17/18/23,01.06.2017,,,,,,,,,2026-01-14T04:07:45.900972+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"EXFORGE
instructions:
patient
specialist",Valsartan and amlodipine,"film-coated tablets, 10 mg/160 mg in blisters in packaging No. 14x1, No. 14x2;
film-coated tablets, 5 mg/160 mg in blisters in packaging No. 14x1, No. 14x2;
film-coated tablets, 5mg/80mg in blisters in packaging No. 14x1, No. 14x2","Novartis Farma S. p. A., Italy;
Siegfried Barbera, S.L., Spain","Novartis Pharma AG, Switzerland",9679/11/12/16/21/23/25,27.04.2016,,,,,,,,,2026-01-14T04:07:45.901053+00:00
Valsartan,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"JUPERIO
instruction:
the patient
the specialist",Valsartan and sacubitril,"film-coated tablets 24mg/26mg in blisters in packaging No. 14x2;
film-coated tablets 49 mg/51 mg in blisters in packaging No. 14x2;
film-coated tablets 97 mg/103 mg in blisters in packaging No. 14x2","Novartis Farma S. p. A., Italy;
Novartis Pharmaceutical Manufacturing LLC, Slovenia/ Lek d.d., Slovenia","Novartis Pharma Services AG, Switzerland",10560/17/19/22/23/24/25,01.03.2022,,,,,,,,,2026-01-14T04:07:45.901143+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DIFLAZON
instructions:
specialist
patient",Fluconazole,"150 mg capsules in blisters in package No. 1;
50 mg capsules in blisters in packaging No. 7x1","KRKA, d.d., Slovenia","KRKA, d.d., Slovenia",5016/01/06/11/17/20,03.08.2017,,,,,"18.03.2025
LP-№003715-GP-BY",,,,2026-01-14T04:09:33.482200+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DIFLOX
instructions:
specialist
patient",Fluconazole,150 mg capsules in blisters in packaging No. 1x1,"Birzeit Pharmaceutical Company (BPC), Palestine","Pharmacare Int. Co./German Palestinian Joint Venture, Palestine",7139/04/10/15/21,28.01.2021,,,,,,,,,2026-01-14T04:09:33.482318+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DIFLORKAN-M
instruction:
the patient
the specialist",Fluconazole,"150 mg capsules in blisters in packaging No. 1x1;
150 mg capsules in blisters in packaging No. 1x2","S.C. Rompharm Company S.R.L., Romania","S.C. Rompharm Company S.R.L., Romania",5763/02/07/08/12/18,03.10.2018,,,,,,,,,2026-01-14T04:09:33.482414+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"DIFLUCAN
instructions:
specialist
patient",Fluconazole,"150 mg capsules in blisters in packaging No. 1x1;
50 mg capsules in blisters in packaging No. 7x1","Fareva Amboise, France","Pfizer Export B.V., Netherlands",1959/96/01/06/11/16/17/25,13.01.2017,,,,,"04.06.2025
LP-№002126-GP-BY",,,,2026-01-14T04:09:33.482483+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"MEDOFLUCON
instructions:
specialist
patient",Fluconazole,"150 mg capsules in blisters in packaging No. 1x1;
50 mg capsules in blisters in packaging No. 7x1","Medochemie Ltd., Kipr","Medochemie Ltd., Kipr",618/95/2000/05/10/10/16/17/22/25,01.03.2022,,,,,,,,,2026-01-14T04:09:33.482540+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,FLUCONAZOLE,Fluconazole,substance,"Synergene Active Ingredients Pvt. Ltd., Индия","Pharmtechnology LLC, Republic of Belarus",1655/12/18/25,08.02.2018,,,,,,,,,2026-01-14T04:09:33.482584+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,FLUCONAZOLE,Fluconazole,substance,"Virupaksha Organics Limited, India","Lekpharm LLC, Republic of Belarus",2619/20,26.10.2020,,,,,,,,,2026-01-14T04:09:33.482629+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,FLUCONAZOLE,Fluconazole,substance,"Hetero Labs Ltd., India","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",740/05/10/14/20,13.02.2020,,,,,,,,,2026-01-14T04:09:33.482688+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUCONAZOLE
instruction:
the patient
the specialist",Fluconazole,"solution for infusion 2 mg/ml in polymer containers 100 ml in package No. 1;
solution for infusion 2 mg/ml in polymer containers 100 ml in package No. 100","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus","Belarusian-Dutch joint venture limited liability company Farmland (JV LLC Farmland), Republic of Belarus",20/05/1261,27.05.2020,,,,,"21.02.2025
LP-№009300-RG-BY",,,,2026-01-14T04:09:33.482732+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,FLUCONAZOLE,Fluconazole,substance,"SUVAN Lifesciences Pvt. Ltd., India","Belmedpreparaty RUE, Republic of Belarus",2087/16,17.02.2016,,,,,,,,,2026-01-14T04:09:33.482771+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,FLUCONAZOLE,Fluconazole,substance,"Synergene Active Ingredients Pvt. Ltd., Индия","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",2174/16/18,12.10.2016,,,,,,,,,2026-01-14T04:09:33.482810+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUCONAZOLE
instruction:
the specialist
the patient",Fluconazole,"150 mg capsules in blister pack No. 1x1;
150 mg capsules in blister pack No. 1x2;
50 mg capsules in blister pack No. 7x1","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",24/12/1127,22.04.2016,,,,,,,,,2026-01-14T04:09:33.482862+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUCONAZOLE
instruction:
the patient
the specialist",Fluconazole,"solution for infusion 2 mg/ml in 100 ml bottles in package No. 1;
solution for infusion 2 mg/ml in 100 ml bottles in package No. 24","Belmedpreparaty RUE, Republic of Belarus","Belmedpreparaty RUE, Republic of Belarus",25/06/1318,16.12.2015,,,,,,,,,2026-01-14T04:09:33.482911+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUCONAZOLE FARMLAND
instruction:
the patient
the specialist",Fluconazole,"150 mg capsules in blister pack No. 1x1;
150 mg capsules in blister pack No. 1x2;
150 mg capsules in blister packs No. 3x1, No. 3x2;
50 mg capsules in blister pack No. 7x1;
capsules 50 mg in polymer jars No. 7 in packaging No. 1","Belarusian-Dutch joint venture limited liability company FARMLAND (JV LLC FARMLAND), Republic of Belarus","Belarusian-Dutch joint venture limited liability company FARMLAND (JV LLC FARMLAND), Republic of Belarus",24/11/2337,23.12.2019,,,,,"07/02/2025
LP-№010954-RG-BY",,,,2026-01-14T04:09:33.482957+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUCONAZOLE FT
instruction:
the specialist
the patient",Fluconazole,"tablets 150 mg in blister pack No. 1x1;
tablets 150 mg in blister pack No. 1x2;
tablets 50 mg in blister pack No. 7x1","Pharmtechnology LLC, Republic of Belarus","Pharmtechnology LLC, Republic of Belarus",25/12/3092,08.12.2020,,,,,,,,,2026-01-14T04:09:33.483007+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUCONAZOLE-LF
instruction:
the patient
the specialist",Fluconazole,"150 mg capsules in blister pack No. 1x1;
150 mg capsules in blister pack No. 1x2","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",21/07/3161,15.07.2021,,,,,"28.08.2024
LP-№006737-RG-BY",,,,2026-01-14T04:09:33.483052+00:00
Fluconazole,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"FLUNOL
instruction:
the patient
the specialist",Fluconazole,"150 mg capsules in blisters in packaging No. 1x1;
150 mg capsules in blisters in packaging No. 2x1;
50 mg capsules in blisters in packaging No. 7x1","Nobbe the Sanyi veyee Ticaret A.S., rokey # ’","Nobbe the Sanyi veyee Ticaret A.S., rokey # ’",8260/07/12/18,12.09.2018,,,,,,,,,2026-01-14T04:09:33.483100+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,Nicergoline,Nicergoline,substance,"TEVA Czech Industries s.r.o., Czech Republic","Lekpharm LLC, Republic of Belarus",1620/12/17,30.05.2017,,,,,,,,,2026-01-14T04:10:46.844508+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,Nicergoline,Nicergoline,substance,"TEVA Czech Industries s.r.o., Czech Republic","State Enterprise ACADEMFARM, Republic of Belarus",1872/14/19/22,05.06.2019,,,,,,,,,2026-01-14T04:10:46.844561+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,Nicergoline,Nicergoline,substance,"TAPI Czech Industries s.r.o., Czech Republic","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",2138/16/23/25,06.06.2016,,,,,,,,,2026-01-14T04:10:46.844602+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"NITSERGOLIN
instructions:
specialist
patient",Nicergoline,"film-coated tablets, 10 mg in blister pack No. 10x3;
film-coated tablets, 5 mg in blister pack No. 10x3","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",23/03/2854,28.03.2023,,,,,"14.11.2024
LP-№007704-RG-BY",,,,2026-01-14T04:10:46.844653+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"NITSERGOLIN
instructions:
specialist
patient",Nicergoline,"film-coated tablets, 30 mg in blister pack No. 10x3","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus","Open Joint Stock Company Borisov Medical Preparations Plant, Republic of Belarus",23/03/2855,28.03.2023,,,,,"29.11.2024
LP-№007902-RG-BY",,,,2026-01-14T04:10:46.844697+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"NITSERGOLIN-LF
instructions:
patient
specialist",Nicergoline,"10 mg capsules in blister packs No. 10x3, No. 10x5;
30 mg capsules in blister pack No. 10x3;
5 mg capsules in blister pack No. 10x3","Lekpharm LLC, Republic of Belarus","Lekpharm LLC, Republic of Belarus",18/05/2100,30.05.2018,,,,,"08.12.2022
LP-№001562-RG-BY",,,,2026-01-14T04:10:46.844742+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"NITSERGOLIN-NAS
instructions:
specialist
patient",Nicergoline,"film-coated tablets, 10 mg in blister packs No. 15x2, No. 25x2;
film-coated tablets, 30 mg in blister packs No. 15x2, No. 25x2;
film-coated tablets, 5 mg in blister packs No. 15x2, No. 25x2","State Enterprise ACADEMFARM, Republic of Belarus","State Enterprise ACADEMFARM, Republic of Belarus",21/06/2582,30.06.2021,,,,,"10.04.2023
LP-№002152-RG-BY",,,,2026-01-14T04:10:46.844787+00:00
Nicergoline,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"SERMION
instructions:
patient
specialist",Nicergoline,"film-coated tablets, 10 mg in blisters in packaging No. 25x2;
film-coated tablets, 30 mg in blisters in packaging No. 15x2;
film-coated tablets, 5 mg in blisters in packaging No. 15x2","Pfizer Italia S.R.L., Italy","Viatris Specialty LLC, USA",2160/96/01/06/11/15/16/22/24,28.07.2016,,,,,"07.10.2025
LP-№004838-GP-BY",,,,2026-01-14T04:10:46.844832+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"XARELTO
instruction:
the patient
the specialist",Rivaroxaban,"film-coated tablets, 2.5 mg in blisters in packaging No. 14x4","Bayer AG, Germany;
Bayer AG, Germany/ Stegemann Lohnverpackung & Logistischer Service e.K., Germany","Bayer AG, Germany",10273/14/16/19,29.07.2019,,,,,"04.06.2025
LP-№004230-GP-BY",,,,2026-01-14T04:11:23.918641+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"XARELTO
instruction:
the patient
the specialist",Rivaroxaban,"film-coated tablets, 10 mg in blisters in packaging No. 10x1, No. 10x3","Bayer AG, Germany;
Bayer AG, Germany/ Stegemann Lohnverpackung & Logistischer Service e.K., Germany","Bayer AG, Germany",8989/09/10/12/14/16/19,29.08.2019,,,,,"04.06.2025
LP-№003802-GP-BY",,,,2026-01-14T04:11:23.918699+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"XARELTO
instruction:
the patient
the specialist",Rivaroxaban,"film-coated tablets, 15 mg in blisters in packaging No. 14x2, No. 14x7;
film-coated tablets, 20 mg in blisters in packaging No. 14x2, No. 14x7","Bayer AG, Germany;
Bayer AG, Germany/ Stegemann Lohnverpackung & Logistischer Service e.K., Germany","Bayer AG, Germany",9994/12/15/15/16/19/22,19.07.2016,,,,,"16.12.2024
LP-№005279-GP-BY",,,,2026-01-14T04:11:23.918745+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"KSARIVA
instruction:
the patient
the specialist",Rivaroxaban,"film-coated tablets, 10 mg in blister packs No. 10x1, No. 10x3;
film-coated tablets, 2.5 mg in blister packs No. 10x3, No. 10x6","AmantisMed LLC, Republic of Belarus","AmantisMed LLC, Republic of Belarus",21/05/3147,27.05.2021,,,,,"02.06.2023
LP-№002480-RG-BY",,,,2026-01-14T04:11:23.918795+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"KSARIVA
instruction:
the specialist
the patient",Rivaroxaban,"film-coated tablets, 15 mg in blister packs No. 10x3, No. 10x10;
film-coated tablets, 20 mg in blister packs No. 10x3, No. 10x10","AmantisMed LLC, Republic of Belarus","AmantisMed LLC, Republic of Belarus",23/01/3146,27.05.2021,,,,,"02.06.2023
LP-№002481-RG-BY",,,,2026-01-14T04:11:23.918839+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"RIVABAN
instructions:
patient
specialist",Rivaroxaban,"film-coated tablets, 10 mg in blister pack No. 10x1;
film-coated tablets, 15 mg in blister pack No. 14x2;
film-coated tablets, 2.5 mg in blister pack No. 14x4;
film-coated tablets, 20 mg in blister pack No. 14x2","Combino Pharm Malta Ltd., Malta","GM Pharmaceuticals Ltd, Georgia",11199/22,29.11.2022,,,,,,,,,2026-01-14T04:11:23.918890+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,RIVAROXABAN,Rivaroxaban,substance,"ZuRIs an leadership of registered., Losed, # Parms, Thank you.","AmantisMed LLC, Republic of Belarus",2361/18/21,08.02.2018,,,,,,,,,2026-01-14T04:11:23.918927+00:00
Rivaroxaban,1,https://www.rceth.by/Refbank/reestr_lekarstvennih_sredstv/results,"RIVAROXABAN
instructions:
patient
specialist",Rivaroxaban,"film-coated tablets, 10 mg in blisters in packaging No. 14x2;
film-coated tablets, 15 mg in blisters in packaging No. 14x2;
film-coated tablets, 2.5 mg in blisters in packaging No. 14x2;
film-coated tablets, 20 mg in blisters in packaging No. 14x2","Unison Pharmaceuticals Pvt. Ltd., India","SANMUN PHARMA LLC, Republic of Belarus",11306/24/24,07.03.2024,,,,,,,,,2026-01-14T04:11:23.918970+00:00
