Registration No,Product Name,Holder
MAL20020262AZ,ALLAVIN EXPECTORANT,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19940037AZ,VOREN GEL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05041940AZ,MUCO-AID LIQUID,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20020722X,OK Orang Kampung Minyak Hijau,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL07122833X,Coenzyme Q10 75mg,HERBAL SCIENCE SDN. BHD.
MAL20014355AZ,INFUSOL D30,AIN MEDICARE SDN. BHD.
MAL19913162XR,EGOPSORYL TA GEL,EGO PHARM MALAYSIA SDN. BHD.
MAL09062132X,Appeton Essentials Antioxidant,KOTRA PHARMA (M) SDN. BHD.
MAL20000872X,EUKY BEAR BRAND EUCALYPTUS OIL BP,ROSLIND ENTERPRISE (M) SDN. BHD.
MAL16065023AZ,DOPAINE (Sterile Dopamine Concentrate 40mg/mL),AIN MEDICARE SDN. BHD.
MAL06061524XC,GESB Liniment Oil,GAMAT EMAS SDN BHD
MAL19992773AZ,INFUSOL D5,AIN MEDICARE SDN. BHD.
MAL19912644XZ,N/A,N/A
MAL19986084T,ARNICA COMP GEL,BIO-PHARMACEUTICALS SDN. BHD.
MAL20014201AZ,SII DIPHTHERIA & TETANUS VACCINE ADSORBED (PEDIATRIC) 20 DOSE,SM PHARMACEUTICALS SDN. BHD.
MAL20002288X,Uphaplast Medicated Plaster,Duopharma Marketing Sdn. Bhd.
MAL19987004AZ,VOREN SUPPOSITORIES 12.5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL13035064AZ,SII Tetanus Toxoid Vaccine Adsorbed,SM PHARMACEUTICALS SDN. BHD.
MAL07061564X,Appeton Essentials MV21G + Selenium,KOTRA PHARMA (M) SDN. BHD.
MAL19016090ACRZ,Erysaa Prefilled Syringe 4000IU/0.4mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20020795AZ,,SM PHARMACEUTICALS SDN. BHD.
MAL20116003ACRZ,Nocdurna Oral Lyophilisate for Sublingual 50 mcg,Ferring Sdn. Bhd.
