Product,Company,Source,URL,IsDuplicate
PARKINEL 250/25,Bagó,selenium,https://www.alfabeta.net/precio/parkinel-25025.html,FALSE
PARODIUM,Pierre Fabre Oral Care,api,https://www.alfabeta.net/precio/parodium.html,FALSE
PARODONTAX COMPLETE PROTECTION EXTRA FRESH,Haleon Argentina,selenium,https://www.alfabeta.net/precio/parodontax-complete-protection-extra-fresh.html,FALSE
PASTA OSTOMIA STOMAHESIVE 56.7 GRS.,Convatec,selenium,https://www.alfabeta.net/precio/pasta-ostomia-stomahesive-567-grs.html,FALSE
PASTA PARA OSTOMIA ADAPT 14 GR.,Hollister,selenium,https://www.alfabeta.net/precio/pasta-para-ostomia-adapt-14-gr.html,FALSE
PASTA PARA OSTOMIA ADAPT 60 GR.,Hollister,selenium,https://www.alfabeta.net/precio/pasta-para-ostomia-adapt-60-gr.html,FALSE
"PASTILLAS PROPOLEO, VITAMINA C Y LIMON",Natufarma,selenium,https://www.alfabeta.net/precio/pastillas-propoleo-vitamina-c-y-limon.html,FALSE
PAXON,Gador,selenium,https://www.alfabeta.net/precio/paxon.html,FALSE
PECTORAL HEBERT N.F.,Fecofar,selenium,https://www.alfabeta.net/precio/pectoral-hebert-nf.html,FALSE
PEINE P/PIOJOS ACERO,San Ceferino,selenium,https://www.alfabeta.net/precio/peine-ppiojos-acero.html,FALSE
PENTOL,Lafedar,selenium,https://www.alfabeta.net/precio/pentol.html,FALSE
PERFORMA,Bagó,selenium,https://www.alfabeta.net/precio/performa.html,FALSE
PERIDON,Lafedar,selenium,https://www.alfabeta.net/precio/peridon.html,FALSE
PERPIEL AGUA MICELAR + BIFASICA,Laboratorios Bernabó,selenium,https://www.alfabeta.net/precio/perpiel-agua-micelar--bifasica.html,FALSE
PETEZAM 4.5,Rivero,selenium,https://www.alfabeta.net/precio/petezam-45.html,FALSE
PH LAGRIMAS,Elea,selenium,https://www.alfabeta.net/precio/ph-lagrimas.html,FALSE
PHARMATON 50 + OMEGA 3,Opella Healthcare Arg.,selenium,https://www.alfabeta.net/precio/pharmaton-50--omega-3.html,FALSE
PHELINUN,Varifarma,api,https://www.alfabeta.net/precio/phelinun.html,FALSE
PICOLINATO DE CROMO,Lafarmen,api,https://www.alfabeta.net/precio/picolinato-de-cromo.html,FALSE
PIECIDEX SPRAY C/TERBINAFINA,Genomma Lab.,selenium,https://www.alfabeta.net/precio/piecidex-spray-cterbinafina.html,FALSE
PIEL VITAL A.M.,A.M. Farma Activ,selenium,https://www.alfabeta.net/precio/piel-vital-am.html,FALSE
PINK,Craveri,selenium,https://www.alfabeta.net/precio/pink.html,FALSE
PIOTAMAX MET 15/850,Francelab,selenium,https://www.alfabeta.net/precio/piotamax-met-15850.html,FALSE
PIPERACILINA TAZOBACTAM GEMEPE,Gemepe,selenium,https://www.alfabeta.net/precio/piperacilina-tazobactam-gemepe.html,FALSE
PIPERACILINA+TAZOBACTAM NORTHIA,Northia,selenium,https://www.alfabeta.net/precio/piperacilinatazobactam-northia.html,FALSE
PIROCTOL,Valuge,selenium,https://www.alfabeta.net/precio/piroctol.html,FALSE
PIROCTOL AS,Valuge,selenium,https://www.alfabeta.net/precio/piroctol-as.html,FALSE
PITIRIAX,Medisol,api,https://www.alfabeta.net/precio/pitiriax.html,FALSE
PIXATEMIS 2.5,Temis-Lostaló,selenium,https://www.alfabeta.net/precio/pixatemis-25.html,FALSE
PKU ANAMIX JUNIOR ORANGE,AMN,selenium,https://www.alfabeta.net/precio/pku-anamix-junior-orange.html,FALSE
PKU GMPRO MIX-IN,AMN,selenium,https://www.alfabeta.net/precio/pku-gmpro-mix-in.html,FALSE
PKU GMPRO POLVO SABOR VAINILLA,AMN,api,https://www.alfabeta.net/precio/pku-gmpro-polvo-sabor-vainilla.html,FALSE
PKU MED B FORMULA CREAM ORANGE-LEMON,B-Life,selenium,https://www.alfabeta.net/precio/pku-med-b-formula-cream-orange-lemon.html,FALSE
PLAC OUT,Laboratorios Bernabó,selenium,https://www.alfabeta.net/precio/plac-out.html,FALSE
PLAC OUT MANTENIMIENTO,Laboratorios Bernabó,api,https://www.alfabeta.net/precio/plac-out-mantenimiento.html,FALSE
PLAN,Craveri,selenium,https://www.alfabeta.net/precio/plan.html,FALSE
PLATSUL-A,Soubeiran Chobet,selenium,https://www.alfabeta.net/precio/platsul-a.html,FALSE
PLATSUL-A AEROSOL,Soubeiran Chobet,selenium,https://www.alfabeta.net/precio/platsul-a-aerosol.html,FALSE
PLATSUL-A GASA EN ROLLO,Soubeiran Chobet,selenium,https://www.alfabeta.net/precio/platsul-a-gasa-en-rollo.html,FALSE
PLATSUL-A GASAS,Soubeiran Chobet,selenium,https://www.alfabeta.net/precio/platsul-a-gasas.html,FALSE
PLATSUL-AG,Soubeiran Chobet,selenium,https://www.alfabeta.net/precio/platsul-ag.html,FALSE
PLENACOR D 50/25/2.5,Bagó,selenium,https://www.alfabeta.net/precio/plenacor-d-502525.html,FALSE
PLENOBIOTIC DUO,Fecofar,selenium,https://www.alfabeta.net/precio/plenobiotic-duo.html,FALSE
PLIDEX AP,Roemmers,api,https://www.alfabeta.net/precio/plidex-ap.html,FALSE
PLIDEX T 200,Roemmers,selenium,https://www.alfabeta.net/precio/plidex-t-200.html,FALSE
PLUS A,Cassará,selenium,https://www.alfabeta.net/precio/plus-a.html,FALSE
PLUSABCIR,LKM,selenium,https://www.alfabeta.net/precio/plusabcir.html,FALSE
PLUSTAXANO ANHIDRO 20,LKM,api,https://www.alfabeta.net/precio/plustaxano-anhidro-20.html,FALSE
PNEUMOVAX 23,MSD Argentina SRL,api,https://www.alfabeta.net/precio/pneumovax-23.html,FALSE
POENTIMOL,Poen,api,https://www.alfabeta.net/precio/poentimol.html,FALSE
POLI B FUERTE,Austral,api,https://www.alfabeta.net/precio/poli-b-fuerte.html,FALSE
POLI-CARB,Nutentar,selenium,https://www.alfabeta.net/precio/poli-carb.html,FALSE
POLILEP,Lepetit,api,https://www.alfabeta.net/precio/polilep.html,FALSE
POLIRREUMIN,Trb-Pharma,api,https://www.alfabeta.net/precio/polirreumin.html,FALSE
POLPER B12 A.F.,Casasco,selenium,https://www.alfabeta.net/precio/polper-b12-af.html,FALSE
POLPER CALCIO-MAGNESIO,Casasco,selenium,https://www.alfabeta.net/precio/polper-calcio-magnesio.html,FALSE
POLVO CONVATEC STOMAHESIVE 28.3 GRS.,Convatec,selenium,https://www.alfabeta.net/precio/polvo-convatec-stomahesive-283-grs.html,FALSE
PONATIB,Varifarma,api,https://www.alfabeta.net/precio/ponatib.html,FALSE
PONAZIC,Adium,api,https://www.alfabeta.net/precio/ponazic.html,FALSE
PONSTIN 4%,Elea,selenium,https://www.alfabeta.net/precio/ponstin-4.html,FALSE
POSACONAZOL SDZ,Biosidus S.A.U.,api,https://www.alfabeta.net/precio/posaconazol-sdz.html,FALSE
POTASIUM,Innovapharma,api,https://www.alfabeta.net/precio/potasium.html,FALSE
PRALUENT,Sanofi-Aventis,api,https://www.alfabeta.net/precio/praluent.html,FALSE
PRAXANT,Elea,api,https://www.alfabeta.net/precio/praxant.html,FALSE
PRAXED,Aspen,api,https://www.alfabeta.net/precio/praxed.html,FALSE
PRAZODEX,Domínguez,api,https://www.alfabeta.net/precio/prazodex.html,FALSE
PREDNEFRIN 0.12%,Abbvie,selenium,https://www.alfabeta.net/precio/prednefrin-012.html,FALSE
PREDNICORT,Lafedar,api,https://www.alfabeta.net/precio/prednicort.html,FALSE
PREDUAL L,Eurofarma,api,https://www.alfabeta.net/precio/predual-l.html,FALSE
PREGABALINA VANNIER 75 MG,Vannier,api,https://www.alfabeta.net/precio/pregabalina-vannier-75-mg.html,FALSE
PRESIMAX 50,Bagó,api,https://www.alfabeta.net/precio/presimax-50.html,FALSE
PRESIPRIL,Lafedar,api,https://www.alfabeta.net/precio/presipril.html,FALSE
PRETERAX 10,Servier,api,https://www.alfabeta.net/precio/preterax-10.html,FALSE
PREVAX 0.5,Casasco,selenium,https://www.alfabeta.net/precio/prevax-05.html,FALSE
PRIMAVERA-N,Fabra,selenium,https://www.alfabeta.net/precio/primavera-n.html,FALSE
PRIMOSISTON,Adium,api,https://www.alfabeta.net/precio/primosiston.html,FALSE
PRINCIPIA PRACTIDOSIS,Elea,api,https://www.alfabeta.net/precio/principia-practidosis.html,FALSE
PRINOX 0.5 MG,Eurofarma,selenium,https://www.alfabeta.net/precio/prinox-05-mg.html,FALSE
PRIOTIC,Montpellier,api,https://www.alfabeta.net/precio/priotic.html,FALSE
PRISONIL 100,Lepetit,api,https://www.alfabeta.net/precio/prisonil-100.html,FALSE
PROAIR BRONQUIAL 250/50,Montpellier,selenium,https://www.alfabeta.net/precio/proair-bronquial-25050.html,FALSE
PROAIR BRONQUIAL 500/50,Montpellier,selenium,https://www.alfabeta.net/precio/proair-bronquial-50050.html,FALSE
PROBIOTICOS + VITAMINAS VW,Pharmamerican S.R.L.,selenium,https://www.alfabeta.net/precio/probioticos--vitaminas-vw.html,FALSE
PROBIOTICOS+PREBIOTICO 10K VITAMIN WAY,Pharmamerican S.R.L.,selenium,https://www.alfabeta.net/precio/probioticosprebiotico-10k-vitamin-way.html,FALSE
PROBIOTICOS+PREBIOTICO VITAMIN WAY,Pharmamerican S.R.L.,selenium,https://www.alfabeta.net/precio/probioticosprebiotico-vitamin-way.html,FALSE
PROCELAC 10,Teva Argentina,api,https://www.alfabeta.net/precio/procelac-10.html,TRUE
PROCTO-IKATRAL,Baliarda,selenium,https://www.alfabeta.net/precio/procto-ikatral.html,TRUE
PROCTO-METADYNE,Microsules Arg.,selenium,https://www.alfabeta.net/precio/procto-metadyne.html,FALSE
PROLASTIN-C,Gemabiotech,selenium,https://www.alfabeta.net/precio/prolastin-c.html,FALSE
PRONTOSAN SOLUCIÓN,B. Braun,selenium,https://www.alfabeta.net/precio/prontosan-solucion.html,FALSE
PROPOFOL LIPURO 1%,B. Braun,selenium,https://www.alfabeta.net/precio/propofol-lipuro-1.html,FALSE
PROPOFOL LIPURO 2%,B. Braun,selenium,https://www.alfabeta.net/precio/propofol-lipuro-2.html,FALSE
PROREN 12.5,LKM,selenium,https://www.alfabeta.net/precio/proren-125.html,FALSE
PROSTAMEN CON ARÁNDANO,Lafarmen,selenium,https://www.alfabeta.net/precio/prostamen-con-arandano.html,FALSE
PROTECTOR LABIAL EWE CON FPS 30+,Sanitas,selenium,https://www.alfabeta.net/precio/protector-labial-ewe-con-fps-30.html,FALSE
PROTEINAS + GLUCOSA,Lafarmen,selenium,https://www.alfabeta.net/precio/proteinas--glucosa.html,FALSE
PROTEX JABON ANTIBACTERIANO LIQ.,Colgate,selenium,https://www.alfabeta.net/precio/protex-jabon-antibacteriano-liq.html,FALSE
PROTEÍNA VEGETAL VW,Pharmamerican S.R.L.,selenium,https://www.alfabeta.net/precio/proteina-vegetal-vw.html,FALSE
PROVAL,Medipharma,selenium,https://www.alfabeta.net/precio/proval.html,FALSE
PSI-DESTUL,Savant Generic,selenium,https://www.alfabeta.net/precio/psi-destul.html,FALSE
PSORI-BET,Panalab,selenium,https://www.alfabeta.net/precio/psori-bet.html,FALSE
PTA,Sidus,selenium,https://www.alfabeta.net/precio/pta.html,FALSE
PULMOZYME (Dnasa),Roche,selenium,https://www.alfabeta.net/precio/pulmozyme-dnasa.html,FALSE
PURATROL EMULSIÓN FACIAL,Neo-Dermos,selenium,https://www.alfabeta.net/precio/puratrol-emulsion-facial.html,FALSE
Q 10,Sempre Giovane,selenium,https://www.alfabeta.net/precio/q-10.html,FALSE
Q-PROST,Ariston,selenium,https://www.alfabeta.net/precio/q-prost.html,FALSE
Q-PROST ALOPEX,Ariston,selenium,https://www.alfabeta.net/precio/q-prost-alopex.html,FALSE
QUELAT KIDS MULTIVITAMÍNICO,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/quelat-kids-multivitaminico.html,FALSE
R.I.C.CALCIO,Domínguez,selenium,https://www.alfabeta.net/precio/riccalcio.html,FALSE
RAPIDERM CREMA DE ORDEÑE,E. J. Gezzi,selenium,https://www.alfabeta.net/precio/rapiderm-crema-de-ordene.html,FALSE
RAPTOR PLANT PROTEIN VAIN/CAR,Bagó,selenium,https://www.alfabeta.net/precio/raptor-plant-protein-vaincar.html,FALSE
REAFIRMANT,Lagos,selenium,https://www.alfabeta.net/precio/reafirmant.html,FALSE
REDIUN-E 100,Baliarda,selenium,https://www.alfabeta.net/precio/rediun-e-100.html,FALSE
REDIUN-E 25,Baliarda,selenium,https://www.alfabeta.net/precio/rediun-e-25.html,FALSE
REDIUN-E 50,Baliarda,selenium,https://www.alfabeta.net/precio/rediun-e-50.html,FALSE
REDUDIET A.M.,A.M. Farma Activ,selenium,https://www.alfabeta.net/precio/redudiet-am.html,FALSE
REDUGLUC A.P.,Microsules Arg.,selenium,https://www.alfabeta.net/precio/redugluc-ap.html,FALSE
REDUGLUC A.P. FORTE,Microsules Arg.,selenium,https://www.alfabeta.net/precio/redugluc-ap-forte.html,FALSE
REFENAX COLIRIO,Monserrat,api,https://www.alfabeta.net/precio/refenax-colirio.html,FALSE
REFLUX,Nolter,selenium,https://www.alfabeta.net/precio/reflux.html,FALSE
REFRANE TOTAL,Neo-Dermos,api,https://www.alfabeta.net/precio/refrane-total.html,FALSE
REGEN,San Ceferino,selenium,https://www.alfabeta.net/precio/regen.html,FALSE
REGULACID V.L.,Lazar,selenium,https://www.alfabeta.net/precio/regulacid-vl.html,FALSE
RELAX-IN,Teingro,selenium,https://www.alfabeta.net/precio/relax-in.html,FALSE
REN-UR,Lafedar,selenium,https://www.alfabeta.net/precio/ren-ur.html,FALSE
RENACENZ,Richmond,api,https://www.alfabeta.net/precio/renacenz.html,FALSE
RENOVATEURS,Cepage,api,https://www.alfabeta.net/precio/renovateurs.html,FALSE
RENVELA,Sanofi-Aventis,api,https://www.alfabeta.net/precio/renvela.html,FALSE
REPLIGEN GEL 1%,Panalab,selenium,https://www.alfabeta.net/precio/repligen-gel-1.html,FALSE
RESAQUIT V.L.,Lazar,selenium,https://www.alfabeta.net/precio/resaquit-vl.html,FALSE
RESTINIL,Lazar,api,https://www.alfabeta.net/precio/restinil.html,FALSE
RETI-SKIN 0.025%,Oxapharma,selenium,https://www.alfabeta.net/precio/reti-skin-0025.html,FALSE
RETI-SKIN 0.050%,Oxapharma,selenium,https://www.alfabeta.net/precio/reti-skin-0050.html,FALSE
RETI-SKIN 0.10%,Oxapharma,selenium,https://www.alfabeta.net/precio/reti-skin-010.html,FALSE
RETI-SKIN 0.20%,Oxapharma,selenium,https://www.alfabeta.net/precio/reti-skin-020.html,FALSE
REUMOL DICLO FORTE GEL,Cabuchi,api,https://www.alfabeta.net/precio/reumol-diclo-forte-gel.html,FALSE
REVI-ATLAS,Lab Internacional Argentino,selenium,https://www.alfabeta.net/precio/revi-atlas.html,FALSE
REVOLADE,Novartis,api,https://www.alfabeta.net/precio/revolade.html,FALSE
RIATUL 0.25,Baliarda,selenium,https://www.alfabeta.net/precio/riatul-025.html,FALSE
RIATUL 0.5,Baliarda,selenium,https://www.alfabeta.net/precio/riatul-05.html,FALSE
RIBOCLER 0.5 MG,Monserrat,selenium,https://www.alfabeta.net/precio/ribocler-05-mg.html,FALSE
RIFAMICINA-G,Klonal,selenium,https://www.alfabeta.net/precio/rifamicina-g.html,FALSE
RINO-B 100,Elea,selenium,https://www.alfabeta.net/precio/rino-b-100.html,FALSE
RINO-B NEBU,Elea,selenium,https://www.alfabeta.net/precio/rino-b-nebu.html,FALSE
RIVEPARIN-HEPARINA RIVERO,Rivero,selenium,https://www.alfabeta.net/precio/riveparin-heparina-rivero.html,FALSE
RIZOL,Aspen,selenium,https://www.alfabeta.net/precio/rizol.html,FALSE
RODINAC B12 INY,Géminis Farmacéutica,api,https://www.alfabeta.net/precio/rodinac-b12-iny.html,FALSE
ROLAST,Elea,selenium,https://www.alfabeta.net/precio/rolast.html,FALSE
ROPI,IMA,selenium,https://www.alfabeta.net/precio/ropi.html,FALSE
ROPIVACAINA B.BRAUN,B. Braun,selenium,https://www.alfabeta.net/precio/ropivacaina-bbraun.html,FALSE
ROSTAN,Biotenk,selenium,https://www.alfabeta.net/precio/rostan.html,FALSE
ROSUFEC 20,Fecofar,api,https://www.alfabeta.net/precio/rosufec-20.html,FALSE
ROSUVAST EZ 10/10,Bagó,selenium,https://www.alfabeta.net/precio/rosuvast-ez-1010.html,FALSE
ROSUVAST EZ 20/10,Bagó,selenium,https://www.alfabeta.net/precio/rosuvast-ez-2010.html,FALSE
ROTATEQ,MSD Argentina SRL,api,https://www.alfabeta.net/precio/rotateq.html,FALSE
ROTERONA,Varifarma,selenium,https://www.alfabeta.net/precio/roterona.html,FALSE
RUBI,Gador,selenium,https://www.alfabeta.net/precio/rubi.html,FALSE
RUBIFEN 10,Bagó,api,https://www.alfabeta.net/precio/rubifen-10.html,FALSE
RUPE N,Duncan,api,https://www.alfabeta.net/precio/rupe-n.html,FALSE
RUPE-N COMPUESTO,Duncan,selenium,https://www.alfabeta.net/precio/rupe-n-compuesto.html,FALSE
RUPEDIOL,Duncan,api,https://www.alfabeta.net/precio/rupediol.html,FALSE
SAIKEL 400,Bagó,api,https://www.alfabeta.net/precio/saikel-400.html,FALSE
SAIZEN 12 MG,Merck Serono,api,https://www.alfabeta.net/precio/saizen-12-mg.html,FALSE
SAIZEN 6 MG,Merck Serono,api,https://www.alfabeta.net/precio/saizen-6-mg.html,FALSE
SALBUNEB,Valmax,api,https://www.alfabeta.net/precio/salbuneb.html,FALSE
SALBUTRAL C/AEROMED,Cassará,selenium,https://www.alfabeta.net/precio/salbutral-caeromed.html,FALSE
SALBUTRAL PLUS,Cassará,api,https://www.alfabeta.net/precio/salbutral-plus.html,FALSE
SALBUTROP,Lafedar,api,https://www.alfabeta.net/precio/salbutrop.html,FALSE
SALDIET DHARAM SINGH,Dharam Singh,api,https://www.alfabeta.net/precio/saldiet-dharam-singh.html,FALSE
SALES P/REHIDRAT.ORAL OSMOLARIDAD REDUCIDA,Lafedar,selenium,https://www.alfabeta.net/precio/sales-prehidratoral-osmolaridad-reducida.html,FALSE
SALPAD 2%,Pharmatrix,selenium,https://www.alfabeta.net/precio/salpad-2.html,FALSE
SALPAD 6% GEL,Pharmatrix,selenium,https://www.alfabeta.net/precio/salpad-6-gel.html,FALSE
SALVICUTAN,Lazar,api,https://www.alfabeta.net/precio/salvicutan.html,FALSE
SAPOLAN BRONCEADOR C/ACEITE DE COCO,San Ceferino,selenium,https://www.alfabeta.net/precio/sapolan-bronceador-caceite-de-coco.html,FALSE
SAPOLAN C/EXTR.ZANAHORIA,San Ceferino,selenium,https://www.alfabeta.net/precio/sapolan-cextrzanahoria.html,FALSE
SAPOLAN CLASICO C/ALOE VERA,San Ceferino,selenium,https://www.alfabeta.net/precio/sapolan-clasico-caloe-vera.html,FALSE
SARVAL D 160/12.5,Baliarda,selenium,https://www.alfabeta.net/precio/sarval-d-160125.html,FALSE
SARVAL D 160/25,Baliarda,selenium,https://www.alfabeta.net/precio/sarval-d-16025.html,FALSE
SARVAL D 320/12.5,Baliarda,selenium,https://www.alfabeta.net/precio/sarval-d-320125.html,FALSE
SARVAL D 320/25,Baliarda,selenium,https://www.alfabeta.net/precio/sarval-d-32025.html,FALSE
SARVAL D 80/12.5,Baliarda,selenium,https://www.alfabeta.net/precio/sarval-d-80125.html,FALSE
SCLEROFIN U.D.,Teva Argentina,selenium,https://www.alfabeta.net/precio/sclerofin-ud.html,FALSE
SCRUB-ATLAS,Lab Internacional Argentino,selenium,https://www.alfabeta.net/precio/scrub-atlas.html,FALSE
SEA-BOND,Combe,selenium,https://www.alfabeta.net/precio/sea-bond.html,FALSE
SECODAL SUBL,Rospaw,api,https://www.alfabeta.net/precio/secodal-subl.html,FALSE
SECUFEM 1.5 MG,Elea,selenium,https://www.alfabeta.net/precio/secufem-15-mg.html,FALSE
SELE200,Framingham Pharma,api,https://www.alfabeta.net/precio/sele200.html,FALSE
SENSODYNE CEPILLO MULTIPROTECCION TB,Haleon Argentina,api,https://www.alfabeta.net/precio/sensodyne-cepillo-multiproteccion-tb.html,FALSE
SENSODYNE PROTECCION COMPLETA + ANTISARRO,Haleon Argentina,selenium,https://www.alfabeta.net/precio/sensodyne-proteccion-completa--antisarro.html,FALSE
SENSODYNE REPARA & PROTEGE,Haleon Argentina,selenium,https://www.alfabeta.net/precio/sensodyne-repara--protege.html,FALSE
SENSOR FREESTYLE LIBRE 2 PLUS,Abbott Diabetes,api,https://www.alfabeta.net/precio/sensor-freestyle-libre-2-plus.html,FALSE
SENSU,Bausch & Lomb Arg.,selenium,https://www.alfabeta.net/precio/sensu.html,FALSE
SENSURA POST OP CON VENT 10-100 MM,Coloplast,selenium,https://www.alfabeta.net/precio/sensura-post-op-con-vent-10-100-mm.html,FALSE
SENSURA POST OP SIN VENT 10-70 MM,Coloplast,selenium,https://www.alfabeta.net/precio/sensura-post-op-sin-vent-10-70-mm.html,FALSE
SEPTOCORT,Fecofar,api,https://www.alfabeta.net/precio/septocort.html,FALSE
SHAKER PLUS COMPARTIMENTO,Laboratorio ENA,api,https://www.alfabeta.net/precio/shaker-plus-compartimento.html,FALSE
SHAMPOO AMINOACIDOS + CAPILMAX,Dr. Madaus,selenium,https://www.alfabeta.net/precio/shampoo-aminoacidos--capilmax.html,FALSE
SHAMPOO AVENA + KERATINA,Dr. Madaus,selenium,https://www.alfabeta.net/precio/shampoo-avena--keratina.html,FALSE
SHAMPOO ORTIGA + ROMERO,Dr. Madaus,selenium,https://www.alfabeta.net/precio/shampoo-ortiga--romero.html,FALSE
SIFROL,Boehringer Ingelheim,api,https://www.alfabeta.net/precio/sifrol.html,FALSE
SIFROL ER,Boehringer Ingelheim,api,https://www.alfabeta.net/precio/sifrol-er.html,FALSE
SIMPLA,Elea,api,https://www.alfabeta.net/precio/simpla.html,FALSE
SIMPLE CALCIO + VITAMINA D,Bagó-Arcor,selenium,https://www.alfabeta.net/precio/simple-calcio--vitamina-d.html,FALSE
SIMPLE PROTEINA SA.ORIG.,Bagó-Arcor,selenium,https://www.alfabeta.net/precio/simple-proteina-saorig.html,FALSE
SINCERUM BIOTIC,Dallas,api,https://www.alfabeta.net/precio/sincerum-biotic.html,FALSE
SINDOLITO 4%,Microsules Arg.,selenium,https://www.alfabeta.net/precio/sindolito-4.html,FALSE
SINEQUAN,Lafedar,api,https://www.alfabeta.net/precio/sinequan.html,FALSE
SKIN HAIR & NAILS,Provefarma,selenium,https://www.alfabeta.net/precio/skin-hair--nails.html,FALSE
SMOFKABIVEN S/ELECT CENTRAL,Fresenius Kabi,selenium,https://www.alfabeta.net/precio/smofkabiven-select-central.html,FALSE
SMOFLIPID 20% 500 ML,Fresenius Kabi,selenium,https://www.alfabeta.net/precio/smoflipid-20-500-ml.html,FALSE
SOL BRONCE VITAL A.M.,A.M. Farma Activ,selenium,https://www.alfabeta.net/precio/sol-bronce-vital-am.html,FALSE
SOLE MIO FILTRO,Sempre Giovane,api,https://www.alfabeta.net/precio/sole-mio-filtro.html,FALSE
SOLENIL +30 FACIAL COLOR,Fortbenton,selenium,https://www.alfabeta.net/precio/solenil-30-facial-color.html,FALSE
