Drug Code,licId URL,Valid Date (ROC),Valid Date (AD),Original certificate date / issuance date (ROC),Types of licenses,Customs clearance document number,Chinese Product Name,English product name,Indications,Dosage form,Package,Drug Category,ATC code,Principal Components (Brief Description),Restricted items,Drug Company Name,Drugstore address,Manufacturer code,Factory,Manufacturer Name,Manufacturing plant address,Manufacturing plant company address,Country of manufacture,process
A030456100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01030456,,,,,,,,,,,,,,,,,,,,,,,
A030944338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01030944,,,,,,,,,,,,,,,,,,,,,,,
A031110100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031110,,,,,,,,,,,,,,,,,,,,,,,
A031179100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031179,,,,,,,,,,,,,,,,,,,,,,,
A031188329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031188,,,,,,,,,,,,,,,,,,,,,,,
A031922338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031922,,,,,,,,,,,,,,,,,,,,,,,
A031932100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031932,,,,,,,,,,,,,,,,,,,,,,,
A032027338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032027,,,,,,,,,,,,,,,,,,,,,,,
A032175329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032175,,,,,,,,,,,,,,,,,,,,,,,
A032325321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032325,,,,,,,,,,,,,,,,,,,,,,,
A031833100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031833,,,,,,,,,,,,,,,,,,,,,,,
A032634338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032634,,,,,,,,,,,,,,,,,,,,,,,
A032761100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032761,,,,,,,,,,,,,,,,,,,,,,,
A033214100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033214,,,,,,,,,,,,,,,,,,,,,,,
A033593211,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033593,,,,,,,,,,,,,,,,,,,,,,,
A033677335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033677,,,,,,,,,,,,,,,,,,,,,,,
A033890100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033890,,,,,,,,,,,,,,,,,,,,,,,
A0339001G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033900,,,,,,,,,,,,,,,,,,,,,,,
A034071421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034071,,,,,,,,,,,,,,,,,,,,,,,
A034146329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034146,,,,,,,,,,,,,,,,,,,,,,,
A034159338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034159,,,,,,,,,,,,,,,,,,,,,,,
A034508338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034508,,,,,,,,,,,,,,,,,,,,,,,
A034573343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034573,,,,,,,,,,,,,,,,,,,,,,,
A034660338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034660,,,,,,,,,,,,,,,,,,,,,,,
A035037329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035037,,,,,,,,,,,,,,,,,,,,,,,
A035072329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035072,,,,,,,,,,,,,,,,,,,,,,,
A035211100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035211,,,,,,,,,,,,,,,,,,,,,,,
A035397338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035397,,,,,,,,,,,,,,,,,,,,,,,
A035440329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035440,,,,,,,,,,,,,,,,,,,,,,,
A035546429,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035546,,,,,,,,,,,,,,,,,,,,,,,
A035676338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035676,,,,,,,,,,,,,,,,,,,,,,,
A035883329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035883,,,,,,,,,,,,,,,,,,,,,,,
A035966100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035966,,,,,,,,,,,,,,,,,,,,,,,
A035967100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035967,,,,,,,,,,,,,,,,,,,,,,,
A035969100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035969,,,,,,,,,,,,,,,,,,,,,,,
A036587338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036587,,,,,,,,,,,,,,,,,,,,,,,
A036813100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036813,,,,,,,,,,,,,,,,,,,,,,,
A036867329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036867,,,,,,,,,,,,,,,,,,,,,,,
A0376913AK,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037691,,,,,,,,,,,,,,,,,,,,,,,
A038356338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038356,,,,,,,,,,,,,,,,,,,,,,,
A038772443,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038772,,,,,,,,,,,,,,,,,,,,,,,
A038862343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038862,,,,,,,,,,,,,,,,,,,,,,,
A039349343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01039349,,,,,,,,,,,,,,,,,,,,,,,
A039634100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01039634,,,,,,,,,,,,,,,,,,,,,,,
A039693335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01039693,,,,,,,,,,,,,,,,,,,,,,,
A040105100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01040105,,,,,,,,,,,,,,,,,,,,,,,
A040370100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01040370,,,,,,,,,,,,,,,,,,,,,,,
A040767321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01040767,,,,,,,,,,,,,,,,,,,,,,,
A038438338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038438,,,,,,,,,,,,,,,,,,,,,,,
A040949100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01040949,,,,,,,,,,,,,,,,,,,,,,,
A041281100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041281,,,,,,,,,,,,,,,,,,,,,,,
A042239100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042239,,,,,,,,,,,,,,,,,,,,,,,
A042389100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042389,,,,,,,,,,,,,,,,,,,,,,,
A042441338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042441,,,,,,,,,,,,,,,,,,,,,,,
A042941100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042941,,,,,,,,,,,,,,,,,,,,,,,
A043868100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01043868,,,,,,,,,,,,,,,,,,,,,,,
A043925345,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01043925,,,,,,,,,,,,,,,,,,,,,,,
A044315100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044315,,,,,,,,,,,,,,,,,,,,,,,
A044810100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044810,,,,,,,,,,,,,,,,,,,,,,,
A046453345,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01046453,,,,,,,,,,,,,,,,,,,,,,,
A047966100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01047966,,,,,,,,,,,,,,,,,,,,,,,
A048087100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048087,,,,,,,,,,,,,,,,,,,,,,,
A048448345,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048448,,,,,,,,,,,,,,,,,,,,,,,
A048783345,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048783,,,,,,,,,,,,,,,,,,,,,,,
A043626343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01043626,,,,,,,,,,,,,,,,,,,,,,,
A054993100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01054993,,,,,,,,,,,,,,,,,,,,,,,
A055967100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01055967,,,,,,,,,,,,,,,,,,,,,,,
A0571353AK,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057135,,,,,,,,,,,,,,,,,,,,,,,
AA36015345,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036015,,,,,,,,,,,,,,,,,,,,,,,
AA49288100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049288,,,,,,,,,,,,,,,,,,,,,,,
AA49543100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049543,,,,,,,,,,,,,,,,,,,,,,,
AA56739100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01056739,,,,,,,,,,,,,,,,,,,,,,,
AA57372100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057372,,,,,,,,,,,,,,,,,,,,,,,
AA57774100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057774,,,,,,,,,,,,,,,,,,,,,,,
AA57802100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,,,,,,,,,,,,,,,,,,,,,,,
AA57843100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,,,,,,,,,,,,,,,,,,,,,,,
AA57950100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057950,,,,,,,,,,,,,,,,,,,,,,,
AA58648100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058648,,,,,,,,,,,,,,,,,,,,,,,
AB03388100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01003388,,,,,,,,,,,,,,,,,,,,,,,
AB09102100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01009102,,,,,,,,,,,,,,,,,,,,,,,
AB14154100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01014154,,,,,,,,,,,,,,,,,,,,,,,
AB18251100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01018251,,,,,,,,,,,,,,,,,,,,,,,
AB198751G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01019875,,,,,,,,,,,,,,,,,,,,,,,
AB23037100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01023037,,,,,,,,,,,,,,,,,,,,,,,
AB26442100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01026442,,,,,,,,,,,,,,,,,,,,,,,
AB36788100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036788,,,,,,,,,,,,,,,,,,,,,,,
AB40046100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01040046,,,,,,,,,,,,,,,,,,,,,,,
AB41226100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041226,,,,,,,,,,,,,,,,,,,,,,,
AB43852100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01043852,,,,,,,,,,,,,,,,,,,,,,,
AB46029100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01046029,,,,,,,,,,,,,,,,,,,,,,,
AB47348100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01047348,,,,,,,,,,,,,,,,,,,,,,,
AB48586100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048586,,,,,,,,,,,,,,,,,,,,,,,
AB48644100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048644,,,,,,,,,,,,,,,,,,,,,,,
AB48681100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048681,,,,,,,,,,,,,,,,,,,,,,,
AB48836100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01048836,,,,,,,,,,,,,,,,,,,,,,,
AB49021100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049021,,,,,,,,,,,,,,,,,,,,,,,
AB49143100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049143,,,,,,,,,,,,,,,,,,,,,,,
AB49454100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049454,,,,,,,,,,,,,,,,,,,,,,,
AB49503100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049503,,,,,,,,,,,,,,,,,,,,,,,
AB50154100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01050154,,,,,,,,,,,,,,,,,,,,,,,
AB51029100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01051029,,,,,,,,,,,,,,,,,,,,,,,
AB51732100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01051732,,,,,,,,,,,,,,,,,,,,,,,
AB54966100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01054966,,,,,,,,,,,,,,,,,,,,,,,
AB54967100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01054967,,,,,,,,,,,,,,,,,,,,,,,
AB57194100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057194,,,,,,,,,,,,,,,,,,,,,,,
AB57783248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057783,,,,,,,,,,,,,,,,,,,,,,,
AB57940100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,,,,,,,,,,,,,,,,,,,,,,,
AB57967100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057967,,,,,,,,,,,,,,,,,,,,,,,
AB57982248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057982,,,,,,,,,,,,,,,,,,,,,,,
AB57992248,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057992,,,,,,,,,,,,,,,,,,,,,,,
AB58049100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058049,,,,,,,,,,,,,,,,,,,,,,,
AC00420100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01000420,,,,,,,,,,,,,,,,,,,,,,,
AC00639100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01000639,,,,,,,,,,,,,,,,,,,,,,,
AC00649100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01000649,,,,,,,,,,,,,,,,,,,,,,,
AC00863100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01000863,,,,,,,,,,,,,,,,,,,,,,,
AC01577100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01001577,,,,,,,,,,,,,,,,,,,,,,,
AC01741100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01001741,,,,,,,,,,,,,,,,,,,,,,,
AC01806100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01001806,,,,,,,,,,,,,,,,,,,,,,,
AC01816100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01001816,,,,,,,,,,,,,,,,,,,,,,,
AC01923229,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01001923,,,,,,,,,,,,,,,,,,,,,,,
