prefix,source_url,scrape_url,product_group,generic_name,formulation,strength_size,company_name,available_outside_pharmacy,notes,unit_price_vat,pack_price_vat,reimbursement_status,reimbursement_message,ppp_vat,vat_rate,currency,ppp_ex_vat,local_pack_code,local_pack_description,local_pack_url,local_pack_id
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+12%2C5MG%2FML+POMP+120ML%285ML%2FU%29+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+12%2C5MG%2FML+POMP+120ML%285ML%2FU%29+AHZ&id=61ebbc996cf5ce42404a8ff98e599398,"CEFAZOLINE INFVLST 12,5MG/ML POMP 120ML(5ML/U) AHZ",cefazoline,vloeistof,"12,5mg/ml",apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 190,06",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 190,06",0.09,EUR,174.366972477064,,"CEFAZOLINE INFVLST 12,5MG/ML POMP 120ML(5ML/U) AHZ",https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+12%2C5MG%2FML+POMP+120ML%285ML%2FU%29+AHZ&id=61ebbc996cf5ce42404a8ff98e599398,61ebbc996cf5ce42404a8ff98e599398
a,https://www.medicijnkosten.nl/medicijn?artikel=PIPERACILL%2FTAZOBAC+INF+50%2F6%2C25MG%2FML+POMP+240ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=PIPERACILL%2FTAZOBAC+INF+50%2F6%2C25MG%2FML+POMP+240ML+AHZ&id=90db2b1b427e644a794909fd42b65f24,"PIPERACILL/TAZOBAC INF 50/6,25MG/ML POMP 240ML AHZ",piperacilline/tazobactam,vloeistof,"50/6,25mg/ml",apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,"PIPERACILL/TAZOBAC INF 50/6,25MG/ML POMP 240ML AHZ",https://www.medicijnkosten.nl/medicijn?artikel=PIPERACILL%2FTAZOBAC+INF+50%2F6%2C25MG%2FML+POMP+240ML+AHZ&id=90db2b1b427e644a794909fd42b65f24,90db2b1b427e644a794909fd42b65f24
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+17%2C39MG%2FML+POMP+115ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+17%2C39MG%2FML+POMP+115ML+AHZ&id=aba07ae09ace889aa5d3b77d11e15fc8,"CEFTAZIDIM INFVLST 17,39MG/ML POMP 115ML AHZ",ceftazidim,vloeistof,"17,39mg/ml",apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,"CEFTAZIDIM INFVLST 17,39MG/ML POMP 115ML AHZ",https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+17%2C39MG%2FML+POMP+115ML+AHZ&id=aba07ae09ace889aa5d3b77d11e15fc8,aba07ae09ace889aa5d3b77d11e15fc8
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+10MG%2FML+POMP+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+10MG%2FML+POMP+100ML+AHZ&id=b9b9674bb1ae51d5db278c8684824b88,CEFTRIAXON INFVLST 10MG/ML POMP 100ML AHZ,ceftriaxon,vloeistof,10mg/ml,apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,CEFTRIAXON INFVLST 10MG/ML POMP 100ML AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+10MG%2FML+POMP+100ML+AHZ&id=b9b9674bb1ae51d5db278c8684824b88,b9b9674bb1ae51d5db278c8684824b88
a,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMHYPOCHLORIET+SMEERSEL+0%2C25%25+MSZ,https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMHYPOCHLORIET+SMEERSEL+0%2C25%25+MSZ&id=9cc71f38ccb638aa1640f7c6fd324d60,"NATRIUMHYPOCHLORIET SMEERSEL 0,25% MSZ",natriumhypochloriet,emulsie,"2,5mg/g",maasstad ziekenhuis apotheek,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,"NATRIUMHYPOCHLORIET SMEERSEL 0,25% MSZ",https://www.medicijnkosten.nl/medicijn?artikel=NATRIUMHYPOCHLORIET+SMEERSEL+0%2C25%25+MSZ&id=9cc71f38ccb638aa1640f7c6fd324d60,9cc71f38ccb638aa1640f7c6fd324d60
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+25MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+25MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=c1d098c2b12918e3e43832a965e1b5b3,CEFAZOLINE INFVLST 25MG/ML POMP 120ML (5ML/U) AHZ,cefazoline,vloeistof,25mg/ml,apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 192,44",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 192,44",0.09,EUR,176.550458715596,,CEFAZOLINE INFVLST 25MG/ML POMP 120ML (5ML/U) AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+25MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=c1d098c2b12918e3e43832a965e1b5b3,c1d098c2b12918e3e43832a965e1b5b3
a,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+HCL+INFVLST+10MG%2FML+CASSETTE+100ML+SAH,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+HCL+INFVLST+10MG%2FML+CASSETTE+100ML+SAH&id=cb93693bf54b24082d05ce3640b8861e,MORFINE HCL INFVLST 10MG/ML CASSETTE 100ML SAH,morfine,vloeistof,10mg/ml,service apotheek hoeven,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,MORFINE HCL INFVLST 10MG/ML CASSETTE 100ML SAH,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE+HCL+INFVLST+10MG%2FML+CASSETTE+100ML+SAH&id=cb93693bf54b24082d05ce3640b8861e,cb93693bf54b24082d05ce3640b8861e
a,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE%2FBUPIVACAINE+INJ+0%2C06MG%2F2%2C5MG%2FML+A+5ML+MSZ,https://www.medicijnkosten.nl/medicijn?artikel=MORFINE%2FBUPIVACAINE+INJ+0%2C06MG%2F2%2C5MG%2FML+A+5ML+MSZ&id=d3e1e047fd177dacb58075697b99576b,"MORFINE/BUPIVACAINE INJ 0,06MG/2,5MG/ML A 5ML MSZ",bupivacaine/morfine,injectievloeistof,"2,5/0,06mg/ml",maasstad ziekenhuis apotheek,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,"€ 0,00","€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,"MORFINE/BUPIVACAINE INJ 0,06MG/2,5MG/ML A 5ML MSZ",https://www.medicijnkosten.nl/medicijn?artikel=MORFINE%2FBUPIVACAINE+INJ+0%2C06MG%2F2%2C5MG%2FML+A+5ML+MSZ&id=d3e1e047fd177dacb58075697b99576b,d3e1e047fd177dacb58075697b99576b
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+35MG%2FML+POMP+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+35MG%2FML+POMP+100ML+AHZ&id=d50a8bdc635e3eb80ffc15ea0b68522f,CEFTRIAXON INFVLST 35MG/ML POMP 100ML AHZ,ceftriaxon,vloeistof,35mg/ml,apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,CEFTRIAXON INFVLST 35MG/ML POMP 100ML AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+35MG%2FML+POMP+100ML+AHZ&id=d50a8bdc635e3eb80ffc15ea0b68522f,d50a8bdc635e3eb80ffc15ea0b68522f
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+12%2C5MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+12%2C5MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=e325167e1a00889b4946e7cd2bd1d568,"CEFUROXIM INFVLST 12,5MG/ML POMP 120ML (5ML/U) AHZ",cefuroxim,vloeistof,"12,5mg/ml",apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 260,46",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 260,46",0.09,EUR,238.954128440367,,"CEFUROXIM INFVLST 12,5MG/ML POMP 120ML (5ML/U) AHZ",https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+12%2C5MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=e325167e1a00889b4946e7cd2bd1d568,e325167e1a00889b4946e7cd2bd1d568
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+22%2C5MG%2FML+CASSETTE+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+22%2C5MG%2FML+CASSETTE+100ML+AHZ&id=eb0a975fa9ccf7c90079de52863a30a7,"CEFUROXIM INFVLST 22,5MG/ML CASSETTE 100ML AHZ",cefuroxim,vloeistof,"22,5mg/ml",apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,"CEFUROXIM INFVLST 22,5MG/ML CASSETTE 100ML AHZ",https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+22%2C5MG%2FML+CASSETTE+100ML+AHZ&id=eb0a975fa9ccf7c90079de52863a30a7,eb0a975fa9ccf7c90079de52863a30a7
a,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+30MG%2FML+POMP+100ML+AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+30MG%2FML+POMP+100ML+AHZ&id=f8ad2906059e84e214046cf675f87639,CEFTRIAXON INFVLST 30MG/ML POMP 100ML AHZ,ceftriaxon,vloeistof,30mg/ml,apotheek haagse ziekenhuizen,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,01",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,01",0.09,EUR,0.009174311927,,CEFTRIAXON INFVLST 30MG/ML POMP 100ML AHZ,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+30MG%2FML+POMP+100ML+AHZ&id=f8ad2906059e84e214046cf675f87639,f8ad2906059e84e214046cf675f87639
a,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+Z+CONS+FNA+TUB+1ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+Z+CONS+FNA+TUB+1ML+MR&id=874294691e7f9e30076d33eb0c3cd4a4,"FOLINEZUUR OOGDRUPPELS 0,03% Z CONS FNA TUB 1ML MR",folinezuur,oogdruppels,"0,3mg/ml",fna-voorschriften p/o knmp,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,04",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,04",0.09,EUR,0.036697247706,,"FOLINEZUUR OOGDRUPPELS 0,03% Z CONS FNA TUB 1ML MR",https://www.medicijnkosten.nl/medicijn?artikel=FOLINEZUUR+OOGDRUPPELS+0%2C03%25+Z+CONS+FNA+TUB+1ML+MR&id=874294691e7f9e30076d33eb0c3cd4a4,874294691e7f9e30076d33eb0c3cd4a4
a,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+1MG%2F0%2C1ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+1MG%2F0%2C1ML+%2810MG%2FML%29+FNA+MR&id=ac8f4f7a27350e629e3413458270a178,"FYTOMENADION DRANK 1MG/0,1ML (10MG/ML) FNA MR",fytomenadion,drank,10mg/ml,fna-voorschriften p/o knmp,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,09",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,09",0.09,EUR,0.082568807339,,"FYTOMENADION DRANK 1MG/0,1ML (10MG/ML) FNA MR",https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+1MG%2F0%2C1ML+%2810MG%2FML%29+FNA+MR&id=ac8f4f7a27350e629e3413458270a178,ac8f4f7a27350e629e3413458270a178
a,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+2MG%2F0%2C2ML+%2810MG%2FML%29+FNA+MR,https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+2MG%2F0%2C2ML+%2810MG%2FML%29+FNA+MR&id=de89adf0edf0f463c8977bf0fd2ad0b7,"FYTOMENADION DRANK 2MG/0,2ML (10MG/ML) FNA MR",fytomenadion,drank,10mg/ml,fna-voorschriften p/o knmp,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,19",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,19",0.09,EUR,0.174311926606,,"FYTOMENADION DRANK 2MG/0,2ML (10MG/ML) FNA MR",https://www.medicijnkosten.nl/medicijn?artikel=FYTOMENADION+DRANK+2MG%2F0%2C2ML+%2810MG%2FML%29+FNA+MR&id=de89adf0edf0f463c8977bf0fd2ad0b7,de89adf0edf0f463c8977bf0fd2ad0b7
a,https://www.medicijnkosten.nl/medicijn?artikel=EDETAAT+OOGDRUPPELS+0%2C4%25+FNA+FLACON+10ML+MR,https://www.medicijnkosten.nl/medicijn?artikel=EDETAAT+OOGDRUPPELS+0%2C4%25+FNA+FLACON+10ML+MR&id=8ec6efe2a3866d8fc6896b3169bc2d79,"EDETAAT OOGDRUPPELS 0,4% FNA FLACON 10ML MR",edetinezuur,oogdruppels,4mg/ml,fna-voorschriften p/o knmp,Nee,Dit geneesmiddel is alleen op recept verkrijgbaar.,,"€ 0,20",Fully reimbursed,Dit middel wordt volledig vergoed door uw zorgverzekeraar. Aan de vergoeding van dit geneesmiddel zijn voorwaarden verbonden.,"€ 0,20",0.09,EUR,0.183486238532,,"EDETAAT OOGDRUPPELS 0,4% FNA FLACON 10ML MR",https://www.medicijnkosten.nl/medicijn?artikel=EDETAAT+OOGDRUPPELS+0%2C4%25+FNA+FLACON+10ML+MR&id=8ec6efe2a3866d8fc6896b3169bc2d79,8ec6efe2a3866d8fc6896b3169bc2d79
