PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description,rule_label
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,22667.57,IOMA,7200.14,15467.43,1 g IM f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,99571.18,IOMA,32556.35,67014.83,1 g IM f.a.x 3,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,16042.43,IOMA,7200.14,8842.29,1 g IV f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,31565.55,IOMA,10325.41,21240.14,2 g IV f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,11739.08,IOMA,3731.29,8007.79,500 mg IM f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,test strips,2025-02-28,73521.00,PAMI-only,,0.00,test strips x 25,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,test strips,2025-02-28,132252.00,PAMI-only,,0.00,test strips x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE KIT,glucose meter,2025-02-28,113233.00,IMPORTED,,,meter x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX KIT,glucose meter,2024-12-04,43436.00,IMPORTED,,,kit x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX,accessory,2025-02-28,46271.00,PAMI-only,,0.00,lancets x 102 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX,accessory,2025-02-28,12996.00,PAMI-only,,0.00,lancets x 24 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,glucose meter,2025-02-28,46456.00,IMPORTED,,,kit x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE,test strips,2025-02-28,73521.00,PAMI-only,,0.00,test strips x 25,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE,test strips,2025-02-28,132252.00,PAMI-only,,0.00,test strips x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE CONTROL,glucose,2025-02-28,22230.00,IMPORTED,,,control solution x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE KIT,glucose meter,2025-02-28,63949.00,IMPORTED,,,glucose meter x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA 25,test strips,2025-02-28,73521.00,PAMI-only,,0.00,test strips x 25,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA 50,test strips,2025-02-28,132252.00,PAMI-only,,0.00,test strips x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,glucose,2025-02-28,22230.00,IMPORTED,,,control solution x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accessory,2025-02-28,49280.00,PAMI-only,,0.00,lancets x 200 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accessory,2025-02-28,8448.00,PAMI-only,,0.00,lancets x 25 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,accessory,2025-02-28,26919.00,,,,unit x 1 (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,2025-12-15,5130.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,2025-12-15,6960.00,,,,fco.x 50 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,almond oil,2025-12-15,15530.00,,,,fco. dropper x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ARGAN EWE,argan oil+vit.e,2025-12-15,18410.00,,,,env.x 50 ml (VL),No-scheme
,ARGENTINA,Sidus,ACEITE DE CHIA CORMILLOT,chia oil,2021-06-09,1183.86,,,,caps.bl.x 30 (VL),No-scheme
,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,2025-11-18,15146.70,,,,fco.x 360 ml (VL),No-scheme
,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,2025-11-18,28121.20,,,,fco.x 660 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE JOJOBA EWE,jojoba oil,2025-12-15,17400.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Innovapharma,ACEITE DE KRILL,krill oil,2025-12-01,63700.00,IMPORTED,,,caps.x 60 (VL),Imported-fallback
,ARGENTINA,Sanitas,ACEITE DE LAVANDA EWE,Cosmetic Product,2025-12-15,17860.00,,,,fco.x 8 ml (VL),No-scheme
,ARGENTINA,AMN,ACEITE DE LORENZO,glycerol trioleate oil,2025-12-01,3535301.00,IMPORTED,,,package x 500 ml,Imported-fallback
,ARGENTINA,Provefarma,ACEITE DE OREGANO,oregano oil+assoc,2025-10-14,19500.00,,,,env.x 30 ml (VL),No-scheme
,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,2026-01-02,12650.00,,,,soft capsules x 30 (VL),No-scheme
,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,2026-01-02,23650.00,,,,soft capsules x 60 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,2025-12-23,11980.00,,,,caps.x 20 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,2025-12-23,15870.00,,,,caps.x 30 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,2025-12-23,30020.00,IMPORTED,,,caps.x 60 (VL),Imported-fallback
,ARGENTINA,Provefarma,ACEITE DE PESCADO OMEGANAT,fish oil,2025-12-01,39000.00,,,,soft capsules x 60 (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE RICINO EWE,"ricinoleic acid,triglyceride",2025-12-15,4920.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE RICINO EWE,"ricinoleic acid,triglyceride",2025-12-15,6840.00,,,,fco.x 50 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE TEA TREE OIL EWE,tea tree oil,2025-12-15,21890.00,,,,fco.x 20 ml (VL),No-scheme
,ARGENTINA,Laboratorio Dicofar,ACEITE ESMERALDA MOONE,"camphor+methyl,salicylate+asoc.",2025-09-09,11713.00,,,,bottle x 70 ml (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK BIOTIC,amoxicillin+acetylcysteine,2025-12-12,4811.77,,,,500/200 mg sachet x 21,No-scheme
,ARGENTINA,Siegfried,ACEMUK BIOTIC DUO,amoxicillin+acetylcysteine,2025-12-12,16816.40,PAMI-only,,8264.39,comp.rec.x 14,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,12578.16,IOMA,4386.83,8191.33,200 mg effervescent tablets x 10 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,12578.16,,,,200mg effervescent tablets x10 (VL) (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,14737.74,IOMA,4780.48,9957.26,600 mg effervescent tablets x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,22243.18,IOMA,5926.23,16316.95,600 mg effervescent tablets x 12,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,23952.10,IOMA,7829.15,16122.95,600 mg effervescent tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,11344.21,IOMA,3802.83,7541.38,600 mg effervescent tablets x 5,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,63467.39,IOMA,21275.70,42191.69,600 mg effervescent tablets x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,28839.61,IOMA,9605.94,19233.67,600 mg effervescent tablets x 90,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK DIA Y NOCHE,acetylcysteine+paracet.+asoc.,2025-12-12,14091.28,PAMI-only,,7045.64,comp.eferv.x 16,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACEMUK GRIP,acetylcysteine+paracet.+asoc.,2025-12-12,8818.97,,,,comp.eferv.x 10,No-scheme
,ARGENTINA,Siegfried,ACEMUK L,acetylcysteine+thyrothricin+assoc.,2025-12-12,11572.98,PAMI-only,,5575.86,comp.x 20,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACEMUK JARABE,acetylcysteine,2025-12-12,12446.70,IOMA,4051.24,8395.46,jbe.x 100 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Rospaw,ACENOCOUMAROL ROSPAW,acenocoumarol,2025-12-29,25714.11,IOMA,18468.31,7245.80,4 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACERPES,acyclovir,2025-12-12,17278.02,IOMA,5723.05,11554.97,400 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACERPES,acyclovir,2025-12-12,7640.30,IOMA,2498.89,5141.41,5% cr.x 5 g (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACERPES,acyclovir,2025-12-12,31701.33,IOMA,9913.16,21788.17,800 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Teva Argentina,ACETILCISTEINA TEVA,acetylcysteine,2024-07-11,12347.54,IOMA,4780.48,7567.06,600 mg effervescent tablets x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Novoplos,ACETA,acetazolamide,2025-12-15,17620.00,IOMA,7952.00,9668.00,250 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",2025-12-12,1236.08,PAMI-only,,741.65,comp.mast.x 10,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",2025-12-12,5562.38,PAMI-only,,3337.43,comp.mast.x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",2025-12-12,14467.92,,,,susp.x 200 ml,No-scheme
,ARGENTINA,Gemepe,ACICLOVIR GEMEPE,acyclovir,2025-10-06,2728936.55,,,,500 mg f.a.x 50 x 20 ml,No-scheme
,ARGENTINA,Drawer,ACIDO AMINOCAPROICO DRAWER,aminocaproic acid,2025-08-04,3030838.72,,,,a.x 100 x 10 ml,No-scheme
,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,2025-10-06,4724747.76,,,,500 mg f.a.x 100 E.H. (VL),No-scheme
,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,2025-04-28,2357569.10,,,,500 mg f.a.x 50 E.H. (VL),No-scheme
,ARGENTINA,A.M. Farma Activ,ACIDO FOLICO,folic acid,2026-01-02,14000.00,IOMA,2132.61,11867.39,1 mg comp.x 30 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Richmond,ACIDO FOLICO RICHMOND,folic acid,2025-11-21,21940.43,IOMA,7162.55,14777.88,1 mg comp.x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Richmond,ACIDO FOLICO RICHMOND,folic acid,2025-11-21,27058.62,IOMA,9254.65,17803.97,5 mg comp.x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
