Registration No,Product Name,Holder
MAL19992771AZ,INFUSOL HS,AIN MEDICARE SDN. BHD.
MAL06091506X,Three Legs Green Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL23036031XC,Lyzodase Troche,Vismedic Sdn. Bhd.
MAL19096031X,E-zyme B6 Soothing Liquid,AV MANUFACTURING SDN.BHD
MAL20013984AZ,SII MEASLES VACCINE LIVE ATTENUATED (FREEZE- DRIED)-10 DOSES,SM PHARMACEUTICALS SDN. BHD.
MAL20014201AZ,SII DIPHTHERIA & TETANUS VACCINE ADSORBED (PEDIATRIC) 20 DOSE,SM PHARMACEUTICALS SDN. BHD.
MAL16065023AZ,DOPAINE (Sterile Dopamine Concentrate 40mg/mL),AIN MEDICARE SDN. BHD.
MAL22026016X,AIN ChlorAL (Isopropyl Alcohol 75% v/v And Chlorhexidine Gluconate 0.5% w/v Hand Disinfectant),AIN MEDICARE SDN. BHD.
MAL08042250X,Appeton Essentials Msteen,KOTRA PHARMA (M) SDN. BHD.
MAL19016091ACRZ,Erysaa Prefilled Syringe 2000IU/0.5mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19962087AZ,INFUSOL NS,AIN MEDICARE SDN. BHD.
MAL07081653X,Appeton Essentials Teengrow,KOTRA PHARMA (M) SDN. BHD.
MAL19987401X,AXE BRAND HEAT OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL20020262AZ,ALLAVIN EXPECTORANT,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19870138AZ,HEPARINOL 1000 IU/mL,AIN MEDICARE SDN. BHD.
MAL19900415AZ,N/A,N/A
MAL05092228AZ,Tidact Gel 1%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992765AZ,INFUSOL NSD5,AIN MEDICARE SDN. BHD.
MAL20031763X,N/A,N/A
MAL06091408AZ,Yucomy Shampoo 2%w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19920731AZ,PERIZOL 2G,AIN MEDICARE SDN. BHD.
MAL19992399AZ,N/A,N/A
MAL19973702AZ,[TIMEOUT ERROR],
MAL19912644XZ,N/A,N/A
MAL08082444XZ,B-cobal Film-coated tab,AV MANUFACTURING SDN.BHD
MAL08111949XR,N/A,N/A
MAL19962172XZ,SHINE VITAMIN C-100 (ORANGE FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05061552AZ,Frotin Pessaries,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19920729AZ,PERITONIL H2,AIN MEDICARE SDN. BHD.
MAL19993044AZ,INFUSOL D10,AIN MEDICARE SDN. BHD.
MAL20031769X,APPETON ESSENTIALS NATAL CARE,KOTRA PHARMA (M) SDN. BHD.
MAL19940741X,AXOL LIQUID 3MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20040058AZ,KETOBID SHAMPOO,SM PHARMACEUTICALS SDN. BHD.
MAL18056088XC,Neobun Classic Plaster,JWP Medical Sdn. Bhd.
MAL20034830X,MUCIL 100,IMEKS PHARMA SDN. BHD.
MAL20013996ACZ,MESPORIN-1000 I.V. VIALS,MEPHARM (MALAYSIA) SDN. BHD.
MAL18016139ARZ,N/A,N/A
MAL20000738AZ,KETAZON SHAMPOO,SPG PHARMA (MALAYSIA) SDN BHD
MAL20014357AZ,INFUSOL D50,AIN MEDICARE SDN. BHD.
MAL19992768AZ,INFUSOL QSD1,AIN MEDICARE SDN. BHD.
MAL18026038XC,Hundred Koyok Classic,JWP Medical Sdn. Bhd.
MAL09100308X,OK Orang Kampung Bam Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL04010359XZ,Flavettes Vitamin C Orange 250mg Sugar Free,Duopharma Marketing Sdn. Bhd.
MAL19991202XZ,APPETON ESSENTIALS ACTIV-C 500 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL19991903AZ,AXCEL FLEMIN EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL19912626X,POTCIT MIXTURE,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19993045AZ,INFUSOL D20,AIN MEDICARE SDN. BHD.
MAL19890246AZ,BETAMOX GRANULE 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19912381XZ,PINETARSOL GEL,EGO PHARM MALAYSIA SDN. BHD.
MAL17107076ACRZ,MINIRIN Oral Lyophilisate for sublingual 120mcg,Ferring Sdn. Bhd.
MAL19985971AZ,GARASENT 80MG INJ (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19993046AZ,INFUSOL HSD5,AIN MEDICARE SDN. BHD.
MAL06100555AZ,"Androgel 50mg, gel of testosterone 1%",BREGO LIFE SCIENCES SDN. BHD
MAL19930530AZ,PENTASA SUPPOSITORIES 1G,Ferring Sdn. Bhd.
MAL10012456XZ,APPETON ACTIV-C (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL10070594AZ,N/A,N/A
MAL05041940AZ,MUCO-AID LIQUID,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985172AZ,ANIKEF STERILE 750MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19872182AZ,METRONOL (METRONIDAZOLE 0.5% INJ),AIN MEDICARE SDN. BHD.
MAL19870139AZ,HEPARINOL 5000 IU/mL,AIN MEDICARE SDN. BHD.
MAL09062132X,Appeton Essentials Antioxidant,KOTRA PHARMA (M) SDN. BHD.
MAL19950395ARZ,SOOV BITE,EGO PHARM MALAYSIA SDN. BHD.
MAL19987358XZ,SHINE VITAMIN-B COMPLEX,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912398XR,N/A,N/A
MAL19871725AZ,DIPHENDRYL EXPECTORANT,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL19983954X,MINYAK HANGAT AFIAT (LINIMENT),Syarikat Minyak Afiat Sdn Bhd
MAL20040963AZ,DURATOCIN RTS 100mcg/ml,Ferring Sdn. Bhd.
MAL05023177XZ,YSP Bisacodyl Suppositories 10 mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19890541AZ,[TIMEOUT ERROR],
MAL20021164AZ,ATEHEXAL 50,IMEKS PHARMA SDN. BHD.
MAL20091870AZ,SII Hepatitis-B Vaccine (rDNA)(Pediatric)-Single Dose 0.5ml,SM PHARMACEUTICALS SDN. BHD.
MAL20000872X,EUKY BEAR BRAND EUCALYPTUS OIL BP,ROSLIND ENTERPRISE (M) SDN. BHD.
MAL20021165AZ,ATEHEXAL 100,IMEKS PHARMA SDN. BHD.
MAL21066033XZ,RinsCap ALco+ (Isopropyl Alcohol 75% v/v and Chlorhexidine Gluconate 0.5% w/v Hand Disinfectant),AIN MEDICARE SDN. BHD.
MAL19992773AZ,INFUSOL D5,AIN MEDICARE SDN. BHD.
MAL20001622XZ,Three Legs Povidone Iodine,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL05072030AZ,Sonap 275mg Caplet,IMEKS PHARMA SDN. BHD.
MAL20001914XZ,Scabitone Emulsion,SM PHARMACEUTICALS SDN. BHD.
MAL20002296XRZ,VITAMIN C-1000 PROLONGED RELEASE,21ST CENTURY PRODUCTS SDN. BHD.
MAL20002288X,Uphaplast Medicated Plaster,Duopharma Marketing Sdn. Bhd.
MAL20076054XC,Lyzodase Oral Liquid,Vismedic Sdn. Bhd.
MAL19990579AZ,DOSANAC EMULSION GEL,SPG PHARMA (MALAYSIA) SDN BHD
MAL19912631XZ,UPHALYTE SALTS,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19920728AZ,PERITONIL H1,AIN MEDICARE SDN. BHD.
MAL20116003ACRZ,Nocdurna Oral Lyophilisate for Sublingual 50 mcg,Ferring Sdn. Bhd.
MAL19920712AZ,INFUSOL S3,AIN MEDICARE SDN. BHD.
MAL19988492AZ,VOREN PLUS GEL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL06071077AZ,Sonap Forte Caplet 550mg,IMEKS PHARMA SDN. BHD.
MAL19870958AZ,HERPESAN GEL 2%,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL05032522AZ,Promedyl DM Linctus,Duopharma Marketing Sdn. Bhd.
MAL07122833X,Coenzyme Q10 75mg,HERBAL SCIENCE SDN. BHD.
MAL20013175X,Three Legs Wintergreen Liniment,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL07061572XZ,Enerlyte Oral Rehydration Salts (Natural),Duopharma Marketing Sdn. Bhd.
MAL20001062XZ,UPHALYTE ORAL REHYDRATION SALTS (ORANGE),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20020722X,OK Orang Kampung Minyak Hijau,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL19961701AZ,TYMIDIN 200,SM PHARMACEUTICALS SDN. BHD.
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL05061555XZ,Flavettes Vitamin C Orange 250mg,Duopharma Marketing Sdn. Bhd.
MAL19910073AZ,DIPRODIN ELIXIR,KOTRA PHARMA (M) SDN. BHD.
MAL19993047AZ,INFUSOL HM,AIN MEDICARE SDN. BHD.
MAL19992766XZ,INFUSOL W,AIN MEDICARE SDN. BHD.
MAL11085007XZ,RinsCap CIPA ( CHLORHEXIDINE GLUCONATE 2% w/v and ISOPROPYL ALCOHOL 70% v/v ),AIN MEDICARE SDN. BHD.
MAL20033496AZ,OLFEN-50,MEPHARM (MALAYSIA) SDN. BHD.
MAL09111765XZ,Flavettes Vitamin C Blackcurrant 250mg,Duopharma Marketing Sdn. Bhd.
MAL20000380AZ,INFUSOL M10,AIN MEDICARE SDN. BHD.
MAL20031943AZ,Tuberculin PPD RT 23 AJV,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20116002ACRZ,Nocdurna Oral Lyophilisate for Sublingual 25 mcg,Ferring Sdn. Bhd.
MAL06011719X,GNC Vitamin C 500 with Rose Hips Timed Release,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL19911524X,AXE BRAND MEDICATED OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL18086102AZ,N/A,N/A
MAL06061531X,Three Legs White Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19986084T,ARNICA COMP GEL,BIO-PHARMACEUTICALS SDN. BHD.
