PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description,rule_label
,ARGENTINA,Dom?nguez,5-ASA 400,mesalazine,30-12-2025,91364.63,IOMA,46348.48,45016.15,400 mg tablets x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 400,mesalazine,30-12-2025,173721.84,IOMA,88127.59,85594.25,400 mg tablets x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 400,mesalazine,30-12-2025,35948.24,IOMA,18236.23,17712.01,400 mg sup.x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 400,mesalazine,30-12-2025,102904.51,IOMA,52202.57,50701.94,400 mg sup.x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 4000,mesalazine,30-12-2025,533343.03,IOMA,276177.94,257165.09,4 g sachet x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 500,mesalazine,30-12-2025,94240.66,IOMA,40452.43,53788.23,500 mg tablets x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 500,mesalazine,30-12-2025,169638.17,IOMA,74600.66,95037.51,500 mg tablets x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 800,mesalazine,30-12-2025,137131.56,IOMA,69565.65,67565.91,800 mg tablets x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Dom?nguez,5-ASA 800,mesalazine,30-12-2025,237150.37,IOMA,116272.65,120877.72,800 mg tablets x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Ariston,5XR 1000,mesalazine,05-01-2026,144681.25,IOMA,98194.60,46486.65,1000 mg tablets x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Ariston,5XR 1000,mesalazine,05-01-2026,286362.78,IOMA,184678.87,101683.91,1000 mg tablets x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Ariston,5XR 500,mesalazine,05-01-2026,244773.78,IOMA,162873.66,81900.12,500 mg tablets x 100,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Ariston,5XR 500,mesalazine,05-01-2026,134237.35,IOMA,87329.70,46907.65,500 mg tablets x 50,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Elea,8 HORAS,eszopiclone,17-12-2025,22392.79,PAMI-only,,8702.17,2 mg tablets x 30,PAMI-only-AF-as-Copay
,ARGENTINA,Elea,8 HORAS,eszopiclone,17-12-2025,27989.65,PAMI-only,,10876.55,3 mg tablets x 30,PAMI-only-AF-as-Copay
,ARGENTINA,Dom?nguez,A ACIDO,"retinoico,?c.",30-12-2025,6422.79,,,,0.05% cr.x 10 g,No-scheme
,ARGENTINA,Dom?nguez,A ACIDO,"retinoico,?c.",30-12-2025,7602.14,,,,0.1% cr.x 10 g,No-scheme
,ARGENTINA,Dom?nguez,A ACIDO,"retinoico,?c.",30-12-2025,8326.16,,,,0.2% cr.x 10 g,No-scheme
,ARGENTINA,Dom?nguez,A ACIDO EMOLIENTE,"retinoico,?c.",30-12-2025,15142.01,,,,0.025% cr.x 30 g,No-scheme
,ARGENTINA,Dom?nguez,A ACIDO VITAL,"retinoico,?c.",30-12-2025,14783.94,,,,cr.x 30 g,No-scheme
,ARGENTINA,Medipharma,A-VITEL,vit.a,03-12-2025,15718.63,,,,"100,000 IU cr.bomo x 100g (VL)",No-scheme
,ARGENTINA,Medipharma,A-VITEL,vit.a,03-12-2025,10259.96,,,,"100,000 IU cr.bomo x 50 g (VL)",No-scheme
,ARGENTINA,Medipharma,A-VITEL,vit.a,03-12-2025,24344.48,,,,"100,000 IU cr.x 200 g (VL)",No-scheme
,ARGENTINA,Medipharma,A-VITEL E,vit.a+vit.e,03-12-2025,21293.35,,,,cr.pomo x 100 g (VL),No-scheme
,ARGENTINA,Sempre Giovane,A.H.A,"glic?lico,?c.+asoc.",01-05-2025,48400.00,,,,cr.x 75 (VL),No-scheme
,ARGENTINA,Dom?nguez,5-ASA 2000,mesalazine,30-12-2025,320088.38,IOMA,168111.53,151976.85,2 g sachet x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Elea,ABACAVIR ELEA,abacavir,09-07-2025,103336.20,,,,300 mg comp.rec.x 60,No-scheme
,ARGENTINA,Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,abacavir+lamivudine,28-09-2021,24500.00,IMPORTED,,,comp.rec.x 30,Imported-fallback
,ARGENTINA,Elea,ABARAX,benznidazole,17-12-2025,96494.06,IOMA,,,100 mg tablets x 100,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Elea,ABARAX,benznidazole,17-12-2025,60149.60,IOMA,,,50 mg comp.x 100,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ABAXON,rivaroxab?n,16-12-2025,49985.00,IOMA,37980.04,12004.96,10 mg x 10 tablets,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ABAXON,rivaroxab?n,16-12-2025,116127.00,IOMA,57345.08,58781.92,10 mg x 30 tablets,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ABAXON,rivaroxab?n,16-12-2025,110483.00,IOMA,57345.08,53137.92,15 mg x 30 tablets,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ABAXON,rivaroxab?n,16-12-2025,59765.00,IOMA,57345.08,2419.92,2.5 mg x 30 tablets,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ABAXON,rivaroxab?n,16-12-2025,119577.00,IOMA,57345.08,62231.92,20 mg x 30 tablets,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Teva Argentina,ABELCET,anfotericina b complejo lip?dico,01-12-2025,694469.82,IMPORTED,,,100 mg f.a.x 20 ml,Imported-fallback
,ARGENTINA,Biotechno Pharma,ABERIC,abiraterone acetate,28-05-2025,8546235.47,,,,250 mg tablets x 120,No-scheme
,ARGENTINA,B-Life,ABINTRA,arginine+assoc.,29-09-2025,29430.73,IMPORTED,,,sachet x 27 g,Imported-fallback
,ARGENTINA,Celnova Argentina,ABIRANOVA,abiraterone acetate,23-12-2025,8427456.46,,,,250 mg tablets x 120,No-scheme
,ARGENTINA,Lafedar,ABIRATERON-A,abiraterone acetate,16-12-2025,10905256.87,,,,250 mg tablets x 120,No-scheme
,ARGENTINA,Glenmark,ABIRATERONA GLENMARK,abiraterone acetate,17-11-2025,9371297.08,IMPORTED,,,250 mg tablets x 120,Imported-fallback
,ARGENTINA,Duncan,ABLOOM,amlodipine,08-01-2026,19129.00,IOMA,14447.06,4681.94,10 mg tablets x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Filaxis Farmac?utica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,0.02 mg inj.a.x 8,No-scheme
,ARGENTINA,Filaxis Farmac?utica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,0.2 mg inj.a.x 8,No-scheme
,ARGENTINA,Filaxis Farmac?utica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,2 mg inj.a.x 8,No-scheme
,ARGENTINA,Filaxis Farmac?utica,ABNOBA VISCUM FRAXINI,viscum album l,30-12-2025,376065.50,,,,20 mg inj.a.x 8,No-scheme
,ARGENTINA,Duncan,ABLOOM 5,amlodipine,09-02-2024,6687.34,IOMA,8124.75,0.00,5 mg tablets x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Valuge,ABRALUX,synthetic wax + glycerin,01-01-2026,29314.51,,,,cr.x 60 g (VL),No-scheme
,ARGENTINA,Bristol,ABRAXANE,paclitaxel alb?mina,02-01-2026,6910664.91,,,,100 mg inj.liof.f.a.x 1,No-scheme
,ARGENTINA,Eczane,ABRIKAT,acalabrutinib,02-01-2026,17338693.66,,,,100 mg c?ps.x 60,No-scheme
,ARGENTINA,Pfizer,ABRILADA,adalimumab,23-12-2025,1242355.75,IMPORTED,,,40mg/0.8ml lap.prell.x 2,Imported-fallback
,ARGENTINA,Pfizer,ABRYSVO,ant?geno virus sincicial resp.,23-12-2025,323952.13,IMPORTED,,,fco.a.liof.x1+disolv.x1,Imported-fallback
,ARGENTINA,F & F Farma,AC QUAXA,piroctone olamine,15-12-2025,28000.00,,,,shampoo x 200 ml (VL),No-scheme
,ARGENTINA,Jayor,ACALASTATERA,acalabrutinib,06-01-2026,15497872.23,,,,100 mg c?ps.x 60,No-scheme
,ARGENTINA,Roemmers,ACALIX AP,diltiazem,20-11-2025,30986.00,IOMA,19644.98,11341.02,120 mg c?ps.x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,11966.00,IOMA,8034.10,3931.90,120 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,32552.00,IOMA,20283.62,12268.38,120 mg tablets x 50,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,12959.00,IOMA,8167.51,4791.49,60 mg tablets x 50,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX,diltiazem,20-11-2025,14674.00,IOMA,9851.44,4822.56,90 mg tablets x 50,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,20-11-2025,32394.00,IOMA,20114.67,12279.33,180 mg c?ps.x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,20-11-2025,46862.00,IOMA,29531.38,17330.62,240 mg c?ps.x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,20-11-2025,52535.00,IOMA,33790.03,18744.97,300 mg c?ps.x 30,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,22667.57,IOMA,7200.14,15467.43,1 g IM f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,99571.18,IOMA,32556.35,67014.83,1 g IM f.a.x 3,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,16042.43,IOMA,7200.14,8842.29,1 g IV f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,31565.55,IOMA,10325.41,21240.14,2 g IV f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,12-12-2025,11739.08,IOMA,3731.29,8007.79,500 mg IM f.a.x 1,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Coloplast,ACCESORIOS PARA FISTULAS,accessory,01-11-2025,374537.98,,,,caja x 10 c?d.14041 (VL),No-scheme
,ARGENTINA,Olbia Pharma,ACCELON,omega 3,05-02-2025,14913.25,,,,c?ps.bl. x 30 (VL),No-scheme
,ARGENTINA,Olbia Pharma,ACCELON,omega 3,05-02-2025,26317.50,,,,c?ps.bl. x 60 (VL),No-scheme
,ARGENTINA,Olbia Pharma,ACCELON,omega 3,05-02-2025,40353.50,,,,c?ps.bl. x 90 (VL),No-scheme
,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,test strips,28-02-2025,73521.00,PAMI-only,,0.00,test strips x 25,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,test strips,28-02-2025,132252.00,PAMI-only,,0.00,test strips x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE KIT,glucose meter,28-02-2025,113233.00,IMPORTED,,,meter x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX KIT,glucose meter,04-12-2024,43436.00,IMPORTED,,,kit x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX,accessory,28-02-2025,46271.00,PAMI-only,,0.00,lancets x 102 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX,accessory,28-02-2025,12996.00,PAMI-only,,0.00,lancets x 24 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,glucose meter,28-02-2025,46456.00,IMPORTED,,,kit x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE,test strips,28-02-2025,73521.00,PAMI-only,,0.00,test strips x 25,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE,test strips,28-02-2025,132252.00,PAMI-only,,0.00,test strips x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE KIT,glucose meter,28-02-2025,63949.00,IMPORTED,,,glucose meter x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE CONTROL,glucose,28-02-2025,22230.00,IMPORTED,,,soluci?n control x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA 25,test strips,28-02-2025,73521.00,PAMI-only,,0.00,test strips x 25,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA 50,test strips,28-02-2025,132252.00,PAMI-only,,0.00,test strips x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,glucose,28-02-2025,22230.00,IMPORTED,,,soluci?n control x 1 (VL),Imported-fallback
,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accessory,28-02-2025,49280.00,PAMI-only,,0.00,lancets x 200 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accessory,28-02-2025,8448.00,PAMI-only,,0.00,lancets x 25 (VL),PAMI-only-AF-as-Copay
,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,accessory,28-02-2025,26919.00,,,,unit x 1 (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,15-12-2025,5130.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,15-12-2025,6960.00,,,,fco.x 50 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,almond oil,15-12-2025,15530.00,,,,fco. dropper x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE ARGAN EWE,aceite de arg?n+vit.e,15-12-2025,18410.00,,,,env.x 50 ml (VL),No-scheme
,ARGENTINA,Sidus,ACEITE DE CHIA CORMILLOT,aceite de ch?a,09-06-2021,1183.86,,,,c?ps.bl.x 30 (VL),No-scheme
,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,18-11-2025,15146.70,,,,fco.x 360 ml (VL),No-scheme
,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,18-11-2025,28121.20,,,,fco.x 660 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE JOJOBA EWE,jojoba oil,15-12-2025,17400.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Innovapharma,ACEITE DE KRILL,krill oil,01-12-2025,63700.00,IMPORTED,,,c?ps.x 60 (VL),Imported-fallback
,ARGENTINA,Sanitas,ACEITE DE LAVANDA EWE,producto cosm?tico,15-12-2025,17860.00,,,,fco.x 8 ml (VL),No-scheme
,ARGENTINA,AMN,ACEITE DE LORENZO,glycerol trioleate oil,01-12-2025,3535301.00,IMPORTED,,,package x 500 ml,Imported-fallback
,ARGENTINA,Provefarma,ACEITE DE OREGANO,aceite de or?gano+asoc,14-10-2025,19500.00,,,,env.x 30 ml (VL),No-scheme
,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,02-01-2026,12650.00,,,,c?ps.blandas x 30 (VL),No-scheme
,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,02-01-2026,23650.00,,,,c?ps.blandas x 60 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,23-12-2025,11980.00,,,,c?ps.x 20 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,23-12-2025,15870.00,,,,c?ps.x 30 (VL),No-scheme
,ARGENTINA,Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,fish oil,23-12-2025,30020.00,IMPORTED,,,c?ps.x 60 (VL),Imported-fallback
,ARGENTINA,Provefarma,ACEITE DE PESCADO OMEGANAT,fish oil,01-12-2025,39000.00,,,,c?ps. blandas x 60 (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE RICINO EWE,"ricinoleico,?c.triglic?rido",15-12-2025,4920.00,,,,fco.x 30 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE RICINO EWE,"ricinoleico,?c.triglic?rido",15-12-2025,6840.00,,,,fco.x 50 ml (VL),No-scheme
,ARGENTINA,Sanitas,ACEITE DE TEA TREE OIL EWE,tea tree oil,15-12-2025,21890.00,,,,fco.x 20 ml (VL),No-scheme
,ARGENTINA,Laboratorio Dicofar,ACEITE ESMERALDA MOONE,"camphor+methyl,salicylate+asoc.",09-09-2025,11713.00,,,,bottle x 70 ml (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK BIOTIC,amoxicilina+acetilciste?na,12-12-2025,4811.77,,,,500/200 mg sachet x 21,No-scheme
,ARGENTINA,Siegfried,ACEMUK BIOTIC DUO,amoxicilina+acetilciste?na,12-12-2025,16816.40,PAMI-only,,8264.39,comp.rec.x 14,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,12578.16,IOMA,4386.83,8191.33,200 mg effervescent tablets x 10 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,12578.16,,,,200mg effervescent tablets x10 (VL) (VL),No-scheme
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,14737.74,IOMA,4780.48,9957.26,600 mg effervescent tablets x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,22243.18,IOMA,5926.23,16316.95,600 mg effervescent tablets x 12,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,23952.10,IOMA,7829.15,16122.95,600 mg effervescent tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,11344.21,IOMA,3802.83,7541.38,600 mg effervescent tablets x 5,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,63467.39,IOMA,21275.70,42191.69,600 mg effervescent tablets x 60,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK,acetilciste?na,12-12-2025,28839.61,IOMA,9605.94,19233.67,600 mg effervescent tablets x 90,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACEMUK DIA Y NOCHE,acetilciste?na+paracet.+asoc.,12-12-2025,14091.28,PAMI-only,,7045.64,comp.eferv.x 16,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACEMUK GRIP,acetilciste?na+paracet.+asoc.,12-12-2025,8818.97,,,,comp.eferv.x 10,No-scheme
,ARGENTINA,Siegfried,ACEMUK L,acetilciste?na+tirotricina+asoc.,12-12-2025,11572.98,PAMI-only,,5575.86,comp.x 20,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACEMUK JARABE,acetilciste?na,12-12-2025,12446.70,IOMA,4051.24,8395.46,jbe.x 100 ml,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Rospaw,ACENOCOUMAROL ROSPAW,acenocoumarol,29-12-2025,25714.11,IOMA,18468.31,7245.80,4 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACERPES,acyclovir,12-12-2025,17278.02,IOMA,5723.05,11554.97,400 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACERPES,acyclovir,12-12-2025,7640.30,IOMA,2498.89,5141.41,5% cr.x 5 g (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACERPES,acyclovir,12-12-2025,31701.33,IOMA,9913.16,21788.17,800 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Teva Argentina,ACETILCISTEINA TEVA,acetilciste?na,11-07-2024,12347.54,IOMA,4780.48,7567.06,600 mg effervescent tablets x 10,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Novoplos,ACETA,acetazolamide,15-12-2025,17620.00,IOMA,7952.00,9668.00,250 mg tablets x 20,"IOMA-preferred (OS→Reimb, AF→Copay)"
,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",12-12-2025,1236.08,PAMI-only,,741.65,comp.mast.x 10,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",12-12-2025,5562.38,PAMI-only,,3337.43,comp.mast.x 50,PAMI-only-AF-as-Copay
,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",12-12-2025,14467.92,,,,susp.x 200 ml,No-scheme
,ARGENTINA,Gemepe,ACICLOVIR GEMEPE,acyclovir,06-10-2025,2728936.55,,,,500 mg f.a.x 50 x 20 ml,No-scheme
,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,06-10-2025,4724747.76,,,,500 mg f.a.x 100 E.H. (VL),No-scheme
,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,28-04-2025,2357569.10,,,,500 mg f.a.x 50 E.H. (VL),No-scheme
,ARGENTINA,Drawer,ACIDO AMINOCAPROICO DRAWER,"aminocaproico,?c.",04-08-2025,3030838.72,,,,a.x 100 x 10 ml,No-scheme
,ARGENTINA,A.M. Farma Activ,ACIDO FOLICO,"f?lico,?c.",02-01-2026,14000.00,IOMA,2132.61,11867.39,1 mg comp.x 30 (VL),"IOMA-preferred (OS→Reimb, AF→Copay)"
