Registration No,Product Name,Holder
MAL20001062XZ,UPHALYTE ORAL REHYDRATION SALTS (ORANGE),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20013492XRZ,[TIMEOUT ERROR],
MAL19986995AZ,ACIPAN INJECTION 1MG/ML (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985177AZ,MANACE INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20021439X,OK Orang Kampung Minyak Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL05092215ACZ,"Metoclopramide-hameln 5 mg/ml Injection, 2ml",IMEKS PHARMA SDN. BHD.
MAL15095026AZ,YSP SHINCORT INJECTION 10MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL14125122AZ,DEPOGESTON 50MG/ML INJECTION,J. BIO MEDIC MARKETING SDN. BHD.
MAL19900415AZ,N/A,N/A
MAL20040803ACZ,"MORPHINE-HAMELN 10MG/ML INJECTION,1ML",IMEKS PHARMA SDN. BHD.
MAL19056129X,E-zyme B6 Troche,AV MANUFACTURING SDN.BHD
MAL18086092AZ,AINIRON (Iron Sucrose Injection 20mg/mL),AIN MEDICARE SDN. BHD.
MAL20014218AZ,VAXCEL CEFTRIAXONE-500MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL20112144ACZ,Furosemide-hameln 10mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL20031769X,APPETON ESSENTIALS NATAL CARE,KOTRA PHARMA (M) SDN. BHD.
MAL20000370AZ,ZOPAM INJECTION 2ML,SM PHARMACEUTICALS SDN. BHD.
MAL19890541AZ,CLOPIXOL DEPOT INJ 200MG/ML (1ML AMP),Lundbeck Malaysia Sdn. Bhd.
MAL19985172AZ,ANIKEF STERILE 750MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20021183X,OK ORANG KAMPUNG MINYAK PALA PLUS,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL19940037AZ,VOREN GEL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19961337AZ,Pharmaniaga Cyanocobalamin 1000mcg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19961331AZ,PHARMANIAGA PETHIDINE HYDROCHLORIDE 100MG/2ML INJECTION,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20000367AZ,IMACH INJECTION 10ML,SM PHARMACEUTICALS SDN. BHD.
MAL19940638AZ,BUFENCON INJECTION 5ML VIAL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL11110007AZ,TRANEXAMIC ACID 500mg/5mL INJECTION Bioindustria L.I.M.,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL20031755ARZ,Leucovorin Kabi Injection USP 10MG/ML,FRESENIUS KABI MALAYSIA SDN. BHD
MAL20001562AZ,ZOBID INJECTION 10ML,SM PHARMACEUTICALS SDN. BHD.
MAL19911524X,AXE BRAND MEDICATED OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL20016143AZ,Gemita RTU 38mg/ml Injection,FRESENIUS KABI MALAYSIA SDN. BHD
MAL13115210AZ,VAXCEL LIGNOCAINE 1% INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL19993074AZ,ANACAINE INJECTION 1%,SM PHARMACEUTICALS SDN. BHD.
MAL19950126XC,GLYCERIN OF THYMOL,TERAPUTICS SDN BHD
MAL20020262AZ,ALLAVIN EXPECTORANT,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL05072030AZ,Sonap 275mg Caplet,IMEKS PHARMA SDN. BHD.
MAL20020899ARZ,N/A,N/A
MAL05061552AZ,Frotin Pessaries,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985560AZ,VOREN SUPPOSITORIES 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19972530AZ,MAPIN 0.4MG/ML INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL17107026AZ,Shinallerg Eye Drop,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014361AZ,INFUSOL HSD10,AIN MEDICARE SDN. BHD.
MAL19096031X,E-zyme B6 Soothing Liquid,AV MANUFACTURING SDN.BHD
MAL19126014AZ,Unihepa 1000 IU/ ml Injection (5 ml vial),DUOPHARMA (M) SENDIRIAN BERHAD
MAL08091416AZ,BEACON-FDG MULTIDOSE INJECTION,Beacon Hospital Sdn. Bhd.
MAL19900491AZ,ALMIRAL 100MG SUPPOSITORIES,KOMEDIC SDN BHD
MAL19871725AZ,DIPHENDRYL EXPECTORANT,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL19973691AZ,DEPOCON INJECTION,DUOPHARMA (M) SENDIRIAN BERHAD
MAL05092228AZ,Tidact Gel 1%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL06091408AZ,[TIMEOUT ERROR],
MAL19920728AZ,PERITONIL H1,AIN MEDICARE SDN. BHD.
MAL19970958AZ,PIRIMAT INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL17065019AZ,Pharmaniaga Amikacin 500mg/2ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20020156AZ,VAXCEL CEFUROXIME-750MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL07082844AZ,Keto Injection 30mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20034832X,MUCIL 200,IMEKS PHARMA SDN. BHD.
MAL20001834X,SIMCONE,IMEKS PHARMA SDN. BHD.
MAL19962864AZ,ACUGESIC 100MG INJECTION (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20000368AZ,IMACH INJECTION 1ML,SM PHARMACEUTICALS SDN. BHD.
MAL19970959AZ,PIRIMAT INJECTION (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985556AZ,MALON INJECTION 2ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL11060032AZ,INJECSOL K10 (POTASSIUM CHLORIDE10% w/v INJECTION BP),AIN MEDICARE SDN. BHD.
MAL12010005AZ,AMIODARONE HCL 150mg/3mL INJECTION Bioindustria L.I.M.,MMS PHARMA (MALAYSIA) SDN. BHD.
MAL16025035AZ,Vaxcel Methylprednisolone 1g for Injection,KOTRA PHARMA (M) SDN. BHD.
MAL18026002AZ,Ranofer Injection 100mg/5ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20013500XZ,APPETON ESSENTIALS ACTIV - C 250 (BLACKCURRANT),KOTRA PHARMA (M) SDN. BHD.
MAL19973009AZ,LAKAN INJECTION 1% (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL16065023AZ,DOPAINE (Sterile Dopamine Concentrate 40mg/mL),AIN MEDICARE SDN. BHD.
MAL15095004N,N/A,N/A
MAL20013171XC,21ST CENTURY CHILDREN'S VAPOR BALM,21ST CENTURY PRODUCTS SDN. BHD.
MAL16065018AZ,FUROMIDE (FUROSEMIDE INJECTION BP 20mg/2mL),AIN MEDICARE SDN. BHD.
MAL19011002AZ,Pharmaniaga Midazolam 5mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL23036031XC,Lyzodase Troche,Vismedic Sdn. Bhd.
MAL19870205AZ,DIRINE INJECTION 20MG/2ML,ATLANTIC LABORATORIES (M) SDN. BHD.
MAL19961334AZ,Pharmaniaga Sodium Bicarbonate 8.4% w/v Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL06051410XZ,Flavettes Vitamin C Orange 500mg,Duopharma Marketing Sdn. Bhd.
MAL20021163AZ,ATEHEXAL 25,IMEKS PHARMA SDN. BHD.
MAL20002269AZ,UNOCEF INJECTION 1000MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19860589AZ,MIRAMYCIN INJECTION 40MG/ML,ATLANTIC LABORATORIES (M) SDN. BHD.
MAL18086102AZ,N/A,N/A
MAL19920581XS,AXE BRAND MEDICATED OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL19993045AZ,INFUSOL D20,AIN MEDICARE SDN. BHD.
MAL20001622XZ,Three Legs Povidone Iodine,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL06091506X,Three Legs Green Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19920481AZ,GENTAMED INJECTION 80MG/2ML,KOMEDIC SDN BHD
MAL20091870AZ,SII Hepatitis-B Vaccine (rDNA)(Pediatric)-Single Dose 0.5ml,SM PHARMACEUTICALS SDN. BHD.
MAL21066033XZ,RinsCap ALco+ (Isopropyl Alcohol 75% v/v and Chlorhexidine Gluconate 0.5% w/v Hand Disinfectant),AIN MEDICARE SDN. BHD.
MAL20091871AZ,SII Hepatitis-B Vaccine (rDNA)(Adult)-Single Dose 1ml,SM PHARMACEUTICALS SDN. BHD.
MAL20000851AZ,ZOBID INJECTION 3ML,SM PHARMACEUTICALS SDN. BHD.
MAL19051007AZ,N/A,N/A
MAL19993075AZ,FUSIX INJECTION 20MG/2ML,SM PHARMACEUTICALS SDN. BHD.
MAL19986084T,ARNICA COMP GEL,BIO-PHARMACEUTICALS SDN. BHD.
MAL06011719X,GNC Vitamin C 500 with Rose Hips Timed Release,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL20002296XRZ,VITAMIN C-1000 PROLONGED RELEASE,21ST CENTURY PRODUCTS SDN. BHD.
MAL14125073AZ,Pharmaniaga Labetalol Hydrochloride 25mg/5ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL13035064AZ,SII Tetanus Toxoid Vaccine Adsorbed,SM PHARMACEUTICALS SDN. BHD.
MAL19940741X,[TIMEOUT ERROR],
MAL08082444XZ,B-cobal Film-coated tab,AV MANUFACTURING SDN.BHD
MAL21066021AZ,LYCAN INJECTION 2% W/V,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013115AZ,MOBITIL INJECTION 20ML VL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19987004AZ,VOREN SUPPOSITORIES 12.5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL10070594AZ,N/A,N/A
MAL19961319AZ,Pharmaniaga Lidocaine Hydrochloride 2% w/v Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19890672AZ,Shincort Injection 40mg/mL (1mL Amp),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19912381XZ,PINETARSOL GEL,EGO PHARM MALAYSIA SDN. BHD.
MAL19985178AZ,VOTMINE INJECTION 10ML VIAL (50MG/ML),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19016004AZ,ATC Vitamin B12 Injection 1000mcg/ml (10ml),ATLANTIC LABORATORIES (M) SDN. BHD.
MAL20013175X,Three Legs Wintergreen Liniment,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL06061674ARZ,"Suxamethonium Chloride-Fresenius 100mg/2ml, Injection",FRESENIUS KABI MALAYSIA SDN. BHD
MAL17075017AZ,YSP Salbutamol Injection 0.5mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL15045138AZ,Pharmaniaga Furosemide 20mg/2mL Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19973681AZ,OPTIMOL EYE DROP 0.5%,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20000738AZ,KETAZON SHAMPOO,SPG PHARMA (MALAYSIA) SDN BHD
MAL16015037AZ,YSP Bufencon Injection,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013445AZ,SHRIZINE INJECTION 25MG/ML,SM PHARMACEUTICALS SDN. BHD.
MAL19961324AZ,Pharmaniaga Atropine Sulphate 1mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19992399AZ,N/A,N/A
MAL19912644XZ,N/A,N/A
MAL10053667AZ,VAXCEL LIGNOCAINE 2% INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL19890670AZ,RASITOL INJECTION 20MG/2ML (AMP),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL09080813T,Appeton Essentials Memotab,KOTRA PHARMA (M) SDN. BHD.
MAL19973688AZ,LOXIN INJECTION (5ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL05041947XZ,GNC Folic Acid 800 mcg,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL20016152XC,Geliga Balm Cap Kris,SYARIKAT MYP SDN. BHD.
MAL20051348AZ,PENATONE INJECTION 4MG/ML (2ML AMPOULE),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19993044AZ,INFUSOL D10,AIN MEDICARE SDN. BHD.
MAL19985171AZ,AKOSET INJECTION 2ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL06061531X,Three Legs White Balsem,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19962087AZ,INFUSOL NS,AIN MEDICARE SDN. BHD.
MAL19984031AZ,KANOX 50MG/ML INJECTION (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19890671AZ,SHINCORT INJECTION 10MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19984020AZ,SETISIN INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL10100038X,QV Flare Up Bath Oil,EGO PHARM MALAYSIA SDN. BHD.
MAL20014356AZ,INFUSOL D40,AIN MEDICARE SDN. BHD.
MAL20051411AZ,UNIHEPA 5000IU/ML INJECTION (5ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20014497AZ,CEF-3 INJECTION IM (1G),SPG PHARMA (MALAYSIA) SDN BHD
MAL20041268AZ,N/A,N/A
MAL19962862AZ,ANALPAN INJECTION 25MG/ML (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL20014357AZ,INFUSOL D50,AIN MEDICARE SDN. BHD.
MAL15025043AZ,Trovite IV Injection,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19870958AZ,HERPESAN GEL 2%,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20041207AZ,[TIMEOUT ERROR],
MAL20126016AZ,ONDRIN INJECTION 4MG/2ML,SM PHARMACEUTICALS SDN. BHD.
MAL15105034AZ,ONDATRON (ONDANSETRON INJECTION BP 2mg/mL),AIN MEDICARE SDN. BHD.
MAL21017001AZ,INJECSOL LIG2P (Lignocaine Hydrochloride Injection 2% w/v with Preservative),AIN MEDICARE SDN. BHD.
MAL19920482AZ,MABRON INJECTION,KOMEDIC SDN BHD
MAL08042479AZ,GEMITA for Injection 200mg,FRESENIUS KABI MALAYSIA SDN. BHD
MAL08111949XR,N/A,N/A
MAL20034664ACZ,"MIDAZOLAM-HAMELN 5MG/ML INJECTION,1ML",IMEKS PHARMA SDN. BHD.
MAL04030533X,Flavettes Vitamin C with Calcium Time Release 1000mg,Duopharma Marketing Sdn. Bhd.
MAL19021009AZ,Pharmaniaga Noradrenaline 1mg/mL Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19983954X,MINYAK HANGAT AFIAT (LINIMENT),Syarikat Minyak Afiat Sdn Bhd
MAL20014201AZ,SII DIPHTHERIA & TETANUS VACCINE ADSORBED (PEDIATRIC) 20 DOSE,SM PHARMACEUTICALS SDN. BHD.
MAL19930530AZ,PENTASA SUPPOSITORIES 1G,Ferring Sdn. Bhd.
MAL19912973ACZ,SALOFALK ENEMAS,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL14055016AZ,Dexamed Injection 8mg/2ml,KOMEDIC SDN BHD
MAL19912742AZ,PENTASA ENEMA,Ferring Sdn. Bhd.
MAL19920712AZ,INFUSOL S3,AIN MEDICARE SDN. BHD.
MAL20040963AZ,DURATOCIN RTS 100mcg/ml,Ferring Sdn. Bhd.
MAL17065024AZ,Vaxcel Granisetron 1mg/ml Injection,KOTRA PHARMA (M) SDN. BHD.
MAL04125501X,GNC Natural E 400 IU Softgel,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL20031761ARZ,VOLUVEN 6% (FREEFLEX WITH OVERWRAP),FRESENIUS KABI MALAYSIA SDN. BHD
MAL20021414AZ,Zycort Injection 100mg,SM PHARMACEUTICALS SDN. BHD.
MAL19962863AZ,ANALPAN INJECTION 75MG/3ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19016091ACRZ,Erysaa Prefilled Syringe 2000IU/0.5mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19986556XC,TIGER & STORK BRAND MEDICATED OIL,WENG HARNG ENTERPRISE
MAL11070004AZ,Fytosid Injection (20mg/ml),FRESENIUS KABI MALAYSIA SDN. BHD
MAL18026038XC,Hundred Koyok Classic,JWP Medical Sdn. Bhd.
MAL12050012XZ,Pinetarsol Gel Tar 1.6% w/w,EGO PHARM MALAYSIA SDN. BHD.
MAL20014355AZ,INFUSOL D30,AIN MEDICARE SDN. BHD.
MAL20014321AZ,CEF-4 500MG INJECTION,SPG PHARMA (MALAYSIA) SDN BHD
MAL19921171XZ,ARFEN 125 SUPPOSITORIES,KOMEDIC SDN BHD
MAL20031943AZ,Tuberculin PPD RT 23 AJV,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL21046016AZ,Linmycin Injection 300mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19950395ARZ,SOOV BITE,EGO PHARM MALAYSIA SDN. BHD.
MAL06100579AZ,N/A,N/A
MAL20033496AZ,OLFEN-50,MEPHARM (MALAYSIA) SDN. BHD.
MAL20034830X,MUCIL 100,IMEKS PHARMA SDN. BHD.
MAL06071077AZ,Sonap Forte Caplet 550mg,IMEKS PHARMA SDN. BHD.
MAL19920731AZ,PERIZOL 2G,AIN MEDICARE SDN. BHD.
MAL06061514AZ,DB Sodium Bicarbonate 8.4% w/v Injection,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19900659AZ,CLOPIXOL-ACUPHASE INJ 50MG/ML (1ML),Lundbeck Malaysia Sdn. Bhd.
MAL19970516AZ,KISAN INJECTION 10MG/ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20020722X,OK Orang Kampung Minyak Hijau,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL18016139ARZ,N/A,N/A
MAL19962866AZ,ACUGESIC 50MG INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19993046AZ,INFUSOL HSD5,AIN MEDICARE SDN. BHD.
MAL19973343AZ,[TIMEOUT ERROR],
MAL20001821AZ,METROLEX INJECTION,SPG PHARMA (MALAYSIA) SDN BHD
MAL19970235XC,UBAT MINYAK GELIGA,SYARIKAT MYP SDN. BHD.
MAL20040058AZ,KETOBID SHAMPOO,SM PHARMACEUTICALS SDN. BHD.
MAL19890246AZ,BETAMOX GRANULE 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL07081653X,Appeton Essentials Teengrow,KOTRA PHARMA (M) SDN. BHD.
MAL09042388AZ,Edeline Injection 30 mg/ml,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19912398XR,N/A,N/A
MAL07122833X,Coenzyme Q10 75mg,HERBAL SCIENCE SDN. BHD.
MAL20014492AZ,CEF-3 INJECTION IV (250MG),SPG PHARMA (MALAYSIA) SDN BHD
MAL20034631ACZ,BACTIFLOX-500 LACTAB,MEPHARM (MALAYSIA) SDN. BHD.
MAL19970964AZ,LARTIL INJECTION 1ML (12.5 MG/ML),DUOPHARMA (M) SENDIRIAN BERHAD
MAL18086154AZ,Pharmaniaga Dopamine Hydrochloride 40mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL20126126AZ,Hanlim Vasopressin Injection 20 IU/mL,IMEKS PHARMA SDN. BHD.
MAL15125037AZ,YSP Knowful Injection 200mg/ml.,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20000291AZ,DOSANAC INJECTION,SPG PHARMA (MALAYSIA) SDN BHD
MAL19984857XZ,APPETON ESSENTIALS ACTIV-C 250 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL19961320AZ,Pharmaniaga Ephedrine Hydrochloride 30mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19985174AZ,TALGESIL INJECTION 0.1MG/2ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19993047AZ,INFUSOL HM,AIN MEDICARE SDN. BHD.
MAL08042250X,Appeton Essentials Msteen,KOTRA PHARMA (M) SDN. BHD.
MAL09100308X,OK Orang Kampung Bam Serai Plus,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL05041940AZ,MUCO-AID LIQUID,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL13125011AZ,LYDOCAN INJECTION 2%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992771AZ,INFUSOL HS,AIN MEDICARE SDN. BHD.
MAL21056029AZ,INJECSOL MgSO4 (Magnesium Sulfate 50% w/v Concentrated Injection),AIN MEDICARE SDN. BHD.
MAL19992765AZ,INFUSOL NSD5,AIN MEDICARE SDN. BHD.
MAL19970963AZ,COPAN INJECTION 1ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL08061682X,Donna Glucosamine 1500mg Sachet,Duopharma Marketing Sdn. Bhd.
MAL16045055AZ,Docetaxel Injection Concentrate 20mg/ml Daxotel,FRESENIUS KABI MALAYSIA SDN. BHD
MAL15065045AZ,VOREN INJECTION VIAL 25MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL17107076ACRZ,MINIRIN Oral Lyophilisate for sublingual 120mcg,Ferring Sdn. Bhd.
MAL10100179AZ,VAXCEL PANTOPRAZOLE 40 MG INJECTION,KOTRA PHARMA (M) SDN. BHD.
MAL20014360AZ,INFUSOL QSD10,AIN MEDICARE SDN. BHD.
MAL19992203XC,GELIGA AROMA,SYARIKAT MYP SDN. BHD.
MAL20002270AZ,UNOCEF INJECTION 500MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19991202XZ,APPETON ESSENTIALS ACTIV-C 500 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL19913162XR,EGOPSORYL TA GEL,EGO PHARM MALAYSIA SDN. BHD.
MAL19940370AZ,Shincort Injection 40mg/mL (5mL Vial),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL07091040ACZ,Iomeron 350 Injection,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19992768AZ,INFUSOL QSD1,AIN MEDICARE SDN. BHD.
MAL20014493AZ,CEF-3 INJECTION IV (500MG),SPG PHARMA (MALAYSIA) SDN BHD
MAL15095018AZ,YSP SHINCORT INJECTION 40MG/ML,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19920729AZ,PERITONIL H2,AIN MEDICARE SDN. BHD.
MAL20014320AZ,CEF-4 1G INJECTION,SPG PHARMA (MALAYSIA) SDN BHD
MAL20000373AZ,REKAXIME INJECTION 1000MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL10012456XZ,APPETON ACTIV-C (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL19990579AZ,[TIMEOUT ERROR],
MAL20086021X,Rohto Eye Wash (Distilled Witch Hazel 13%v/v),ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD.
MAL19992598AZ,MUCOLEX INJECTION (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19961336AZ,Pharmaniaga Cyanocobalamin 100mcg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19987358XZ,SHINE VITAMIN-B COMPLEX,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19984028AZ,BICAFAR 1G STERILE,DUOPHARMA (M) SENDIRIAN BERHAD
MAL07061572XZ,Enerlyte Oral Rehydration Salts (Natural),Duopharma Marketing Sdn. Bhd.
MAL20116002ACRZ,Nocdurna Oral Lyophilisate for Sublingual 25 mcg,Ferring Sdn. Bhd.
MAL10120023ACZ,Glyceryl Trinitrate-hameln 1mg/ml Injection,IMEKS PHARMA SDN. BHD.
MAL19973008AZ,LAKAN INJECTION 2% (10ML VIAL),DUOPHARMA (M) SENDIRIAN BERHAD
MAL12075078AZ,INJECSOL LIG2 (LIGNOCAINE HYDROCHLORIDE INJECTION 2% w/v),AIN MEDICARE SDN. BHD.
MAL10080041AZ,GEMITA for Injection 1400 mg,FRESENIUS KABI MALAYSIA SDN. BHD
MAL20051326AZ,CARDIAMED INJECTION 1MG/1ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19890622AZ,DECAN INJECTION 2MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20014496AZ,CEF-3 INJECTION IM (500MG),SPG PHARMA (MALAYSIA) SDN BHD
MAL19963170AZ,INTAPAN INJECTION 1ML (10MG/ML) AMPOULE,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19870643AZ,DEXASONE INJECTION 5MG (1ML AMP),ATLANTIC LABORATORIES (M) SDN. BHD.
MAL23116006AZ,INJECSOL KDP (Potassium Dihydrogen Phosphate 13.6% w/v Concentrated Injection BP),AIN MEDICARE SDN. BHD.
MAL07010967X,Sebitar Scalp Cleansing Treatment,EGO PHARM MALAYSIA SDN. BHD.
