input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Domínguez,A ACIDO,Domínguez,A ACIDO,retinoic acid,Keratolytic,0.05% cr.x 10 g,6422.79,2025-12-30,2026-01-02T16:29:26,Recognized Product,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Domínguez,A ACIDO,Domínguez,A ACIDO,retinoic acid,Keratolytic,0.1% cr.x 10 g,7602.14,2025-12-30,2026-01-02T16:29:26,Recognized Product,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Domínguez,A ACIDO,Domínguez,A ACIDO,retinoic acid,Keratolytic,0.2% cr.x 10 g,8326.16,2025-12-30,2026-01-02T16:29:26,Recognized Product,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Domínguez,A ACIDO EMOLIENTE,Domínguez,A ACIDO EMOLIENTE,retinoic acid,Keratolytic,0.025% cr.x 30 g,15142.01,2025-12-30,2026-01-02T16:29:37,Recognized Product,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Veinfar,AGUA DESTILADA,Veinfar,AGUA DESTILADA,soluc.parent/fisiol/glucos/others,Distilled water,a.x 100 x 5 ml,268210.0,2025-08-11,2026-01-02T16:29:40,,,,,,,{}
Domínguez,A ACIDO VITAL,Domínguez,A ACIDO VITAL,retinoic acid,Keratolytic,cr.x 30 g,14783.94,2025-12-30,2026-01-02T16:29:48,Recognized Product,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Medipharma,A-VITEL,,,,,,,,2026-01-02T16:29:58,,,,,,,{}
Medipharma,A-VITEL E,,,,,,,,2026-01-02T16:30:07,,,,,,,{}
Sempre Giovane,A.H.A,,,,,,,,2026-01-02T16:30:18,,,,,,,{}
Elea,ABACAVIR ELEA,Elea,ABACAVIR ELEA,abacavir,Antiviral against HIV,300 mg comp.rec.x 60,103336.2,2025-07-09,2026-01-02T16:30:27,,,,,,,{}
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,abacavir+lamivudine,Antiviral against HIV,comp.rec.x 30,24500.0,2021-09-28,2026-01-02T16:30:36,,,,,,Imported,{}
Austral,AMOXITRAL,Austral,AMOXITRAL,amoxicillin,Antibiotic,1 g comp.x 16,22917.6,2025-09-23,2026-01-02T16:30:42,,,Fixed Amount Coverage,15472.39,7445.21,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7445.21, ""AF"": 15472.39}}"
Austral,AMOXITRAL,Austral,AMOXITRAL,amoxicillin,Antibiotic,500 mg tablets x 21,9545.45,2025-09-23,2026-01-02T16:30:42,,,Fixed Amount Coverage,2100.24,7445.21,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 7445.21, ""AF"": 2100.24}}"
Elea,ABARAX,Elea,ABARAX,benznidazole,Antichagasic,100 mg tablets x 100,96494.06,2025-12-17,2026-01-02T16:30:47,Recognized Product,,Recognized Product,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Producto Reconocido""}}"
Elea,ABARAX,Elea,ABARAX,benznidazole,Antichagasic,50 mg comp.x 100,60149.6,2025-12-17,2026-01-02T16:30:47,Recognized Product,,Recognized Product,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Producto Reconocido""}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxaban,Antithrombotic,10 mg x 10 tablets,49985.0,2025-12-16,2026-01-02T16:30:57,,,Fixed Amount Coverage,,,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxaban,Antithrombotic,10 mg x 30 tablets,116127.0,2025-12-16,2026-01-02T16:30:57,,,Fixed Amount Coverage,,,,"{""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxaban,Antithrombotic,15 mg x 30 tablets,110483.0,2025-12-16,2026-01-02T16:30:57,,,Fixed Amount Coverage,,,,"{""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxaban,Antithrombotic,2.5 mg x 30 tablets,59765.0,2025-12-16,2026-01-02T16:30:57,,,Fixed Amount Coverage,,,,"{""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ABAXON,Roemmers,ABAXON,rivaroxaban,Antithrombotic,20 mg x 30 tablets,119577.0,2025-12-16,2026-01-02T16:30:57,,,Fixed Amount Coverage,,,,"{""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Teva Argentina,ABELCET,Teva Argentina,ABELCET,amphotericin B lipid complex,Antibiotic Antifungal,100 mg f.a.x 20 ml,694469.82,2025-12-01,2026-01-02T16:31:07,,,,,,Imported,{}
Biotechno Pharma,ABERIC,Biotechno Pharma,ABERIC,abiraterone acetate,Antineoplastic,250 mg tablets x 120,8546235.47,2025-05-28,2026-01-02T16:31:17,,,,,,,{}
B-Life,ABINTRA,B-Life,ABINTRA,arginine+assoc.,Specific medically recommended foods.,sachet x 27 g,29430.73,2025-09-29,2026-01-02T16:31:27,,,,,,Imported,{}
Celnova Argentina,ABIRANOVA,Celnova Argentina,ABIRANOVA,abiraterone acetate,Antineoplastic,250 mg tablets x 120,8427456.46,2025-12-23,2026-01-02T16:31:38,,,,,,,{}
Lepetit,AMOXITRAL,Lepetit,AMOXITRAL,amoxicillin,Antibiotic,500 mg susp. x 90 ml,8546.43,2025-09-23,2026-01-02T16:31:40,,,Fixed Amount Coverage,4877.48,3668.95,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3668.95, ""AF"": 4877.48}}"
Lafedar,ABIRATERON-A,,,,,,,,2026-01-02T16:31:57,,,,,,,{}
Glenmark,ABIRATERONA GLENMARK,Glenmark,ABIRATERONA GLENMARK,abiraterone acetate,Antineoplastic,250 mg tablets x 120,9371297.08,2025-11-17,2026-01-02T16:31:58,,,,,,Imported,{}
Duncan,ABLOOM,Duncan,ABLOOM,amlodipine,Antianginal Antihypertensive,10 mg tablets x 30,17549.54,2025-08-02,2026-01-02T16:32:07,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Duncan,ABLOOM 5,Duncan,ABLOOM 5,amlodipine,Antianginal Antihypertensive,5 mg tablets x 30,6687.34,2024-02-09,2026-01-02T16:32:17,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Adjuvant in oncology,0.02 mg inj.a.x 8,376065.5,2025-12-30,2026-01-02T16:32:27,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Adjuvant in oncology,0.2 mg inj.a.x 8,376065.5,2025-12-30,2026-01-02T16:32:27,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Adjuvant in oncology,2 mg inj.a.x 8,376065.5,2025-12-30,2026-01-02T16:32:27,,,,,,,{}
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,viscum album l,Adjuvant in oncology,20 mg inj.a.x 8,376065.5,2025-12-30,2026-01-02T16:32:27,,,,,,,{}
Valuge,ABRALUX,Valuge,ABRALUX,synthetic wax + glycerin,Abrasive cleaning,cr.x 60 g (VL),29314.51,2026-01-01,2026-01-02T16:32:37,,,,,,,{}
Medisol,AMOXOL 1000,Medisol,AMOXOL 1000,amoxicillin,Antibiotic,1000 mg tablets x 10,9800.0,2025-12-15,2026-01-02T16:32:39,Recognized Product,,Fixed Amount Coverage,6524.0,3276.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3276.0, ""AF"": 6524.0}}"
Bristol,ABRAXANE,Bristol,ABRAXANE,paclitaxel albumin,Antineoplastic,100 mg inj.liof.f.a.x 1,6910664.91,2026-01-02,2026-01-02T16:32:46,,,,,,,{}
Eczane,ABRIKAT,Eczane,ABRIKAT,acalabrutinib,Antineoplastic,100 mg caps.x 60,17338693.66,2026-01-02,2026-01-02T16:32:57,,,,,,,{}
Pfizer,ABRILADA,Pfizer,ABRILADA,adalimumab,Tumor necrosis factor inhibition,40mg/0.8ml lap.prell.x 2,1242355.75,2025-12-23,2026-01-02T16:33:07,,,,,,Imported,{}
Pfizer,ABRYSVO,Pfizer,ABRYSVO,syncytial virus antigen resp.,Respiratory syncytial virus vaccine,fco.a.liof.x1+disolv.x1,323952.13,2025-12-23,2026-01-02T16:33:17,,,,,,Imported,{}
F & F Farma,AC QUAXA,F & F Farma,AC QUAXA,piroctone olamine,Anti-dandruff,shampoo x 200 ml (VL),28000.0,2025-12-15,2026-01-02T16:33:27,,,,,,,{}
Jayor,ACALASTATERA,Jayor,ACALASTATERA,acalabrutinib,Antineoplastic,100 mg caps.x 60,15046477.89,2025-09-04,2026-01-02T16:33:37,,,,,,,{}
Sanitas,AMOXOL 1000,Sanitas,AMOXOL 1000,amoxicillin,Antibiotic,1000 mg tablets x 14,15858.0,2025-12-15,2026-01-02T16:33:43,,,,,,,{}
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginal,120 mg tablets x 20,11966.0,2025-11-20,2026-01-02T16:33:46,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginal,120 mg tablets x 50,32552.0,2025-11-20,2026-01-02T16:33:46,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginal,60 mg tablets x 50,12959.0,2025-11-20,2026-01-02T16:33:46,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX,Roemmers,ACALIX,diltiazem,Antianginal,90 mg tablets x 50,14674.0,2025-11-20,2026-01-02T16:33:46,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX AP,Roemmers,ACALIX AP,diltiazem,Antihypertensive,120 mg caps.x 30,30986.0,2025-11-20,2026-01-02T16:33:57,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX CRONOS,Roemmers,ACALIX CRONOS,diltiazem,Antianginal,180 mg caps. x 30,32394.0,2025-11-20,2026-01-02T16:34:08,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX CRONOS,Roemmers,ACALIX CRONOS,diltiazem,Antianginal,240 mg caps.x 30,46862.0,2025-11-20,2026-01-02T16:34:08,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Roemmers,ACALIX CRONOS,Roemmers,ACALIX CRONOS,diltiazem,Antianginal,300 mg caps. x 30,52535.0,2025-11-20,2026-01-02T16:34:08,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxone,Antibiotic,1 g IM f.a.x 1,22667.57,2025-12-12,2026-01-02T16:34:17,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxone,Antibiotic,1 g IM f.a.x 3,99571.18,2025-12-12,2026-01-02T16:34:17,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxone,Antibiotic,1 g IV f.a.x 1,16042.43,2025-12-12,2026-01-02T16:34:17,,,Fixed Amount Coverage,,,,"{""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxone,Antibiotic,2 g IV f.a.x 1,31565.55,2025-12-12,2026-01-02T16:34:17,,,Fixed Amount Coverage,,,,"{""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Siegfried,ACANTEX,Siegfried,ACANTEX,ceftriaxone,Antibiotic,500 mg IM f.a.x 1,11739.08,2025-12-12,2026-01-02T16:34:17,Recognized Product,,Fixed Amount Coverage,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Olbia Pharma,ACCELON,Olbia Pharma,ACCELON,omega 3,Dietary supplement,30 caps (VL),14913.25,2025-02-05,2026-01-02T16:34:27,,,,,,,{}
Olbia Pharma,ACCELON,Olbia Pharma,ACCELON,omega 3,Dietary supplement,60 caps (VL),26317.5,2025-02-05,2026-01-02T16:34:27,,,,,,,{}
Olbia Pharma,ACCELON,Olbia Pharma,ACCELON,omega 3,Dietary supplement,90 caps (VL),40353.5,2025-02-05,2026-01-02T16:34:27,,,,,,,{}
Coloplast,ACCESORIOS PARA FISTULAS,Coloplast,ACCESORIOS PARA FISTULAS,accessory,Accessories,box x 10 code 14041 (VL),374537.98,2025-11-01,2026-01-02T16:34:37,,,,,,,{}
Cassará,AMOXOL 500,Cassará,AMOXOL 500,amoxicillin,Antibiotic,oral suspension x 120 ml,11400.0,2025-11-17,2026-01-02T16:34:39,,,Fixed Amount Coverage,6606.63,4793.37,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4793.37, ""AF"": 6606.63}}"
Cassará,AMOXOL 500,Cassará,AMOXOL 500,amoxicillin,Antibiotic,oral suspension x 90 ml,7800.0,2025-11-17,2026-01-02T16:34:39,Recognized Product,,Fixed Amount Coverage,4131.05,3668.95,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3668.95, ""AF"": 4131.05}}"
Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,,,,,,,,2026-01-02T16:34:49,,,,,,,{}
Roche Diabetes,ACCU-CHEK ACTIVE KIT,,,,,,,,2026-01-02T16:34:58,,,,,,,{}
Roche Diabetes,ACCU-CHEK FASTCLIX,,,,,,,,2026-01-02T16:35:08,,,,,,,{}
Roche Diabetes,ACCU-CHEK FASTCLIX KIT,,,,,,,,2026-01-02T16:35:16,,,,,,,{}
Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,,,,,,,,2026-01-02T16:35:26,,,,,,,{}
Roche Diabetes,ACCU-CHEK GUIDE,,,,,,,,2026-01-02T16:35:37,,,,,,,{}
Medisol,AMOXOL 500,Medisol,AMOXOL 500,amoxicillin,Antibiotic,500 mg tablets x 10,4400.0,2025-02-24,2026-01-02T16:35:39,Recognized Product,,Fixed Amount Coverage,2844.0,1556.0,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 1556.0, ""AF"": 2844.0}}"
Roche Diabetes,ACCU-CHEK GUIDE CONTROL,,,,,,,,2026-01-02T16:35:47,,,,,,,{}
Roche Diabetes,ACCU-CHEK GUIDE KIT,,,,,,,,2026-01-02T16:35:57,,,,,,,{}
Roche Diabetes,ACCU-CHEK PERFORMA 25,,,,,,,,2026-01-02T16:36:07,,,,,,,{}
Roche Diabetes,ACCU-CHEK PERFORMA 50,,,,,,,,2026-01-02T16:36:17,,,,,,,{}
Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,,,,,,,,2026-01-02T16:36:27,,,,,,,{}
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,,,,,,,,2026-01-02T16:36:36,,,,,,,{}
Fabop,ATIBAX,Fabop,ATIBAX,ciprofloxacin,Antibiotic,500 mg comp.x 90,42584.04,2025-12-03,2026-01-02T16:36:38,,,,,,,{}
Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,,,,,,,,2026-01-02T16:36:47,,,,,,,{}
Sanitas,ACEITE DE ALMENDRAS EWE,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,Dermatocosmetics,fco.x 30 ml (VL),5130.0,2025-12-15,2026-01-02T16:36:57,,,,,,,{}
Sanitas,ACEITE DE ALMENDRAS EWE,Sanitas,ACEITE DE ALMENDRAS EWE,almond oil,Dermatocosmetics,fco.x 50 ml (VL),6960.0,2025-12-15,2026-01-02T16:36:57,,,,,,,{}
Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,almond oil,Dermatocosmetics,fco. dropper x 30 ml (VL),15530.0,2025-12-15,2026-01-02T16:37:07,,,,,,,{}
Sanitas,ACEITE DE ARGAN EWE,Sanitas,ACEITE DE ARGAN EWE,argan oil+vit.e,Dermatocosmetics,env.x 50 ml (VL),18410.0,2025-12-15,2026-01-02T16:37:17,,,,,,,{}
Sidus,ACEITE DE CHIA CORMILLOT,Sidus,ACEITE DE CHIA CORMILLOT,chia oil,Dietary supplement,caps.bl.x 30 (VL),1183.86,2021-06-09,2026-01-02T16:37:27,,,,,,,{}
San Ceferino,ACEITE DE COCO NEUTRO,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,Dermatological,fco.x 360 ml (VL),15146.7,2025-11-18,2026-01-02T16:37:37,,,,,,,{}
