Generic Name,Currency,Ex Factory Wholesale Price,Unit Price,Region,Product Group,Marketing Authority,Local Pack Description,Formulation,Fill Size,Strength,Strength Unit,LOCAL_PACK_CODE
CÉFOTAXIME SODIQUE,CAD,166.86,16.686,NORTH AMERICA,Céfotaxime,sodique pour Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02434105
CEFPROZIL,CAD,43.32,0.4332,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,100,250,MG,02293528
CEFPROZIL,CAD,84.94,0.8494,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,100,250,MG,02347253
CEFPROZIL,CAD,84.94,0.8494,NORTH AMERICA,Sandoz Cefprozil,Sandoz,Co. 250 mg,Co,100,250,MG,02302187
CEFPROZIL,CAD,84.94,0.8494,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,100,250,MG,02293536
CEFPROZIL,CAD,7.28,0.097,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,75,250,MG,02347261
CEFPROZIL,CAD,9.7,0.097,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,100,250,MG,02347261
CEFPROZIL,CAD,7.28,0.097,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,75,250,MG,02329204
CEFPROZIL,CAD,9.7,0.097,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,100,250,MG,02329204
CEFPROZIL,CAD,14.54,0.1938,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,75,250,MG,02347288
CEFPROZIL,CAD,19.38,0.1938,NORTH AMERICA,Auro-Cefprozil,AuroPharma,Co. 250 mg,Co,100,250,MG,02347288
CEFPROZIL,CAD,14.54,0.1938,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,75,250,MG,02293579
CEFPROZIL,CAD,19.38,0.1938,NORTH AMERICA,Taro-Cefprozil,Sun Pharma,Co. 250 mg,Co,100,250,MG,02293579
CEFTAZIDIME (PENTAHYDRATE DE),CAD,18.85,,NORTH AMERICA,Ceftazidime,pour injection Fresenius,Pd. Inj. 1 g,Pd. Inj,1,1,G,00886971
CEFTAZIDIME (PENTAHYDRATE DE),CAD,188.5,18.85,NORTH AMERICA,Ceftazidime,pour injection Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02437848
BP,CAD,37.1,,NORTH AMERICA,Ceftazidime,pour injection Fresenius,Pd. Inj. 2 g,Pd. Inj,1,2,G,00886955
BP,CAD,371.0,37.1,NORTH AMERICA,Ceftazidime,pour injection Sterimax,Pd. Inj. 2 g,Pd. Inj,10,2,G,02437856
BP,CAD,111.29,,NORTH AMERICA,Ceftazidime,pour injection Fresenius,Pd. Inj. 6 g,Pd. Inj,1,6,G,00886963
BP,CAD,111.29,,NORTH AMERICA,Ceftazidime,pour injection Sterimax,Pd. Inj. 6 g,Pd. Inj,1,6,G,02437864
CEFTRIAXONE SODIQUE,CAD,124.9,12.49,NORTH AMERICA,Ceftriaxone,Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02325616
CEFTRIAXONE SODIQUE,CAD,124.9,12.49,NORTH AMERICA,Ceftriaxone,pour injection Sandoz,Pd. Inj. 1 g,Pd. Inj,10,1,G,02292270
CEFTRIAXONE SODIQUE,CAD,12.49,,NORTH AMERICA,Ceftriaxone,sodique pour Novopharm,Pd. Inj. 1 g,Pd. Inj,1,1,G,02287633
CEFTRIAXONE SODIQUE,CAD,344.85,34.485,NORTH AMERICA,Ceftriaxone,Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02325624
CEFTRIAXONE SODIQUE,CAD,344.85,34.485,NORTH AMERICA,Ceftriaxone,pour injection Sandoz,Pd. Inj. 1 g,Pd. Inj,10,1,G,02292289
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,Sterimax,Pd. Inj. 1 g,Pd. Inj,1,1,G,02325632
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,pour injection Apotex,Pd. Inj. 1 g,Pd. Inj,1,1,G,02292904
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,sodique pour Novopharm,Pd. Inj. 1 g,Pd. Inj,1,1,G,02287668
CEFTRIAXONE SODIQUE,CAD,107.1,,NORTH AMERICA,Ceftriaxone,sodique pour Sandoz,Pd. Inj. 1 g,Pd. Inj,1,1,G,02292297
CEFTRIAXONE SODIQUE,CAD,56.43,5.643,NORTH AMERICA,Ceftriaxone,pour injection Apotex,Pd. Inj. 1 g,Pd. Inj,10,1,G,02292866
CEFTRIAXONE SODIQUE,CAD,56.43,5.643,NORTH AMERICA,Ceftriaxone,sodique pour Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02325594
CÉFUROXIME AXETIL,CAD,25.16,0.4194,NORTH AMERICA,Apo-Cefuroxime,Apotex,Co. 250 mg,Co,60,250,MG,02244393
CÉFUROXIME AXETIL,CAD,41.94,0.4194,NORTH AMERICA,Apo-Cefuroxime,Apotex,Co. 250 mg,Co,100,250,MG,02244393
CÉFUROXIME AXETIL,CAD,25.16,0.4194,NORTH AMERICA,Auro-Cefuroxime,AuroPharma,Co. 250 mg,Co,60,250,MG,02344823
CÉFUROXIME AXETIL,CAD,25.16,0.4194,NORTH AMERICA,JAMP Cefuroxime,Jamp,Co. 250 mg,Co,60,250,MG,02547198
CÉFUROXIME AXETIL,CAD,49.85,0.8308,NORTH AMERICA,Apo-Cefuroxime,Apotex,Co. 500 mg,Co,60,500,MG,02244394
CÉFUROXIME AXETIL,CAD,83.08,0.8308,NORTH AMERICA,Apo-Cefuroxime,Apotex,Co. 500 mg,Co,100,500,MG,02244394
CÉFUROXIME AXETIL,CAD,49.85,0.8308,NORTH AMERICA,Auro-Cefuroxime,AuroPharma,Co. 500 mg,Co,60,500,MG,02344831
CÉFUROXIME AXETIL,CAD,49.85,0.8308,NORTH AMERICA,JAMP Cefuroxime,Jamp,Co. 500 mg,Co,60,500,MG,02547201
CÉFUROXIME AXETIL,CAD,11.57,0.1653,NORTH AMERICA,Ceftin,Sandoz,Co. 500 mg,Co,70,500,MG,02212307
CÉFUROXIME AXETIL,CAD,16.52,0.1652,NORTH AMERICA,Ceftin,Sandoz,Co. 500 mg,Co,100,500,MG,02212307
CÉFUROXIME SODIQUE,CAD,28.04,,NORTH AMERICA,Céfuroxime,pour injection Fresenius,"Pd. Inj. 1,5 g",Pd. Inj,1,1.5,G,02241639
CÉFUROXIME SODIQUE,CAD,701.0,28.04,NORTH AMERICA,Céfuroxime,pour injection Hikma,"Pd. Inj. 1,5 g",Pd. Inj,25,1.5,G,02422301
USP,CAD,1051.4,105.14,NORTH AMERICA,Céfuroxime,pour injection Hikma,"Pd. Inj. 7,5 g",Pd. Inj,10,7.5,G,02422328
USP,CAD,14.01,,NORTH AMERICA,Céfuroxime,pour injection Fresenius,Pd. Inj. 750 mg,Pd. Inj,1,750,MG,02241638
USP,CAD,350.25,14.01,NORTH AMERICA,Céfuroxime,pour injection Hikma,Pd. Inj. 750 mg,Pd. Inj,25,750,MG,02422298
CÉPHALEXINE (MONOHYDRATE DE),CAD,8.66,0.0866,NORTH AMERICA,Apo-Cephalex,Apotex,Co. ou Caps. 250 mg,Co. ou Caps,100,250,MG,00768723
CÉPHALEXINE (MONOHYDRATE DE),CAD,1000.0,86.6,NORTH AMERICA,Apo-Cephalex,Apotex,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,00768723
CÉPHALEXINE (MONOHYDRATE DE),CAD,8.66,0.0866,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 250 mg,Co. ou Caps,100,250,MG,02470578
CÉPHALEXINE (MONOHYDRATE DE),CAD,43.3,0.0866,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 250 mg,Co. ou Caps,500,250,MG,02470578
CÉPHALEXINE (MONOHYDRATE DE),CAD,8.66,0.0866,NORTH AMERICA,Cephalexin,Sanis,Co. ou Caps. 250 mg,Co. ou Caps,100,250,MG,02521253
CÉPHALEXINE (MONOHYDRATE DE),CAD,8.66,0.0866,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 250 mg,Co. ou Caps,100,250,MG,02494698
CÉPHALEXINE (MONOHYDRATE DE),CAD,8.66,0.0866,NORTH AMERICA,Teva-Cephalexin,Teva Can,Co. ou Caps. 250 mg,Co. ou Caps,100,250,MG,00583413
CÉPHALEXINE (MONOHYDRATE DE),CAD,1000.0,86.6,NORTH AMERICA,Teva-Cephalexin,Teva Can,Co. ou Caps. 250 mg,Co. ou Caps,,250,MG,00583413
CÉPHALEXINE (MONOHYDRATE DE),CAD,17.31,0.1731,NORTH AMERICA,Apo-Cephalex,Apotex,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,00768715
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Apo-Cephalex,Apotex,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,00768715
CÉPHALEXINE (MONOHYDRATE DE),CAD,17.31,0.1731,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02470586
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,02470586
CÉPHALEXINE (MONOHYDRATE DE),CAD,17.31,0.1731,NORTH AMERICA,Cephalexin,Sanis,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02521261
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Cephalexin,Sanis,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,02521261
CÉPHALEXINE (MONOHYDRATE DE),CAD,17.31,0.1731,NORTH AMERICA,Cephalexin,Sivem,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02495651
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Cephalexin,Sivem,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,02495651
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Céphalexin-500,Pro Doc,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,00828866
CÉPHALEXINE (MONOHYDRATE DE),CAD,17.31,0.1731,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02494701
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,02494701
CÉPHALEXINE (MONOHYDRATE DE),CAD,17.31,0.1731,NORTH AMERICA,Teva-Cephalexin,Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,00583421
CÉPHALEXINE (MONOHYDRATE DE),CAD,86.55,0.1731,NORTH AMERICA,Teva-Cephalexin,Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,500,500,MG,00583421
CÉPHALEXINE (MONOHYDRATE DE),CAD,14.62,0.1462,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02497743
CÉPHALEXINE (MONOHYDRATE DE),CAD,21.93,0.1462,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,02497743
CÉPHALEXINE (MONOHYDRATE DE),CAD,21.93,0.1462,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,02528436
CÉPHALEXINE (MONOHYDRATE DE),CAD,14.62,0.1462,NORTH AMERICA,Lupin-Cephalexin,Lupin,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02469170
CÉPHALEXINE (MONOHYDRATE DE),CAD,21.93,0.1462,NORTH AMERICA,Lupin-Cephalexin,Lupin,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,02469170
CÉPHALEXINE (MONOHYDRATE DE),CAD,14.62,0.1462,NORTH AMERICA,Teva-Lexin,125 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,125,500,MG,00342106
CÉPHALEXINE (MONOHYDRATE DE),CAD,21.93,0.1462,NORTH AMERICA,Teva-Lexin,125 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,00342106
CÉPHALEXINE (MONOHYDRATE DE),CAD,25.73,0.2573,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02497751
CÉPHALEXINE (MONOHYDRATE DE),CAD,38.6,0.2573,NORTH AMERICA,Auro-Cephalexin,AuroPharma,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,02497751
CÉPHALEXINE (MONOHYDRATE DE),CAD,25.73,0.2573,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02528444
CÉPHALEXINE (MONOHYDRATE DE),CAD,38.6,0.2573,NORTH AMERICA,Jamp Cephalexin,Jamp,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,02528444
CÉPHALEXINE (MONOHYDRATE DE),CAD,25.73,0.2573,NORTH AMERICA,Lupin-Cephalexin,Lupin,Co. ou Caps. 500 mg,Co. ou Caps,100,500,MG,02469189
CÉPHALEXINE (MONOHYDRATE DE),CAD,38.6,0.2573,NORTH AMERICA,Lupin-Cephalexin,Lupin,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,02469189
CÉPHALEXINE (MONOHYDRATE DE),CAD,25.73,0.2573,NORTH AMERICA,Teva-Lexin,250 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,250,500,MG,00342092
CÉPHALEXINE (MONOHYDRATE DE),CAD,38.6,0.2573,NORTH AMERICA,Teva-Lexin,250 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,150,500,MG,00342092
CÉPHALEXINE (MONOHYDRATE DE),CAD,812.07,,NORTH AMERICA,Teva-Lexin,250 Teva Can,Co. ou Caps. 500 mg,Co. ou Caps,,500,MG,00342092
CÉFOXITINE SODIQUE,CAD,10.6,,NORTH AMERICA,Cefoxitine,Teva,Pd. Inj. 1 g,Pd. Inj,1,1,G,02128187
CÉFOXITINE SODIQUE,CAD,21.25,,NORTH AMERICA,Cefoxitine,Teva,Pd. Inj. 1 g,Pd. Inj,1,1,G,02128195
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection AuroPharma,Pd. Inj. 1 g,Pd. Inj,10,1,G,02492148
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection Dr Reddy's,Pd. Inj. 1 g,Pd. Inj,10,1,G,02511150
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection Fresenius,Pd. Inj. 1 g,Pd. Inj,10,1,G,02496127
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Ertapénem,pour injection Juno,Pd. Inj. 1 g,Pd. Inj,10,1,G,02490773
ERTAPÉNEM SODIQUE,CAD,464.39,46.439,NORTH AMERICA,Invanz,Merck,Pd. Inj. 1 g,Pd. Inj,10,1,G,02247437
IMIPÉNEM/ CILASTATINE SODIQUE,CAD,658.2,21.94,NORTH AMERICA,Taro-Imipenem-Cilastatin,Sun Pharma,Pd. Inj. I.V. 500 mg -500 mg,Pd. Inj. I.V,30,500,MG,02351706
MEROPENEM,CAD,184.45,18.445,NORTH AMERICA,Meropenem,Sandoz,Pd. Inj. 1 g,Pd. Inj,10,1,G,02378795
MEROPENEM,CAD,184.45,18.445,NORTH AMERICA,Meropenem,pour Injection AuroPharma,Pd. Inj. 1 g,Pd. Inj,10,1,G,02462893
MEROPENEM,CAD,184.45,18.445,NORTH AMERICA,Meropenem,pour Injection Sterimax,Pd. Inj. 1 g,Pd. Inj,10,1,G,02493349
MEROPENEM,CAD,18.45,,NORTH AMERICA,Méropénem,pour injection Jamp,Pd. Inj. 1 g,Pd. Inj,1,1,G,02536374
MEROPENEM,CAD,18.45,,NORTH AMERICA,Méropénem,"pour injection, Fresenius",Pd. Inj. 1 g,Pd. Inj,1,1,G,02415224
USP,CAD,184.45,18.445,NORTH AMERICA,Taro-Meropenem,Sun Pharma,,,10,,,02421526
USP,CAD,92.22,9.2223,NORTH AMERICA,Meropenem,Sandoz,,,10,,,02378787
USP,CAD,92.22,9.2223,NORTH AMERICA,Meropenem,pour Injection AuroPharma,,,10,,,02462885
USP,CAD,92.22,9.2223,NORTH AMERICA,Méropénem,pour injection Sterimax,,,10,,,02493330
USP,CAD,9.22,,NORTH AMERICA,Méropénem,"pour injection, Fresenius",,,1,,,02415216
USP,CAD,92.22,9.2223,NORTH AMERICA,Taro-Meropenem,Sun Pharma,,,10,,,02421518
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,AG-Azithromycin,Angita,Co. 250 mg,Co,6,250,MG,02480700
AZITHROMYCINE,CAD,94.1,0.941,NORTH AMERICA,AG-Azithromycin,Angita,Co. 250 mg,Co,100,250,MG,02480700
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Apo-Azithromycin,Z Apotex,Co. 250 mg,Co,6,250,MG,02415542
AZITHROMYCINE,CAD,94.1,0.941,NORTH AMERICA,Apo-Azithromycin,Z Apotex,Co. 250 mg,Co,100,250,MG,02415542
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Azithromycin,Altamed,Co. 250 mg,Co,6,250,MG,02477610
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Azithromycin,Sanis,Co. 250 mg,Co,6,250,MG,02330881
AZITHROMYCINE,CAD,94.1,0.941,NORTH AMERICA,Azithromycin,Sanis,Co. 250 mg,Co,100,250,MG,02330881
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Azithromycin,Sivem,Co. 250 mg,Co,6,250,MG,02442434
AZITHROMYCINE,CAD,94.1,0.941,NORTH AMERICA,Azithromycin,Sivem,Co. 250 mg,Co,100,250,MG,02442434
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,DAC Azithromycin,Dac Pharma,Co. 250 mg,Co,6,250,MG,02545969
AZITHROMYCINE,CAD,5.65,0.941,NORTH AMERICA,Jamp-Azithromycin,Jamp,Co. 250 mg,Co,6,250,MG,02452308
