WHO_ATC_Code,Local_Pack_Description_MK,Local_Pack_Description_EN,Generic_Name,Marketing_Company_MK,Marketing_Company_EN,Customized_Column_1,Pharmacy_Purchase_Price,Effective_Start_Date
L04AC07,ACTEMRA концентрат за раствор за инфузија 200 mg/10 ml 1 вијала х 10 ml/кутија,ACTEMRA concentrate for solution for infusion 200 mg/10 ml 1 vial x 10 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,18974.83,16.03.2015
L04AC07,ACTEMRA концентрат за раствор за инфузија 200 mg/10 ml 1 вијала х 10 ml/кутија,ACTEMRA concentrate for solution for infusion 200 mg/10 ml 1 vial x 10 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,18414.44,15.03.2018
L04AC07,ACTEMRA концентрат за раствор за инфузија 200 mg/10 ml 1 вијала х 10 ml/кутија,ACTEMRA concentrate for solution for infusion 200 mg/10 ml 1 vial x 10 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,16512.87,16.03.2020
L04AC07,ACTEMRA концентрат за раствор за инфузија 200 mg/10 ml 1 вијала х 10 ml/кутија,ACTEMRA concentrate for solution for infusion 200 mg/10 ml 1 vial x 10 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,15056.06,15.03.2024
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,46725.38,14.12.2011
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,43640.0,15.10.2013
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,38529.14,17.10.2014
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,37477.25,16.03.2015
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,34285.22,15.03.2018
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,32710.81,16.03.2020
L04AC07,ACTEMRA концентрат за раствор за инфузија 400 mg/20 ml 1 вијала х 20 ml/кутија,ACTEMRA concentrate for solution for infusion 400 mg/20 ml 1 vial x 20 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,29456.4,15.03.2024
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,6650.71,16.03.2020
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,6633.14,23.03.2023
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,6224.58,15.03.2024
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,54556.65,06.11.2015
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,51442.78,15.03.2018
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,51125.11,15.03.2019
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,50670.62,16.03.2020
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,47923.57,15.03.2021
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,45802.13,15.03.2022
L04AC07,"ACTEMRA раствор за инјектирање 162 mg/0,9 ml 4 наполнети инјекциски шприца х 0,9 ml/кутија",ACTEMRA solution for injection 162 mg/0.9 ml 4 pre-filled syringes x 0.9 ml/box,tocilizumab,F.Hoffmann-La Roche Ltd.,F.Hoffmann-La Roche Ltd.,H,44203.16,15.03.2024
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,9511.62,14.12.2011
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,8873.0,15.10.2013
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,7911.36,17.10.2014
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,7843.15,16.03.2015
L04AC07,ACTEMRA концентрат за раствор за инфузија 80 mg/4 ml 1 стакленa вијала х 4 ml/кутија,ACTEMRA concentrate for solution for infusion 80 mg/4 ml 1 glass vial x 4 ml/box,tocilizumab,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,H,7048.47,15.03.2018
J07AG01,"ACT-HIB прашок и вехикулум за раствор за инјектирање 10 mcg/0,5 ml 1 вијала со прашок + 1 наполнет инјекциски шприц со игла х 0,5 ml вехикулум/кутија",ACT-HIB powder and vehicle for solution for injection 10 mcg/0.5 ml 1 vial of powder + 1 pre-filled syringe with needle x 0.5 ml vehicle/box,"haemophilus influenzae B, purified antigen conjugated","Sanofi Pasteur S.A., SANOFI PASTEUR","Sanofi Pasteur S.A., SANOFI PASTEUR",H,448.73,14.03.2014
J07AG01,"ACT-HIB прашок и вехикулум за раствор за инјектирање 10 mcg/0,5 ml 10 вијали со прашок/кутија + 10 ампули со вехикулум x 0,5 ml/кутија",ACT-HIB powder and vehicle for solution for injection 10 mcg/0.5 ml 10 vials of powder/box + 10 vials of vehicle x 0.5 ml/box,"haemophilus influenzae B, purified antigen conjugated",SANOFI PASTEUR S.A.,SANOFI PASTEUR S.A.,H,4487.3,14.05.2014
B01AD02,ACTILYSE прашок и вехикулум за раствор за инјектирање/инфузија 50 mg 1 вијала х 50 mg + 1 вијала х 50 ml вехикулум/кутија,ACTILYSE powder and vehicle for solution for injection/infusion 50 mg 1 vial x 50 mg + 1 vial x 50 ml vehicle/box,alteplase,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,H,25153.0,14.12.2011
B01AD02,ACTILYSE прашок и вехикулум за раствор за инјектирање/инфузија 50 mg 1 вијала х 50 mg + 1 вијала х 50 ml вехикулум/кутија,ACTILYSE powder and vehicle for solution for injection/infusion 50 mg 1 vial x 50 mg + 1 vial x 50 ml vehicle/box,alteplase,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,H,24780.0,15.10.2013
B01AD02,ACTILYSE прашок и вехикулум за раствор за инјектирање/инфузија 50 mg 1 вијала х 50 mg + 1 вијала х 50 ml вехикулум/кутија,ACTILYSE powder and vehicle for solution for injection/infusion 50 mg 1 vial x 50 mg + 1 vial x 50 ml vehicle/box,alteplase,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,H,24638.0,14.03.2014
B01AD02,ACTILYSE прашок и вехикулум за раствор за инјектирање/инфузија 50 mg 1 вијала х 50 mg + 1 вијала х 50 ml вехикулум/кутија,ACTILYSE powder and vehicle for solution for injection/infusion 50 mg 1 vial x 50 mg + 1 vial x 50 ml vehicle/box,alteplase,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,H,24600.39,22.10.2015
B01AD02,ACTILYSE прашок и вехикулум за раствор за инјектирање/инфузија 50 mg 1 вијала х 50 mg + 1 вијала х 50 ml вехикулум/кутија,ACTILYSE powder and vehicle for solution for injection/infusion 50 mg 1 vial x 50 mg + 1 vial x 50 ml vehicle/box,alteplase,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,H,24320.0,15.03.2018
B01AD02,ACTILYSE прашок и вехикулум за раствор за инјектирање/инфузија 50 mg 1 вијала х 50 mg + 1 вијала х 50 ml вехикулум/кутија,ACTILYSE powder and vehicle for solution for injection/infusion 50 mg 1 vial x 50 mg + 1 vial x 50 ml vehicle/box,alteplase,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,BOEHRINGER Ingelheim Pharma GmbH&Co. KG,H,23408.0,17.03.2025
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала х 50 ml/ кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 ml/ box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,176074.5,15.03.2021
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала х 50 ml/ кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 ml/ box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,168074.72,15.03.2022
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала х 50 ml/ кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 ml/ box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,166561.13,23.03.2023
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала х 50 ml/ кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 ml/ box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,163759.43,17.03.2025
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала x 50 mg/кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 mg/box,brentuximab vedotin,TAKEDA GmbH,TAKEDA GmbH,H,163759.43,17.03.2025
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала x 50 mg/кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 mg/box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,188796.97,29.11.2017
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала x 50 mg/кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 mg/box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,176074.5,15.03.2021
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала x 50 mg/кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 mg/box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,168074.72,15.03.2022
L01XC12,ADCETRIS прашок за концентрат за раствор за инфузија 50 mg 1 вијала x 50 mg/кутија,ADCETRIS powder for concentrate for solution for infusion 50 mg 1 vial x 50 mg/box,brentuximab vedotin,"TAKEDA GmbH, Depharm Novara S.r.l.","TAKEDA GmbH, Depharm Novara S.r.l.",H,166561.13,23.03.2023
M04AA03,ADENURIC филм-обложена таблета 120 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 120 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1630.0,10.04.2013
M04AA03,ADENURIC филм-обложена таблета 120 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 120 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1626.0,15.10.2013
M04AA03,ADENURIC филм-обложена таблета 120 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 120 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1607.02,15.03.2016
M04AA03,ADENURIC филм-обложена таблета 120 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 120 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1500.11,15.10.2016
M04AA03,ADENURIC филм-обложена таблета 120 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 120 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1066.5,15.03.2021
M04AA03,ADENURIC филм-обложена таблета 80 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 80 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1630.0,10.04.2013
M04AA03,ADENURIC филм-обложена таблета 80 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 80 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1626.0,15.10.2013
M04AA03,ADENURIC филм-обложена таблета 80 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 80 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1605.22,17.10.2014
M04AA03,ADENURIC филм-обложена таблета 80 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 80 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1500.11,15.10.2016
M04AA03,ADENURIC филм-обложена таблета 80 mg 28 таблети (блистер 2 х 14)/кутија,ADENURIC film-coated tablet 80 mg 28 tablets (blister 2 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,1015.22,15.03.2021
M04AA03,ADENURIC филм-обложена таблета 80 mg 56 таблети (блистер 4 х 14)/кутија,ADENURIC film-coated tablet 80 mg 56 tablets (blister 4 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,,
M04AA03,ADENURIC филм-обложена таблета 120 mg 56 таблети (блистер 4 х 14)/кутија,ADENURIC film-coated tablet 120 mg 56 tablets (blister 4 x 14)/box,febuxostat,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,Rp,,
L01DB01,ADRIBLASTINA RD прашок и вехикулум за раствор за инјектирање 10 mg 1 вијала со прашок + 1 ампула х 5 ml вехикулум/кутија,ADRIBLASTINA RD powder and vehicle for solution for injection 10 mg 1 vial with powder + 1 ampoule x 5 ml vehicle/box,doxorubicin,"за PFIZER INC, ACTAVIS Italy S.p.A.","for PFIZER INC, ACTAVIS Italy S.p.A.",H,389.94,14.12.2011
L01DB01,ADRIBLASTINA RD прашок за раствор за инјектирање 50 mg 1 вијала x 50 mg/кутија,ADRIBLASTINA RD powder for solution for injection 50 mg 1 vial x 50 mg/box,doxorubicin,"за PFIZER INC, ACTAVIS Italy S.p.A.","for PFIZER INC, ACTAVIS Italy S.p.A.",H,1314.41,14.12.2011
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 1 mg 60 капсули (блистер 6 х 10)/кутија","ADVAGRAF extended-release capsule, hard 1 mg 60 capsules (blister 6 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,4007.88,11.09.2017
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 1 mg 60 капсули (блистер 6 х 10)/кутија","ADVAGRAF extended-release capsule, hard 1 mg 60 capsules (blister 6 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,3698.59,15.03.2019
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 1 mg 60 капсули (блистер 6 х 10)/кутија","ADVAGRAF extended-release capsule, hard 1 mg 60 capsules (blister 6 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,3347.48,15.03.2021
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 1 mg 60 капсули (блистер 6 х 10)/кутија","ADVAGRAF extended-release capsule, hard 1 mg 60 capsules (blister 6 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,3242.66,15.03.2024
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 0,5 mg 30 капсули (блистер 3 х 10)/кутија","ADVAGRAF extended-release capsule, hard 0.5 mg 30 capsules (blister 3 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,981.13,11.09.2017
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 0,5 mg 30 капсули (блистер 3 х 10)/кутија","ADVAGRAF extended-release capsule, hard 0.5 mg 30 capsules (blister 3 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,932.73,15.03.2018
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 0,5 mg 30 капсули (блистер 3 х 10)/кутија","ADVAGRAF extended-release capsule, hard 0.5 mg 30 capsules (blister 3 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,857.27,15.03.2019
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 0,5 mg 30 капсули (блистер 3 х 10)/кутија","ADVAGRAF extended-release capsule, hard 0.5 mg 30 capsules (blister 3 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,853.67,16.03.2020
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 0,5 mg 30 капсули (блистер 3 х 10)/кутија","ADVAGRAF extended-release capsule, hard 0.5 mg 30 capsules (blister 3 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,838.21,15.03.2021
L04AD02,"ADVAGRAF капсула со продолжено ослободување, тврда 0,5 mg 30 капсули (блистер 3 х 10)/кутија","ADVAGRAF extended-release capsule, hard 0.5 mg 30 capsules (blister 3 x 10)/box",tacrolimus,ASTELLAS IRELAND Co. Ltd.,ASTELLAS IRELAND Co. Ltd.,Rp,762.29,23.03.2023
