Product,Company,URL,Loop Count,Total Records
ACEITE DE OREGANO,Provefarma,https://www.alfabeta.net/precio/aceite-de-oregano.html,0,0
ACEITE DE PESCADO 1000,Provefarma,https://www.alfabeta.net/precio/aceite-de-pescado-1000.html,0,0
ACEITE DE PESCADO GARDEN HOUSE,Garden House Argentina,https://www.alfabeta.net/precio/aceite-de-pescado-garden-house.html,0,0
ACEITE DE PESCADO OMEGANAT,Provefarma,https://www.alfabeta.net/precio/aceite-de-pescado-omeganat.html,0,0
ACEITE DE RICINO EWE,Sanitas,https://www.alfabeta.net/precio/aceite-de-ricino-ewe.html,0,0
ACEITE DE TEA TREE OIL EWE,Sanitas,https://www.alfabeta.net/precio/aceite-de-tea-tree-oil-ewe.html,0,0
ACEITE ESMERALDA MOONE,Laboratorio Dicofar,https://www.alfabeta.net/precio/aceite-esmeralda-moone.html,0,0
ACEMUK,Siegfried,https://www.alfabeta.net/precio/acemuk.html,0,0
ACEMUK BIOTIC,Siegfried,https://www.alfabeta.net/precio/acemuk-biotic.html,0,0
ACEMUK BIOTIC DUO,Siegfried,https://www.alfabeta.net/precio/acemuk-biotic-duo.html,0,0
ACEMUK DIA Y NOCHE,Siegfried,https://www.alfabeta.net/precio/acemuk-dia-y-noche.html,0,0
ACEMUK GRIP,Siegfried,https://www.alfabeta.net/precio/acemuk-grip.html,0,0
ACEMUK JARABE,Siegfried,https://www.alfabeta.net/precio/acemuk-jarabe.html,0,0
ACEMUK L,Siegfried,https://www.alfabeta.net/precio/acemuk-l.html,0,0
ACENOCOUMAROL ROSPAW,Rospaw,https://www.alfabeta.net/precio/acenocoumarol-rospaw.html,0,0
ACERPES,Siegfried,https://www.alfabeta.net/precio/acerpes.html,0,0
ACETA,Novoplos,https://www.alfabeta.net/precio/aceta.html,0,0
ACETILCISTEINA TEVA,Teva Argentina,https://www.alfabeta.net/precio/acetilcisteina-teva.html,0,0
ACI-TIP,Siegfried,https://www.alfabeta.net/precio/aci-tip.html,0,0
ACICLOVIR GEMEPE,Gemepe,https://www.alfabeta.net/precio/aciclovir-gemepe.html,0,0
ACICLOVIR PHARMAVIAL 500,IBC,https://www.alfabeta.net/precio/aciclovir-pharmavial-500.html,0,0
ACIDO AMINOCAPROICO DRAWER,Drawer,https://www.alfabeta.net/precio/acido-aminocaproico-drawer.html,0,0
ACIDO FOLICO,A.M. Farma Activ,https://www.alfabeta.net/precio/acido-folico.html,0,0
ACIDO FOLICO RICHMOND,Richmond,https://www.alfabeta.net/precio/acido-folico-richmond.html,0,0
ACIDO FOLICO VANNIER,Vannier,https://www.alfabeta.net/precio/acido-folico-vannier.html,0,0
ACIDO HIALURONICO,Provefarma,https://www.alfabeta.net/precio/acido-hialuronico.html,0,0
ACIDO HIALURONICO VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/acido-hialuronico-vitamin-way.html,0,0
ACIDO ZOLEDRONICO IMA,IMA,https://www.alfabeta.net/precio/acido-zoledronico-ima.html,0,0
ACIDO ZOLEDRONICO MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/acido-zoledronico-microsules.html,0,0
ACIDO ZOLEDRONICO RICHET,Richet,https://www.alfabeta.net/precio/acido-zoledronico-richet.html,0,0
ACIFOL,Domínguez,https://www.alfabeta.net/precio/acifol.html,0,0
ACIFOL 10,Domínguez,https://www.alfabeta.net/precio/acifol-10.html,0,0
ACIFOL 5,Domínguez,https://www.alfabeta.net/precio/acifol-5.html,0,0
ACIFOL B12,Domínguez,https://www.alfabeta.net/precio/acifol-b12.html,0,0
ACIFOL FE,Domínguez,https://www.alfabeta.net/precio/acifol-fe.html,0,0
ACIFOL GOTAS,Domínguez,https://www.alfabeta.net/precio/acifol-gotas.html,0,0
ACIFUSIN,Andrómaco,https://www.alfabeta.net/precio/acifusin.html,0,0
ACIFUSIN B,Andrómaco,https://www.alfabeta.net/precio/acifusin-b.html,0,0
ACILAC OMEGA 3-6,Novoplos,https://www.alfabeta.net/precio/acilac-omega-3-6.html,0,0
ACIMED,Lepetit,https://www.alfabeta.net/precio/acimed.html,0,0
ACIMED,Medisol,https://www.alfabeta.net/precio/acimed.html,0,0
ACIMED F,Sanitas,https://www.alfabeta.net/precio/acimed-f.html,0,0
ACIMED L,Lepetit,https://www.alfabeta.net/precio/acimed-l.html,0,0
ACIPOUN ORAL,Medipharma,https://www.alfabeta.net/precio/acipoun-oral.html,0,0
ACIVAL,Géminis Farmacéutica,https://www.alfabeta.net/precio/acival.html,0,0
ACLASTA,Biosidus S.A.U.,https://www.alfabeta.net/precio/aclasta.html,0,0
ACLER,Pharmatrix,https://www.alfabeta.net/precio/acler.html,0,0
ACLOSAN,Eurofarma,https://www.alfabeta.net/precio/aclosan.html,0,0
ACLOXIGENAC,Eczane,https://www.alfabeta.net/precio/acloxigenac.html,0,0
ACLOXIGENAC LP,Eczane,https://www.alfabeta.net/precio/acloxigenac-lp.html,0,0
ACLOXIGENAC PLUS,Eczane,https://www.alfabeta.net/precio/acloxigenac-plus.html,0,0
ACLUSIN,Casasco,https://www.alfabeta.net/precio/aclusin.html,0,0
ACNECLIN,Siegfried,https://www.alfabeta.net/precio/acneclin.html,0,0
ACNECLIN 100 AP,Siegfried,https://www.alfabeta.net/precio/acneclin-100-ap.html,0,0
ACNECLIN PBA,Siegfried,https://www.alfabeta.net/precio/acneclin-pba.html,0,0
ACNEIQUE,Cepage,https://www.alfabeta.net/precio/acneique.html,0,0
ACNEIQUE EXFOLIANT,Cepage,https://www.alfabeta.net/precio/acneique-exfoliant.html,0,0
ACNEIQUE GEL,Cepage,https://www.alfabeta.net/precio/acneique-gel.html,0,0
ACNEIQUE H2O,Cepage,https://www.alfabeta.net/precio/acneique-h2o.html,0,0
ACNEIQUE MAT,Cepage,https://www.alfabeta.net/precio/acneique-mat.html,0,0
ACNEIQUE SERUM,Cepage,https://www.alfabeta.net/precio/acneique-serum.html,0,0
ACNESAN,Fortbenton,https://www.alfabeta.net/precio/acnesan.html,0,0
ACNESAN DRY STICK,Fortbenton,https://www.alfabeta.net/precio/acnesan-dry-stick.html,0,0
ACNETROL,Lagos,https://www.alfabeta.net/precio/acnetrol.html,0,0
ACNOXIN,Andrómaco,https://www.alfabeta.net/precio/acnoxin.html,0,0
ACPAN,Gray,https://www.alfabeta.net/precio/acpan.html,0,0
ACROSS BAP,Novarum Pharma,https://www.alfabeta.net/precio/across-bap.html,0,0
ACROSS BID,Novarum Pharma,https://www.alfabeta.net/precio/across-bid.html,0,0
ACROSS BIDC,Novarum Pharma,https://www.alfabeta.net/precio/across-bidc.html,0,0
ACROSS ENERGY,Novarum Pharma,https://www.alfabeta.net/precio/across-energy.html,0,0
ACROSS GEL DEPORTIVO,Novarum Pharma,https://www.alfabeta.net/precio/across-gel-deportivo.html,0,0
ACROSS GEL DEPORTIVO C/CAFEINA,Novarum Pharma,https://www.alfabeta.net/precio/across-gel-deportivo-ccafeina.html,0,0
ACROSS LEUCINE,Novarum Pharma,https://www.alfabeta.net/precio/across-leucine.html,0,0
ACROSS SABA,Novarum Pharma,https://www.alfabeta.net/precio/across-saba.html,0,0
ACROSS SM,Novarum Pharma,https://www.alfabeta.net/precio/across-sm.html,0,0
ACROSS SMC,Novarum Pharma,https://www.alfabeta.net/precio/across-smc.html,0,0
ACROSS SP,Novarum Pharma,https://www.alfabeta.net/precio/across-sp.html,0,0
ACROSS SPBAC,Novarum Pharma,https://www.alfabeta.net/precio/across-spbac.html,0,0
ACROSS SPC,Novarum Pharma,https://www.alfabeta.net/precio/across-spc.html,0,0
ACROSS SR,Novarum Pharma,https://www.alfabeta.net/precio/across-sr.html,0,0
ACROSS SRC,Novarum Pharma,https://www.alfabeta.net/precio/across-src.html,0,0
ACRYLARM,Poen,https://www.alfabeta.net/precio/acrylarm.html,0,0
ACRYLARM PLUS,Poen,https://www.alfabeta.net/precio/acrylarm-plus.html,0,0
ACTEMIN,Lazar,https://www.alfabeta.net/precio/actemin.html,0,0
ACTEMRA,Roche,https://www.alfabeta.net/precio/actemra.html,0,0
ACTEMRA SC,Roche,https://www.alfabeta.net/precio/actemra-sc.html,0,0
ACTIFEDRIN NASAL,Siegfried,https://www.alfabeta.net/precio/actifedrin-nasal.html,0,0
ACTILUZOL,Bioprofarma Bagó,https://www.alfabeta.net/precio/actiluzol.html,0,0
ACTILYSE,Boehringer Ingelheim,https://www.alfabeta.net/precio/actilyse.html,0,0
ACTIMAX,Siegfried,https://www.alfabeta.net/precio/actimax.html,0,0
ACTIMIB,Filaxis Farmacéutica,https://www.alfabeta.net/precio/actimib.html,0,0
ACTINERVAL,Bagó,https://www.alfabeta.net/precio/actinerval.html,0,0
ACTIRELAX,Northia,https://www.alfabeta.net/precio/actirelax.html,0,0
ACTIRELAX NORTHIA,Northia,https://www.alfabeta.net/precio/actirelax-northia.html,0,0
ACTISON,Eurofarma,https://www.alfabeta.net/precio/actison.html,0,0
ACTIUM,Monserrat,https://www.alfabeta.net/precio/actium.html,0,0
ACTIVAMENT 5HTP,Framingham Pharma,https://www.alfabeta.net/precio/activament-5htp.html,0,0
ACTIVIL,Casasco,https://www.alfabeta.net/precio/activil.html,0,0
ACTIVIL MASTICABLE,Casasco,https://www.alfabeta.net/precio/activil-masticable.html,0,0
ACTOBIAN,Savant Generic,https://www.alfabeta.net/precio/actobian.html,0,0
ACTRON,Bayer Consumer,https://www.alfabeta.net/precio/actron.html,0,0
ACTRON 400 RAPIDA ACCION NF,Bayer Consumer,https://www.alfabeta.net/precio/actron-400-rapida-accion-nf.html,0,0
ACTRON 600 RAPIDA ACCION,Bayer Consumer,https://www.alfabeta.net/precio/actron-600-rapida-accion.html,0,0
ACTRON 600 RAPIDA ACCION NUEVA FORMULA,Bayer Consumer,https://www.alfabeta.net/precio/actron-600-rapida-accion-nueva-formula.html,0,0
ACTRON FLEX,Bayer Consumer,https://www.alfabeta.net/precio/actron-flex.html,0,0
ACTRON GEL,Bayer Consumer,https://www.alfabeta.net/precio/actron-gel.html,0,0
ACTRON MIGRA,Bayer Consumer,https://www.alfabeta.net/precio/actron-migra.html,0,0
ACTRON MUJER RAPIDA ACCION,Bayer Consumer,https://www.alfabeta.net/precio/actron-mujer-rapida-accion.html,0,0
ACTRON PEDIATRICO,Bayer Consumer,https://www.alfabeta.net/precio/actron-pediatrico.html,0,0
ACTRON PEDIATRICO 4%,Bayer Consumer,https://www.alfabeta.net/precio/actron-pediatrico-4.html,0,0
ACTRON PLUS,Bayer Consumer,https://www.alfabeta.net/precio/actron-plus.html,0,0
ACTRON RAPIDA ACCION NF,Bayer Consumer,https://www.alfabeta.net/precio/actron-rapida-accion-nf.html,0,0
ACTUAL,Bagó,https://www.alfabeta.net/precio/actual.html,0,0
ACULAR,Abbvie,https://www.alfabeta.net/precio/acular.html,0,0
ACULAR LS,Abbvie,https://www.alfabeta.net/precio/acular-ls.html,0,0
ACUS,Roemmers,https://www.alfabeta.net/precio/acus.html,0,0
ADACEL,Sanofi Health Argentina S.A.,https://www.alfabeta.net/precio/adacel.html,0,0
ADAPNE,Oxapharma,https://www.alfabeta.net/precio/adapne.html,0,0
ADAPNE DUO,Oxapharma,https://www.alfabeta.net/precio/adapne-duo.html,0,0
ADAPNE DUO FORTE,Oxapharma,https://www.alfabeta.net/precio/adapne-duo-forte.html,0,0
ADCETRIS,Takeda Argentina S.A.,https://www.alfabeta.net/precio/adcetris.html,0,0
ADDENTA,Richmond,https://www.alfabeta.net/precio/addenta.html,0,0
ADECONCE,Lafedar,https://www.alfabeta.net/precio/adeconce.html,0,0
ADEENE DRAWER,Drawer,https://www.alfabeta.net/precio/adeene-drawer.html,0,0
ADELGAFRUTA BATIDO SACIANTE,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/adelgafruta-batido-saciante.html,0,0
ADELGAR SILUETA A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/adelgar-silueta-am.html,0,0
ADELGAZA-T,San Ceferino,https://www.alfabeta.net/precio/adelgaza-t.html,0,0
ADEMPAS,Bayer (PH),https://www.alfabeta.net/precio/adempas.html,0,0
ADENIL,Austral,https://www.alfabeta.net/precio/adenil.html,0,0
ADENOSINA BIOL,Biol,https://www.alfabeta.net/precio/adenosina-biol.html,0,0
ADENOSINA GEMEPE,Gemepe,https://www.alfabeta.net/precio/adenosina-gemepe.html,0,0
ADENOSINA GOBBI,Gobbi,https://www.alfabeta.net/precio/adenosina-gobbi.html,0,0
ADERMICINA,Elea,https://www.alfabeta.net/precio/adermicina.html,0,0
ADERMICINA A,Elea,https://www.alfabeta.net/precio/adermicina-a.html,0,0
ADERMICINA A 2X1,Elea,https://www.alfabeta.net/precio/adermicina-a-2x1.html,0,0
ADERMICINA AE,Elea,https://www.alfabeta.net/precio/adermicina-ae.html,0,0
ADERMICINA ANTI ACNE,Elea,https://www.alfabeta.net/precio/adermicina-anti-acne.html,0,0
ADERMICINA CUIDADO FACIAL,Elea,https://www.alfabeta.net/precio/adermicina-cuidado-facial.html,0,0
ADERMICINA JABON,Elea,https://www.alfabeta.net/precio/adermicina-jabon.html,0,0
ADERMITRIN,Laboratorio Merlino,https://www.alfabeta.net/precio/adermitrin.html,0,0
ADEROGYL,Laboratorio Millet,https://www.alfabeta.net/precio/aderogyl.html,0,0
ADESIAL,Savant Generic,https://www.alfabeta.net/precio/adesial.html,0,0
ADEVIT,Química Luar,https://www.alfabeta.net/precio/adevit.html,0,0
ADHESOL BIOL,Biol,https://www.alfabeta.net/precio/adhesol-biol.html,0,0
ADIKAN,Rossmore Pharma,https://www.alfabeta.net/precio/adikan.html,0,0
ADITIVOS PARENTERALES,Rivero,https://www.alfabeta.net/precio/aditivos-parenterales.html,0,0
ADIUVAN,Lazar,https://www.alfabeta.net/precio/adiuvan.html,0,0
ADIUVAN MET,Lazar,https://www.alfabeta.net/precio/adiuvan-met.html,0,0
ADRENALINA BIOL,Biol,https://www.alfabeta.net/precio/adrenalina-biol.html,0,0
ADRENALINA BIOQUIM,Duncan,https://www.alfabeta.net/precio/adrenalina-bioquim.html,0,0
ADRENALINA DRAWER,Drawer,https://www.alfabeta.net/precio/adrenalina-drawer.html,0,0
ADRENALINA LARJAN,Veinfar,https://www.alfabeta.net/precio/adrenalina-larjan.html,0,0
ADRENOL,Fabra,https://www.alfabeta.net/precio/adrenol.html,0,0
ADRENOL FORTE,Fabra,https://www.alfabeta.net/precio/adrenol-forte.html,0,0
ADROMUX,Ariston,https://www.alfabeta.net/precio/adromux.html,0,0
ADVATE,Takeda Argentina S.A.,https://www.alfabeta.net/precio/advate.html,0,0
ADYARD,Microsules Arg.,https://www.alfabeta.net/precio/adyard.html,0,0
ADYNOVATE 1000 BAXJECT III,Takeda Argentina S.A.,https://www.alfabeta.net/precio/adynovate-1000-baxject-iii.html,0,0
ADYNOVATE 1500 BAXJECT III,Takeda Argentina S.A.,https://www.alfabeta.net/precio/adynovate-1500-baxject-iii.html,0,0
ADYNOVATE 3000 BAXJECT III,Takeda Argentina S.A.,https://www.alfabeta.net/precio/adynovate-3000-baxject-iii.html,0,0
ADYNOVATE 500 BAXJECT III,Takeda Argentina S.A.,https://www.alfabeta.net/precio/adynovate-500-baxject-iii.html,0,0
AERIUS,Organon Arg.,https://www.alfabeta.net/precio/aerius.html,0,0
AEROCAMARA AEROCHAMBER,Silfab,https://www.alfabeta.net/precio/aerocamara-aerochamber.html,0,0
AEROCAMARA AEROSPACER ADULTO,Patejim,https://www.alfabeta.net/precio/aerocamara-aerospacer-adulto.html,0,0
AEROCAMARA AEROSPACER INFANTIL,Patejim,https://www.alfabeta.net/precio/aerocamara-aerospacer-infantil.html,0,0
AEROCAMARA AEROSPACER JUVENIL,Patejim,https://www.alfabeta.net/precio/aerocamara-aerospacer-juvenil.html,0,0
AEROCAMARA AEROSPACER LACTANTE,Patejim,https://www.alfabeta.net/precio/aerocamara-aerospacer-lactante.html,0,0
AEROCAMARA AEROSPACER TRAQUEOTOMIA,Patejim,https://www.alfabeta.net/precio/aerocamara-aerospacer-traqueotomia.html,0,0
AEROCAMARA MAXAIR ADULTO,Biofactor,https://www.alfabeta.net/precio/aerocamara-maxair-adulto.html,0,0
AEROCAMARA MAXAIR PEDIATRICA,Biofactor,https://www.alfabeta.net/precio/aerocamara-maxair-pediatrica.html,0,0
AEROGAL,Megalabs Argentina,https://www.alfabeta.net/precio/aerogal.html,0,0
AEROLEP,Austral,https://www.alfabeta.net/precio/aerolep.html,0,0
AEROMED CASSARA,Cassará,https://www.alfabeta.net/precio/aeromed-cassara.html,0,0
AEROPAFF AEROCAMARA VALVULADA,Patejim,https://www.alfabeta.net/precio/aeropaff-aerocamara-valvulada.html,0,0
AEROPIEL,Biosintex Retail,https://www.alfabeta.net/precio/aeropiel.html,0,0
AEROSPACER PACK,Patejim,https://www.alfabeta.net/precio/aerospacer-pack.html,0,0
AEROTINA,Adium,https://www.alfabeta.net/precio/aerotina.html,0,0
AEROTINA JARABE PEDIATRICO C/DOSIFICADOR,Adium,https://www.alfabeta.net/precio/aerotina-jarabe-pediatrico-cdosificador.html,0,0
AEROTINA RAPIDA ACCION,Adium,https://www.alfabeta.net/precio/aerotina-rapida-accion.html,0,0
AEROTROP,Cassará,https://www.alfabeta.net/precio/aerotrop.html,0,0
AEROTROP NEBU,Medisol,https://www.alfabeta.net/precio/aerotrop-nebu.html,0,0
AEROVENT,Medisol,https://www.alfabeta.net/precio/aerovent.html,0,0
AEROVENT E,Medisol,https://www.alfabeta.net/precio/aerovent-e.html,0,0
AEROVIA ATLAS,Lab Internacional Argentino,https://www.alfabeta.net/precio/aerovia-atlas.html,0,0
AEROVIAL HFA,Lab Internacional Argentino,https://www.alfabeta.net/precio/aerovial-hfa.html,0,0
AEROXINA,Elea,https://www.alfabeta.net/precio/aeroxina.html,0,0
AEROXINA U.D.,Elea,https://www.alfabeta.net/precio/aeroxina-ud.html,0,0
AESIM 200,Austral,https://www.alfabeta.net/precio/aesim-200.html,0,0
AET,Craveri,https://www.alfabeta.net/precio/aet.html,0,0
AFATIXANE,Eczane,https://www.alfabeta.net/precio/afatixane.html,0,0
AFEME,Cetus,https://www.alfabeta.net/precio/afeme.html,0,0
AFENEXIL,Temis-Lostaló,https://www.alfabeta.net/precio/afenexil.html,0,0
AFIANCEN,Eurofarma,https://www.alfabeta.net/precio/afiancen.html,0,0
AFINITOR,Novartis,https://www.alfabeta.net/precio/afinitor.html,0,0
AFLIMET,Biotechno Pharma,https://www.alfabeta.net/precio/aflimet.html,0,0
AFLURIA QUAD,Seqirus,https://www.alfabeta.net/precio/afluria-quad.html,0,0
AFLURIA QUAD JUNIOR,Seqirus,https://www.alfabeta.net/precio/afluria-quad-junior.html,0,0
AFLUSAN,Domínguez,https://www.alfabeta.net/precio/aflusan.html,0,0
AFONISAN,Megalabs Argentina,https://www.alfabeta.net/precio/afonisan.html,0,0
AFSTYLA,CSL Behring,https://www.alfabeta.net/precio/afstyla.html,0,0
AFTALESS FILM BIOADHESIVO,Grimberg,https://www.alfabeta.net/precio/aftaless-film-bioadhesivo.html,0,0
AFTER SUN EFECTO INMEDIATO,Isdin,https://www.alfabeta.net/precio/after-sun-efecto-inmediato.html,0,0
AG-B 10,Cassará,https://www.alfabeta.net/precio/ag-b-10.html,0,0
AG-B 20,Cassará,https://www.alfabeta.net/precio/ag-b-20.html,0,0
AGACEL,Tuteur,https://www.alfabeta.net/precio/agacel.html,0,0
AGALZYME,Biosidus S.A.U.,https://www.alfabeta.net/precio/agalzyme.html,0,0
AGAROL,Elea,https://www.alfabeta.net/precio/agarol.html,0,0
AGAROL CHICLE,Elea,https://www.alfabeta.net/precio/agarol-chicle.html,0,0
AGAROL GELCAPS,Elea,https://www.alfabeta.net/precio/agarol-gelcaps.html,0,0
AGAROL PUR PURIFICADOR,Elea,https://www.alfabeta.net/precio/agarol-pur-purificador.html,0,0
AGAROMBA ENERGIA,Provefarma,https://www.alfabeta.net/precio/agaromba-energia.html,0,0
AGIAL,Natufarma,https://www.alfabeta.net/precio/agial.html,0,0
AGIAL FORMULA CON CURCUMA,Natufarma,https://www.alfabeta.net/precio/agial-formula-con-curcuma.html,0,0
