PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
330521,ARGENTINA,Dominguez,5-ASA 800,mesalazine,2025-12-30,137131.56,IOMA,69565.65,67565.91,800 mg tablets x 30
330525,ARGENTINA,Dominguez,5-ASA 800,mesalazine,2025-12-30,237150.37,IOMA,116272.65,120877.72,800 mg tablets x 60
341067,ARGENTINA,Elea,8 HORAS,eszopiclone,2025-12-17,22392.79,PAMI-only,,8702.17,2 mg tablets x 30
1725030,ARGENTINA,Elea,8 HORAS,eszopiclone,2025-12-17,27989.65,PAMI-only,,10876.55,3 mg tablets x 30
2209147,ARGENTINA,Ariston,5XR 1000,mesalazine,2026-01-05,144681.25,IOMA,98194.60,46486.65,1000 mg tablets x 30
2207476,ARGENTINA,Ariston,5XR 1000,mesalazine,2026-01-05,286362.78,IOMA,184678.87,101683.91,1000 mg tablets x 60
2207477,ARGENTINA,Ariston,5XR 500,mesalazine,2026-01-05,244773.78,IOMA,162873.66,81900.12,500 mg tablets x 100
2207478,ARGENTINA,Ariston,5XR 500,mesalazine,2026-01-05,134237.35,IOMA,87329.70,46907.65,500 mg tablets x 50
147049,ARGENTINA,Elea,ABACAVIR ELEA,abacavir,2025-07-09,103336.20,,,,300 mg comp.rec.x 60
1476596,ARGENTINA,Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,abacavir+lamivudine,2021-09-28,24500.00,IMPORTED,,,comp.rec.x 30
684540,ARGENTINA,Elea,ABARAX,benznidazole,2025-12-17,96494.06,PAMI-only,,45946.00,100 mg tablets x 100
684541,ARGENTINA,Elea,ABARAX,benznidazole,2025-12-17,60149.60,PAMI-only,,28225.62,50 mg comp.x 100
1704952,ARGENTINA,Roemmers,ABAXON,rivaroxaban,2025-12-16,49985.00,IOMA,37980.04,12004.96,10 mg x 10 tablets
1914820,ARGENTINA,Roemmers,ABAXON,rivaroxaban,2025-12-16,116127.00,IOMA,57345.08,58781.92,10 mg x 30 tablets
2207479,ARGENTINA,Roemmers,ABAXON,rivaroxaban,2025-12-16,110483.00,IOMA,57345.08,53137.92,15 mg x 30 tablets
1608120,ARGENTINA,Roemmers,ABAXON,rivaroxaban,2025-12-16,59765.00,IOMA,57345.08,2419.92,2.5 mg x 30 tablets
2207482,ARGENTINA,Roemmers,ABAXON,rivaroxaban,2025-12-16,119577.00,IOMA,57345.08,62231.92,20 mg x 30 tablets
684891,ARGENTINA,Biotechno Pharma,ABERIC,abiraterone acetate,2025-05-28,8546235.47,,,,250 mg tablets x 120
684892,ARGENTINA,Celnova Argentina,ABIRANOVA,abiraterone acetate,2025-12-23,8427456.46,,,,250 mg tablets x 120
1180902,ARGENTINA,Lafedar,ABIRATERON-A,abiraterone acetate,2025-12-16,10905256.87,,,,250 mg tablets x 120
1467976,ARGENTINA,Glenmark,ABIRATERONA GLENMARK,abiraterone acetate,2026-01-16,9933574.90,IMPORTED,,,250 mg tablets x 120
2238816,ARGENTINA,Duncan,ABLOOM,amlodipine,2026-01-08,19129.00,IOMA,14447.06,4681.94,10 mg tablets x 30
349,ARGENTINA,Bristol,ABRAXANE,paclitaxel albumin,2026-01-02,6910664.91,,,,100 mg inj.liof.f.a.x 1
2192812,ARGENTINA,Eczane,ABRIKAT,acalabrutinib,2026-01-02,17338693.66,,,,100 mg caps.x 60
1476597,ARGENTINA,Pfizer,ABRILADA,adalimumab,2025-12-23,1242355.75,IMPORTED,,,40mg/0.8ml lap.prell.x 2
2127726,ARGENTINA,Pfizer,ABRYSVO,syncytial virus antigen resp.,2025-12-23,323952.13,IMPORTED,,,fco.a.liof.x1+disolv.x1
2038416,ARGENTINA,Jayor,ACALASTATERA,acalabrutinib,2026-01-06,15497872.23,,,,100 mg caps.x 60
175350,ARGENTINA,Roemmers,ACALIX AP,diltiazem,2025-11-20,30986.00,IOMA,19644.98,11341.02,120 mg caps.x 30
175343,ARGENTINA,Roemmers,ACALIX,diltiazem,2025-11-20,11966.00,IOMA,8034.10,3931.90,120 mg tablets x 20
175344,ARGENTINA,Roemmers,ACALIX,diltiazem,2025-11-20,32552.00,IOMA,20283.62,12268.38,120 mg tablets x 50
175346,ARGENTINA,Roemmers,ACALIX,diltiazem,2025-11-20,12959.00,IOMA,8167.51,4791.49,60 mg tablets x 50
175348,ARGENTINA,Roemmers,ACALIX,diltiazem,2025-11-20,14674.00,IOMA,9851.44,4822.56,90 mg tablets x 50
175370,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,2025-11-20,32394.00,IOMA,20114.67,12279.33,180 mg caps. x 30
175371,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,2025-11-20,46862.00,IOMA,29531.38,17330.62,240 mg caps.x 30
175372,ARGENTINA,Roemmers,ACALIX CRONOS,diltiazem,2025-11-20,52535.00,IOMA,33790.03,18744.97,300 mg caps. x 30
1556662,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,22667.57,IOMA,7200.14,15467.43,1 g IM f.a.x 1
1675444,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,99571.18,IOMA,32556.35,67014.83,1 g IM f.a.x 3
1556661,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,16042.43,IOMA,7200.14,8842.29,1 g IV f.a.x 1
1675445,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,31565.55,IOMA,10325.41,21240.14,2 g IV f.a.x 1
1553827,ARGENTINA,Siegfried,ACANTEX,ceftriaxone,2025-12-12,11739.08,IOMA,3731.29,8007.79,500 mg IM f.a.x 1
2181729,ARGENTINA,Laboratorio Dicofar,ACEITE ESMERALDA MOONE,"camphor+methyl,salicylate+asoc.",2025-09-09,11713.00,,,,bottle x 70 ml (VL)
2244375,ARGENTINA,Siegfried,ACEMUK BIOTIC,amoxicillin+acetylcysteine,2025-12-12,4811.77,,,,500/200 mg sachet x 21
2150498,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,12578.16,IOMA,4386.83,8191.33,200 mg effervescent tablets x 10 (VL)
1180910,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,12578.16,,,,200mg effervescent tablets x10 (VL) (VL)
1180912,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,14737.74,IOMA,4780.48,9957.26,600 mg effervescent tablets x 10
1180911,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,22243.18,IOMA,5926.23,16316.95,600 mg effervescent tablets x 12
1180913,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,23952.10,IOMA,7829.15,16122.95,600 mg effervescent tablets x 20
1180914,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,11344.21,IOMA,3802.83,7541.38,600 mg effervescent tablets x 5
1180915,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,63467.39,IOMA,21275.70,42191.69,600 mg effervescent tablets x 60
1180916,ARGENTINA,Siegfried,ACEMUK,acetylcysteine,2025-12-12,28839.61,IOMA,9605.94,19233.67,600 mg effervescent tablets x 90
2244376,ARGENTINA,Siegfried,ACEMUK BIOTIC DUO,amoxicillin+acetylcysteine,2025-12-12,16816.40,PAMI-only,,8264.39,comp.rec.x 14
1927753,ARGENTINA,Siegfried,ACEMUK GRIP,acetylcysteine+paracet.+asoc.,2025-12-12,8818.97,,,,comp.eferv.x 10
2243998,ARGENTINA,Siegfried,ACEMUK JARABE,acetylcysteine,2025-12-12,12446.70,IOMA,4051.24,8395.46,jbe.x 100 ml
1556502,ARGENTINA,Siegfried,ACEMUK L,acetylcysteine+thyrothricin+assoc.,2025-12-12,11572.98,PAMI-only,,5575.86,comp.x 20
358748,ARGENTINA,Rospaw,ACENOCOUMAROL ROSPAW,acenocoumarol,2025-12-29,25714.11,IOMA,18468.31,7245.80,4 mg tablets x 20
827999,ARGENTINA,Teva Argentina,ACETILCISTEINA TEVA,acetylcysteine,2024-07-11,12347.54,IOMA,4780.48,7567.06,600 mg effervescent tablets x 10
147050,ARGENTINA,Siegfried,ACERPES,acyclovir,2025-12-12,17278.02,IOMA,5723.05,11554.97,400 mg tablets x 20
1844133,ARGENTINA,Siegfried,ACERPES,acyclovir,2025-12-12,7640.30,IOMA,2498.89,5141.41,5% cr.x 5 g (VL)
147051,ARGENTINA,Siegfried,ACERPES,acyclovir,2025-12-12,31701.33,IOMA,9913.16,21788.17,800 mg tablets x 20
232874,ARGENTINA,Novoplos,ACETA,acetazolamide,2025-12-15,17620.00,IOMA,7952.00,9668.00,250 mg tablets x 20
2244380,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",2025-12-12,1236.08,PAMI-only,,741.65,comp.mast.x 10
2244381,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",2025-12-12,5562.38,PAMI-only,,3337.43,comp.mast.x 50
1556735,ARGENTINA,Siegfried,ACI-TIP,"aluminum, hydr.+magn.hydra.+simet.",2025-12-12,14467.92,,,,susp.x 200 ml
1934950,ARGENTINA,IBC,ACICLOVIR PHARMAVIAL 500,acyclovir,2025-04-28,2357569.10,,,,500 mg f.a.x 50 E.H. (VL)
1483951,ARGENTINA,Gemepe,ACICLOVIR GEMEPE,acyclovir,2025-10-06,2728936.55,,,,500 mg f.a.x 50 x 20 ml
1556728,ARGENTINA,Gray,ACPAN,glycopyrrolate,2025-07-25,125813.39,,,,0.2 mg a.x 1
1673714,ARGENTINA,Gray,ACPAN,glycopyrrolate,2025-07-25,3055467.87,,,,0.2 mg/ml a.x25 x 1 ml
1554611,ARGENTINA,Andromaco,ACNOXIN,salicylic acid + assoc.,2025-08-01,12034.18,,,,loc.x 120 ml
1554612,ARGENTINA,Andromaco,ACNOXIN,salicylic acid + assoc.,2026-01-02,33962.24,PAMI-only,,9318.65,loc.x 140 ml
1724985,ARGENTINA,Andromaco,ACNOXIN,salicylic acid + assoc.,2026-01-02,42954.60,PAMI-only,,11369.55,spray x 140 ml
1553763,ARGENTINA,Poen,ACRYLARM,"polyacrylic,ac.",2025-12-15,23391.80,PAMI-only,,8260.23,gel ophthalmic 10 g
1566794,ARGENTINA,Poen,ACRYLARM PLUS,carbomer,2025-12-15,19666.20,PAMI-only,,9364.22,gel ophthalmic 10 g
212592,ARGENTINA,Roche,ACTEMRA SC,tocilizumab,2025-12-01,4856794.90,,,,162mg/0.9ml jga.prell.x4
613,ARGENTINA,Roche,ACTEMRA,tocilizumab,2025-12-01,1785584.55,,,,200mg/10ml f.a.x 1
614,ARGENTINA,Roche,ACTEMRA,tocilizumab,2025-12-01,3571186.46,,,,400mg/20ml f.a.x 1
615,ARGENTINA,Roche,ACTEMRA,tocilizumab,2025-12-01,714232.70,,,,80mg/4ml f.a.x 1
1566674,ARGENTINA,Lazar,ACTEMIN,modafinil,2026-01-16,20604.08,,,,200 mg tablets x 10
1566675,ARGENTINA,Lazar,ACTEMIN,modafinil,2026-01-16,57887.90,,,,200 mg tablets x 30
924482,ARGENTINA,Siegfried,ACTIFEDRIN NASAL,naphazoline,2025-12-12,1452.56,,,,0.1% gts.x 15 ml
337113,ARGENTINA,Bioprofarma Bago,ACTILUZOL,riluzole,2025-10-08,1185468.88,,,,50 mg tablets x 60
358784,ARGENTINA,Boehringer Ingelheim,ACTILYSE,tissue plasminogen activator,2026-01-01,9157004.76,IMPORTED,,,50 mg inj.f.a.x 2
2053048,ARGENTINA,Filaxis Farmaceutica,ACTIMIB,bortezomib,2025-12-30,6355000.00,,,,3.5 mg pvo.liof.x1
1810,ARGENTINA,Siegfried,ACTIMAX,alendronate,2025-12-12,4339.59,IOMA,10856.33,0.00,70 mg tablets x 4
1811,ARGENTINA,Siegfried,ACTIMAX,alendronate,2025-12-12,7793.56,IOMA,15603.80,0.00,70 mg tablets x 8
377007,ARGENTINA,Bago,ACTINERVAL,carbamazepine,2025-12-27,21540.75,IOMA,9957.82,11582.93,200 mg tablets x 30
377008,ARGENTINA,Bago,ACTINERVAL,carbamazepine,2025-12-27,44435.12,IOMA,20146.95,24288.17,200 mg tablets x 60
1467980,ARGENTINA,Northia,ACTIRELAX,succinylcholine,2025-10-06,299617.42,,,,100 mg f.a.x 25 x 2 ml
193581,ARGENTINA,Eurofarma,ACTISON,amantadine,2025-12-24,60585.57,IOMA,30141.34,30444.23,100 mg tablets x 30
193761,ARGENTINA,Eurofarma,ACTISON,amantadine,2025-12-24,119126.77,IOMA,54879.38,64247.39,100 mg tablets x 60
2207513,ARGENTINA,Casasco,ACTIVIL MASTICABLE,sildenafil,2025-11-20,6451.16,PAMI-only,,2553.78,50 mg comp.mast.x 2
175944,ARGENTINA,Casasco,ACTIVIL,sildenafil,2025-12-18,8450.09,,,,100 mg tablets x 2
395759,ARGENTINA,Bayer Consumer,ACTRON,ibuprofen,2026-01-12,3522.00,IOMA,469.17,3052.83,softgel caps x 10 (VL)
395761,ARGENTINA,Bayer Consumer,ACTRON,ibuprofen,2026-01-12,6712.00,IOMA,973.29,5738.71,softgel caps x 20 (VL)
395760,ARGENTINA,Bayer Consumer,ACTRON 600 RAPIDA ACCION,ibuprofen,2026-01-12,8967.00,IOMA,2507.88,6459.12,softgel capsules x 10
395762,ARGENTINA,Bayer Consumer,ACTRON 600 RAPIDA ACCION,ibuprofen,2026-01-12,15819.00,IOMA,5063.03,10755.97,soft gelatin capsules x20
2112787,ARGENTINA,Bayer Consumer,ACTRON 600 RAPIDA ACCION NUEVA FORMULA,ibuprofen,2026-01-12,8967.00,IOMA,2507.88,6459.12,softgel capsules x 10
2112908,ARGENTINA,Bayer Consumer,ACTRON 600 RAPIDA ACCION NUEVA FORMULA,ibuprofen,2026-01-12,15819.00,IOMA,5063.03,10755.97,softgel capsules x 20
1202766,ARGENTINA,Bayer Consumer,ACTRON FLEX,ibuprofen+chlorzoxazone,2026-01-12,11127.00,,,,caps.bl.x 10
1467981,ARGENTINA,Bayer Consumer,ACTRON GEL,ibuprofen,2025-07-04,14563.00,IMPORTED,,,knob x 50 g (VL)
2178288,ARGENTINA,Bayer Consumer,ACTRON MIGRA,ibuprofen + caffeine,2026-01-12,4275.00,,,,caps.x 10 (VL)
2185347,ARGENTINA,Bayer Consumer,ACTRON MUJER RAPIDA ACCION,ibuprofen,2026-01-12,3522.00,IOMA,469.17,3052.83,400 mg caps.x 10 (VL)
395763,ARGENTINA,Bayer Consumer,ACTRON PEDIATRICO,ibuprofen,2026-01-12,6037.00,IOMA,973.29,5063.71,oral suspension x 100 ml (VL)
684632,ARGENTINA,Bayer Consumer,ACTRON PLUS,ibuprofen + caffeine,2025-11-07,3914.00,,,,caps.x 8 (VL)
531238,ARGENTINA,Bayer Consumer,ACTRON PEDIATRICO 4%,ibuprofen,2026-01-12,13330.00,IOMA,3178.49,10151.51,oral suspension x 100 ml
2185723,ARGENTINA,Bayer Consumer,ACTRON PEDIATRICO 4%,ibuprofen,2026-01-12,18454.00,,,,oral suspension x 180 ml
1996983,ARGENTINA,Bayer Consumer,ACTRON RAPIDA ACCION NF,ibuprofen,2026-01-12,3522.00,IOMA,469.17,3052.83,400 mg caps.x 10 (VL)
1996984,ARGENTINA,Bayer Consumer,ACTRON RAPIDA ACCION NF,ibuprofen,2026-01-12,6712.00,IOMA,973.29,5738.71,400 mg caps.x 20 (VL)
329457,ARGENTINA,Abbvie,ACULAR,ketorolac,2025-12-24,18158.44,IOMA,4687.68,13470.76,sol.oft.x 5 ml
2207514,ARGENTINA,Roemmers,ACUS,dapagliflozin,2025-11-20,61898.00,,,,10 mg tablets x 30
2112836,ARGENTINA,Roemmers,ACUS,dapagliflozin,2025-11-20,117606.00,,,,10 mg rec. tablets x 60
329456,ARGENTINA,Abbvie,ACULAR LS,ketorolac,2025-12-24,21786.65,IOMA,5034.94,16751.71,sol.oft.x 5 ml
1202789,ARGENTINA,Oxapharma,ADAPNE,adapalene,2026-01-01,26888.19,IOMA,7044.16,19844.03,0.1% gel x 30 g
1202790,ARGENTINA,Oxapharma,ADAPNE,adapalene,2026-01-01,30692.34,IOMA,8786.25,21906.09,0.3% gel x 30 g
1511789,ARGENTINA,Sanofi Health Argentina S.A.,ADACEL,tetan toxoid+diphthr+pertussis,2026-01-02,176599.04,IOMA,47320.79,129278.25,fco.mds.x 1 x 0.5 ml
1202803,ARGENTINA,Oxapharma,ADAPNE DUO,adapalene+benzoyl peroxide,2026-01-01,36897.78,,,,gel x 30 g
1447252,ARGENTINA,Richmond,ADDENTA,teneligliptin,2025-12-26,67811.74,,,,20 mg comp.rec.x 30
263811,ARGENTINA,Takeda Argentina S.A.,ADCETRIS,brentuximab vedotin,2025-12-15,17395850.88,IMPORTED,,,50 mg vial x 1
304949,ARGENTINA,Bayer (PH),ADEMPAS,Riociguat,2026-01-05,10092284.39,IMPORTED,,,0.5 mg comp.x 42
304950,ARGENTINA,Bayer (PH),ADEMPAS,Riociguat,2026-01-05,10092284.39,IMPORTED,,,1.0 mg comp.x 42
304951,ARGENTINA,Bayer (PH),ADEMPAS,Riociguat,2026-01-05,10092284.39,IMPORTED,,,1.5 mg comp.x 42
304955,ARGENTINA,Bayer (PH),ADEMPAS,Riociguat,2026-01-05,20184568.77,IMPORTED,,,2.0 mg comp.x 84
304956,ARGENTINA,Bayer (PH),ADEMPAS,Riociguat,2026-01-05,20184568.77,IMPORTED,,,2.5 mg comp.x 84
382070,ARGENTINA,Biol,ADENOSINA BIOL,adenosine,2025-12-22,77742.79,,,,3 mg/ml a.x 10 x 2 ml
1596642,ARGENTINA,Austral,ADENIL,betamethasone+gentamic.+miconazole,2026-01-07,10500.00,IOMA,4305.24,6194.76,cr.x 20 g
2135899,ARGENTINA,Gobbi,ADENOSINA GOBBI,adenosine,2025-10-29,464720.24,,,,3 mg/ml a.x 50 x 2 ml
1577793,ARGENTINA,Elea,ADERMICINA A,vit.a+assoc.,2026-01-06,14065.17,,,,cr.x 30 g (VL)
2192814,ARGENTINA,Elea,ADERMICINA ANTI ACNE,adapalene,2026-01-06,14947.92,IOMA,7044.16,7903.76,gel x 30 g (VL)
1887089,ARGENTINA,Laboratorio Merlino,ADERMITRIN,dexpanthenol+assoc.,2026-01-07,8290.00,,,,knob x 30 g (VL)
1189600,ARGENTINA,Rossmore Pharma,ADIKAN,esomeprazole,2024-08-06,33117.56,IOMA,9351.87,23765.69,20 mg caps.x 14 (VL)
1189601,ARGENTINA,Rossmore Pharma,ADIKAN,esomeprazole,2024-08-06,64428.48,IOMA,14936.79,49491.69,20 mg caps.x 28 (VL)
1189602,ARGENTINA,Rossmore Pharma,ADIKAN,esomeprazole,2024-08-06,64428.48,IOMA,36493.05,27935.43,20 mg caps.x 42 (VL)
1189603,ARGENTINA,Rossmore Pharma,ADIKAN,esomeprazole,2024-08-06,46910.66,IOMA,19643.81,27266.85,40 mg caps.x 14 (VL)
1189604,ARGENTINA,Rossmore Pharma,ADIKAN,esomeprazole,2024-08-06,92425.79,IOMA,25051.07,67374.72,40 mg caps.x 28 (VL)
1189605,ARGENTINA,Rossmore Pharma,ADIKAN,esomeprazole,2024-08-06,92425.79,IOMA,61137.39,31288.40,40 mg caps.x 42 (VL)
1173,ARGENTINA,Lazar,ADIUVAN,glimepiride,2026-01-16,10812.84,IOMA,5943.00,4869.84,2 mg tablets x 30
1174,ARGENTINA,Lazar,ADIUVAN,glimepiride,2026-01-16,18685.89,IOMA,10392.43,8293.46,4 mg comp.x 30
554456,ARGENTINA,Lazar,ADIUVAN MET,glimepiride+metformin,2026-01-16,13330.37,PAMI-only,,6483.65,2/1000 mg tablets x 30
554457,ARGENTINA,Lazar,ADIUVAN MET,glimepiride+metformin,2026-01-16,23079.90,PAMI-only,,11225.63,4/1000 mg tablets x 30
1556718,ARGENTINA,Duncan,ADRENALINA BIOQUIM,adrenalin,2025-01-15,147350.55,,,,1 mg a.x 100 x 1 ml
1676386,ARGENTINA,Biol,ADRENALINA BIOL,adrenalin,2025-12-22,31063.77,,,,1o/oo a.x 10 x 1 ml
1566979,ARGENTINA,Biol,ADRENALINA BIOL,adrenalin,2025-12-22,291527.69,,,,1o/oo a.x 100 x 1 ml
1556745,ARGENTINA,Veinfar,ADRENALINA LARJAN,adrenalin,2025-08-11,457070.00,,,,0.1% a.x 100 x 1 ml
684861,ARGENTINA,Fabra,ADRENOL,sulfamethoxazole+trimethoprim,2025-12-17,13549.00,IOMA,4372.40,9176.60,comp.x 10
684862,ARGENTINA,Fabra,ADRENOL,sulfamethoxazole+trimethoprim,2025-12-17,13240.00,IOMA,4521.05,8718.95,jbe.x 100 ml
254,ARGENTINA,Takeda Argentina S.A.,ADVATE,factor VIII coagulation recomb.,2025-12-15,4801185.80,IMPORTED,,,1000 IU fco.amp.liof.x 1
256,ARGENTINA,Takeda Argentina S.A.,ADVATE,factor VIII coagulation recomb.,2025-12-15,1200297.35,IMPORTED,,,250 IU fco.amp.liof.x 1
257,ARGENTINA,Takeda Argentina S.A.,ADVATE,factor VIII coagulation recomb.,2025-12-15,2400592.55,IMPORTED,,,500 IU fco.amp.liof.x 1
304959,ARGENTINA,Ariston,ADROMUX,"ibandronic acid,ac.",2026-01-05,47441.41,IOMA,18625.68,28815.73,150 mg comp.x 1
304960,ARGENTINA,Ariston,ADROMUX,"ibandronic acid,ac.",2026-01-05,114818.68,IOMA,47337.63,67481.05,150 mg tablets x 3
684893,ARGENTINA,Microsules Arg.,ADYARD,abiraterone acetate,2026-01-01,10865209.04,,,,250 mg tablets x 120
1387742,ARGENTINA,Takeda Argentina S.A.,ADYNOVATE 1000 BAXJECT III,pegylated recombinant coagulation factor VIII,2025-12-15,4801184.23,IMPORTED,,,vial x1+water p/inj+disp.
1387743,ARGENTINA,Takeda Argentina S.A.,ADYNOVATE 1500 BAXJECT III,pegylated recombinant coagulation factor VIII,2025-12-15,7201776.34,IMPORTED,,,vial x1+water p/inj+disp.
1387746,ARGENTINA,Takeda Argentina S.A.,ADYNOVATE 3000 BAXJECT III,pegylated recombinant coagulation factor VIII,2025-12-15,14403553.77,IMPORTED,,,vial x1+water p/inj+disp.
1387747,ARGENTINA,Takeda Argentina S.A.,ADYNOVATE 500 BAXJECT III,pegylated recombinant coagulation factor VIII,2025-12-15,2400591.75,IMPORTED,,,vial x1+water p/inj+disp.
439,ARGENTINA,Organon Arg.,AERIUS,desloratadine,2026-01-01,37069.33,IOMA,2354.82,34714.51,5 mg comp.rec.x 10
440,ARGENTINA,Organon Arg.,AERIUS,desloratadine,2026-01-01,91383.95,IOMA,8824.35,82559.60,5 mg comp.rec.x 30
2209160,ARGENTINA,Austral,AESIM 200,simethicone,2026-01-07,11580.00,PAMI-only,,3019.05,200 mg tablets x 20
2209157,ARGENTINA,Elea,AEROXINA U.D.,clarithromycin,2025-12-17,18165.24,IOMA,5696.05,12469.19,500 mg comp.rec.x 10
1675485,ARGENTINA,Elea,AEROXINA U.D.,clarithromycin,2025-12-17,9704.10,IOMA,3711.37,5992.73,500 mg comp.rec.x 5
2209158,ARGENTINA,Elea,AEROXINA U.D.,clarithromycin,2025-12-17,18618.24,IOMA,5661.46,12956.78,500 mg comp.rec.x 8
1566837,ARGENTINA,Eczane,AFATIXANE,afatinib,2026-01-02,17029454.30,,,,20 mg comp.rec.x 28
1566838,ARGENTINA,Eczane,AFATIXANE,afatinib,2026-01-02,14366989.91,,,,30 mg comp.rec.x 28
1566839,ARGENTINA,Eczane,AFATIXANE,afatinib,2026-01-02,15111338.60,,,,40 mg comp.rec.x 28
2209159,ARGENTINA,Eczane,AFATIXANE,afatinib,2026-01-02,14003604.55,,,,50 mg comp.rec.x 28
1554564,ARGENTINA,Craveri,AET,polidocanol,2025-12-15,53655.03,,,,0.25% inj.a.x 2 x 2 ml
1554559,ARGENTINA,Craveri,AET,polidocanol,2025-12-15,55360.39,,,,0.5% inj.a.x 2 x 2 ml
1554560,ARGENTINA,Craveri,AET,polidocanol,2025-12-15,57117.60,,,,1% inj.a.x 2 x 2 ml
1554561,ARGENTINA,Craveri,AET,polidocanol,2025-12-15,63226.92,,,,2% inj.a.x 2 x 2 ml
1554562,ARGENTINA,Craveri,AET,polidocanol,2025-12-15,87777.69,,,,3% inj.a.x 2 x 2 ml
1554563,ARGENTINA,Craveri,AET,polidocanol,2025-12-15,90824.74,,,,4% inj.a.x 2 x 2 ml
1192,ARGENTINA,Eurofarma,AFIANCEN,leflunomide,2024-12-02,29651.97,PAMI-only,,14825.99,20 mg comp.rec.x 30
199140,ARGENTINA,Temis-Lostalo,AFENEXIL,paroxetine,2025-12-23,53743.88,IOMA,25093.78,28650.10,20 mg comp.rec.x 30
490,ARGENTINA,Novartis,AFINITOR,everolimus,2026-01-15,13754194.33,IMPORTED,,,10 mg tablets x 30
491,ARGENTINA,Novartis,AFINITOR,everolimus,2026-01-15,4543306.67,IMPORTED,,,2.5 mg tablets x 30
492,ARGENTINA,Novartis,AFINITOR,everolimus,2026-01-15,9170742.71,IMPORTED,,,5 mg tablets x 30
1443106,ARGENTINA,Seqirus,AFLURIA QUAD JUNIOR,influenza virus antigens,2025-12-05,50141.10,IOMA,13216.70,36924.40,jga.prell.x 1 x 0.25 ml
1229497,ARGENTINA,Seqirus,AFLURIA QUAD,influenza virus antigens,2026-01-08,66519.00,IOMA,21954.11,44564.89,jga.prell.x 1 x 0.5 ml
329468,ARGENTINA,Dominguez,AFLUSAN,itopride,2025-12-30,13825.79,PAMI-only,,4163.01,50 mg tablets x 10
