original_url,redirect_url,qs_parameter,tender_details_url,tender_award_url
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3780-65-LE21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=iySIaQBzvVV4X8/QbLlQOw==,iySIaQBzvVV4X8/QbLlQOw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=iySIaQBzvVV4X8/QbLlQOw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=iySIaQBzvVV4X8/QbLlQOw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3710-27-L122,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=DaU8ZNAwDebChhNk8lDCSw==,DaU8ZNAwDebChhNk8lDCSw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=DaU8ZNAwDebChhNk8lDCSw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DaU8ZNAwDebChhNk8lDCSw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1464-13-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Fi5SutG1r91l9weyXuhYrA==,Fi5SutG1r91l9weyXuhYrA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Fi5SutG1r91l9weyXuhYrA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Fi5SutG1r91l9weyXuhYrA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1627-8-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=WIr0FsW6kLwsdnQOwUNZlQ==,WIr0FsW6kLwsdnQOwUNZlQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=WIr0FsW6kLwsdnQOwUNZlQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=WIr0FsW6kLwsdnQOwUNZlQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3692-6-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=VuYlyTdv3GpNLpkKXuAvRw==,VuYlyTdv3GpNLpkKXuAvRw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=VuYlyTdv3GpNLpkKXuAvRw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=VuYlyTdv3GpNLpkKXuAvRw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058128-15-LQ22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Ennn7JTeWWZGhkJ3rQ9hBw==,Ennn7JTeWWZGhkJ3rQ9hBw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=Ennn7JTeWWZGhkJ3rQ9hBw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Ennn7JTeWWZGhkJ3rQ9hBw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2445-7-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=c4oJaUU5VUg376hYF3PuKw==,c4oJaUU5VUg376hYF3PuKw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=c4oJaUU5VUg376hYF3PuKw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=c4oJaUU5VUg376hYF3PuKw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4359-34-LE21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=cfuQB8F6FX6Vm91g+Upj4Q==,cfuQB8F6FX6Vm91g+Upj4Q==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=cfuQB8F6FX6Vm91g+Upj4Q==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=cfuQB8F6FX6Vm91g+Upj4Q==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058094-1-LQ22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=k0dysdtEQiIxsgHsgAsYrQ==,k0dysdtEQiIxsgHsgAsYrQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=k0dysdtEQiIxsgHsgAsYrQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=k0dysdtEQiIxsgHsgAsYrQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4309-4-LQ22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=FfiTwx+ewCKu52q8Wo2GmA==,FfiTwx+ewCKu52q8Wo2GmA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=FfiTwx+ewCKu52q8Wo2GmA==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=FfiTwx+ewCKu52q8Wo2GmA==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5326-26-LE21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=6DZ3DfLuYdWKIqHbFnIFoQ==,6DZ3DfLuYdWKIqHbFnIFoQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=6DZ3DfLuYdWKIqHbFnIFoQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6DZ3DfLuYdWKIqHbFnIFoQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5326-5-LE22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=pv7zYdvr6B9s1/KfsyUOqQ==,pv7zYdvr6B9s1/KfsyUOqQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=pv7zYdvr6B9s1/KfsyUOqQ==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pv7zYdvr6B9s1/KfsyUOqQ==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1058128-12-LR22,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=rRg8YyZ1sumdZ3T+7Cjkpw==,rRg8YyZ1sumdZ3T+7Cjkpw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=rRg8YyZ1sumdZ3T+7Cjkpw==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rRg8YyZ1sumdZ3T+7Cjkpw==
https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=359-94-LR21,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=l5/tgWmLxPOHcXA7qEsOhg==,l5/tgWmLxPOHcXA7qEsOhg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=l5/tgWmLxPOHcXA7qEsOhg==,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=l5/tgWmLxPOHcXA7qEsOhg==
