COUNTRY,PROVINCE,SOURCE,Source Tender Id,Tender Title,Unique Lot ID,Lot Number,Sub Lot Number,Lot Title,Est Lot Value Local,Local Currency,Deadline Date,TENDERING AUTHORITY,Tendering Authority Type,Tender Procedure Type,CN Document Number,Original_Publication_Link_Notice,Ceiling Unit Price,MEAT,Price Evaluation ratio,Quality Evaluation ratio,Other Evaluation ratio,CAN Document Number,Award Date,Bidder,Bid Status Award,Lot_Award_Value_Local,Awarded Unit Price,Original_Publication_Link_Award,Status
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51131808,3,,Acido Tranexámico 1000 Mg/ 10 Ml solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,17490,42464.3126,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51131808,3,,Acido Tranexámico 1000 Mg/ 10 Ml solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,17490,1749,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51141531,4,,Acido valproico 200 Mg Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,1599960,35.3869,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51141531,4,,Acido valproico 200 Mg Comprimidos,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,YES,1599960,133.33,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51241213,5,,Adapaleno 0.1 % Gel Tópico,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,24000,42464.3126,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51241213,5,,Adapaleno 0.1 % Gel Tópico,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,NO,24000,14875,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51241213,5,,Adapaleno 0.1 % Gel Tópico,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,24000,2400,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51121501,6,,Adenosina 6 Mg/ 2 ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,216000,23591.2848,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51121501,6,,Adenosina 6 Mg/ 2 ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,216000,18000,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51121501,6,,Adenosina 6 Mg/ 2 ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,216000,12000,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51121511,7,,Amiodarona clorhidrato 150 Mg/ 3 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,67000,4246.4313,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51121511,7,,Amiodarona clorhidrato 150 Mg/ 3 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,67000,712.5,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51121511,7,,Amiodarona clorhidrato 150 Mg/ 3 Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,67000,670,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101511,8,,Amoxicilina 250 mg/5ml polvo para suspensión oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,348480,1327.0098,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101511,8,,Amoxicilina 250 mg/5ml polvo para suspensión oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,YES,348480,1089,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101511,8,,Amoxicilina 250 mg/5ml polvo para suspensión oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.956.140-4 ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,NO,348480,993,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101511,8,,Amoxicilina 250 mg/5ml polvo para suspensión oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,348480,1290,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51101511,8,,Amoxicilina 250 mg/5ml polvo para suspensión oral,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,NO,348480,1200,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151616,9,,Atropina Sulfato 1 Mg / 1 Ml Solución inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,14300,4246.4313,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151616,9,,Atropina Sulfato 1 Mg / 1 Ml Solución inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,14300,350,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151616,9,,Atropina Sulfato 1 Mg / 1 Ml Solución inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.956.140-4 ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,NO,14300,130,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151616,9,,Atropina Sulfato 1 Mg / 1 Ml Solución inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,14300,155,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51151616,9,,Atropina Sulfato 1 Mg / 1 Ml Solución inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.830.090-9 FARMACEUTICA CARIBEAN SPA,YES,14300,143,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51181701,10,,Betametasona fosfato disódico 4 Mg/Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,NO,136000,424.6431,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51181701,10,,Betametasona fosfato disódico 4 Mg/Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.079.782-0 WINPHARM SPA,NO,136000,450,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51181701,10,,Betametasona fosfato disódico 4 Mg/Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,77.768.990-8 FARMACEUTICA INSUVAL S.A.,YES,136000,136,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
CHILE,Región del Maule,MERCADOPUBLICO,3558-24-LE23,Adquisición De Medicamentos Departamento De Salud,51181701,10,,Betametasona fosfato disódico 4 Mg/Ml Solución Inyectable,,,18-07-2023 12:15:00,I MUNICIPALIDAD DE PENCAHUE,,,3558-24-LE23,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,,,40.0,30.0,30,3558-24-LE23,2023-08-01,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,NO,136000,160,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,AWARDED
